concept	property	cluster_label
red wine	stored	1
port	storing	1
late harvest	storing	1
port	storage	1
port	storage	1
port	unloading	2
port	handling	2
port	transshipping	2
port	cargo handling	2
port	weather dependent	2
port	loading	2
port	unloading	2
port	docking	2
port	unloading	2
port	loading	2
port	loading	2
wine taste	lingering	3
edible thing	odorless	3
wine taste	pleasant	3
wine descriptor	unpleasant	3
wine descriptor	aftertaste	3
wine taste	unpleasant	3
wine color	affects taste	3
chardonnay	aged	4
chianti	aged	4
wine flavor	aged	4
dry wine	young	4
red wine	young	4
dry red wine	aged	4
italian wine	aged	4
red burgundy	aged	4
late harvest	mature	4
ice wine	develops complexity	4
white burgundy	develops complexity	4
dry wine	mature	4
red wine	mature	4
dry red wine	mature	4
italian wine	mature	4
red burgundy	mature	4
muscadet	young	4
beaujolais	young	4
french wine	young	4
chianti	young	4
french wine	mature	4
cabernet franc	age-worthy	4
beaujolais	drink young	4
margaux	well-aged	4
petite syrah	can age for 5-7 years	4
pauillac	can be aged	4
red burgundy	can be aged	4
dry red wine	young	4
st emilion	developed	4
wine flavor	old	4
red bordeaux	can be aged for years	4
ice wine	aged for years	4
full bodied wine	aged for years	4
late harvest	mature	4
white burgundy	ages well	4
margaux	long-aged	4
italian wine	young	4
red burgundy	young	4
chardonnay	young	4
chianti	young	4
zinfandel	young	4
st emilion	young	4
wine flavor	young	4
chardonnay	mature	4
zinfandel	aged	4
dry wine	aged	4
st emilion	aged	4
sauterne	aged	4
medoc	improves with age	5
cabernet sauvignon	improves with age	5
margaux	improves with age	5
red burgundy	improves with age	5
pauillac	improves with age	5
full bodied wine	improves with time	5
wine color	aging time	5
medoc	improves with age	5
wine color	aging	5
meursault	develops complexity over time	5
ice wine	complex flavor	6
full bodied wine	complex flavor profile	6
full bodied wine	complex flavor	6
full bodied wine	complex flavor profile	6
red wine	aging	6
chenin blanc	aged	7
dry white wine	aged	7
zinfandel	can be aged for 10 to 20 years	7
margaux	aged for several years	7
california wine	aged	7
chardonnay	aged	7
meursault	aged for several years	7
texas wine	aged	7
american wine	aged	7
cabernet sauvignon	aged	7
white wine	aged	7
riesling	aged	7
dry red wine	aged	7
chenin blanc	aged	7
cabernet franc	aged	7
red burgundy	aged	7
dry riesling	aged	7
cabernet sauvignon	can be aged for years	7
dry wine	aged	7
cabernet sauvignon	aged for several years	7
pauillac	can be aged for 10-20 years	7
medoc	can be aged for many years	7
sweet riesling	aged	7
sancerre	aged	7
white burgundy	aged	7
margaux	aged	7
pinot blanc	aged	7
meursault	can be aged for years	7
sweet wine	aged	7
dry wine	aged	7
chenin blanc	can be aged for 5-10 years	7
chenin blanc	can age for 5-10 years	8
petite syrah	5-7 years	8
full bodied wine	develops complexity over time	8
white table wine	still	8
chenin blanc	short	8
chenin blanc	long	8
pauillac	aged	8
chianti	aged	8
ice wine	long	8
alsace wine	still	8
chenin blanc	medium	8
petite syrah	long-lived	8
medoc	can be aged for decades	8
french wine	aged	8
full bodied wine	can age for years	8
white bordeaux	long	8
chianti	medium	9
full bodied wine	longer aging	9
full bodied wine	long ageing process	9
wine color	aging process	9
white table wine	aging	9
medoc	long ageing	9
bordeaux	long ageing	9
rose wine	aging	9
ice wine	complex	9
red bordeaux	develops complexity over time	9
medoc	required to age	9
dessert wine	aging	9
red table wine	aging	9
cabernet franc	aging	9
wine color	aging process	9
dry riesling	around 12%	10
dry red wine	12%	10
medoc	alcoholic	10
dry red wine	alcohol	10
table wine	usually around 12%	10
full bodied wine	14% or higher	10
dessert wine	fortified	10
ice wine	typically above 20%	10
dry riesling	12% - 14%	10
dry red wine	medium	10
sweet riesling	11-14%	10
sweet riesling	lower than 12%	10
full bodied wine	high alcohol content	10
zinfandel	13-15%	10
red burgundy	13-15%	10
wine color	alcoholic	10
zinfandel	12% to 16%	10
sweet riesling	10-12%	10
dry white wine	12% to 14%	10
table wine	12% to 15%	10
riesling	12% to 15%	10
dry riesling	12%	10
sweet riesling	sweet	10
dry riesling	14% abv	10
chardonnay	12% to 14%	10
rose wine	12% to 14%	10
pinot noir	12% to 14%	10
riesling	high	10
dry riesling	12% to 14%	10
riesling	varies	10
petite syrah	13% to 14%	10
chenin blanc	can be drunk young	10
dry wine	medium	10
riesling	medium	10
wine flavor	medium	10
zinfandel	14% to 16%	10
gamay	13% abv	10
full bodied wine	14% or more	10
ice wine	sweet wine	10
dry riesling	12% abv	10
sauvignon blanc	12% abv	10
gamay	12% abv	10
white wine	13% to 15%	10
petite syrah	12-14%	10
rose wine	13% abv	10
merlot	13% to 15%	10
dry red wine	13% to 15%	10
table wine	13% to 15%	10
zinfandel	15% to 16%	10
dry riesling	13% abv	10
medoc	alcoholic beverage	10
full bodied wine	above 14%	10
zinfandel	above 14%	10
rose wine	15% abv	10
sweet wine	high	10
dry red wine	high	10
dry red wine	12-15%	10
cabernet sauvignon	12-15%	10
table wine	12-15%	10
red table wine	12-15%	10
merlot	12-15%	10
zinfandel	medium-high	10
table wine	13% to 15%	10
ice wine	high	10
dessert wine	high	10
zinfandel	high	10
dry wine	high	10
wine flavor	high	10
full bodied wine	high	10
sauvignon blanc	13% abv	10
red burgundy	alcoholic drink	10
table wine	varies	10
white wine	typically 12%	10
dry wine	strong	10
dry red wine	strong	10
dry red wine	adults only	10
dry red wine	alcoholic drink	10
rose wine	alcoholic drink	10
red table wine	alcoholic drink	10
white wine	varies	10
red table wine	moderate	10
fish course	with beer	10
fish course	beer	10
rose wine	bubbly	10
riesling	bubbly	10
wine descriptor	medium	10
medoc	alcoholic beverage	10
white table wine	alcoholic drink	10
dry red wine	high	10
dry wine	high	10
red table wine	high	10
medoc	high	10
red burgundy	high	10
wine descriptor	high	10
white burgundy	12-14%	10
wine grape	alcoholic drink	10
chardonnay	12% to 15%	10
table wine	alcoholic drink	10
medoc	alcoholic drink	10
red table wine	alcoholic drink	10
dry riesling	low to medium	10
ice wine	typically 10-20%	10
table wine	usually 12-15%	10
wine descriptor	low	10
sweet riesling	around 8-12%	10
muscadet	low to moderate	10
full bodied wine	14-16%	10
riesling	typically 11-13%	10
riesling	usually low to moderate	10
sweet riesling	around 11%	10
sweet riesling	moderate	10
dry riesling	12% or less	10
sweet riesling	lower	10
rose wine	alcoholic beverage	10
zinfandel	12-16%	10
wine grape	alcoholic	10
sweet riesling	low	10
dry wine	low	10
wine flavor	low	10
riesling	low	10
dry white wine	12% to 15%	10
sweet wine	strong	10
dry white wine	alcoholic beverage	10
red wine	alcoholic beverage	10
dry red wine	alcoholic beverage	10
red table wine	alcoholic beverage	10
rose wine	alcoholic beverage	10
red wine	alcoholic beverage	10
red table wine	alcoholic beverage	10
dry red wine	alcoholic beverage	10
white table wine	alcoholic beverage	10
dry white wine	alcoholic beverage	10
white wine	alcoholic beverage	10
table wine	alcoholic beverage	10
red burgundy	12-15%	10
dessert wine	strong	10
full bodied wine	strong	10
dry red wine	strong	10
burgundy	clothing	11
sweet dessert	decorated	11
sweet dessert	ornate	11
st émilion	romanesque church	12
st-émilion	romanesque church	12
st émilion	monastery	12
st émilion	monastery buildings	12
st emilion	romanesque architecture	12
st. émilion	romanesque church	12
st émilion	romanesque architecture	12
st-émilion	romanesque church	12
st émilion	churches	12
dessert wine	fortified	13
st-émilion	medieval architecture	13
loire	medieval castles	13
st. émilion	medieval architecture	13
sauterne	fortified	13
st émilion	medieval castle	13
st-émilion	cobbled streets	13
wine flavor	fruity	14
white burgundy	fruity	14
dry riesling	green apple	14
riesling	fruit	14
wine descriptor	fruity	14
sancerre	floral aromas	14
dry riesling	stone fruit	14
full bodied wine	fruity notes	14
pinot blanc	pear	14
full bodied wine	fruity	14
wine descriptor	fruity	14
dry riesling	fruity	14
dry white wine	fruity	14
sweet wine	fruity	14
white wine	fruity	14
pinot noir	cherry	14
sauvignon blanc	green apple	14
white table wine	fruity	14
sauvignon blanc	fruity	14
sweet riesling	fruity	14
pinot blanc	fruity	14
dry red wine	fruity	14
wine taste	fruity	14
pinot noir	berry	14
dessert wine	fruity	14
pinot blanc	apple	14
riesling	apple	14
chenin blanc	apple	14
chardonnay	green apple	14
beaujolais	fruity	14
white bordeaux	lemon	14
sauvignon blanc	mineral	14
wine descriptor	fruit	14
full bodied wine	oaky notes	14
wine descriptor	caramel	14
dessert course	joy	15
dessert course	relaxation	15
dessert	joy	15
dessert	relaxation	15
dessert course	celebration	15
fruit course	satisfaction	15
dessert	indulgence	15
sauvignon blanc	crisp wine	16
wine descriptor	finish	16
wine descriptor	body	16
pauillac	complex	16
beaujolais	young wine	16
sancerre	high acidity	16
semillon	crisp acidity	16
wine color	grape variety	16
wine color	strong with red wine	16
wine color	grape variety	16
white burgundy	crisp	16
wine color	influenced by grape variety	16
wine descriptor	tannins	16
pinot blanc	refreshing	16
sancerre	refreshing	16
white bordeaux	refreshing	16
meursault	crisp	16
american wine	crisp	16
gamay	produces wine with low tannins	16
meursault	buttery	16
dry riesling	crisp	16
sancerre	crisp	16
white bordeaux	crisp	16
sauvignon blanc	crisp	16
sancerre	aromatic	16
sauvignon blanc	crisp wine	16
wine color	weak with white wine	16
wine color	white wine with crispness	16
cabernet franc	medium acidity	16
cabernet franc	dry	16
pauillac	flavors of dark fruit	16
pinot noir	acidic	16
wine flavor	white wine	16
wine descriptor	appearance	17
merlot	approachable	17
wine descriptor	appearance	17
wine descriptor	body	17
wine descriptor	appearance	17
wine descriptor	appearance	17
dessert	attractive	17
sweet dessert	attractive	17
edible thing	appealing	17
wine color	appearance	17
wine descriptor	vigor	17
wine descriptor	body	17
wine descriptor	appearance	17
tours	history buffs	18
wine descriptor	wine enthusiast	18
wine descriptor	general public	18
wine descriptor	wine expert	18
white table wine	wine glass	19
red bordeaux	wine cellar	19
red wine	corked	19
cabernet franc	enjoying as a standalone wine	19
texas wine	wine shop	19
texas wine	wine festival	19
red wine	wine box	19
chardonnay	wine bars	19
table wine	wine cellar	19
red wine	wine cellar	19
wine descriptor	wine description	19
wine descriptor	no pairing	19
red meat	restaurant	20
fruit course	restaurant	20
pasta	italian restaurant	20
red meat	restaurant	20
texas wine	restaurant	20
fruit course	buffet	20
chardonnay	restaurants	20
pasta	restaurant	20
edible thing	restaurant	20
french wine	michelin star	21
pauillac	wine of the year	21
french wine	grand vin	21
california wine	wine enthusiast	21
st. emilion	premier grand cru classé	21
california wine	wine spectator	21
texas wine	wineries with awards	21
french wine	premier cru	21
texas wine	texas wine awards	21
wine descriptor	wine criticism	21
margaux	wine critic's favorite	21
california wine	best wine award	21
german wine	best wine	21
california wine	wine competition	21
pauillac	critic score	21
margaux	wine critic's choice	21
french wine	grand cru	21
french wine	wine spectator award	21
white burgundy	best wine	21
alsace wine	best wine	21
medoc	highly rated	22
margaux	highly rated	22
alsace wine	highly rated	22
zinfandel	highly rated	22
pauillac	highly rated	22
california wine	yes	22
meursault	highly rated	22
german wine	receiving high ratings	22
white burgundy	highly rated	22
red bordeaux	highly rated	22
italian wine	highly rated	22
german wine	top rating	22
american wine	best of show	22
meritage	yes	22
st emilion	highly rated	22
california wine	best of show	22
california wine	high ratings	22
medoc	high ratings	22
white bordeaux	highly rated	22
meursault	highly rated	22
german wine	wine award	23
pauillac	medal	23
texas wine	winery awards	23
pauillac	award	23
margaux	wine awards	23
sauvignon blanc	wine awards	23
german wine	wine awards	23
french wine	wine awards	23
german wine	wine competition	23
german wine	german wine awards	23
texas wine	wine competitions	23
texas wine	winemaking awards	23
texas wine	wine competition prizes	23
pauillac	winemaking awards	23
texas wine	winemaking competitions	23
medoc	winemaking competitions	23
texas wine	wine awards	23
american wine	wine awards	23
german wine	international wine awards	23
german wine	wine and spirits awards	23
margaux	prized wine	23
american wine	wine competitions	23
texas wine	recognized by wine critics	23
french wine	wine competitions	23
american wine	vintage releases	23
texas wine	local acclaim	24
meritage	critic reviews	24
texas wine	critic acclaim	24
california wine	critical acclaim	24
california wine	critic score	24
american wine	critic reviews	24
alsatian wine	medal	25
alsatian wine	prize	25
texas wine	awarded	25
french wine	oscar	25
alsace wine	awarded medals	25
california wine	gold medal	25
american wine	gold medal	25
medoc	prized for quality	25
alsatian wine	recognition	25
alsace wine	international recognition	25
st emilion	awarded	25
german wine	gold medal	25
italian wine	gold medal	25
sauvignon blanc	international recognition	25
alsace wine	international recognition	25
german wine	international recognition	25
texas wine	international recognition	25
italian wine	award winning	26
california wine	award winning	26
alsace wine	highly acclaimed	26
zinfandel	critically acclaimed	26
italian wine	critically acclaimed	26
meursault	critically acclaimed	26
texas wine	critically acclaimed	26
american wine	critically acclaimed	26
medoc	has won numerous awards	26
french wine	receiving high ratings from critics	26
alsace wine	critically praised	26
chenin blanc	critic-acclaimed	26
italian wine	critic-acclaimed	26
meritage	often	26
california wine	often	26
american wine	best in show	26
italian wine	best in show	26
margaux	critic's choice	26
white bordeaux	critic's choice	26
american wine	award-winning	26
medoc	is highly rated by critics	26
california wine	winning awards	27
chenin blanc	prize-winning	27
texas wine	recognized	27
italian wine	prize winner	27
medoc	prize-winning	27
italian wine	prize-winning	27
california wine	gold medal	27
red bordeaux	prize-winning	27
texas wine	win awards	27
american wine	winning recognition	27
zinfandel	winning gold medal	27
texas wine	receiving recognition	27
alsace wine	reputation for quality	27
american wine	recognized	27
texas wine	winning international competitions	27
french wine	winning international competitions	27
american wine	winning awards	27
texas wine	winning awards	27
zinfandel	winning awards	27
german wine	winning international competitions	27
texas wine	receiving national recognition	27
alsace wine	high reputation	27
st emilion	prized	27
burgundy	wining	27
california wine	winning	27
american wine	winning	27
american wine	winning medals	27
fowl	scratches	28
fowl	scratching	28
fowl	clucking	28
fowl	clucks	28
fowl	nocturnal	29
fowl	omnivorous	29
fowl	insectivorous	29
fowl	carnivorous	29
fowl	wild forest	29
fowl	brooding	29
fowl	wild	29
fowl	omnivorous	29
wine grape	other species	29
fowl	aggressive	29
pinot blanc	best consumed within 2-5 years	30
consumable thing	locally sourced	30
beaujolais	fresh	30
beaujolais	young	30
beaujolais	fresh	30
red bordeaux	best consumed after aging	30
consumable thing	to be eaten	30
pinot blanc	best consumed young	30
sancerre	apéritif	31
muscadet	apéritif	31
fruit course	yogurt	31
chenin blanc	serving as an apéritif	31
sweet riesling	as an apéritif	31
table wine	as an aperitif	31
american wine	as an aperitif	31
pinot blanc	apéritif	31
white bordeaux	as an aperitif	31
german wine	as an aperitif	31
alsace wine	foie gras	31
chenin blanc	foie gras	31
sweet riesling	with dessert	32
ice wine	with dessert	32
meal	takeaway	32
beaujolais	food	32
sweet dessert	chef	32
fish course	wine	32
fruit course	with yogurt	32
sweet dessert	home cook	32
dessert	chocolate sauce	32
red wine	dinner	32
chianti	dinner	32
dessert wine	dinner	32
fruit course	brunch	32
ice wine	with fruit	32
white bordeaux	with food	32
sweet dessert	chocolate sauce	32
fish course	bread	32
dessert	after-meal food	32
table wine	dinner	32
wine color	dinner	32
sweet dessert	table	32
sweet dessert	dinner	32
sweet dessert	special gathering	32
sweet dessert	party	32
fish course	beer	32
fish course	bread	32
dessert course	wine	32
fish course	at dinner	32
pauillac	cabernet sauvignon	33
margaux	cabernet sauvignon	33
white wine	sauvignon blanc	33
dry white wine	sauvignon blanc	33
white wine	sauvignon	33
white wine	sauvignon	33
dry red wine	cabernet sauvignon	33
red burgundy	pinot noir	33
meritage	cabernet sauvignon	33
full bodied wine	cabernet sauvignon	33
red burgundy	cabernet sauvignon	33
st-émilion	cabernet sauvignon	33
burgundy	cabernet sauvignon	33
red burgundy	cabernet sauvignon	33
wine color	cabernet sauvignon	33
bordeaux	made from cabernet sauvignon	33
red table wine	cabernet sauvignon	33
red bordeaux	cabernet sauvignon	33
merlot	cabernet sauvignon	33
bordeaux	cabernet sauvignon	33
meritage	cabernet franc	33
german wine	riesling region	33
meritage	cabernet sauvignon	33
dry red wine	cabernet sauvignon	33
dry riesling	riesling	33
meritage	cabernet sauvignon	33
meritage	cabernet franc	33
full bodied wine	cabernet sauvignon	33
beaujolais	beaujolais region	33
wine grape	riesling	33
wine color	riesling	33
white wine	riesling	33
wine grape	cabernet sauvignon	33
wine color	cabernet sauvignon	33
table wine	cabernet sauvignon	33
red bordeaux	cabernet franc	33
full bodied wine	cabernet sauvignon	33
pasta	linguine	33
petite syrah	full-bodied	34
wine taste	full-bodied	34
dry wine	medium	34
wine taste	medium	34
semillon	medium body	34
wine flavor	full-bodied	34
dry wine	full-bodied	34
wine descriptor	medium	34
dry wine	full	34
wine descriptor	full	34
wine flavor	full	34
full bodied wine	thick	34
wine flavor	full-bodied	34
wine taste	full-bodied	34
full bodied wine	full	34
wine taste	full	34
meritage	full-bodied	34
cabernet franc	full-bodied	34
petite syrah	full-bodied	34
meursault	full-bodied	34
semillon	full-bodied	34
merlot	full-bodied	34
sauterne	full-bodied	34
fowl	flocking	35
fowl	egg production	35
fowl	brooding	35
fowl	lays eggs	35
fowl	lays eggs	35
fowl	egg-laying	35
fowl	broods	35
fowl	laying eggs	35
fowl	incubation	35
fowl	2-12 eggs	35
burgundy	shade	36
wine color	shade	36
fowl	domesticated	37
fowl	pet	37
fowl	farm animal	37
fowl	domestic animal	37
fowl	domesticated	37
fowl	herbivorous	37
fowl	domesticated animal	37
burgundy	rich	38
burgundy	rich	38
dessert	rich	38
ice wine	rich	38
st emilion	rich	38
sweet wine	rich	38
sweet dessert	rich	38
full bodied wine	rich	38
dessert course	rich	38
dessert	rich	38
full bodied wine	rich taste	38
sweet wine	rich	38
sauterne	rich	38
dessert wine	rich	38
wine descriptor	rich	38
burgundy	rich	38
pauillac	rich	38
medoc	rich	38
meritage	rich texture	38
meursault	rich texture	38
petite syrah	rich	38
dessert wine	rich	38
red meat	rich	38
margaux	rich	38
sauterne	rich	38
meursault	rich	38
white burgundy	rich	38
meursault	rich	38
fish course	rich	38
full bodied wine	rich texture	38
merlot	rich	38
petite syrah	rich	38
dessert course	rich	38
red burgundy	rich	38
pinot noir	earth	39
wine taste	strong	39
wine descriptor	floral	39
full bodied wine	complex	39
full bodied wine	strong scent	39
wine descriptor	aroma	39
wine flavor	earthly	39
wine flavor	medium	39
wine taste	weak	39
wine descriptor	aroma	39
wine flavor	strong	39
full bodied wine	strong	39
wine flavor	weak	39
wine descriptor	aroma	39
wine descriptor	aroma	39
wine color	aroma	39
wine descriptor	aroma	39
wine descriptor	aroma	39
full bodied wine	intense	39
wine descriptor	color	40
burgundy	hue	40
potable liquid	colorful	40
edible thing	colorful	40
dessert	colorful	40
sweet dessert	colorful	40
burgundy	color	40
wine descriptor	color	40
wine color	tint	40
wine color	color	40
wine descriptor	color	40
wine color	hue	40
wine descriptor	color	40
wine flavor	complex	41
wine flavor	complex	41
meursault	complex	41
wine descriptor	general	41
petite syrah	complex	41
margaux	complex	41
cabernet franc	complex	41
wine flavor	simple	41
wine descriptor	specific	41
gamay	light body	42
pinot noir	light body	42
pinot blanc	light bodied	42
wine taste	light-bodied	42
gamay	light-bodied	42
wine flavor	light-bodied	42
gamay	thin-skinned	42
wine grape	thin-skinned	42
wine taste	light-bodied	42
wine flavor	light-bodied	42
muscadet	light bodied	42
gamay	light bodied	42
wine flavor	oaky	43
wine flavor	hints of oak	43
wine descriptor	oaky	43
sancerre	oaky	43
meursault	oaky	43
chardonnay	oaky	43
wine descriptor	oaky	43
full bodied wine	oaky	43
red wine	oaky	43
wine descriptor	oaky	43
wine taste	oaky	43
wine descriptor	oaky	43
wine taste	oaky	43
zinfandel	oaky	43
red table wine	oak	43
sancerre	green	43
dry wine	oaky	43
wine flavor	oaky	43
red wine	oak	43
cabernet sauvignon	oaked	43
pauillac	oaky	43
riesling	oaked	43
chenin blanc	oaked	43
meritage	oaky	43
white bordeaux	oaky	43
wine flavor	oaky	43
semillon	oaky	43
wine flavor	delicate	44
gamay	floral	44
white burgundy	floral	44
white bordeaux	floral	44
sweet riesling	floral	44
wine descriptor	floral	44
muscadet	floral notes	44
dry riesling	floral notes	44
wine descriptor	bouquet	44
wine flavor	floral	44
wine descriptor	floral	44
wine descriptor	bouquet	44
burgundy	vibrant	44
wine flavor	floral	44
dessert	delightful	45
meal	satisfying	45
muscadet	versatile	45
chenin blanc	versatile	45
potable liquid	hydrating	45
potable liquid	essential for life	45
wine taste	good	45
petite syrah	well-balanced	45
meal	healthy	45
chenin blanc	good aging potential	45
white table wine	versatile	45
red wine	heart healthy	45
sweet fruit	healthy	45
white bordeaux	mineral	46
consumable thing	solid	46
potable liquid	mineral content	46
red wine	sulfites	46
consumable thing	mineral	46
bordeaux	appellation d'origine contrôlée	47
st emilion	appellation d'origine contrôlée	47
st emilion	appellation d'origine contrôlée	47
st emilion	aoc	47
sancerre	appellation d'origine contrôlée	47
alsace wine	appellation d'origine contrôlée	47
st emilion	protected designation of origin	47
st. emilion	appellation d'origine contrôlée	47
bordeaux	appellation d'origine contrôlée	47
anjou	yellow	48
wine color	pale yellow	48
chardonnay	yellow	48
wine color	pale yellow	48
dry white wine	pale yellow	48
white table wine	pale yellow	48
white bordeaux	pale yellow	48
white burgundy	yellow	48
pinot blanc	light yellow	48
sweet fruit	yellow	48
white burgundy	pale yellow	48
potable liquid	yellow	48
sweet riesling	yellow	48
muscadet	pale yellow	48
white wine	pale yellow	48
sancerre	pale yellow	48
pinot blanc	pale yellow	48
white bordeaux	clear	49
white wine	clear	49
white table wine	clear	49
dry white wine	clear	49
wine color	clear	49
sancerre	clear	49
sancerre	clear	49
potable liquid	clear	49
potable liquid	blue	49
potable liquid	transparent	49
potable liquid	colorless	49
potable liquid	colorless	49
potable liquid	clear	49
wine color	clear	49
potable liquid	colorless	49
wine color	murky	49
potable liquid	clear	49
bordeaux	purple	50
sweet fruit	purple	50
cabernet franc	purple	50
petite syrah	purple	50
red wine	purple	50
red table wine	purple	50
merlot	purple	50
full bodied wine	purple	50
wine grape	purple	50
merlot	dark purple	50
cabernet sauvignon	purple	50
petite syrah	deep purple	50
merlot	deep purple	50
petite syrah	dark purple	50
wine color	purple	50
white bordeaux	white	51
texas wine	white	51
california wine	white	51
wine taste	white	51
meritage	white	51
white table wine	white	51
american wine	white	51
white table wine	white	51
white bordeaux	white	51
white burgundy	white	51
italian wine	white	51
potable liquid	white	51
wine color	white	51
wine color	white	51
dry wine	white	51
wine color	white	51
wine flavor	white	51
wine color	white	51
alsace wine	white	51
wine descriptor	white	51
white wine	white	51
dry white wine	white	51
table wine	white	51
sancerre	white	51
german wine	white	51
alsace wine	white	51
wine grape	white	51
wine color	white	51
alsace wine	white	51
table wine	white	51
wine grape	white	51
wine color	white	51
american wine	white	51
french wine	white	51
italian wine	white	51
wine grape	green	52
potable liquid	green	52
anjou	green	52
wine color	green	52
anjou	skin is green	52
sweet fruit	green	52
wine grape	green	52
wine color	claret	53
wine color	burgundy	53
bordeaux	wine	53
wine color	champagne	53
bordeaux	wine color	53
burgundy	wine color	53
red table wine	burgundy	53
dry red wine	burgundy	53
red bordeaux	burgundy	53
red burgundy	burgundy	53
burgundy	wine-like	53
wine color	claret	53
red wine	burgundy	53
meursault	burgundy	53
wine color	champagne	53
wine color	burgundy	53
pinot noir	ruby	54
red table wine	ruby	54
chianti	ruby red	54
merlot	ruby red	54
red burgundy	ruby red	54
cabernet franc	ruby red	54
red table wine	ruby red	54
red wine	ruby red	54
medoc	ruby red	54
wine color	ruby	54
wine color	ruby	54
dry red wine	ruby red	54
zinfandel	ruby red	54
red bordeaux	ruby red	54
bordeaux	ruby red	54
petite syrah	ruby red	54
cabernet sauvignon	ruby red	54
pinot noir	ruby red	54
sweet dessert	flour	55
dessert	flour	55
late harvest	bread making	55
pasta	wheat flour	55
pasta	carbohydrate	55
pasta	wheat flour	55
dessert	flour	55
dessert course	flour	55
fish course	bread	56
dessert course	pudding	56
dessert course	pudding	56
dessert course	pudding	56
dessert	pudding	56
sweet dessert	pudding	56
dessert course	pie	57
dessert	apple pie	57
dessert course	pie	57
dessert course	pie	57
dessert	pie	57
dessert course	pie	57
dessert	pie	57
dessert	pie	57
dessert course	pie	57
dessert course	pie	57
sweet dessert	pie	57
dessert course	pie	57
dessert	brownie	57
dessert course	ice cream	58
dessert course	ice cream	58
dessert	ice cream	58
fruit course	whipped cream	58
dessert course	ice cream	58
fruit course	ice cream	58
dessert course	ice cream	58
dessert course	ice cream	58
dessert course	ice cream	58
sweet dessert	ice cream	58
sweet dessert	ice cream	58
dessert course	ice cream	58
dessert	ice cream	58
dessert	ice cream	58
dessert course	ice cream	58
fruit course	whipped cream	58
dessert	whipped cream	58
sweet dessert	whipped cream	58
cabernet sauvignon	rich sauces	59
burgundy	romantic dinner	59
pasta	with sauce	59
fish course	with sauce	59
petite syrah	red sauce	59
fish course	with sauce	59
pasta	making sauces	59
pasta	making sauce	59
red bordeaux	red sauce	59
fruit course	savory	59
texas wine	with tex-mex cuisine	59
pasta	garlic	59
edible thing	seasoning	59
pasta	sauce	59
pasta	olive oil	59
pinot blanc	pairing with food	60
muscadet	pairing with food	60
fish course	with wine	60
texas wine	with food	60
gamay	with food	60
wine taste	with food	60
alsace wine	with food	60
meritage	pair with food	60
german wine	with dessert	60
wine flavor	with dessert	60
meritage	pairing with food	60
california wine	pairing with food	60
beaujolais	pairing with food	60
dessert wine	pair with dessert	60
chenin blanc	with dessert	60
dry white wine	pairing with food	60
dry wine	pairing with food	60
table wine	with meals	60
german wine	with food	60
california wine	with food	60
wine flavor	with food	60
american wine	with food	60
sancerre	pairing with food	60
ice wine	pairing with food	60
dry white wine	pairing with food	60
petite syrah	pairing with food	60
red burgundy	pairing with food	60
sweet riesling	pairing with food	60
red table wine	pairing with food	60
dry wine	pairing with food	60
zinfandel	pairing with food	60
cabernet franc	pairing with food	60
white table wine	pairing with food	60
