concept	facet	property	facet_property	cluster_label
rhubarb	appearance	petioles	appearance: petioles	28
beans	appearance	seeds	appearance: seeds	28
nectarine	appearance	seed	appearance: seed	28
potato	appearance	sprouts	appearance: sprouts	28
bread	appearance	golden brown	appearance: golden brown	29
biscuit	appearance	golden brown	appearance: golden brown	29
bread	appearance	brown	appearance: brown	29
onions	appearance	brown	appearance: brown	29
pear	appearance	brown	appearance: brown	29
pepper	appearance	brown	appearance: brown	29
potato	appearance	brown	appearance: brown	29
raisin	appearance	brown	appearance: brown	29
biscuit	appearance	dark brown	appearance: dark brown	29
walnut	appearance	brown	appearance: brown	29
garlic	appearance	brown	appearance: brown	29
goose	characteristics	grayish-brown	characteristics: grayish-brown	29
spinach	appearance	dark green	appearance: dark green	29
beans	appearance	often brown or black	appearance: often brown or black	29
biscuit	appearance	light brown	appearance: light brown	29
raisin	appearance	dark brown	appearance: dark brown	29
pigeon	appearance	brown	appearance: brown	29
radish	parts	stem	parts: stem	30
cauliflower	parts	stem	parts: stem	30
cherry	parts	stem	parts: stem	30
broccoli	parts	stem	parts: stem	30
spoon	parts	stem	parts: stem	30
potato	growth	stem	growth: stem	30
pear	appearance	stem	appearance: stem	30
rhubarb	appearance	stalk	appearance: stalk	30
cabbage	parts	stem	parts: stem	30
broccoli	appearance	stem	appearance: stem	30
cauliflower	appearance	stem	appearance: stem	30
mushroom	appearance	stem	appearance: stem	30
walnut	appearance	kernel	appearance: kernel	30
cherry	appearance	stemmed	appearance: stemmed	30
celery	parts	stem	parts: stem	30
peach	parts	stem	parts: stem	30
pear	parts	stem	parts: stem	30
nectarine	appearance	pit	appearance: pit	30
plum	appearance	pit	appearance: pit	30
avocado	appearance	pit	appearance: pit	30
cherry	appearance	pit	appearance: pit	30
mushroom	shapes	stem	shapes: stem	30
mushroom	parts	stem	parts: stem	30
raspberry	parts	stems	parts: stems	30
beets	parts	stems	parts: stems	30
parsley	parts	stems	parts: stems	30
pineapple	parts	stems	parts: stems	30
beans	parts	stems	parts: stems	30
apple	parts	stem	parts: stem	30
lettuce	parts	stem	parts: stem	30
celery	parts	stems	parts: stems	30
mushroom	shape	stem	shape: stem	30
spinach	appearance	fresh or frozen	appearance: fresh or frozen	31
cranberry	seasonality	fresh or frozen	seasonality: fresh or frozen	31
parsley	appearance	fresh or dried	appearance: fresh or dried	31
spinach	appearance	fresh smell	appearance: fresh smell	32
beans	appearance	texture	appearance: texture	32
pumpkin	appearance	texture	appearance: texture	32
orange	appearance	texture	appearance: texture	32
rice	appearance	texture	appearance: texture	32
cigar	appearance	texture	appearance: texture	32
lemon	appearance	texture	appearance: texture	32
tangerine	appearance	texture	appearance: texture	32
lettuce	appearance	fresh smell	appearance: fresh smell	32
pepper	appearance	texture	appearance: texture	32
candle	properties	soft light	properties: soft light	32
nectarine	appearance	smooth texture	appearance: smooth texture	32
teddy bear	appearance	soft	appearance: soft	32
pepper	appearance	soft	appearance: soft	32
bread	appearance	soft	appearance: soft	32
peach	appearance	soft flesh	appearance: soft flesh	32
candle	characteristics	soft glow	characteristics: soft glow	32
asparagus	appearance	delicate texture	appearance: delicate texture	32
crayon	properties	soft or hard texture	properties: soft or hard texture	32
lettuce	appearance	crisp texture	appearance: crisp texture	32
banana	appearance	soft texture	appearance: soft texture	32
lime	appearance	juicy	appearance: juicy	33
tomato	appearance	juicy	appearance: juicy	33
strawberry	appearance	juicy	appearance: juicy	33
plum	appearance	juicy	appearance: juicy	33
cherry	appearance	juicy	appearance: juicy	33
tomato	appearance	ripe	appearance: ripe	33
pepper	appearance	red, ripe	appearance: red, ripe	33
peach	taste	ripe	taste: ripe	33
banana	taste	ripe	taste: ripe	33
lemon	appearance	green when unripe	appearance: green when unripe	33
tomato	appearance	unripe	appearance: unripe	33
pumpkin	appearance	ripened	appearance: ripened	33
carrot	appearance	long	appearance: long	34
pepper	appearance	long	appearance: long	34
grapefruit	appearance	pink	appearance: pink	34
peach	appearance	pink	appearance: pink	34
cherry	appearance	pink	appearance: pink	34
rhubarb	appearance	pink	appearance: pink	34
nectarine	appearance	flesh	appearance: flesh	34
beets	appearance	pink	appearance: pink	34
plum	appearance	flesh	appearance: flesh	34
strawberry	appearance	red	appearance: red	34
cranberry	appearance	red	appearance: red	34
radish	appearance	red	appearance: red	34
raspberry	appearance	red	appearance: red	34
garlic	appearance	pink	appearance: pink	34
eel	appearance	long	appearance: long	34
peas	appearance	green	appearance: green	34
cucumber	appearance	long	appearance: long	34
cherry	appearance	red	appearance: red	34
asparagus	appearance	green	appearance: green	34
plum	appearance	green	appearance: green	34
apple	appearance	green	appearance: green	34
pepper	appearance	green	appearance: green	34
pear	appearance	green	appearance: green	34
cauliflower	appearance	green	appearance: green	34
corn	appearance	green	appearance: green	34
rhubarb	appearance	green	appearance: green	34
grape	appearance	green	appearance: green	34
parsley	appearance	green	appearance: green	34
radish	appearance	green	appearance: green	34
cherry	appearance	red color	appearance: red color	34
strawberry	appearance	red color	appearance: red color	34
pear	appearance	flesh color	appearance: flesh color	34
celery	appearance	long	appearance: long	34
cabbage	appearance	red	appearance: red	34
grapefruit	appearance	yellow	appearance: yellow	34
beets	appearance	red	appearance: red	34
peach	appearance	yellow	appearance: yellow	34
potato	appearance	yellow	appearance: yellow	34
apple	appearance	yellow	appearance: yellow	34
plum	appearance	yellow	appearance: yellow	34
pear	appearance	yellow	appearance: yellow	34
grape	appearance	yellow	appearance: yellow	34
lime	appearance	yellow	appearance: yellow	34
onions	appearance	yellow	appearance: yellow	34
banana	appearance	yellow	appearance: yellow	34
blueberry	appearance	dark blue	appearance: dark blue	34
goat	appearance	beard	appearance: beard	34
rhubarb	appearance	green or red	appearance: green or red	34
seagull	features	gray body	features: gray body	34
sardine	appearance	silver	appearance: silver	34
pumpkin	appearance	yellow	appearance: yellow	34
grapefruit	appearance	red	appearance: red	34
corn	appearance	yellow	appearance: yellow	34
lemon	appearance	yellow	appearance: yellow	34
peach	appearance	red	appearance: red	34
potato	appearance	red	appearance: red	34
plum	appearance	red	appearance: red	34
apple	appearance	red	appearance: red	34
pepper	appearance	red	appearance: red	34
onions	appearance	red	appearance: red	34
tomato	appearance	yellow	appearance: yellow	34
rhubarb	appearance	red	appearance: red	34
tomato	appearance	red	appearance: red	34
pizza	appearance	square	appearance: square	34
cake	appearance	square	appearance: square	34
garlic	appearance	yellow	appearance: yellow	34
cherry	appearance	yellow	appearance: yellow	34
raspberry	appearance	yellow	appearance: yellow	34
grape	appearance	red	appearance: red	34
lettuce	appearance	green	appearance: green	34
pigeon	appearance	white	appearance: white	34
lime	appearance	green	appearance: green	34
raspberry	appearance	purple	appearance: purple	34
carrot	appearance	thick	appearance: thick	34
pizza	appearance	thick	appearance: thick	34
lettuce	appearance	green color	appearance: green color	34
dove	appearance	gray	appearance: gray	34
pigeon	appearance	gray	appearance: gray	34
grape	appearance	black	appearance: black	34
olive	appearance	black	appearance: black	34
raisin	appearance	black	appearance: black	34
raspberry	appearance	black	appearance: black	34
radish	appearance	black	appearance: black	34
crow	appearance	black	appearance: black	34
biscuit	appearance	dark	appearance: dark	34
beets	appearance	crimson	appearance: crimson	34
carrot	appearance	orange	appearance: orange	34
corn	appearance	orange	appearance: orange	34
cranberry	appearance	orange	appearance: orange	34
bullet	appearance	pointed	appearance: pointed	34
bullet	appearance	plastic	appearance: plastic	34
beets	appearance	gold	appearance: gold	34
beets	appearance	golden	appearance: golden	34
corn	appearance	golden	appearance: golden	34
raisin	appearance	golden	appearance: golden	34
garlic	appearance	purple	appearance: purple	34
biscuit	appearance	golden	appearance: golden	34
cranberry	appearance	blue	appearance: blue	34
sardine	appearance	blue	appearance: blue	34
pumpkin	appearance	orange	appearance: orange	34
grapefruit	appearance	orange	appearance: orange	34
tomato	appearance	orange	appearance: orange	34
peach	appearance	orange	appearance: orange	34
blueberry	appearance	blue	appearance: blue	34
cabbage	appearance	purple	appearance: purple	34
pepper	appearance	black	appearance: black	34
plum	appearance	purple	appearance: purple	34
dove	appearance	white	appearance: white	34
cauliflower	appearance	white	appearance: white	34
onions	appearance	white	appearance: white	34
pumpkin	appearance	white	appearance: white	34
raspberry	appearance	white	appearance: white	34
raspberry	appearance	green	appearance: green	34
cranberry	appearance	white	appearance: white	34
cabbage	appearance	green	appearance: green	34
cucumber	appearance	green	appearance: green	34
broccoli	appearance	green	appearance: green	34
celery	appearance	green	appearance: green	34
avocado	appearance	green	appearance: green	34
tomato	appearance	green	appearance: green	34
grapefruit	appearance	green	appearance: green	34
blueberry	appearance	purple	appearance: purple	34
potato	appearance	white	appearance: white	34
garlic	appearance	green	appearance: green	34
bread	appearance	white	appearance: white	34
beets	appearance	white	appearance: white	34
raisin	appearance	purple	appearance: purple	34
olive	appearance	purple	appearance: purple	34
beets	appearance	purple	appearance: purple	34
grape	appearance	purple	appearance: purple	34
cauliflower	appearance	purple	appearance: purple	34
radish	appearance	purple	appearance: purple	34
cranberry	appearance	purple	appearance: purple	34
olive	appearance	green	appearance: green	34
cherry	appearance	white	appearance: white	34
radish	appearance	white	appearance: white	34
garlic	appearance	white	appearance: white	34
cabbage	appearance	white	appearance: white	34
corn	appearance	white	appearance: white	34
biscuit	appearance	white	appearance: white	34
grapefruit	appearance	round or oval shape	appearance: round or oval shape	35
pepper	appearance	round	appearance: round	35
microwave	appearance	rounded shape	appearance: rounded shape	35
peas	appearance	round	appearance: round	35
pumpkin	appearance	round	appearance: round	35
lemon	appearance	round	appearance: round	35
peach	appearance	round	appearance: round	35
pineapple	appearance	round	appearance: round	35
plum	appearance	round	appearance: round	35
tomato	appearance	round	appearance: round	35
bullet	appearance	round	appearance: round	35
pear	appearance	round	appearance: round	35
orange	appearance	round	appearance: round	35
cherry	appearance	round	appearance: round	35
cake	appearance	round	appearance: round	35
cantaloupe	appearance	round	appearance: round	35
cabbage	appearance	round	appearance: round	35
pizza	appearance	round	appearance: round	35
pear	appearance	round or oval shape	appearance: round or oval shape	35
blueberry	appearance	round	appearance: round	35
cranberry	appearance	round or oval shape	appearance: round or oval shape	35
cranberry	appearance	round	appearance: round	35
cantaloupe	appearance	round or oval shape	appearance: round or oval shape	35
nectarine	appearance	round or oval shape	appearance: round or oval shape	35
banana	appearance	curved shape	appearance: curved shape	35
cherry	appearance	round or heart-shaped	appearance: round or heart-shaped	35
mushroom	appearance	varied shapes	appearance: varied shapes	35
tangerine	appearance	oval	appearance: oval	35
orange	appearance	oval	appearance: oval	35
pear	appearance	oval	appearance: oval	35
lime	appearance	oval	appearance: oval	35
pumpkin	appearance	oval	appearance: oval	35
walnut	appearance	oval	appearance: oval	35
beans	appearance	varied shapes	appearance: varied shapes	35
cantaloupe	characteristics	round or oval shape	characteristics: round or oval shape	35
plum	appearance	round or oval shape	appearance: round or oval shape	35
cherry	appearance	round shape	appearance: round shape	35
pepper	appearance	white, round	appearance: white, round	35
tangerine	appearance	oval shape	appearance: oval shape	35
strawberry	appearance	hollow center	appearance: hollow center	35
olive	appearance	oval shape	appearance: oval shape	35
lime	appearance	oval shape	appearance: oval shape	35
avocado	appearance	oval shape	appearance: oval shape	35
lemon	appearance	oval shape	appearance: oval shape	35
pepper	appearance	colorful	appearance: colorful	36
earmuffs	appearance	colorful	appearance: colorful	36
pizza	appearance	colorful	appearance: colorful	36
tangerine	appearance	colorful	appearance: colorful	36
pie	appearance	colorful	appearance: colorful	36
orange	appearance	colorful	appearance: colorful	36
shrimp	appearance	colorful	appearance: colorful	36
biscuit	appearance	colored	appearance: colored	36
onions	appearance	various colors	appearance: various colors	36
pear	appearance	various colors	appearance: various colors	36
cucumber	appearance	cylindrical	appearance: cylindrical	36
corn	appearance	multi-colored	appearance: multi-colored	36
beans	appearance	colorful	appearance: colorful	36
microwave	appearance	colorful exterior	appearance: colorful exterior	36
beans	appearance	various colors	appearance: various colors	36
cake	appearance	colorful	appearance: colorful	36
radish	appearance	triple-crowned	appearance: triple-crowned	36
pin	appearance	colorful	appearance: colorful	36
crayon	appearance	colorful	appearance: colorful	36
biscuit	appearance	patterned	appearance: patterned	36
pin	appearance	patterned	appearance: patterned	36
pie	appearance	patterned	appearance: patterned	36
socks	styles	polka-dotted	styles: polka-dotted	36
cabbage	appearance	cruciform	appearance: cruciform	36
microwave	appearance	digital display	appearance: digital display	36
corn	appearance	multicolored	appearance: multicolored	36
cherry	appearance	bi-colored	appearance: bi-colored	36
corn	appearance	bi-colored	appearance: bi-colored	36
mushroom	appearance	colorful	appearance: colorful	36
rhubarb	appearance	colorful	appearance: colorful	36
donut	appearance	colorful	appearance: colorful	36
sandwich	appearance	colorful	appearance: colorful	36
bullet	appearance	metallic	appearance: metallic	36
spinach	appearance	oval-shaped leaves	appearance: oval-shaped leaves	37
parsley	appearance	flat leaves	appearance: flat leaves	37
rhubarb	appearance	leaves	appearance: leaves	37
broccoli	appearance	leaves	appearance: leaves	37
cabbage	appearance	leaves	appearance: leaves	37
pineapple	appearance	leaves	appearance: leaves	37
rhubarb	appearance	seed heads	appearance: seed heads	37
parsley	appearance	small white flowers	appearance: small white flowers	37
broccoli	appearance	leafy crown	appearance: leafy crown	37
cabbage	appearance	curved leaves	appearance: curved leaves	37
beets	appearance	leafy greens	appearance: leafy greens	37
broccoli	appearance	leafy greens	appearance: leafy greens	37
cauliflower	appearance	branched	appearance: branched	37
pineapple	appearance	tough leaves	appearance: tough leaves	37
parsley	appearance	flat-leafed	appearance: flat-leafed	37
parsley	appearance	curled leaves	appearance: curled leaves	37
parsley	appearance	curly	appearance: curly	37
asparagus	appearance	green spears	appearance: green spears	37
celery	appearance	feathery leaves	appearance: feathery leaves	37
lettuce	appearance	curly	appearance: curly	37
beets	appearance	leafy	appearance: leafy	37
lettuce	appearance	leafy	appearance: leafy	37
spinach	appearance	leafy	appearance: leafy	37
cabbage	appearance	leafy	appearance: leafy	37
parsley	appearance	leafy	appearance: leafy	37
spinach	appearance	dark green leaves	appearance: dark green leaves	37
radish	appearance	leafy	appearance: leafy	37
parsley	appearance	curled or flat leaves	appearance: curled or flat leaves	37
parsley	appearance	curled or flat	appearance: curled or flat	37
spinach	appearance	curly leaves	appearance: curly leaves	37
beans	appearance	hairy pods	appearance: hairy pods	37
lettuce	appearance	crisp leaves	appearance: crisp leaves	37
asparagus	appearance	feathery leaves	appearance: feathery leaves	37
rhubarb	appearance	tart stalks	appearance: tart stalks	37
garlic	appearance	multiple cloves	appearance: multiple cloves	38
garlic	appearance	separated into cloves	appearance: separated into cloves	38
pineapple	appearance	juicy interior	appearance: juicy interior	39
cantaloupe	appearance	juicy flesh	appearance: juicy flesh	39
tomato	appearance	juicy pulp	appearance: juicy pulp	39
pineapple	appearance	juicy flesh	appearance: juicy flesh	39
tangerine	appearance	juicy pulp	appearance: juicy pulp	39
nectarine	appearance	juicy flesh	appearance: juicy flesh	39
grapefruit	appearance	juicy pulp	appearance: juicy pulp	39
lime	appearance	juicy pulp	appearance: juicy pulp	39
grape	appearance	juice sacs	appearance: juice sacs	39
grapefruit	appearance	juicy flesh	appearance: juicy flesh	39
corn	appearance	golden kernels	appearance: golden kernels	39
pineapple	appearance	fleshy interior	appearance: fleshy interior	39
cantaloupe	appearance	juicy seeds	appearance: juicy seeds	39
walnut	appearance	meaty interior	appearance: meaty interior	39
