concept	property	cluster_label
national park	scientific research	12
antarctica	scientific research	12
protection of plant life	research	12
environmental protection	research	12
protection of animal life	research	12
water protection	research	12
polar region	scientific research	12
nature reserve	education	12
quality of the environment	research	12
emission trading	ngos	13
climate change policy	ngos	13
environmental policy	ngos	13
environmental protection	ngos	13
water protection	ngos	13
climate change policy	international organizations	13
protection of animal life	ngos	13
environmental policy	international organizations	13
protection of animals	ngos	13
water protection	ngos	13
environmental research	ngos	13
tradeable emission permit	ngos	13
environmental protection	international organizations	13
countryside conservation	ngos	13
climate change policy	ngos	13
environmental policy	ngos	13
climate change policy	civil society	13
water protection	ngos	13
fight against wastage	ngos	13
waste disposal	ngos	13
environmental law	ngos	13
waste management	ngos	13
countryside conservation	non-profit organizations	13
pollution control	ngos	13
environmental protection	ngos	13
exploitation of resources	ngos	13
countryside conservation	ngos	13
area management	ngos	13
water protection	ngos	13
area management	private companies	14
exploitation of the seas	companies	14
exploitation of resources	companies	14
dumping of waste	companies	14
pollution control	companies	14
environmental protection	government	14
area management	government	14
waste management	government	14
environmental policy	government	14
fight against wastage	individuals	14
countryside conservation	government	14
waste disposal	individuals	14
dumping of waste	individuals	14
environmental law	individuals	14
waste management	individuals	14
pollution control	individuals	14
climate change policy	individuals	14
exploitation of resources	individuals	14
environmental protection	individuals	14
unauthorised dumping	individuals	14
exploitation of the seas	individuals	14
water protection	individuals	14
environmental policy	individuals	14
food contamination	consumers	14
water protection	businesses	14
countryside conservation	individuals	14
unauthorised dumping	businesses	14
environmental law	governments	14
climate change policy	businesses	14
area management	developers	14
waste disposal	governments	14
environmental protection	businesses	14
area management	governments	14
countryside conservation	governments	14
climate change policy	governments	14
pollution control	governments	14
dumping of waste	governments	14
exploitation of resources	governments	14
environmental protection	governments	14
exploitation of the seas	governments	14
unauthorised dumping	governments	14
fight against wastage	governments	14
food contamination	processors	14
water protection	governments	14
environmental law	businesses	14
fight against wastage	businesses	14
food contamination	retailers	14
exploitation of resources	corporations	14
waste disposal	businesses	14
waste management	government	14
area management	community members	14
countryside conservation	local communities	14
environmental policy	individual	14
exploitation of the seas	corporations	14
area management	private developers	15
countryside conservation	landowners	15
area management	property owners	15
countryside conservation	scientists	16
countryside conservation	farmers	16
environmental protection	scientists	16
fire protection	fire engineers	16
exploitation of the seas	fishermen	16
food contamination	farmers	16
area management	architects	16
countryside conservation	tourists	16
exploitation of the seas	tourists	16
countryside conservation	researchers	16
environmental policy	business	16
area management	engineers	16
food contamination	distributors	16
dumping of waste	communities	17
environmental policy	community	17
unauthorised dumping	communities	17
exploitation of the seas	communities	17
exploitation of resources	communities	17
pollution control	communities	17
water protection	communities	17
countryside conservation	communities	17
fight against wastage	communities	17
area management	community groups	17
waste disposal	community groups	17
waste management	industry	17
waste management	communities	17
waste management	community	17
seal	streamlined body	18
marine mammal	streamlined bodies	18
seal	flippers for propulsion	18
dolphin	streamlined body	18
marine mammal	streamlined body	18
bird	streamlined	18
seal	streamlined body	18
wolf	keen sense of smell	19
animal life	sharp vision	19
wild mammal	keen senses	19
wolf	sharp hearing	19
lynx	exceptional night vision	19
insect	antennae sensors	19
whale	breathing at surface	20
animal life	speed	20
marine mammal	dive reflex	20
reptile	climbing	20
wild mammal	hooves	20
marine life	shell formation	20
marine life	buoyancy	20
wildlife	wings	20
animal life	wings	20
dolphin	aquatic body	20
seal	adaptation to water	20
lynx	hearing	20
wildlife	gills	20
insect	wings	20
marine life	gills	20
animal life	gills	20
wild mammal	teeth	20
marine mammal	social behavior	20
wildlife	social behavior	20
marine mammal	breathing	20
marine mammal	swimming	20
marine life	swimming	20
marine mammal	breathing air	20
marine mammal	diving	20
fur-bearing animal	shelter seeking	20
marine life	filter feeding	20
marine mammal	fins	20
reptile	swimming	20
bear	thick fur	21
fur-bearing animal	thick fur	21
fur-bearing animal	warmth regulation	21
animal life	fur	21
fur-bearing animal	thick fur	21
fur-bearing animal	insulation	21
wild mammal	insulation	21
bear	layer of fat	21
fur-bearing animal	water-repellent	21
wild mammal	fur	21
marine life	fin	22
reptile	venom	22
insect	venom	22
reptile	poison	22
insect	stingers	22
marine mammal	whale song	22
insect	poisonous stingers	22
insect	tentacles	22
fur-bearing animal	hairspray	22
lynx	silent paws	22
national park	ranger	22
harmful plant	stinging hairs	22
insect	stinging	22
insect	stingers	22
bear	strong limbs	23
wild mammal	strong legs	23
marsupial	strong hind legs	23
reptile	strong jaws	23
insect	multiple limbs	23
wild mammal	sharp teeth	23
wolf	sharp teeth	23
lynx	claws for climbing	23
seal	flippers	23
marine mammal	flippers	23
whale	flippers	23
fur-bearing animal	scent glands	24
fur-bearing animal	scent glands	24
animal life	pheromones	24
fur-bearing animal	scent glands	24
chiroptera	echolocation	25
whale	sonar	25
marine mammal	sonar	25
marine life	bioluminescence	25
marine mammal	echolocation	25
plant life	flowers for reproduction	26
animal life	shell	26
marine life	shell	26
plant life	leaves for sunlight	26
wildlife	antlers	26
plant life	flowers	26
wild mammal	antlers	26
plant life	leaves	26
plant life	fruits	26
non-polluting vehicle	quiet operation	27
renewable resources	low operating costs	27
non-polluting vehicle	quiet operation	27
non-polluting vehicle	reduced maintenance	27
environmental tax	increasing production costs	27
renewable resources	lower operating costs	27
non-polluting vehicle	lower operating cost	27
exploitation of the seas	coastal communities	28
agricultural disaster	local economies	28
pollution from ships	ocean	28
exploitation of the seas	global	28
exploitation of the seas	coastal communities	28
pollution from ships	coastal areas	28
agricultural disaster	rural communities	28
pollution from ships	human settlements	28
exploitation of the seas	coastlines	28
corrosion	ceramics	29
corrosion	wood	29
corrosion	plastics	29
dust	harmful to electronics	29
corrosion	alloys	29
corrosion	ceramics	29
corrosion	metals	29
corrosion	concrete	29
eu environmental policy	european chemicals agency	30
eu environmental policy	european environmental agency	30
eu environmental policy	european environment agency	30
eu environmental policy	european environmental agency	30
environmental law	european environmental agency	30
eu environmental policy	european environment agency	30
eu environmental policy	european food safety authority	30
atmospheric conditions	smoggy	31
quality of the environment	fresh	31
atmospheric conditions	fresh	31
atmospheric conditions	clean	31
atmospheric conditions	hazy	31
atmospheric conditions	particulate matter	32
atmospheric conditions	pollution levels	32
atmospheric conditions	ozone levels	32
atmospheric conditions	smoke	32
atmospheric conditions	particulates	32
atmospheric conditions	pollution	32
motor vehicle pollution	particulate matter	32
waste incineration	particulate matter	32
atmospheric conditions	ozone	32
atmospheric conditions	dust	32
atmospheric conditions	air pollutants	32
eu emissions trading scheme	free allocation	33
emission allowance	auctioning	33
eu emissions trading scheme	auctioning	33
emission allowance	auctioning	33
eu emissions trading scheme	auctioning	33
emission allowance	auctioned allocation	33
emission allowance	grandfathering	33
eu emissions trading scheme	auctioning	33
emission allowance	free allocation	33
emission allowance	auction	33
eu emissions trading scheme	auctioning and free allocation	33
eu emissions trading scheme	free allocation	33
emission allowance	auctioning	33
eu emission allowance	free allocation	33
eu emission allowance	auctioning	33
emission allowance	company-specific	34
emission allowance	project-specific	34
eu emission allowance	national allocation plan	35
eu emission allowance	national allocation plans	35
emission allowance	national	35
emission allowance	regional	35
eu emission allowance	national allocation	35
deposit on a polluting product	variable based on product type	36
deposit on a polluting product	variable amount	36
deposit on a polluting product	variable	36
continental shelf	variable	36
tradeable emission permit	variable	36
underground storage of waste	variable	36
deposit on a polluting product	fixed	36
deposit on a polluting product	fixed fee	36
deposit on a polluting product	percentage-based	37
deposit on a polluting product	percentage of product cost	37
deposit on a polluting product	percentage	37
deposit on a polluting product	fixed rate	37
mechanical vibration	dependent on spring constant and mass	38
mechanical vibration	dependent on force and frequency	38
mechanical vibration	small	39
mechanical vibration	periodic	39
mechanical vibration	large	39
mechanical vibration	random	39
mechanical vibration	small	39
mechanical vibration	resonant	40
mechanical vibration	large	40
mechanical vibration	resonant	40
mechanical vibration	resonance	40
mechanical vibration	resonance	40
mechanical vibration	catastrophic	40
mechanical vibration	resonant	40
environmental statistics	correlation analysis	41
environmental statistics	regression analysis	41
environmental statistics	regression analysis	41
environmental statistics	trend analysis	41
environmental indicator	correlations	41
environmental statistics	correlation analysis	41
animal resources	insects	42
animal resources	fish	42
animal resources	birds	42
hunting regulations	birds	42
animal life	birds	42
dolphin	marine	42
animal resources	mammals	42
natural resources	animals	43
erosion	animals	43
animal life	insect	43
humid zone	insects	43
humid zone	bats	43
humid zone	insects	43
physical environment	animals	43
humid zone	insects	43
animal life	insects	43
desert	insects	43
subtropical zone	mammals	43
humid zone	monkeys	43
tropical zone	monkeys	43
desert	scorpions	43
tropical zone	butterflies	43
subtropical zone	insects	43
humid zone	tropical birds	44
humid zone	tropical trees	44
subtropical zone	tropical birds	44
tropical zone	tropical birds	44
humid zone	birds	44
tropical zone	toucans	44
lynx	reptiles	45
animal life	reptiles	45
desert	lizards	45
animal life	reptiles	45
desert	snakes	45
animal resources	reptiles	45
tropical zone	reptiles	45
humid zone	reptiles	45
humid zone	reptiles	45
humid zone	reptiles	45
subtropical zone	reptiles	45
humid zone	snakes	45
desert	camels	46
polar region	walruses	46
arctic ocean	walruses	46
arctic	walruses	46
arctic ocean	walruses	46
desert	sand vipers	46
arctic ocean	whales	46
tropical zone	jaguars	46
seal	pinniped	46
arctic ocean	walruses	46
arctic ocean	polar bears	46
arctic ocean	walruses	46
tropical zone	anacondas	46
environment	deforestation	47
greenhouse effect	deforestation	47
environment	habitat destruction	47
environment	human impact	47
greenhouse effect	land use changes	47
environment	climate change	47
environment	pollution	47
used oil	smelly	48
stagnant water	smelly	48
ice	brittle	48
harmful plant	smell	48
stagnant water	smelly	48
stagnant water	smelly	48
ice	fragile	48
stagnant water	greenish	49
bathing water	clear	49
ice	clear	49
bathing water	blue	49
bathing water	green	49
stagnant water	greenish	49
bathing water	brown	49
stagnant water	brownish	49
harmful plant	size	49
harmful plant	color	49
harmful plant	unusual shape	49
stagnant water	still	49
lynx	green eyes	49
environmental law	judicial decisions	50
polluter pays principle	judicial decisions	50
polluter pays principle	court decisions	50
polluter pays principle	liability for damages	51
polluter pays principle	liability	51
polluter pays principle	liability for damages	51
polluter pays principle	compensation for damages	51
polluter pays principle	liability for damages	51
biological standard	quality control	52
mechanical vibration	quality control	52
biological standard	quality control	52
biological standard	quality control	52
biological standard	quality control	52
water protection	quality maintenance	52
biological standard	quality control	52
seismic monitoring	mining and oil exploration	53
seismic monitoring	mining and construction monitoring	53
continental shelf	oil and gas exploration	53
seismic monitoring	mining and oil exploration	53
seismic monitoring	oil and gas exploration	53
seismic monitoring	oil and gas exploration	53
seismic monitoring	mineral exploration	53
seismic monitoring	oil and gas exploration	53
seismic monitoring	oil and gas exploration	53
environmental monitoring	climate change research	54
seismic monitoring	geological research	54
global warming	climate modeling	54
economic instrument for the environment	climate change	54
seismic monitoring	scientific research	54
seismic monitoring	climate research	54
environmental monitoring	climate change	54
environmental monitoring	climate change research	54
environmental monitoring	air pollution control	55
pollution control	air pollution control devices	55
environmental monitoring	air pollution control	55
anti-pollution device	indoor air quality	55
waste incineration	air pollution control	55
economic instrument for the environment	air and water pollution	55
waste incineration	air pollution control devices	55
economic instrument for the environment	air pollution	55
environmental monitoring	pollution control	55
economic instrument for the environment	air and water pollution	55
mechanical vibration	motor design	56
mechanical vibration	engineering design	56
mechanical vibration	engineering design	56
mechanical vibration	machine design	56
mechanical vibration	acoustic engineering	56
mechanical vibration	structural analysis	56
coastal protection	engineering designs	56
seismic monitoring	infrastructure design	56
area management	design	56
polluter pays principle	insurance	57
biological standard	clinical trials	57
environmental economics	industry	57
renewable resources	industry	57
biological standard	treatment	57
mechanical vibration	acoustics	57
anti-pollution device	industrial	57
biological standard	diagnosis	57
waste incineration	commercial	57
biodegradability	packaging	57
waste incineration	residential	57
biological standard	research	57
seismic monitoring	scientific research	57
mechanical vibration	music	57
non-ionising radiation	communication	57
biological standard	diagnosis	57
non-ionising radiation	lighting	57
non-ionising radiation	cooking	57
environmental monitoring	research	57
environmental monitoring	regulation	57
biological standard	research	57
environmental monitoring	research	57
environmental statistics	research	57
environmental research	technology development	57
mechanical vibration	engineering	57
environmental indicator	research	57
mechanical vibration	structural health monitoring	58
earthquake	earthquake early warning systems	58
seismic monitoring	earthquake early warning systems	58
seismic monitoring	earthquake prediction	58
seismic monitoring	earthquake early warning	58
seismic monitoring	early warning systems	58
environmental statistics	early warning systems	58
seismic monitoring	earthquake prediction	58
seismic monitoring	volcanic ash prediction	58
environmental indicator	policy-making	59
environmental statistics	policy-making	59
environmental monitoring	policy-making	59
environmental indicator	decision-making	59
environmental economics	policy-making	59
environmental research	policy-making	59
environmental statistics	policy making	59
biological standard	medical decision-making	59
environmental economics	policy making	59
environmental indicator	business decisions	59
environmental economics	business decision-making	59
environmental economics	business decision making	59
environmental research	decision-making	59
environmental indicator	business decision-making	59
environmental monitoring	policy making	59
non-ionising radiation	medical treatment	60
mechanical vibration	physics research	60
environmental monitoring	national security	60
biological standard	medicine	60
mechanical vibration	medicine	60
waste incineration	industrial	60
environmental economics	agriculture	60
radioactive pollution	medical applications	60
anti-pollution device	daily life	60
mechanical vibration	physics	60
environmental research	public education	60
environmental monitoring	agriculture	60
combustion gases	medical applications	60
biological standard	medicine	60
underwater mineral resources	medical applications	60
environmental research	public health	60
environmental monitoring	public health	60
renewable resources	food production	60
environmental economics	transportation	60
renewable resources	transportation	60
environmental statistics	education	60
environmental monitoring	education	60
environmental research	education	60
biological standard	pharmaceutical development	60
underwater mineral resources	manufacturing	60
radioactive pollution	medical applications	60
ozone	medical applications	60
non-ionising radiation	medical imaging	61
biological standard	treatment planning	61
decontamination	medical equipment	61
non-ionising radiation	medical imaging	61
environmental monitoring	natural disaster response	62
seismic monitoring	emergency response	62
environmental monitoring	emergency response	62
environmental statistics	emergency response	62
environmental monitoring	natural disaster prediction	62
anti-pollution device	emergency situations	62
seismic monitoring	natural disaster preparedness	62
seismic monitoring	natural disaster mitigation	62
seismic monitoring	natural disaster preparedness	62
adaptation to climate change	enhanced disaster preparedness	62
seismic monitoring	natural disaster mitigation	62
seismic monitoring	seismic hazard mitigation	63
earthquake	seismic retrofitting	63
seismic monitoring	seismic hazard mitigation	63
earthquake	earthquake-resistant construction	63
seismic monitoring	natural hazard mitigation	63
seismic monitoring	seismic hazard mapping	63
seismic monitoring	seismic risk assessment	63
environmental monitoring	wildlife management	64
environmental economics	environmental policy analysis	64
anti-pollution device	environmental	64
environmental monitoring	wildlife conservation	64
ionian sea	environmental protection	64
aegean sea	environmental protection	64
environmental economics	conservation biology	64
environmental monitoring	water resource management	64
environmental monitoring	environmental conservation	64
biological standard	environmental monitoring	64
environmental research	industry regulation	64
environmental statistics	environmental policy	64
seismic monitoring	environmental monitoring	64
environmental economics	urban planning	64
environmental statistics	conservation efforts	64
environmental statistics	sustainability planning	64
environmental economics	sustainable development planning	64
adriatic sea	environmental protection	64
environmental statistics	environmental monitoring	64
environmental research	conservation efforts	64
decontamination	environmental cleanup	64
environmental monitoring	natural resource management	64
environmental economics	natural resource management	64
underwater mineral resources	space exploration	64
environmental monitoring	urban planning	64
seismic monitoring	environmental monitoring	64
biological standard	food production	65
decontamination	food processing	65
anti-pollution device	industrial waste management	65
anti-pollution device	waste management	65
renewable resources	waste management	65
environmental statistics	sustainability	65
environmental research	community development	65
biodegradability	waste management	65
deposit on a polluting product	packaging materials	65
seismic monitoring	mining operations	65
economic instrument for the environment	waste management	65
waste incineration	municipal	65
mechanical vibration	machine maintenance	65
seismic monitoring	mining and drilling	65
economic instrument for the environment	waste management	65
environment	waste management	65
environmental economics	waste management	65
polluter pays principle	internalize environmental costs	66
economic instrument for the environment	setting a price for environmental damage	66
polluter pays principle	to internalize environmental costs	66
polluter pays principle	environmental harm should be internalized	66
polluter pays principle	internalizing environmental costs	66
polluter pays principle	internalize environmental costs	66
economic instrument for the environment	internalizing externalities	66
economic instrument for the environment	to internalize externality	66
polluter pays principle	assign responsibility	67
risk prevention	mitigative	67
risk prevention	avoidance	67
risk prevention	proactive	67
adaptation to climate change	climate-smart	67
risk prevention	preventive	67
risk prevention	predictive	67
prevention of pollution	resourced-based	68
adaptation to climate change	bottom-up	68
environmental education	experiential learning	68
environmental education	place-based education	68
environmental education	service learning	68
environmental education	project-based learning	68
management of resources	bottom-up	68
management of resources	top-down	68
environmental education	service-learning	68
environmental education	project-based learning	68
environmental education	problem-based learning	68
environmental education	hands-on activities	68
adaptation to climate change	top-down	68
environmental education	place-based education	68
risk prevention	training	69
management of resources	organization	69
management of resources	organization	69
area management	organization	69
management of resources	directing	69
area management	organization	69
adaptation to climate change	inclusive	69
climate change policy	educational	69
management of resources	coordination	69
management of resources	utilization	69
management of resources	organizing	69
adaptation to climate change	community-based	70
climate change policy	voluntary	70
management of resources	collaborative	70
environmental standard	community-based	70
adaptation to climate change	technology-driven	70
adaptation to climate change	participatory	70
environmental education	community-based education	70
management of resources	participatory	70
adaptation to climate change	community-based	70
protected area	community-led	70
industrial hazard	administrative controls	71
risk prevention	administrative controls	71
risk prevention	engineering controls	71
environmental statistics	water quality	72
water protection	water quality	72
environmental standard	water quality	72
environmental indicator	water quality	72
environmental standard	air quality	72
environmental indicator	water quality	72
environmental standard	air quality	72
environmental standard	water quality	72
protected area	wildlife corridors	73
countryside conservation	wildlife corridors	73
protection of plant life	wildlife corridors	73
hunting regulations	wildlife corridors	73
hunting regulations	closures	73
hunting regulations	wildlife management areas	73
decontamination	industrial	74
fire protection	commercial	74
water management	municipal	74
water management	industry	74
corrosion	industrial	74
environment	industrial	74
non-recoverable waste	industrial	74
man-made disaster	industrial	74
fire	industrial	74
area management	industrial	74
use of water	industrial	74
decontamination	industrial	74
noise protection	industrial	74
fire protection	industrial	74
fight against wastage	industrial	74
fight against wastage	household	74
use of water	industry	74
countryside conservation	national parks	75
hunting regulations	wildlife refuges	75
quality of the environment	wildlife reserves	75
protection of plant life	wildlife reserves	75
protected species	wildlife reserves	75
hunting regulations	national parks	75
hunting regulations	wildlife management areas	75
environmental protection	wildlife	75
wildlife	wildlife reserves	75
hunting regulations	wildlife refuges	75
countryside conservation	natural reserves	75
countryside conservation	wildlife habitats	75
countryside conservation	wildlife reserves	75
wildlife	wildlife reserves	75
conservation of resources	water	76
natural resources	water	76
environmental impact	water	76
conservation of resources	water	76
environmental standard	water	76
hunting regulations	waters	76
replacement of resources	water	76
exhaustion of resources	water	76
environmental standard	water	76
disaster area	water	76
environmental protection	land	76
corrosion	water	76
environmental protection	air	76
environmental policy	air	76
environmental protection	water	76
environmental policy	water	76
erosion	water	76
hunting regulations	private lands	77
hunting regulations	public lands	77
hunting regulations	public lands	77
hunting regulations	private lands	77
national park	private land	77
hunting regulations	public lands	77
countryside conservation	private landowners	77
hunting regulations	private lands	77
eu environmental policy	waste management	78
environmental law	waste management	78
prevention of pollution	noise pollution	78
environmental law	air and water pollution	78
environmental protection	land pollution	78
environmental protection	air pollution	78
environmental law	air pollution	78
eu environmental policy	waste	78
economic instrument for the environment	climate change	78
protection of animal life	climate change	78
environmental education	climate change	78
environmental law	climate change	78
environmental policy	climate change	78
protection of animal life	wildlife trafficking prevention	78
environmental protection	climate change	78
prevention of pollution	waste management	78
prevention of pollution	land pollution	78
eu environmental policy	noise	78
eu environmental policy	air pollution	78
eu environmental policy	chemicals	78
environmental economics	climate policy	78
eu environmental policy	water and air pollution	78
eu environmental policy	air quality	78
environmental law	air pollution	78
prevention of pollution	air pollution	78
prevention of pollution	water pollution	78
environmental law	water pollution	78
eu environmental policy	air and water pollution	78
eu environmental policy	water pollution	78
eu environmental policy	soil	78
environmental protection	air quality	78
environmental policy	air quality	78
eu environmental policy	climate change	78
environmental law	climate change	78
environmental protection	water pollution	78
environmental law	water pollution	78
environmental policy	air and water pollution	78
protection of animal life	domestic animal welfare	79
protection of animal life	animal cruelty prevention	79
protection of animals	zoo and aquarium management	79
animal resources	animal welfare	79
environmental law	wildlife protection	79
protection of animal life	animal welfare laws	79
protection of animals	animal welfare	79
biological standard	animal welfare	79
protection of animals	animal testing	79
protection of animals	wildlife conservation	79
environmental law	wildlife conservation	79
protection of animals	animal welfare	79
protection of animal life	animal welfare	79
protection of animals	respect for animal life	79
protection of animals	animal rights	79
protection of animals	zoo and aquarium management	79
environmental policy	energy	80
environmental policy	urban planning	80
eu environmental policy	energy and transport	80
environmental policy	energy	80
environmental policy	industry	80
environmental policy	transportation	80
environmental policy	agriculture	80
environmental economics	energy policy	80
environmental education	global	81
climate	regional	81
climate	global	81
climate	local	81
environmental standard	land	82
conservation of resources	land	82
climate	land	82
natural resources	land	82
conservation of resources	land	82
environmental impact	land	82
quality of the environment	water	82
quality of the environment	land	82
quality of the environment	air	82
physical environment	land	82
environment	land	82
climate	land	82
exhaustion of resources	land	82
environmental standard	land	82
geophysical environment	temperature	83
geophysical environment	wind	83
geophysical environment	pressure	83
climatic zone	atmospheric pressure	83
climate	wind patterns	83
climate	humidity	83
geophysical environment	weather	83
climate	temperature	83
geophysical environment	humidity	83
atmospheric conditions	atmospheric pressure	83
atmospheric conditions	barometric pressure	83
atmospheric conditions	weather forecasting	83
atmospheric conditions	atmospheric pressure changes	83
atmospheric conditions	high/low pressure	83
atmospheric conditions	barometric pressure	83
climate	air pressure	83
atmospheric conditions	atmospheric pressure systems	83
atmospheric conditions	weather forecasting	83
eu emissions trading scheme	carbon dioxide	84
greenhouse gas	carbon dioxide	84
greenhouse effect	carbon dioxide	84
climate change	carbon dioxide	84
geophysical environment	carbon dioxide	84
fire	oxygen consumption	84
global warming	carbon dioxide	84
fire	methane	84
fire	carbon dioxide	84
fire	carbon dioxide	84
fire	water vapor	84
biodegradability	release of carbon dioxide	84
fire	oxygen consumption	84
greenhouse effect	atmospheric insulation	85
ozone	atmospheric protection	85
ozone	scavenging free radicals	85
ozone	uv protection	85
atmospheric conditions	uv radiation	85
ozone	uv protection	85
ozone	natural shield	85
environmental education	community members	86
environmental education	community	86
environmental standard	government	86
environmental education	communities	86
environmental standard	community	86
environmental education	community	86
environmental standard	industry	86
environmental standard	individual	87
environmental education	adults	87
environmental education	youth	87
environmental education	professionals	87
environmental education	professionals	87
environmental education	adults	87
environmental education	children	87
environmental education	children	87
environmental standard	inspections	88
eu emissions trading scheme	auditing	88
environmental standard	testing	88
environmental standard	monitoring	88
environmental standard	auditing	88
environmental standard	regular monitoring	88
eu emission allowance	compliance	89
hunting regulations	mandatory reporting	89
environmental standard	audits	89
environmental standard	compliance reporting	89
environmental standard	compliance reporting	89
environmental standard	third-party assessment	89
environmental standard	rewards	89
environmental standard	compliance	89
environmental standard	reporting	89
environmental standard	penalties	89
natural resources	scarce	90
energy resources	scarce	90
arctic ocean	limited	90
energy resources	finite	90
natural resources	finite	90
resources of the sea	finite	90
energy resources	limited	90
energy resources	depleting	90
energy resources	widespread	90
energy resources	global	90
energy resources	local	90
natural resources	limited	90
drinking water	private well	91
drinking water	private well	91
drinking water	private wells	91
drinking water	filtered water	91
drinking water	private well	91
watercourse	perennial	92
energy resources	abundant	92
natural resources	abundant	92
environmental standard	achievable	92
energy resources	centralized	92
energy resources	distributed	92
resources of the sea	renewable	92
energy resources	renewable	92
natural resources	depletable	92
renewable resources	replenishable	92
natural resources	replenishable	92
renewable resources	replenishable	92
dust	stirring	93
dust	settles	93
dust	stirs	93
dust	is blown away	94
dust	is washed away	94
sensitive area	communication	95
