concept	facet	property	facet_property
national park	activities	research	activities: research
national park	activities	photography	activities: photography
national park	activities	camping	activities: camping
nature reserve	activities	hiking	activities: hiking
area management	activities	renovation	activities: renovation
inshore grounds	activities	diving	activities: diving
area management	activities	maintenance	activities: maintenance
national city park	activities	boating	activities: boating
nature reserve	activities	wildlife observation	activities: wildlife observation
nature reserve	activities	birdwatching	activities: birdwatching
national park	activities	hiking	activities: hiking
inshore grounds	activities	surfing	activities: surfing
national city park	activities	hiking	activities: hiking
national city park	activities	cycling	activities: cycling
national city park	activities	wildlife watching	activities: wildlife watching
national park	activities	boating	activities: boating
national city park	activities	historical tours	activities: historical tours
nature reserve	activities	photography	activities: photography
nature reserve	activities	camping	activities: camping
national city park	activities	swimming	activities: swimming
national city park	activities	biking	activities: biking
national city park	activities	walking	activities: walking
nature reserve	activities	wildlife watching	activities: wildlife watching
national park	activities	swimming	activities: swimming
national city park	activities	cultural events	activities: cultural events
national city park	activities	picnicking	activities: picnicking
national city park	activities	birdwatching	activities: birdwatching
national city park	activities	community events	activities: community events
nature reserve	activities	research	activities: research
nature reserve	activities	education	activities: education
national park	activities	scientific research	activities: scientific research
national city park	activities	fishing	activities: fishing
area management	actors	architects	actors: architects
environmental policy	actors	government	actors: government
fight against wastage	actors	communities	actors: communities
fight against wastage	actors	ngos	actors: ngos
fight against wastage	actors	individuals	actors: individuals
fight against wastage	actors	businesses	actors: businesses
waste disposal	actors	community groups	actors: community groups
waste disposal	actors	ngos	actors: ngos
countryside conservation	actors	landowners	actors: landowners
waste disposal	actors	governments	actors: governments
waste disposal	actors	businesses	actors: businesses
waste disposal	actors	individuals	actors: individuals
fight against wastage	actors	governments	actors: governments
countryside conservation	actors	non-profit organizations	actors: non-profit organizations
countryside conservation	actors	government agencies	actors: government agencies
countryside conservation	actors	communities	actors: communities
countryside conservation	actors	individuals	actors: individuals
area management	actors	community members	actors: community members
area management	actors	engineers	actors: engineers
climate change policy	actors	civil society	actors: civil society
area management	actors	private developers	actors: private developers
environmental policy	actors	business	actors: business
waste management	actors	communities	actors: communities
environmental policy	actors	individual	actors: individual
exploitation of the seas	actors	corporations	actors: corporations
environmental law	actors	governments	actors: governments
environmental law	actors	ngos	actors: ngos
environmental law	actors	businesses	actors: businesses
environmental law	actors	individuals	actors: individuals
area management	actors	developers	actors: developers
exploitation of the seas	actors	tourists	actors: tourists
waste management	actors	ngos	actors: ngos
waste management	actors	industry	actors: industry
waste management	actors	government	actors: government
area management	actors	governments	actors: governments
area management	actors	ngos	actors: ngos
area management	actors	community groups	actors: community groups
food contamination	actors	farmers	actors: farmers
waste management	actors	individuals	actors: individuals
food contamination	actors	processors	actors: processors
exploitation of the seas	actors	fishermen	actors: fishermen
climate change policy	actors	businesses	actors: businesses
countryside conservation	actors	local communities	actors: local communities
countryside conservation	actors	farmers	actors: farmers
countryside conservation	actors	tourists	actors: tourists
environmental policy	actors	community	actors: community
countryside conservation	actors	researchers	actors: researchers
countryside conservation	actors	governments	actors: governments
climate change policy	actors	governments	actors: governments
pollution control	actors	communities	actors: communities
pollution control	actors	individuals	actors: individuals
pollution control	actors	companies	actors: companies
pollution control	actors	governments	actors: governments
climate change policy	actors	international organizations	actors: international organizations
climate change policy	actors	individuals	actors: individuals
climate change policy	actors	ngos	actors: ngos
pollution control	actors	ngos	actors: ngos
food contamination	actors	distributors	actors: distributors
food contamination	actors	retailers	actors: retailers
food contamination	actors	consumers	actors: consumers
dumping of waste	actors	companies	actors: companies
dumping of waste	actors	governments	actors: governments
dumping of waste	actors	communities	actors: communities
exploitation of resources	actors	governments	actors: governments
exploitation of resources	actors	corporations	actors: corporations
exploitation of resources	actors	individuals	actors: individuals
dumping of waste	actors	individuals	actors: individuals
exploitation of resources	actors	communities	actors: communities
environmental protection	actors	scientists	actors: scientists
environmental protection	actors	businesses	actors: businesses
environmental protection	actors	individuals	actors: individuals
environmental protection	actors	ngos	actors: ngos
environmental protection	actors	governments	actors: governments
environmental policy	actors	international	actors: international
exploitation of resources	actors	ngos	actors: ngos
countryside conservation	actors	scientists	actors: scientists
unauthorised dumping	actors	individuals	actors: individuals
unauthorised dumping	actors	businesses	actors: businesses
countryside conservation	actors	ngos	actors: ngos
exploitation of resources	actors	companies	actors: companies
environmental protection	actors	international organizations	actors: international organizations
environmental protection	actors	government	actors: government
exploitation of the seas	actors	individuals	actors: individuals
exploitation of the seas	actors	companies	actors: companies
exploitation of the seas	actors	governments	actors: governments
exploitation of the seas	actors	communities	actors: communities
exploitation of the seas	actors	global economy	actors: global economy
fire protection	actors	firefighters	actors: firefighters
fire protection	actors	fire inspectors	actors: fire inspectors
fire protection	actors	fire engineers	actors: fire engineers
fire protection	actors	fire safety officers	actors: fire safety officers
unauthorised dumping	actors	communities	actors: communities
unauthorised dumping	actors	governments	actors: governments
environmental policy	actors	ngo	actors: ngo
area management	actors	government	actors: government
area management	actors	private companies	actors: private companies
countryside conservation	actors	government	actors: government
water protection	actors	communities	actors: communities
water protection	actors	businesses	actors: businesses
water protection	actors	individuals	actors: individuals
water protection	actors	governments	actors: governments
water protection	actors	ngos	actors: ngos
environmental policy	actors	international organizations	actors: international organizations
environmental policy	actors	individuals	actors: individuals
environmental policy	actors	ngos	actors: ngos
seal	adaptation	streamlined body	adaptation: streamlined body
seal	adaptation	flippers for propulsion	adaptation: flippers for propulsion
climate change	adaptation	agricultural practices	adaptation: agricultural practices
global warming	adaptation	health infrastructure	adaptation: health infrastructure
global warming	adaptation	sea walls	adaptation: sea walls
climate change	adaptation	climate-resilient infrastructure	adaptation: climate-resilient infrastructure
fur-bearing animal	adaptation	thick fur	adaptation: thick fur
fur-bearing animal	adaptation	blubber	adaptation: blubber
fur-bearing animal	adaptation	hairspray	adaptation: hairspray
global warming	adaptation	early warning systems	adaptation: early warning systems
global warming	adaptation	agricultural practices	adaptation: agricultural practices
seal	adaptation	blubber for insulation	adaptation: blubber for insulation
global warming	adaptation	disaster preparedness	adaptation: disaster preparedness
climate change	adaptation	public health measures	adaptation: public health measures
climate change	adaptation	evacuation planning	adaptation: evacuation planning
climate change	adaptation	early warning systems	adaptation: early warning systems
climate change	adaptation	climate-resilient agriculture	adaptation: climate-resilient agriculture
climate change	adaptation	flood-resistant construction	adaptation: flood-resistant construction
climate change	adaptation	sea walls	adaptation: sea walls
fur-bearing animal	adaptations	blubber	adaptations: blubber
plant life	adaptations	nitrogen fixation	adaptations: nitrogen fixation
marine mammal	adaptations	social behavior	adaptations: social behavior
marine mammal	adaptations	streamlined bodies	adaptations: streamlined bodies
marine mammal	adaptations	communication systems	adaptations: communication systems
marine mammal	adaptations	sensory systems	adaptations: sensory systems
marine mammal	adaptations	breathing	adaptations: breathing
marine mammal	adaptations	diving	adaptations: diving
marine mammal	adaptations	streamlined body	adaptations: streamlined body
wild mammal	adaptations	sharp claws	adaptations: sharp claws
wild mammal	adaptations	strong legs	adaptations: strong legs
wild mammal	adaptations	keen senses	adaptations: keen senses
wildlife	adaptations	camouflage	adaptations: camouflage
wildlife	adaptations	migration	adaptations: migration
wildlife	adaptations	hibernation	adaptations: hibernation
wildlife	adaptations	social behavior	adaptations: social behavior
wolf	adaptations	keen sense of smell	adaptations: keen sense of smell
wolf	adaptations	sharp hearing	adaptations: sharp hearing
wolf	adaptations	agility	adaptations: agility
whale	adaptations	blubber	adaptations: blubber
whale	adaptations	flippers	adaptations: flippers
marine mammal	adaptations	swimming	adaptations: swimming
marine mammal	adaptations	breathing air	adaptations: breathing air
bear	adaptations	layer of fat	adaptations: layer of fat
bear	adaptations	thick fur	adaptations: thick fur
marine life	adaptations	fin	adaptations: fin
insect	adaptations	camouflage	adaptations: camouflage
insect	adaptations	venom	adaptations: venom
wild mammal	adaptations	agility	adaptations: agility
wild mammal	adaptations	strong sense of smell	adaptations: strong sense of smell
insect	adaptations	stingers	adaptations: stingers
insect	adaptations	antennae sensors	adaptations: antennae sensors
marine life	adaptations	filter feeding	adaptations: filter feeding
marine life	adaptations	shell	adaptations: shell
marine mammal	adaptations	flippers	adaptations: flippers
marine life	adaptations	scales	adaptations: scales
marine mammal	adaptations	whale song	adaptations: whale song
insect	adaptations	poisonous stingers	adaptations: poisonous stingers
insect	adaptations	tentacles	adaptations: tentacles
insect	adaptations	hairs	adaptations: hairs
marine mammal	adaptations	blubber	adaptations: blubber
fur-bearing animal	adaptations	water-repellent	adaptations: water-repellent
bear	adaptations	sharp claws	adaptations: sharp claws
bear	adaptations	strong limbs	adaptations: strong limbs
whale	adaptations	sonar	adaptations: sonar
marine life	adaptations	gills	adaptations: gills
whale	adaptations	breathing at surface	adaptations: breathing at surface
wolf	adaptations	sharp claws	adaptations: sharp claws
wolf	adaptations	sharp teeth	adaptations: sharp teeth
plant life	adaptations	c4 photosynthesis	adaptations: c4 photosynthesis
plant life	adaptations	cam photosynthesis	adaptations: cam photosynthesis
lynx	adaptations	claws for climbing	adaptations: claws for climbing
lynx	adaptations	hearing	adaptations: hearing
lynx	adaptations	exceptional night vision	adaptations: exceptional night vision
lynx	adaptations	silent paws	adaptations: silent paws
insect	adaptations	wings	adaptations: wings
marine life	adaptations	swimming	adaptations: swimming
marine life	adaptations	buoyancy	adaptations: buoyancy
plant life	adaptations	drought tolerance	adaptations: drought tolerance
marine life	adaptations	camouflage	adaptations: camouflage
marine life	adaptations	shell formation	adaptations: shell formation
seal	adaptations	flippers	adaptations: flippers
fur-bearing animal	adaptations	claws	adaptations: claws
fur-bearing animal	adaptations	scent glands	adaptations: scent glands
seal	adaptations	blubber	adaptations: blubber
seal	adaptations	streamlined body	adaptations: streamlined body
seal	adaptations	nostrils	adaptations: nostrils
marine mammal	adaptations	sonar	adaptations: sonar
marine mammal	adaptations	whiskers	adaptations: whiskers
marine life	adaptations	bioluminescence	adaptations: bioluminescence
wildlife	adaptations	specialized features	adaptations: specialized features
plant life	adaptations	cold hardiness	adaptations: cold hardiness
reptile	adaptations	climbing	adaptations: climbing
fur-bearing animal	adaptations	hairs	adaptations: hairs
wild mammal	adaptations	sharp teeth	adaptations: sharp teeth
wild mammal	adaptations	insulation	adaptations: insulation
wild mammal	adaptations	camouflage	adaptations: camouflage
wild mammal	adaptations	antlers	adaptations: antlers
wild mammal	adaptations	horns	adaptations: horns
wild mammal	adaptations	scales	adaptations: scales
wild mammal	adaptations	fur	adaptations: fur
reptile	adaptations	sharp claws	adaptations: sharp claws
plant life	adaptations	epiphytic	adaptations: epiphytic
marine mammal	adaptations	dorsal fin	adaptations: dorsal fin
insect	adaptations	scales	adaptations: scales
animal life	adaptations	scales	adaptations: scales
animal life	adaptations	fur	adaptations: fur
animal life	adaptations	feathers	adaptations: feathers
animal life	adaptations	shell	adaptations: shell
marine mammal	adaptations	dive reflex	adaptations: dive reflex
reptile	adaptations	camouflage	adaptations: camouflage
reptile	adaptations	burrowing	adaptations: burrowing
reptile	adaptations	swimming	adaptations: swimming
reptile	adaptations	strong jaws	adaptations: strong jaws
animal life	adaptations	wings	adaptations: wings
marine mammal	adaptations	echolocation	adaptations: echolocation
wild mammal	adaptations	feathers	adaptations: feathers
plant life	adaptations	roots for water	adaptations: roots for water
wildlife	adaptations	wings	adaptations: wings
animal life	adaptations	sharp vision	adaptations: sharp vision
protected species	adaptations	camouflage	adaptations: camouflage
wild mammal	adaptations	teeth	adaptations: teeth
reptile	adaptations	poison	adaptations: poison
protected species	adaptations	mimicry	adaptations: mimicry
wildlife	adaptations	horns	adaptations: horns
reptile	adaptations	venom	adaptations: venom
reptile	adaptations	hiding	adaptations: hiding
marine mammal	adaptations	fins	adaptations: fins
plant life	adaptations	symbiosis	adaptations: symbiosis
animal life	adaptations	gills	adaptations: gills
plant life	adaptations	mutualism	adaptations: mutualism
plant life	adaptations	competition	adaptations: competition
wildlife	adaptations	antlers	adaptations: antlers
protected species	adaptations	specialized features	adaptations: specialized features
animal life	adaptations	strong sense of smell	adaptations: strong sense of smell
plant life	adaptations	leaves for sunlight	adaptations: leaves for sunlight
fur-bearing animal	adaptations	sharp claws	adaptations: sharp claws
fur-bearing animal	adaptations	shelter seeking	adaptations: shelter seeking
fur-bearing animal	adaptations	camouflage	adaptations: camouflage
fur-bearing animal	adaptations	insulation	adaptations: insulation
plant life	adaptations	flowers for reproduction	adaptations: flowers for reproduction
plant life	adaptations	specialization	adaptations: specialization
plant life	adaptations	fruits	adaptations: fruits
fur-bearing animal	adaptations	thick fur	adaptations: thick fur
wildlife	adaptations	gills	adaptations: gills
plant life	adaptations	flowers	adaptations: flowers
plant life	adaptations	roots	adaptations: roots
plant life	adaptations	stems for support	adaptations: stems for support
animal life	adaptations	camouflage	adaptations: camouflage
animal life	adaptations	speed	adaptations: speed
animal life	adaptations	agility	adaptations: agility
plant life	adaptations	stems	adaptations: stems
plant life	adaptations	leaves	adaptations: leaves
wild mammal	adaptations	hooves	adaptations: hooves
renewable resources	advantages	job creation	advantages: job creation
renewable resources	advantages	environmental benefits	advantages: environmental benefits
renewable resources	advantages	increased energy independence	advantages: increased energy independence
waste incineration	advantages	waste reduction	advantages: waste reduction
waste incineration	advantages	landfill reduction	advantages: landfill reduction
waste incineration	advantages	energy recovery	advantages: energy recovery
renewable resources	advantages	energy independence	advantages: energy independence
renewable resources	advantages	reduces greenhouse gas emissions	advantages: reduces greenhouse gas emissions
renewable resources	advantages	environmentally friendly	advantages: environmentally friendly
renewable resources	advantages	lower operating costs	advantages: lower operating costs
renewable resources	advantages	no pollution	advantages: no pollution
non-polluting vehicle	advantages	reduced noise pollution	advantages: reduced noise pollution
non-polluting vehicle	advantages	reduced air pollution	advantages: reduced air pollution
waste incineration	advantages	space-saving	advantages: space-saving
waste incineration	advantages	recycling	advantages: recycling
renewable resources	advantages	reduced greenhouse gas emissions	advantages: reduced greenhouse gas emissions
non-polluting vehicle	advantages	reduced maintenance	advantages: reduced maintenance
renewable resources	advantages	non-polluting	advantages: non-polluting
renewable resources	advantages	renewable	advantages: renewable
renewable resources	advantages	reliable	advantages: reliable
waste incineration	advantages	energy generation	advantages: energy generation
renewable resources	advantages	low operating costs	advantages: low operating costs
renewable resources	advantages	reduced carbon footprint	advantages: reduced carbon footprint
renewable resources	advantages	sustainable	advantages: sustainable
waste incineration	advantages	landfill diversion	advantages: landfill diversion
renewable resources	advantages	reduces carbon footprint	advantages: reduces carbon footprint
renewable resources	advantages	increased energy security	advantages: increased energy security
renewable resources	advantages	replenishable	advantages: replenishable
non-polluting vehicle	advantages	reduced carbon footprint	advantages: reduced carbon footprint
non-polluting vehicle	advantages	cost-effective	advantages: cost-effective
non-polluting vehicle	advantages	environmental benefits	advantages: environmental benefits
non-polluting vehicle	advantages	quiet operation	advantages: quiet operation
renewable resources	advantages	reversible	advantages: reversible
renewable resources	advantages	non-exhaustible	advantages: non-exhaustible
agricultural disaster	affected	soil	affected: soil
agricultural disaster	affected	wildlife	affected: wildlife
agricultural disaster	affected	rural communities	affected: rural communities
agricultural disaster	affected	farmers	affected: farmers
agricultural disaster	affected	water resources	affected: water resources
pollution from ships	affected areas	human settlements	affected areas: human settlements
pollution from ships	affected areas	marine life	affected areas: marine life
pollution from ships	affected areas	ocean	affected areas: ocean
agricultural disaster	affected areas	economies	affected areas: economies
agricultural disaster	affected areas	food systems	affected areas: food systems
exploitation of the seas	affected areas	oceans	affected areas: oceans
exploitation of the seas	affected areas	coastlines	affected areas: coastlines
exploitation of the seas	affected areas	marine ecosystems	affected areas: marine ecosystems
exploitation of the seas	affected areas	coral reefs	affected areas: coral reefs
exploitation of the seas	affected areas	estuaries	affected areas: estuaries
pollution from ships	affected areas	coastal areas	affected areas: coastal areas
agricultural disaster	affected areas	ecosystems	affected areas: ecosystems
agricultural disaster	affected areas	rural communities	affected areas: rural communities
exploitation of the seas	affected areas	global	affected areas: global
agricultural disaster	affected areas	local economies	affected areas: local economies
agricultural disaster	affected areas	food supply chains	affected areas: food supply chains
exploitation of the seas	affected areas	coastal communities	affected areas: coastal communities
exploitation of the seas	affected areas	ocean gyres	affected areas: ocean gyres
agricultural disaster	affected areas	farmland	affected areas: farmland
corrosion	affected materials	wood	affected materials: wood
corrosion	affected materials	ceramics	affected materials: ceramics
corrosion	affected materials	concrete	affected materials: concrete
corrosion	affected materials	alloys	affected materials: alloys
corrosion	affected materials	metals	affected materials: metals
corrosion	affected materials	plastics	affected materials: plastics
eu environmental policy	agencies	european parliament	agencies: european parliament
eu environmental policy	agencies	european commission	agencies: european commission
eu environmental policy	agencies	european environmental agency	agencies: european environmental agency
eu environmental policy	agencies	european chemicals agency	agencies: european chemicals agency
eu environmental policy	agencies	european food safety authority	agencies: european food safety authority
hunting regulations	agencies	federal agencies	agencies: federal agencies
hunting regulations	agencies	state wildlife agencies	agencies: state wildlife agencies
hunting regulations	agencies	local authorities	agencies: local authorities
hunting regulations	agencies	international organizations	agencies: international organizations
eu environmental policy	agencies	european environment agency	agencies: european environment agency
erosion	agents	animals	agents: animals
erosion	agents	wind	agents: wind
erosion	agents	water	agents: water
decontamination	agents	filtration systems	agents: filtration systems
erosion	agents	plants	agents: plants
erosion	agents	ice	agents: ice
decontamination	agents	disinfectants	agents: disinfectants
decontamination	agents	antibiotics	agents: antibiotics
decontamination	agents	detergents	agents: detergents
joint implementation	agreement	kyoto protocol	agreement: kyoto protocol
joint implementation	agreement	paris agreement	agreement: paris agreement
eu environmental policy	agreements	paris agreement	agreements: paris agreement
climate change	agreements	paris agreement	agreements: paris agreement
climate change	agreements	kyoto protocol	agreements: kyoto protocol
climate change	agreements	united nations framework convention on climate change	agreements: united nations framework convention on climate change
eu environmental policy	agreements	un sustainable development goals	agreements: un sustainable development goals
eu environmental policy	agreements	eu climate and energy package	agreements: eu climate and energy package
joint implementation	agreements	paris agreement	agreements: paris agreement
joint implementation	agreements	kyoto protocol	agreements: kyoto protocol
joint implementation	agreements	united nations framework convention on climate change	agreements: united nations framework convention on climate change
eu environmental policy	agreements	aarhus convention	agreements: aarhus convention
quality of the environment	air	clean	air: clean
quality of the environment	air	polluted	air: polluted
quality of the environment	air	recycled	air: recycled
quality of the environment	air	fresh	air: fresh
atmospheric conditions	air quality	clean	air quality: clean
atmospheric conditions	air quality	smog	air quality: smog
atmospheric conditions	air quality	pollution	air quality: pollution
atmospheric conditions	air quality	smoke	air quality: smoke
atmospheric conditions	air quality	particulates	air quality: particulates
atmospheric conditions	air quality	fresh	air quality: fresh
atmospheric conditions	air quality	hazy	air quality: hazy
atmospheric conditions	air quality	smoggy	air quality: smoggy
atmospheric conditions	air quality	polluted	air quality: polluted
atmospheric conditions	air quality	ozone	air quality: ozone
atmospheric conditions	air quality	dust	air quality: dust
atmospheric conditions	air quality	particulate matter	air quality: particulate matter
atmospheric conditions	air quality	clean air	air quality: clean air
atmospheric conditions	air quality	air pollutants	air quality: air pollutants
atmospheric conditions	air quality	ozone levels	air quality: ozone levels
atmospheric conditions	air quality	pollution levels	air quality: pollution levels
eu emission allowance	allocation	auctioning	allocation: auctioning
emission allowance	allocation	regional	allocation: regional
emission allowance	allocation	project-specific	allocation: project-specific
emission allowance	allocation	company-specific	allocation: company-specific
emission allowance	allocation	auction	allocation: auction
eu emission allowance	allocation	free allocation	allocation: free allocation
emission allowance	allocation	grandfathering	allocation: grandfathering
emission allowance	allocation	national	allocation: national
emission allowance	allocation	auctioning	allocation: auctioning
eu emission allowance	allocation	national allocation	allocation: national allocation
eu emission allowance	allocation	national allocation plan	allocation: national allocation plan
emission allowance	allocation	free allocation	allocation: free allocation
emission allowance	allocation	auctioned allocation	allocation: auctioned allocation
emission allowance	allocation	emission trading	allocation: emission trading
eu emission allowance	allocation	national allocation plans	allocation: national allocation plans
underground storage of waste	alternative uses	renewable energy	alternative uses: renewable energy
underground storage of waste	alternative uses	reclaimed land	alternative uses: reclaimed land
underground storage of waste	alternative uses	recycling facilities	alternative uses: recycling facilities
dumping of waste	alternatives	waste recycling	alternatives: waste recycling
export of waste	alternatives	reuse	alternatives: reuse
dumping of waste	alternatives	waste-to-energy	alternatives: waste-to-energy
export of waste	alternatives	reducing waste	alternatives: reducing waste
dumping of waste	alternatives	proper disposal	alternatives: proper disposal
dumping of waste	alternatives	reduction of waste	alternatives: reduction of waste
dumping of waste	alternatives	composting	alternatives: composting
dumping of waste	alternatives	recycling	alternatives: recycling
export of waste	alternatives	recycling	alternatives: recycling
dumping of waste	alternatives	waste segregation	alternatives: waste segregation
export of waste	alternatives	reduction	alternatives: reduction
export of waste	alternatives	minimization	alternatives: minimization
export of waste	alternatives	proper disposal	alternatives: proper disposal
dumping of waste	alternatives	waste reduction	alternatives: waste reduction
exploitation of the sea-bed	alternatives	sustainable practices	alternatives: sustainable practices
deposit on a polluting product	alternatives	waste reduction strategies	alternatives: waste reduction strategies
exploitation of the sea-bed	alternatives	eco-tourism	alternatives: eco-tourism
deposit on a polluting product	alternatives	product design changes	alternatives: product design changes
