concept	property	cluster_label
automated analyser	sensitivity	26
energy analyser	sensitivity	26
carbon dioxide sensor	sensitivity	26
sound level meter	sensitivity	26
timing light	sensitivity	26
viscometer	sensitivity	26
colony counter	sensitivity	26
saccharimeter	sensitivity	26
electrometer	sensitivity	26
ampere balance	sensitivity	26
scientific instrument	sensitivity	26
weighing bottle	sensitivity	26
macrometer	sensitivity	26
time pressure gauge	sensitivity	26
timing light	precision	26
long michelson interferometer	precision	26
automated analyser	specificity	26
colony counter	specificity	26
airspeed indicator	precision	26
automated analyser	precision	26
net radiometer	precision	26
carbon dioxide sensor	precision	26
tachometer	precision	26
time pressure gauge	precision	26
weighing bottle	precision	26
viscometer	precision	26
hypsometer	precision	26
sound level meter	precision	26
colony counter	precision	26
scientific instrument	precision	26
glossmeter	precise	27
time pressure gauge	reliability	27
tail-pulse generator	precise	27
airspeed indicator	reliability	27
tachometer	reliability	27
scientific instrument	reliability	27
ampere balance	reliability	27
hypsometer	reliability	27
dennis rs series	reliable	27
dynameter	reliability	27
glossmeter	reliability	27
lensmeter	reliability	27
m4 tractor	reliable	27
hiboy	reliable	27
time pressure gauge	precise	27
mass interconnect	reliability	27
colony counter	reliability	27
airspeed indicator	precise	27
john deere mc	reliable	27
pilot direction indicator	precise	27
positioning equipment	precise	27
snickometer	consistent	27
pyrheliometer	consistent	27
weighing bottle	reliable	27
scientific instrument	accuracy	27
snickometer	reliable	27
colony counter	reliable	27
pilot direction indicator	reliable	27
net radiometer	data quality	27
sclerometer	reliable	27
pyrheliometer	reliable	27
airspeed indicator	reliable	27
snickometer	precise	27
glossmeter	reliable	27
tail-pulse generator	reliable	27
colony counter	precise	27
rapid dna	reliable	27
high resolution coronal imager	millimeter	28
positioning equipment	centimeters	28
variometer	accurate to a few meters	28
positioning equipment	nanometers	28
positioning equipment	millimeters	28
positioning equipment	meters	28
automatic pressure tracking adiabatic calorimeter	fast response	29
rapid dna	rapid	29
airport crash tender	rapid response	29
timing light	quick response	29
prompt telescopes	rapid response	29
snickometer	fast detection	29
carbon dioxide sensor	rapid response	29
noise dosimeter	fast response time	29
wheel speed sensor	fast response time	29
carbon dioxide sensor	response time	29
sound level meter	±1 db	30
sound level meter	±3 db	30
vane anemometer	±1 mph	30
sound level meter	±0.1 dba	30
sound level meter	±2 db	30
ocean-bottom seismometer	depending on design and deployment	31
variometer	dependent on atmospheric conditions	31
positioning equipment	dependent on environment	31
amx-30 bridge	dependent on terrain	31
hypsometer	dependent on atmospheric conditions	31
hypsometer	dependent on environmental conditions	31
pilot direction indicator	dependent on magnetic field	31
hypsometer	dependent on operator	31
variometer	dependent on air pressure changes	31
hydrometer	accurate to a few percent	32
carbon dioxide sensor	±5%	32
net radiometer	±5% or better	32
vane anemometer	±0.5 km/h	32
carbon dioxide sensor	±1%	32
net radiometer	±0.1°c or better	32
carbon dioxide sensor	±1-10% of reading	32
vane anemometer	±1-2% of full scale	32
carbon dioxide sensor	±1-5% of reading	32
vane anemometer	±5-10% of full scale	32
carlsberg meridian telescope	accurate to 1 second	32
indicated airspeed	dependent on instrument calibration	33
indicated airspeed	affected by instrument calibration	33
hypsometer	limited by instrument precision	33
indicated airspeed	influenced by instrument error	33
carbon dioxide sensor	adjustment for temperature and humidity	33
vertometer	dependent on instrument quality	33
time pressure gauge	dependent on calibration	33
hypsometer	dependent on calibration	33
indicated airspeed	influenced by turbulence	34
pilot direction indicator	affected by metal	34
indicated airspeed	affected by air turbulence	34
hypsometer	affected by atmospheric conditions	34
indicated airspeed	affected by turbulence	34
indicated airspeed	turbulence	34
hypsometer	can be affected by temperature and humidity	35
indicated airspeed	affected by airspeed indicator calibration	35
indicated airspeed	affected by air density	35
indicated airspeed	air density	35
indicated airspeed	affected by air density	35
hypsometer	affected by temperature and humidity	35
indicated airspeed	affected by air density	35
indicated airspeed	affected by air pressure	35
automatic pressure tracking adiabatic calorimeter	rapid measurements	36
3.67 m advanced electro optical system telescope	accurate data collection	36
methanometer	consistent results	36
odometer	reliable measurement	36
hook gauge evaporimeter	repeatable results	36
viscometer	repeatable results	36
automatic pressure tracking adiabatic calorimeter	repeatable results	36
ampere balance	repeatable measurements	36
vane anemometer	reliable readings	36
vertometer	reliable measurements	36
methanometer	reliable measurements	36
hydrometer	reliable measurements	36
hook gauge evaporimeter	reliable measurements	36
ampere balance	reliable measurements	36
tail-pulse generator	reliable readings	36
odometer	reliable recording	36
kraus-type	has many applications	36
hypsometer	reliable data	36
hook gauge evaporimeter	repeatable measurements	36
hook gauge evaporimeter	reliable data	36
drosometer	reliable results	36
saccharimeter	reliable results	36
permeameter	reliable results	36
cathetometer	fine adjustments	36
anemometer	precise measurements	36
electrometer	precise measurements	36
snickometer	precise measurements	36
methanometer	precise measurements	36
methanometer	reliable data	36
cinétheodolite	accurate measurements	36
cathetometer	accurate measurements	36
hypsometer	accurate measurements	36
heliometer	accurate measurements	36
automatic pressure tracking adiabatic calorimeter	reliable data	36
vane anemometer	reliable data	36
net radiometer	reliable data	36
tachometer	reliable data	36
vane anemometer	precise measurements	36
noise dosimeter	calibrated	37
pyrheliometer	calibrated for accuracy	37
airspeed indicator	calibrated	37
pyrheliometer	calibrated	37
scientific instrument	calibrated	37
weighing bottle	calibrated	37
antarctic muon and neutrino detector array	rare phenomena	38
methanometer	sensitive detection limits	38
ampere balance	precision measurement	38
sideloader	precise placement	38
combustion pipette	sensitive measurement	38
ampere balance	precision	38
lensmeter	precision	38
automatic pressure tracking adiabatic calorimeter	fast measurement	38
hypsometer	high precision	38
automatic pressure tracking adiabatic calorimeter	high precision	38
ampere balance	high precision	38
glossmeter	high precision	38
net radiometer	low error margin	38
cathetometer	small errors	38
drosometer	low error margin	38
cathetometer	sensitive measurements	38
pyrheliometer	accurate	38
hook gauge evaporimeter	high precision	38
ampere balance	low measurement error	38
pyrheliometer	precise	38
koenig's manometric flame apparatus	sensitive measurements	38
advanced telescope for high energy astrophysics	sensitive detection	38
optical microscope	sample size	38
ampere balance	low error margin	38
methanometer	sensitive detection	38
cryogenic current comparator	accurate measurement	38
cathetometer	sensitive to small changes	38
nichols radiometer	sensitive to small changes	38
hypsometer	limited by precision	38
weighing bottle	low tolerance	38
timing light	low tolerance	38
coulter counter	sensitive detection	38
dynameter	high precision	38
airspeed indicator	high precision	38
electrometer	high precision	38
net radiometer	high precision	38
odometer	high precision	38
carbon dioxide sensor	high precision	38
dynamometer	high precision	38
timing light	high precision	38
cinétheodolite	high precision	38
anemometer	high precision	38
methanometer	high precision	38
snickometer	high precision	38
nichols radiometer	high precision	38
colony counter	high precision	38
pilot direction indicator	instrument error	38
tail-pulse generator	life-saving	38
net radiometer	accurate measurements	38
heliometer	high precision	38
coulter counter	high precision	38
energy analyser	high precision	38
sclerometer	high precision	38
cathetometer	high precision	38
noise dosimeter	high precision	38
wheel speed sensor	high precision	38
michelson interferometer	high precision	38
koenig's manometric flame apparatus	high precision	38
drosometer	high precision	38
viscometer	high precision	38
lensmeter	high precision	38
variometer	high precision	38
combustion pipette	high precision	38
saccharimeter	high precision	38
vane anemometer	high precision	38
vertometer	high precision	38
hydrometer	high precision	38
horned helmet	stereotypical representation	39
horned helmet	popular depiction	39
horned helmet	often romanticized	39
horned helmet	myth-busting	39
horned helmet	popular misconception	39
horned helmet	debated	39
horned helmet	debate among historians	39
horned helmet	historical inaccuracies	39
horned helmet	limited evidence	39
horned helmet	misconceptions	39
horned helmet	mythical	39
horned helmet	misconception	39
horned helmet	misconceived	39
ampere balance	medium	40
scientific instrument	medium	40
positioning equipment	medium	40
c7p	medium	40
anemometer	high	40
pilot direction indicator	high	40
time pressure gauge	high	40
tail-pulse generator	high	40
airspeed indicator	high	40
glossmeter	high	40
pyrheliometer	high	40
dynameter	high	40
carbon dioxide sensor	medium	40
dynameter	medium	40
time pressure gauge	medium	40
anemometer	medium	40
sortation conveyor	high-accuracy	40
dynamometer	high accuracy	40
saccharimeter	high accuracy	40
net radiometer	high accuracy	40
vane anemometer	high accuracy	40
tachometer	high accuracy	40
anemometer	high accuracy	40
tail-pulse generator	high accuracy	40
glossmeter	high accuracy	40
sortation conveyor	medium-accuracy	40
carbon dioxide sensor	high	40
airspeed indicator	medium	40
ampere balance	high	40
glossmeter	medium	40
positioning equipment	high	40
anemometer	highly accurate	40
snickometer	highly accurate	40
vane anemometer	highly accurate	40
drosometer	highly accurate	40
sclerometer	highly accurate	40
methanometer	highly accurate	40
variometer	highly accurate	40
tail-pulse generator	highly accurate	40
ampere balance	low error	40
glossmeter	low	40
positioning equipment	low	40
ampere balance	low	40
carbon dioxide sensor	low	40
scientific instrument	low	40
c7p	low	40
tail-pulse generator	low	40
c7p	high	40
rapid dna	high	40
airspeed indicator	low	40
colony counter	high	40
time pressure gauge	approximate	40
positioning equipment	approximate	40
snickometer	high	40
anemometer	low	40
dynameter	low	40
scientific instrument	high	40
pilot direction indicator	low	40
time pressure gauge	low	40
sortation conveyor	low-accuracy	40
morris cdsw	game developer	41
empire state pullers	champions	41
empire state pullers	top-ranked	41
morris cdsw	ceo	41
empire state pullers	winners	41
austauschbauart	innovative	42
alvis salamander	sustainable energy	42
alvis salamander	innovation	42
palomar testbed interferometer	successful testing	42
helmet of coţofeneşti	architectural	42
alvis salamander	pioneer	42
morris cdsw	innovative products	42
morris cdsw	successful startup	42
empire state pullers	engineering feat	42
morris cdsw	co-founder	42
empire state pullers	architectural innovation	42
morris cdsw	business growth	42
very large telescope	study of dark energy	43
subaru telescope	study of dark energy	43
southern astrophysical research telescope	study of dark energy	43
stockert radio telescope	investigation of dark matter	43
carnegie telescope	discovery of dark energy	43
canada-france-hawaii telescope	study of dark energy	43
james clerk maxwell telescope	discovery of dark matter	43
westerbork synthesis radio telescope	discovery of dark matter	43
mons telescope	discovery of neptune	43
mps/eso telescope	discovery of dark energy	43
swedish solar telescope	discovery of solar magnetic fields	43
james clerk maxwell telescope	discovery of dark matter	43
swedish solar telescope	discovery of solar granulation	43
carnegie telescope	discovery of dark energy	43
hubble space telescope	dark energy detection	43
otto struve telescope	discovery of dark energy	43
c. donald shane telescope	discovery of dark energy	43
south pole telescope	discovery of dark energy	43
very large telescope	discovery of dark energy	43
astronomical netherlands satellite	discovery of dark energy	43
rosat	discovered thousands of black holes	43
primeval structure telescope	discovering dark energy	43
large millimeter telescope	study of dark matter	43
hubble space telescope	discovery of dark energy	43
cosmic background imager	mapping universe's large-scale structure	44
cosmic anisotropy telescope	mapped universe's large-scale structure	44
viper telescope	mapping the universe's large-scale structure	44
cosmic anisotropy telescope	maps universe's density	44
primeval structure telescope	mapping the universe's large-scale structure	44
primeval structure telescope	mapped large-scale structure of universe	44
primeval structure telescope	large-scale structure of the universe	44
cosmic anisotropy telescope	mapping universe's large-scale structure	44
cosmic background imager	mapping large-scale structure	44
cosmic anisotropy telescope	mapping of universe's large-scale structure	44
primeval structure telescope	mapping of universe's large-scale structure	44
cosmic anisotropy telescope	mapping of universe's large-scale structure	44
atacama cosmology telescope	mapping large-scale structure	44
samuel oschin telescope	many supernovae	45
nustar	studied galaxy evolution	45
great refractor	studied planetary motion	45
siding spring 2.3m telescope	observed supernovae	45
livermore optical transient imaging system	discovered new supernovae	45
rosat	studied supernovae	45
siding spring 2.3m telescope	studied galaxy evolution	45
suffa rt-70 radio telescope	studied black holes	45
rosat	studied cosmic explosions	45
suffa rt-70 radio telescope	studied supernovae	45
stockert radio telescope	studied supernovae	45
effelsberg 100-m radio telescope	studied black holes	45
suffa rt-70 radio telescope	studied solar system	45
empire state pullers	playoff appearances	46
empire state pullers	country music awards	46
empire state pullers	championship titles	46
empire state pullers	grammy nominations	46
korea advanced institute of science and technology (kaist) satellite 4	first korean satellite to observe the earth's atmosphere	47
korea advanced institute of science and technology (kaist) satellite 4	first korean satellite to conduct space weather monitoring	47
ats-59	first operational weather satellite	47
suffa rt-70 radio telescope	discovery of pulsars	48
ohio state university radio observatory	discovery of pulsars	48
stockert radio telescope	helped discover pulsars	48
cambridge low frequency synthesis telescope	studies of pulsars	48
stockert radio telescope	pulsars	48
green bank interferometer	pulsars	48
cambridge low frequency synthesis telescope	pulsars	48
effelsberg 100-m radio telescope	discovering pulsars	48
ooty radio telescope	discovery of pulsars	48
yevpatoria rt-70 radio telescope	first detection of pulsars	48
ohio state university radio observatory	pulsars	48
nancay radio telescope	pulsars	48
nancay radio telescope	discovery of pulsars	48
suffa rt-70 radio telescope	discovered pulsars	48
westerbork synthesis radio telescope	discovery of pulsars	48
ohio state university radio observatory	discoveries of pulsars	48
suffa rt-70 radio telescope	discovery of pulsars	48
stockert radio telescope	discovered pulsars	48
effelsberg 100-m radio telescope	discovered pulsars	48
effelsberg 100-m radio telescope	discovery of pulsars	48
suffa rt-70 radio telescope	discovery of pulsars	48
nancay radio telescope	discovery of pulsars	48
effelsberg 100-m radio telescope	discovery of pulsars	48
mauritius radio telescope	discovery of pulsars	48
reber radio telescope	led to discovery of quasars	48
suffa rt-70 radio telescope	discovered pulsars	48
canada-france-hawaii telescope	new insights into star formation	49
subaru telescope	study of planetary formation	49
cfa 1.2 m millimeter-wave telescope	investigation of star formation	49
canada-france-hawaii telescope	observation of planetary formation	49
sardinia radio telescope	study of star formation	49
carnegie telescope	study of star formation	49
james clerk maxwell telescope	study of star formation	49
chandra x-ray observatory	study of star formation	49
hubble space telescope	detailed star formation	49
viper telescope	understanding of star formation processes	49
40-foot telescope	examination of stellar evolution	49
stockert radio telescope	study of cosmic magnetic fields	49
c. donald shane telescope	study of galaxy evolution	49
southern astrophysical research telescope	study of galaxy evolution	49
james clerk maxwell telescope	study of star formation	49
james clerk maxwell telescope	study of star formation	49
cfa 1.2 m millimeter-wave telescope	study of star formation	49
southern astrophysical research telescope	study of star formation	49
large millimeter telescope	study of star formation	49
westerbork synthesis radio telescope	star formation research	49
c. donald shane telescope	research on star formation	49
einstein observatory	study of binary systems	49
gran telescopio canarias	first light in 2009	50
large millimeter telescope	first light in 2013	50
gran telescopio canarias	first light in 2009	50
subaru telescope	first light in 1999	50
national large solar telescope	first light in 2023	50
atacama cosmology telescope	first light in 2007	50
james clerk maxwell telescope	1993	50
subaru telescope	1999	50
james clerk maxwell telescope	first light in 1993	50
primeval structure telescope	detecting the oldest light in the universe	51
large millimeter telescope	mapping of cosmic microwave background	51
primeval structure telescope	discovering the oldest light in the universe	51
effelsberg 100-m radio telescope	mapping the cosmic microwave background	51
primeval structure telescope	mapping the cosmic microwave background	51
suffa rt-70 radio telescope	discovered cosmic microwave background radiation	51
stockert radio telescope	contributed to understanding of cosmic microwave background	51
suffa rt-70 radio telescope	contributed to the study of cosmic microwave background radiation	51
cosmic background imager	discovery of cosmic microwave background	51
gran telescopio canarias	studied cosmic dawn	51
green bank interferometer	cosmic microwave background research	51
cherenkov array at the telescope array (ta)	discovery of cosmic ray anisotropy	51
primeval structure telescope	discovery of the cosmic microwave background	51
hubble space telescope	cosmic microwave background	51
subaru telescope	study of cosmic microwave background	51
primeval structure telescope	mapping cosmic microwave background radiation	51
mauritius radio telescope	study of cosmic microwave background	51
suffa rt-70 radio telescope	study of cosmic microwave background radiation	51
cfa 1.2 m millimeter-wave telescope	study of cosmic microwave background radiation	51
primeval structure telescope	detected cosmic microwave background	51
cosmic anisotropy telescope	detected cosmic microwave background	51
atacama cosmology telescope	mapped cosmic microwave background	51
suffa rt-70 radio telescope	mapping of the cosmic microwave background	51
cambridge low frequency synthesis telescope	first detection of cosmic microwave background radiation	51
suffa rt-70 radio telescope	detected cosmic microwave background radiation	51
large millimeter telescope	investigation of cosmic microwave background	51
nancay radio telescope	cosmic microwave background radiation research	51
cosmic anisotropy telescope	mapping cosmic microwave background	51
atacama cosmology telescope	published numerous papers on cosmic microwave background radiation	51
hale telescope	research on cosmic microwave background	51
astronomical netherlands satellite	study of cosmic microwave background	51
effelsberg 100-m radio telescope	research on cosmic microwave background	51
effelsberg 100-m radio telescope	mapping of the cosmic microwave background	51
effelsberg 100-m radio telescope	research on cosmic microwave background	51
kunlun dark universe survey telescope	cosmic microwave background radiation	51
james clerk maxwell telescope	mapping of the cosmic microwave background	51
cerro chajnantor atacama telescope	study of cosmic microwave background	51
balloon-borne telescope	study of cosmic microwave background	51
advanced telescope for high energy astrophysics	cosmic microwave background study	51
cosmic anisotropy telescope	discovery of cosmic microwave background	51
primeval structure telescope	discovery of cosmic microwave background	51
cambridge low frequency synthesis telescope	study of the cosmic microwave background	51
ohio state university radio observatory	study of cosmic microwave background	51
heinrich hertz submillimeter telescope	study of cosmic microwave background	51
large millimeter telescope	study of cosmic microwave background	51
molonglo observatory synthesis telescope	investigation of cosmic microwave background	51
advanced telescope for high energy astrophysics	cosmic microwave background	51
cosmic anisotropy telescope	mapped cosmic microwave background	51
cambridge low frequency synthesis telescope	discovery of cosmic microwave background	51
green bank interferometer	study of cosmic microwave background	51
mps/eso telescope	study of cosmic microwave background	51
cfa 1.2 m millimeter-wave telescope	research on cosmic microwave background	51
suffa rt-70 radio telescope	study of cosmic microwave background radiation	51
westerbork synthesis radio telescope	mapping of cosmic microwave background	51
astronomical netherlands satellite	study cosmic microwave background	51
cfa 1.2 m millimeter-wave telescope	study of cosmic microwave background	51
south pole telescope	mapping of cosmic microwave background radiation	51
telescopio nazionale galileo	analysis of cosmic microwave background	51
ohio state university radio observatory	experiments on cosmic microwave background	51
yevpatoria rt-70 radio telescope	study of cosmic microwave background radiation	51
south pole telescope	precision measurements of cosmic microwave background	51
ohio state university radio observatory	studied cosmic microwave background	51
effelsberg 100-m radio telescope	studied cosmic microwave background	51
suffa rt-70 radio telescope	studied cosmic microwave background	51
gran telescopio canarias	discovered exoplanet in 2012	52
xo telescope	discovery of thousands of exoplanets	52
gran telescopio canarias	discovery of exoplanets	52
very large telescope	discovery of exoplanets	52
xo telescope	discovery of exoplanets	52
palomar testbed interferometer	exoplanet detection	52
astronomical netherlands satellite	discovery of titan's lakes	52
european extremely large telescope	discovery of exoplanets	52
xo telescope	first transit of an exoplanet	52
palomar testbed interferometer	exoplanet discovery	52
subaru telescope	exoplanet discovery	52
xo telescope	discovery of exoplanets	52
very large telescope	discovery of exoplanets	52
nancay radio telescope	exoplanet detection	52
samuel oschin telescope	first exoplanet discovered	52
subaru telescope	exoplanet detection	52
gran telescopio canarias	discovery of exoplanets	52
telescopio nazionale galileo	discovery of exoplanets	52
canada-france-hawaii telescope	detection of exoplanets	52
xo telescope	discovery of exoplanets	52
palomar testbed interferometer	first exoplanet detection	52
gran telescopio canarias	discovered exoplanets	52
siding spring 2.3m telescope	discovered exoplanets	52
xo telescope	discovery of thousands of exoplanets	52
otto struve telescope	exoplanet detection	52
very large telescope	first direct image of exoplanet	52
gran telescopio canarias	discovered thousands of exoplanets	52
very large telescope	discovery of exoplanets	52
sardinia radio telescope	discovery of exoplanets	52
astronomical netherlands satellite	discovery of exoplanets	52
southern astrophysical research telescope	discovery of exoplanets	52
very large telescope	discovery of exoplanets	52
xo telescope	contributions to exoplanet research	52
alvis salamander	contributing to military technology	53
chinese giant solar telescope	contribution to solar research	53
alvis salamander	designing innovative tanks	53
livermore optical transient imaging system	published scientific papers	53
swedish solar telescope	contribution to solar research community	53
canada-france-hawaii telescope	published numerous papers	53
chinese giant solar telescope	contribution to global solar research	53
steamrail victoria	operation of regular services	53
swedish solar telescope	solar research	53
chinese giant solar telescope	high-resolution images of the sun	54
swedish solar telescope	high-resolution images of the sun	54
subaru telescope	high-resolution images of the universe	54
bernard lyot telescope	first telescope to observe the solar corona	54
national large solar telescope	high-resolution solar images	54
swedish solar telescope	high-resolution images of the sun's surface	54
relikt-1	returned to earth in 2020	55
relikt-1	lunar surface instruments	55
ssh-68	longest duration space mission	55
relikt-1	studied lunar surface	55
relikt-1	lunar soil samples	55
relikt-1	lunar sample containers	55
ssh-68	first space station	55
ssh-68	first manned spaceflight	55
ssh-68	historic milestone in space exploration	55
ssh-68	first human mission to mars	55
ssh-68	first lunar landing by a commercial spacecraft	55
relikt-1	returned lunar samples to earth	55
relikt-1	first spacecraft to return lunar samples to earth	55
ssh-68	most distant human spaceflight	55
c. donald shane telescope	many celestial objects	56
mauritius radio telescope	discoveries of new celestial objects	56
mons telescope	observation of celestial events	56
great refractor	discovered new celestial bodies	56
crossley telescope	discovery of new celestial objects	56
40-foot telescope	discovery of new celestial bodies	56
hale telescope	many notable celestial objects	56
mauritius radio telescope	discovery of new celestial objects	56
x-ray astronomy satellites	new celestial bodies	56
uppsala southern schmidt telescope	many celestial objects	56
nordic optical telescope	many celestial objects	56
cfa 1.2 m millimeter-wave telescope	discovery of new celestial objects	56
chinese giant solar telescope	discovery of new solar phenomena	56
gornergrat infrared telescope	new celestial objects	56
astronomical netherlands satellite	new celestial bodies	56
nordic optical telescope	comets	57
comet seeker	comet research publication	57
gornergrat infrared telescope	comet discovery	57
crossley telescope	comets	57
upsala southern schmidt telescope	comets	57
comet seeker	comet tracking	57
comet seeker	comet prediction	57
palomar testbed interferometer	precision measurements	57
nasa infrared telescope facility	comets	57
samuel oschin telescope	comets	57
mons telescope	comets	57
c. donald shane telescope	comets	57
liverpool telescope	comets	57
astronomical netherlands satellite	comets	57
history of the telescope	comets	57
hale telescope	comets	57
siding spring 2.3 m telescope	comets	57
comet seeker	comet discovery	57
uppsala southern schmidt telescope	comets	57
