concept	property	cluster_label
automatic pressure tracking adiabatic calorimeter	low uncertainty	5
odometer	subject to wear and tear	5
pilot direction indicator	reliable	5
variometer	weather-resistant	5
carbon dioxide sensor	fast response time	5
noise dosimeter	fast response time	5
rapid dna	reliable	5
identification equipment	reliable	5
ampere balance	reliable	5
odometer	reliable	5
nichols radiometer	reliable	5
automated analyser	reliable	5
tachometer	reliable	5
balancer	reliable	5
scientific instrument	reliable	5
macrometer	reliable	5
dna sequencer	dependent on technology	5
tail-pulse generator	precise	5
net radiometer	low uncertainty	5
colony counter	precise	5
cinetheodolite	ensuring accuracy	5
nephelometer	sensitive to particle size	5
rapid dna	accurate	5
schmidt-väisälä camera	accurate	5
clarity meter	±5	5
odometer	dependent on maintenance	5
drosometer	reliable	5
net radiometer	sensitive to temperature changes	5
airspeed indicator	important for flight safety	5
clarity meter	precise	5
time pressure gauge	low error margin	5
meade lx200	accurate tracking	5
balancer	ensuring accuracy	5
hypsometer	dependent on angle	5
hypsometer	influenced by temperature	5
odometer	can be calibrated	5
vane anemometer	accurate readings	5
pfund telescope	accurate optics	5
vane anemometer	measures wind speed up to 300 km/h	5
koenig's manometric flame apparatus	accurate readings	5
clarity meter	±1	5
carlsberg meridian telescope	accurate to 1 second	5
carbon dioxide sensor	low error rate	5
rapid dna	accuracy	5
electrometer	low noise	5
hypsometer	precise	5
balancer	to ensure accuracy	5
disdrometer	dependent on particle size and velocity	5
long michelson interferometer	nanometer level	5
methanometer	sensitive detection	5
horned helmet	questionable	5
anemometer	precise	5
saccharimeter	precise	5
navy mark iv	precise	5
odometer	precise	5
actinometer	precise	5
time pressure gauge	precise	5
strainmeter	precise	5
sclerometer	dependent on user skill	5
pilot direction indicator	dependent on magnetic field	5
cyanometer	relatively simple	5
weighing bottle	medium	5
positioning equipment	medium	5
vane anemometer	precise	5
space surveillance telescope	medium	5
macrometer	accuracy	5
carbon dioxide sensor	medium	5
koenig's manometric flame apparatus	accuracy	5
positioning equipment	approximate	5
snickometer	accurate speed measurement	5
balancer	low error	5
stratoscope	more precise	5
ampere balance	low error	5
pilot direction indicator	affected by metal nearby	5
scientific instrument	medium	5
plate reader	medium	5
net radiometer	low error	5
graphometer	accurate	6
rotary index table	accurate	6
weighing bottle	accurate	6
time pressure gauge	accurate	6
drosometer	accurate	6
timing light	adjustable	6
vane anemometer	high precision	6
anemometer	high precision	6
mooney viscometer	high precision	6
carbon dioxide sensor	high precision	6
glossmeter	high precision	6
lensmeter	high precision	6
combustion pipette	high precision	6
balancer	high precision	6
sound level meter	high precision	6
potentiometer	accurate	6
noise dosimeter	high precision	6
pyrheliometer	high precision	6
heliometer	high precision	6
airspeed indicator	accurate	6
carbon dioxide sensor	highly precise	6
navy mark iv	accurate	6
time pressure gauge	calibrated	6
automatic pressure tracking adiabatic calorimeter	high precision	6
airspeed indicator	calibrated	6
noise dosimeter	calibrated	6
cyanometer	highly precise	6
combustion pipette	highly precise	6
energy analyzer	highly precise	6
cryogenic current comparator	highly precise	6
automated analyser	highly precise	6
timing light	highly precise	6
methanometer	highly precise	6
energy analyzer	relatively accurate	6
long michelson interferometer	very high	6
cyanometer	high accuracy	6
vertometer	high accuracy	6
anemometer	high accuracy	6
vane anemometer	high accuracy	6
pyrheliometer	high accuracy	6
automatic pressure tracking adiabatic calorimeter	high accuracy	6
weighing bottle	accurate	6
variometer	high precision	6
positioning equipment	high precision	6
automated analyser	high precision	6
sclerometer	high precision	6
twist compression tester	high precision	6
sound level meter	calibrated	6
positioning equipment	millimeter level	6
michelson interferometer	millimeter level	6
cyanometer	±1 degree	6
scientific instrument	low	6
identification equipment	low	6
light gas gun	low	6
plate reader	low	6
dna sequencer	low	6
electrometer	low	6
space surveillance telescope	low	6
carbon dioxide sensor	low	6
positioning equipment	low	6
automated analyser	low	6
weighing bottle	low	6
clarity meter	highly accurate	6
weighing bottle	not very accurate	6
coulter counter	high precision	6
net radiometer	high precision	6
colony counter	high precision	6
wheel speed sensor	high precision	6
time pressure gauge	high precision	6
timing light	high precision	6
scientific instrument	high precision	6
hypsometer	high precision	6
vertometer	high precision	6
graphometer	high precision	6
tachometer	high precision	6
drosometer	high precision	6
macrometer	high precision	6
cinetheodolite	high precision	6
saccharimeter	high precision	6
michelson interferometer	high precision	6
hook gauge evaporimeter	high precision	6
cathetometer	high precision	6
methanometer	high precision	6
ampere balance	high precision	6
nephelometer	high precision	6
hydrometer	high precision	6
koenig's manometric flame apparatus	high precision	6
airspeed indicator	high precision	6
electrometer	high precision	6
dynameter	high accuracy	6
copyscope	highly precise	6
clarity meter	high accuracy	6
sysmex xe-2100	high	6
rapid dna	high	6
nephelometer	high	6
drosometer	high	6
cathetometer	high	6
automated analyser	high	6
ampere balance	high	6
time pressure gauge	high	6
space surveillance telescope	high	6
carbon dioxide sensor	high	6
positioning equipment	high	6
macrometer	high	6
identification equipment	high	6
vane anemometer	high	6
nichols radiometer	high	6
sortation conveyor	high	6
glossmeter	high	6
weighing bottle	high	6
clarity meter	high	6
electrometer	high	6
disdrometer	high	6
tail-pulse generator	high	6
hypsometer	high	6
weighing bottle	somewhat accurate	6
identification equipment	somewhat accurate	6
dynamic voltage restoration	high accuracy	6
creepmeter	high accuracy	6
current transformer	high accuracy	6
hydrometer	highly accurate	6
vertometer	highly accurate	6
anemometer	high accuracy	6
rotary index table	highly accurate	6
current transformer	high accuracy	6
wheel speed sensor	high accuracy	6
carbon dioxide sensor	±1%	6
current transformer	high	6
strainmeter	high	6
scientific instrument	high	6
actinometer	high	6
plate reader	high	6
saccharimeter	high	6
pilot direction indicator	high	6
dna sequencer	high	6
light gas gun	high	6
macrometer	highly accurate	6
machine vision	high-accuracy	6
rapid dna	highly accurate	6
identification equipment	highly accurate	6
odometer	highly accurate	6
ats 56 g	highly accurate	6
lensmeter	highly accurate	6
timing light	highly accurate	6
glossmeter	highly accurate	6
bathometer	highly accurate	6
sysmex xe-2100	highly accurate	6
clarity meter	highly accurate	6
cathetometer	highly accurate	6
hook gauge evaporimeter	highly accurate	6
wheel speed sensor	highly accurate	6
pilot direction indicator	highly accurate	6
drosometer	high accuracy	6
time pressure gauge	high accuracy	6
cathetometer	high accuracy	6
lensmeter	high accuracy	6
picture line-up generation equipment	high	6
ampere balance	highly accurate	6
dynameter	highly accurate	6
airspeed indicator	highly accurate	6
tachometer	highly accurate	6
sysmex xe-2100	high accuracy	6
automatic pressure tracking adiabatic calorimeter	accurate	6
tachometer	precision instrument	6
glossmeter	precision instrument	6
airspeed indicator	precision instrument	6
mooney viscometer	accurate	6
plethysmograph	accurate	6
strainmeter	highly accurate	6
time pressure gauge	highly accurate	6
weighing bottle	highly accurate	6
magnetic belt conveyor	accurate	6
vane anemometer	highly accurate	6
snickometer	highly accurate	6
noise dosimeter	highly accurate	6
sclerometer	highly accurate	6
anemometer	highly accurate	6
hypsometer	highly accurate	6
colony counter	highly accurate	6
permeameter	highly accurate	6
sound level meter	highly accurate	6
national large solar telescope	new discoveries	7
crosby-garrett helmet	pioneer achievement	7
stanhope lens	paved way for	7
cosmic background imager	first	7
ohio state university radio observatory	publishing research papers	7
cosmic background imager	pioneering	7
cosmic background imager	best	7
crosby-garrett helmet	pioneer achievement	7
cosmic background imager	most	7
national large solar telescope	scientific breakthroughs	7
palomar testbed interferometer	groundbreaking	7
palomar testbed interferometer	groundbreaking discoveries	7
crosby-garrett helmet	pioneer achievement	7
southern african large telescope	astronomical breakthroughs	7
sprague-thomson	pioneering work	7
massey-harris model 81	innovative	7
self-injurious behavior inhibiting system	mood regulation	8
self-injurious behavior inhibiting system	activates stress response	8
self-injurious behavior inhibiting system	emotional regulation	8
self-injurious behavior inhibiting system	mood regulation	8
emergency vehicle equipment	alertness	8
self-injurious behavior inhibiting system	through therapy	8
self-injurious behavior inhibiting system	released by relaxation	8
self-injurious behavior inhibiting system	by medication	8
self-injurious behavior inhibiting system	cognitive control	8
self-injurious behavior inhibiting system	emotional distress	8
self-injurious behavior inhibiting system	through medication	8
self-injurious behavior inhibiting system	by therapy	8
self-injurious behavior inhibiting system	triggered by stress	8
self-injurious behavior inhibiting system	trauma	8
self-injurious behavior inhibiting system	social support	8
pith helmet	outdoor activities	9
image-stabilized binoculars	outdoor activities	9
safety harness	outdoor activities	9
hydration system	outdoor activities	9
hydration pack	outdoor activities	9
child harness	outdoor activities	9
steamrail victoria	excursions	9
eye protection	outdoor activities	9
camping equipment	outdoor activities	9
anti-flash gear	outdoor activities	9
personal protective equipment	outdoor activities	9
barbecue	summer	9
balance beam	practice	9
eye protection	outdoor activities	9
hydration pack	outdoor activities	9
binoculars	outdoor activity	9
binoculars	outdoor activities	9
aerial straps	outdoor	9
image-stabilized binoculars	outdoor activities	9
galea	outdoor activities	9
steamrail victoria	train rides	9
barbecue	summer activity	9
refracting telescope	hobby	9
strapping	outdoor activities	9
headgear	outdoor activity	9
barbecue	outdoor	9
child harness	outdoor activities	9
binoculars	outdoor activities	9
tower viewer	outdoor activities	9
wrist guard	daily activity	9
steamrail victoria	station visits	9
hydration system	outdoor activities	9
visor	outdoor activities	9
apollo/skylab a7l	extravehicular activity	9
galea	hiking	9
knee pad	hiking	9
eye protection	outdoor activities	9
balance beam	gymnastics	10
balancer	balance beam	10
balance beam	artistic gymnastics	10
wrist guard	gymnastics	10
balance beam	gymnastics	10
wrist guard	gymnastics	10
balance beam	rhythmic gymnastics	10
balance beam	floor exercise	10
balance beam	gymnastics routine	10
balance beam	balance beam	10
block stacking	balance blocks	10
knee pad	gymnastics	10
balance beam	gymnastics	10
dennis ss series	cycling	11
modèle 1978 helmet	cycling	11
dennis rs series	cycling	11
l'eplattenier helmet	cycling	11
modèle 1978 helmet	cycling	11
galea	cycling	11
knee pad	cycling	11
galea	mountain biking	11
knee pad	cycling	11
l'eplattenier helmet	cycling	11
modèle 1978 helmet	cycling	11
bicycle helmet	cycling	11
helmet	cycling	11
helmet	cycling	11
knee pad	biking	11
galea	motorcycling	11
leplattenier helmet	cycling	11
aerial straps	bouldering	12
aerial straps	parkour	12
aerial straps	bouldering	12
wrist guard	rock climbing	12
empire state pullers	rock climbing	12
safety harness	rock climbing	12
minneapolis-moline	high quality	13
mass interconnect	customized solution	13
emergency vehicle equipment	custom	13
long michelson interferometer	highly sensitive	13
trolley conveyor	customizable	13
dennis rs series	customizable	13
batting helmet	customized	13
sortation conveyor	customizable	13
hiboy	customizable	13
uni-engine	low cost	13
racing helmet	customizable	13
apron	pockets	14
tote bag	has pockets	14
drive-in rack	pockets for organization	14
tote bags	has pockets	14
apron	pockets	14
apron	pocket	14
apron	pockets	14
bags	pockets	14
hydration pack	pocket	14
tote bag	pockets	14
cinétheodolite	tripod	15
astroscan	attached to a tripod	15
balance beam	long, narrow board	15
binoculars	tripod mounted	15
spotting scope	tripod	15
binoculars	tripod-mounted	15
cathetometer	tripod	15
small telescope	tripod	15
vista (telescope)	tripod	15
zenith telescope	adjustable tripod	15
tower viewer	tripod mount	15
astrograph	portable tripod	15
graphometer	tripod	15
cinetheodolite	tripod	15
telescopes	tripod	15
optical telescope	portable tripod	15
intermodal containers	weatherproof	16
binoculars	weatherproof	16
intermodal containers	rainproof	16
astrograph	weather sealing	16
riot protection helmet	anti-fog coating	16
visor	anti-fog coating	16
modèle 1978 helmet	anti-fog coating	16
welding helmet	anti-fog coating	16
camping equipment	waterproof	16
pyrheliometer	weatherproof	16
camping equipment	weather-proof	16
camping equipment	windproof	16
bulk load containers	weatherproof	16
intermodal containers	weather-resistant	16
bulk load containers	weather-resistant	16
spotting scope	rain cover	16
meade lx200	weather-resistant	16
fog fence	protect crops from frost	16
tower viewer	weatherproofing	16
welding helmet	anti-fog coating	16
pallet box	weather-resistant	16
spotting scope	weather-resistant	16
bradford robotic telescope	weather-resistant	16
tower viewer	weather-resistant	16
dock leveler	weather-resistant	16
traveling microscope	light source	17
plate reader	light source	17
stroboscope	light source	17
slit lamp	light source	17
optical microscope	light source	17
stroboscope	electric lamp	17
impact microscope	light source	17
copyscope	light source	17
clarity meter	light source	17
phonodeik	light source	17
slit lamp	adjustable light	17
rheoscope	light source	17
plethysmograph	light source	17
petrographic microscope	light source	17
microscope	light source	17
glossmeter	light source	17
zymoscope	light source	17
saccharimeter	light source	17
operating microscope	light source	17
mining helmet	provides light	17
electrical equipment	producing light	17
firefighter's helmet	light source	17
slit lamp	light source	17
potentiometer	lighting control	17
electrical equipment	lighting up a room	17
slit lamp	focused beam	17
fluorescence microscope	light source	17
slit lamp	slit-shaped beam of light	17
timing light	light source	17
lifeboatman's helmet	light source	17
inverted microscope	has a reversed light path	17
electrical equipment	lighting homes	17
lensmeter	illumination source	17
stroboscope	light	17
operating microscope	illumination	17
slit lamp	light source	17
coulter counter	light source	17
stroboscope	light source	17
mining helmet	light source	17
coudé auxiliary telescope	provide additional light gathering	17
emergency vehicle equipment	light bar	17
stroboscope	produces intermittent light	17
stroboscope	light source	17
slit lamp	light source	17
total internal reflection fluorescence microscope	excitation light source	17
fluorescence microscope	excitation light source	17
slit lamp	high-intensity	17
camping equipment	flashlight	17
stroboscope	led light	17
operant conditioning chamber	lighting	17
lensmeter	illumination source	17
plate reader	light sources	17
emergency vehicle equipment	providing light	17
operant conditioning chamber	light	17
positioning equipment	beacon	17
cathodoluminescence microscope	emitting light	17
mining helmet	light source	17
petrographic microscope	light source	17
air film device	extends lifespan	18
cathodic protection rectifier	extending lifespan	18
air film device	increases lifespan	18
cathodic protection rectifier	increases lifespan	18
rotary index table	efficient	19
chute conveyor	efficient	19
storage carousel	efficient	19
pneumatic conveyor	efficient	19
trolley conveyor	efficient	19
flat belt conveyor	efficient	19
split case order picking system	efficient	19
81-720/721	efficient	19
retrieval systems	efficient	19
knelson concentrator	efficient	19
automatic guided vehicle	efficient	19
chain conveyor	efficient	19
cart-on-track conveyor	efficient	19
screw conveyor	efficient	19
uni-engine	efficient	19
bucket conveyor	efficient	19
slat conveyor	efficient	19
aedc range g	efficient	19
unit load formation equipment	efficient	19
kawasaki heavy industries c151	efficient	19
french pressure cell press	efficient	19
intermodal containers	efficient	19
hydration pack	efficient	19
flow-through rack	efficient	19
vibrating conveyor	efficient	19
forwarder	efficient	19
palletizers	efficient	19
wheel conveyor	efficient	19
vibrating conveyor	efficient	19
austauschbauart	efficient	19
belt dryer	efficient	19
monorail	efficient	19
austauschbauart	efficient	19
screw conveyor	efficient	19
pneumatic conveyor	efficient	19
uni-engine	efficient	19
trolley conveyor	efficient	19
bucket conveyor	efficient	19
belt dryer	efficient	19
dock leveler	efficient	19
chain conveyor	efficient	19
light gas gun	efficient	19
flat belt conveyor	efficient	19
slat conveyor	efficient	19
storage carousel	efficient	19
uni-engine	efficient	19
parts feeder	efficient	19
split case order picking system	pick and pack	19
automated analyser	efficient	19
uni-engine	inefficient	19
parts feeder	efficient	19
magnetic belt conveyor	efficient	19
push-back rack	efficient	19
selective pallet rack	efficient	19
magnetic belt conveyor	efficient	19
sortation conveyor	efficient	19
newtonian telescope	affordable	20
hydration pack	convenient	20
schmidt-newton telescope	affordable	20
reflecting telescope	more affordable	20
hiboy	affordability	20
uni-engine	affordable	20
traveling microscope	convenient	20
low-voltage electron microscope	affordable	20
dock leveler	convenient	20
mp3	convenient	20
monocular	affordable	20
hiboy	affordable scooters	20
ferguson te20	affordable	20
galileoscope	affordable	20
reflecting telescope	more affordable	20
low-voltage electron microscope	affordable	20
stretch-wrap	convenient	20
iraqi m80 helmet	affordable	20
automated analyser	affordable	20
prompt telescopes	affordable	20
finderscope	affordable	20
office equipment	affordable	20
positioning equipment	affordable	20
military equipment	affordable	20
laboratory equipment	affordable	20
medical equipment	affordable	20
agricultural equipment	affordable	20
low-voltage electron microscope	affordable	20
dna sequencer	affordable	20
identification equipment	affordable	20
equipment	affordable	20
prompt telescopes	affordable	20
traveling microscope	affordable	20
mercator telescope	affordable	20
galileoscope	affordable	20
monocular	affordable	20
space surveillance telescope	affordable	20
achromatic telescope	less expensive	21
military equipment	low	21
monorail	low construction cost	21
small telescope	convenient	21
low-voltage electron microscope	relatively low	21
frequency domain sensor	low cost	21
multiple-effect evaporator	low cost	21
power-and-free conveyor	space-saving	21
selective pallet rack	space-saving	21
flow-through rack	space-saving	21
storage carousel	easy retrieval	21
office equipment	low	21
carbon dioxide sensor	low	21
bta-6	low cost	21
cantilever rack	space-saving	21
frequency domain sensor	low cost	21
modified dall-kirkham telescope	economical	21
current transformer	low cost	21
pneumatic conveyor	low cost	21
balloon-borne telescope	low-cost	21
pneumatic conveyor	low-cost	21
light gas gun	low-cost	21
multiple-effect evaporator	low cost	21
balloon-borne telescope	low cost	21
uni-engine	low cost	21
radio frequency tag	low cost	21
wolter telescope	low cost	21
low-voltage electron microscope	low cost	21
screw conveyor	low cost	21
light gas gun	low cost	21
flat belt conveyor	easy to maintain	21
uni-engine	simple maintenance	21
low-voltage electron microscope	less expensive	21
current transformer	low cost	21
current transformer	high accuracy	22
automatic pressure tracking adiabatic calorimeter	high accuracy	22
robotic telescope	increased precision	22
split case order picking system	improved accuracy	22
split case order picking system	improved accuracy	22
automatic storage	improved accuracy	22
coulter counter	high accuracy	22
machine vision	high accuracy	22
split case order picking system	increased accuracy	22
split case order picking system	increased accuracy	22
image-stabilized binoculars	increased accuracy	22
parts feeder	improves accuracy	22
automatic storage	increased accuracy	22
multiphoton fluorescence microscope	increased penetration depth	22
machine vision	increased accuracy	22
fluorescence microscope	increased accuracy	22
cinétheodolite	high accuracy	22
automatic pressure tracking adiabatic calorimeter	high accuracy	22
twist compression tester	high accuracy	22
sound level meter	high accuracy	22
noise dosimeter	high accuracy	22
frequency domain sensor	high accuracy	22
automatic pressure tracking adiabatic calorimeter	high accuracy	22
hexapod-telescope	increased precision	22
electronic data interchange	improved accuracy	22
automatic storage	improved accuracy	22
split case order picking system	improved accuracy	22
ampere balance	high accuracy	22
wheel conveyor	improved accuracy	22
cart-on-track conveyor	improved accuracy	22
radio frequency tag	improved accuracy	22
unit load formation equipment	high accuracy	22
identification equipment	high accuracy	22
machine vision	high accuracy	22
tribometer	high accuracy	22
lensmeter	high accuracy	22
colony counter	high accuracy	22
sysmex xe-2100	high accuracy	22
parts feeder	improved accuracy	22
low-voltage electron microscope	preserves sample integrity	23
image-stabilized binoculars	better low-light performance	23
multiphoton fluorescence microscope	decreased photobleaching	23
total internal reflection fluorescence microscope	low background fluorescence	23
multiphoton fluorescence microscope	less photodamage	23
multiphoton fluorescence microscope	low photo-toxicity	23
multiphoton fluorescence microscope	reduced photobleaching	23
multiphoton fluorescence microscope	lower photobleaching	23
multiphoton fluorescence microscope	minimal photobleaching	23
total internal reflection fluorescence microscope	minimal photobleaching	23
low-voltage electron microscope	lower accelerating voltage	23
multiphoton fluorescence microscope	less photobleaching	23
low-voltage electron microscope	low damage to samples	23
retrieval systems	efficiency	24
fog fence	efficiency	24
small array	algorithmic efficiency	24
automatic storage	scalability	24
airspeed	efficiency	24
palletizers	efficiency	24
mass interconnect	cost	24
trolley conveyor	efficiency	24
drive-through rack	efficiency	24
roller conveyor	efficiency	24
parts feeder	efficiency	24
colony counter	efficiency	24
x-ray telescope	high energy absorption	25
uni-engine	low weight	25
suzuki frame	low-weight	25
bubble column reactor	high mass transfer	25
uni-engine	low weight	25
uni-engine	reduced weight	25
bars apparatus	improves flexibility	26
image-stabilized binoculars	reduced shakiness	26
gregorian telescope	reduced aberrations	26
air film device	reduces wear and tear	26
olympic cool-cap system	reduced fatigue	26
air film device	reduces wear	26
dynamic voltage restoration	reduced energy loss	26
image-stabilized binoculars	reduced motion blur	26
james gregory telescope	reduces spherical aberration	26
hydration system	reduced water weight	26
gregorian telescope	reduces aberrations	26
image-stabilized binoculars	less hand movement required	26
schmidt camera	reduced aberrations	26
ball transfer table	reduced wear and tear	26
korsch telescope	reduces spherical aberration	26
atm	mobile app	27
robotic telescope	increased accessibility	27
robotic telescope	increased accessibility	27
atm	24/7	27
flow-through rack	improving accessibility	27
very small array	low accessibility	27
knelson concentrator	low operating costs	28
schmidt-newton telescope	affordability	28
jib crane	greater flexibility	28
dynamic voltage restoration	reduced downtime	28
electronic data interchange	cost savings	28
environmental scanning electron microscope	no sample preparation	28
electronic data interchange	reduced costs	28
split case order picking system	reduced travel time	28
split case order picking system	reduced travel distance	28
robotic telescope	reduced cost	28
monorail	less land use	28
knelson concentrator	low operating costs	28
multiple-effect evaporator	low operating costs	28
vertico smi	low operating costs	28
rapid dna	time-saving	28
electronic data interchange	cost savings	28
split case order picking system	reduced labor costs	28
intercity 250	reducing travel time	28
cathodic protection rectifier	reduces maintenance costs	28
power-and-free conveyor	improved quality	28
split case order picking system	reduces travel distance	28
newtonian telescope	lower cost	28
parts feeder	improved quality	28
balloon-borne telescope	lower cost	28
split case order picking system	reduced travel distance	28
electronic data interchange	reduced paperwork	28
split case order picking system	reduced shipping times	28
air film device	reduces maintenance	28
reflecting telescope	lower cost	28
schmidt camera	low distortion	29
schmidt camera	reduces distortion	29
schmidt camera	reduces distortion	29
air film device	reduces noise	29
korsch telescope	low distortion	29
dynamic voltage restoration	low harmonic distortion	29
three-mirror anastigmat	reduces distortion	29
korsch telescope	low distortion	29
three-mirror anastigmat	low distortion	29
gregorian telescope	reduced distortion	29
three-mirror anastigmat	low distortion	29
gregorian telescope	reduced distortion	29
three-mirror anastigmat	reduce distortion	29
air film device	reduces noise	29
headphones	noise cancellation	29
three-mirror anastigmat	low distortion	29
low-voltage electron microscope	gentler on samples	30
impact microscope	uses impact to prepare samples	30
low-voltage electron microscope	gentle on samples	30
low-voltage electron microscope	gentle on samples	30
split case order picking system	increased picking efficiency	31
split case order picking system	picking from multiple locations	31
split case order picking system	faster picking times	31
split case order picking system	increased picking speed	31
split case order picking system	faster picking	31
machine vision	faster inspection	32
infinite-axis telescope	wider field of view	32
hexapod-telescope	wider field of view	32
image-stabilized binoculars	clearer view	32
balloon-borne telescope	better view	32
balloon-borne telescope	clearer view	32
balloon-borne telescope	access to unique atmospheric windows	32
stratoscope	clearer view	32
infinite-axis telescope	unobstructed view	32
image-stabilized binoculars	improved visibility	32
image-stabilized binoculars	clearer image	32
image-stabilized binoculars	enhanced visibility	32
image-stabilized binoculars	clearer view	32
image-stabilized binoculars	clearer view	32
gregorian telescope	better resolution	33
stratoscope	better resolution	33
schmidt camera	provides high resolution	33
gregorian telescope	provides clearer images	33
hubble space telescope	high-resolution cameras	33
three-mirror anastigmat	increased resolution	33
multiphoton fluorescence microscope	improved resolution	33
infinite-axis telescope	better resolution	33
infinite-axis telescope	increased resolution	33
hubble space telescope	improved resolution	33
