young as a feature of age
infant as a feature of age group
toddler as a feature of age group
kids as a feature of age group
children as a feature of age group
anyone as a feature of age group
youth as a feature of age group
adults as a feature of age group
family as a feature of age range
10+ as a feature of age range
steel tanks as a feature of aged in
oak barrels as a feature of aged in
disney channel as a feature of airing
disney junior as a feature of airing
latest album as a feature of album releases
number of albums as a feature of album releases
40% abv as a feature of alcohol content
strong as a feature of alcohol content
high as a feature of alcohol content
typically 40% as a feature of alcohol content
low as a feature of alcohol content
medium as a feature of alcohol content
weak as a feature of alcohol content
usually 40% as a feature of alcohol content
varies as a feature of alcohol content
potent as a feature of alcohol content
12% to 14% as a feature of alcohol content
50% abv as a feature of alcohol content
60% abv as a feature of alcohol content
20-30% as a feature of alcohol content
typically 15-20% as a feature of alcohol content
high-alcoholic as a feature of alcohol content
low-alcoholic as a feature of alcohol content
trace amount as a feature of alcohol content
0% as a feature of alcohol content
none as a feature of alcohol content
at least 37.5% as a feature of alcohol content
40% to 95% as a feature of alcohol content
non-alcoholic as a feature of alcohol content
5% as a feature of alcohol content
5-6% as a feature of alcohol content
at least 37% abv as a feature of alcohol content
varies by brand as a feature of alcohol content
typically around 15% as a feature of alcohol content
40% to 60% as a feature of alcohol content
13% as a feature of alcohol content
12-14% as a feature of alcohol content
typically 5% as a feature of alcohol content
percentage as a feature of alcohol content
40% or higher as a feature of alcohol content
moderate as a feature of alcohol content
12% to 15% as a feature of alcohol content
10-12% as a feature of alcohol content
40% as a feature of alcohol content
variable as a feature of alcohol content
zero as a feature of alcohol content
typically 10-20% as a feature of alcohol content
average as a feature of alcohol content
13% to 15% as a feature of alcoholic content
potable as a feature of alcoholic content
typically 37.5% as a feature of alcoholic content
usually 35% to 40% as a feature of alcoholic content
contains alcohol as a feature of alcoholic content
does not contain alcohol as a feature of alcoholic content
strong as a feature of alcoholic content
typically 10-20% as a feature of alcoholic content
strong punch as a feature of alcoholic content
40% to 50% as a feature of alcoholic content
high as a feature of alcoholic content
varies as a feature of alcoholic content
no ethanol as a feature of alcoholic content
usually low to moderate as a feature of alcoholic content
15% to 20% as a feature of alcoholic content
usually low as a feature of alcoholic content
15% to 22% as a feature of alcoholic content
potent as a feature of alcoholic content
0% abv as a feature of alcoholic content
low as a feature of alcoholic content
12% to 15% as a feature of alcoholic content
usually 40% abv as a feature of alcoholic content
usually 37.5% as a feature of alcoholic content
usually 40% as a feature of alcoholic content
less than 0.5% as a feature of alcoholic content
high percentage as a feature of alcoholic content
typically low as a feature of alcoholic content
40% to 95% as a feature of alcoholic content
varies depending on brand as a feature of alcoholic content
40% as a feature of alcoholic content
40% abv as a feature of alcoholic content
medium as a feature of alcoholic content
variable as a feature of alcoholic content
less than beer as a feature of alcoholic content
can be flavored as a feature of alcoholic content
spirit as a feature of alcoholic content
zero as a feature of alcoholic content
negligible as a feature of alcoholic content
typically 4-6% as a feature of alcoholic content
hypoallergenic as a feature of allergenic potential
less allergenic as a feature of allergenic potential
common allergen as a feature of allergenic potential
may cause allergic reactions as a feature of allergenic potential
norma vane as a feature of alter ego
may west as a feature of alter ego
maple syrup as a feature of alternative
sugar as a feature of alternative
honey as a feature of alternative
thing as a feature of alternative concepts
nata as a feature of alternative concepts
sardinian couscous as a feature of alternative name
moon-shaped cutter as a feature of alternative name
curved chopper as a feature of alternative name
durian as a feature of alternative name
smelly fruit as a feature of alternative name
kamado as a feature of alternative name
mock turtle as a feature of alternative name
vegetable soup as a feature of alternative name
sodium bicarb as a feature of alternative names
pork shoulder as a feature of alternative names
boston butt roast as a feature of alternative names
bicarbonate of soda as a feature of alternative names
sucrose as a feature of alternative names
lard as a feature of alternative names
animal fat as a feature of alternative names
wooden spoon as a feature of alternative names
spotted dog as a feature of alternative names
kitchen utensil as a feature of alternative names
ceramic grill as a feature of alternative names
sodium bicarbonate as a feature of alternative names
curved blade as a feature of alternative names
rendered beef fat as a feature of alternative names
beef tallow as a feature of alternative names
beef drippings as a feature of alternative names
animal fat rendering as a feature of alternative names
high fructose corn syrup as a feature of alternative names
italian curved knife as a feature of alternative names
table sugar as a feature of alternative names
grill stone as a feature of alternative names
semi-circular chopper as a feature of alternative names
plum pudding as a feature of alternative names
crescent moon as a feature of alternative names
liquid milk as a feature of alternative to
brown sugar as a feature of alternative to
fresh milk as a feature of alternative to
traditional hot dog as a feature of alternative to
pasta as a feature of alternative to
refined sugar as a feature of alternative to
traditional noodles as a feature of alternative to
rice as a feature of alternative to
white sugar as a feature of alternative to
square centimeter as a feature of alternative units
square foot as a feature of alternative units
pharmaceuticals as a feature of alternative uses
cosmetic products as a feature of alternative uses
honey as a feature of alternatives
maple syrup as a feature of alternatives
agave nectar as a feature of alternatives
garlic as a feature of alternatives
margarine as a feature of alternatives
aspirin as a feature of alternatives
vegetable oil as a feature of alternatives
butter as a feature of alternatives
ibuprofen as a feature of alternatives
sugar substitutes as a feature of alternatives
mineral oil as a feature of alternatives
sugar as a feature of alternatives
wonton wrapper as a feature of alternatives
rice paper as a feature of alternatives
olive oil as a feature of alternatives
icing sugar as a feature of alternatives
sprinkles as a feature of alternatives
natural sweeteners as a feature of alternatives
stevia as a feature of alternatives
gelato as a feature of alternatives to
almonds as a feature of alternatives to
peanuts as a feature of alternatives to
meat-based hot dog as a feature of alternatives to
meat hot dog as a feature of alternatives to
traditional hot dog as a feature of alternatives to
honey as a feature of alternatives to
artificial food colouring as a feature of alternatives to
white sugar as a feature of alternatives to
artificial sweeteners as a feature of alternatives to
agave nectar as a feature of alternatives to
traditional frozen yogurt as a feature of alternatives to
dairy ice cream as a feature of alternatives to
maple syrup as a feature of alternatives to
upscale as a feature of ambiance
luxurious as a feature of ambiance
not too much as a feature of amount
small as a feature of amount
not too little as a feature of amount
enough as a feature of amount
variable as a feature of amount
limited as a feature of amount
large as a feature of amount
fixed as a feature of amount
bone as a feature of anatomy
connective tissue as a feature of anatomy
muscle as a feature of anatomy
waterbird as a feature of animal
quack as a feature of animal
feathers as a feature of animal
cow as a feature of animal
bovine as a feature of animal
mammal as a feature of animal
hoofed as a feature of animal
large as a feature of animal
large mammal as a feature of animal
monkey as a feature of animal
howler monkey as a feature of animal
wild as a feature of animal association
wolf as a feature of animal association
fat as a feature of animal product
wax as a feature of animal product
uniform as a feature of antonyms
homogeneous as a feature of antonyms
mediocre as a feature of antonyms
poor as a feature of antonyms
inferior as a feature of antonyms
appealing to adults as a feature of appeal
appealing to children as a feature of appeal
fragrant as a feature of appearance
golden color as a feature of appearance
attractive as a feature of appearance
reddish stems as a feature of appearance
curly leaves as a feature of appearance
red as a feature of appearance
varied as a feature of appearance
long and thin as a feature of appearance
fresh as a feature of appearance
golden brown as a feature of appearance
colorless as a feature of appearance
fragile as a feature of appearance
fruit topping as a feature of appearance
curled leaves as a feature of appearance
round as a feature of appearance
thick as a feature of appearance
large as a feature of appearance
plump as a feature of appearance
reddish-brown as a feature of appearance
brown as a feature of appearance
viscous as a feature of appearance
puffy as a feature of appearance
flat top as a feature of appearance
white as a feature of appearance
golden crust as a feature of appearance
crumbly surface as a feature of appearance
crumbly as a feature of appearance
brownish color as a feature of appearance
feathery as a feature of appearance
not visible in the sky as a feature of appearance
attractive presentation as a feature of appearance
brown pod as a feature of appearance
seed inside as a feature of appearance
delicate as a feature of appearance
tangled as a feature of appearance
hairy as a feature of appearance
thin as a feature of appearance
green as a feature of appearance
airy as a feature of appearance
green leaves as a feature of appearance
chocolate frosting as a feature of appearance
rich as a feature of appearance
long as a feature of appearance
steaming hot as a feature of appearance
slender as a feature of appearance
silver-like as a feature of appearance
moist texture as a feature of appearance
short and thick as a feature of appearance
curled as a feature of appearance
ring shape as a feature of appearance
white or purple flowers as a feature of appearance
small as a feature of appearance
small flowers as a feature of appearance
yellow as a feature of appearance
crusty as a feature of appearance
dark brown as a feature of appearance
decadent as a feature of appearance
golden as a feature of appearance
layered as a feature of appearance
leafy greens as a feature of appearance
frosty as a feature of appearance
small shrub as a feature of appearance
red flowers as a feature of appearance
crusty top as a feature of appearance
braided shape as a feature of appearance
brightly coloured as a feature of appearance
smoked as a feature of appearance
ornate design as a feature of appearance
bulbous as a feature of appearance
bright colors as a feature of appearance
sparkling as a feature of appearance
leafy as a feature of appearance
greenish-yellow color as a feature of appearance
thick consistency as a feature of appearance
gold as a feature of appearance
patterns as a feature of appearance
colorful as a feature of appearance
white flowers as a feature of appearance
eye-catching as a feature of appearance
distinctive as a feature of appearance
thorny as a feature of appearance
braided as a feature of appearance
twisted as a feature of appearance
thin stems as a feature of appearance
seed as a feature of appearance
leaf as a feature of appearance
plant as a feature of appearance
white and green stems as a feature of appearance
glass-like as a feature of appearance
strong as a feature of appearance
brightly colored as a feature of appearance
light yellow as a feature of appearance
small balls as a feature of appearance
juicy pineapple as a feature of appearance
smaller than onion as a feature of appearance
pudding-like as a feature of appearance
small white flowers as a feature of appearance
tall stalks as a feature of appearance
crumbly top as a feature of appearance
brown skin as a feature of appearance
white flesh as a feature of appearance
irregular shape as a feature of appearance
frosted as a feature of appearance
black and white striped as a feature of appearance
silver scales as a feature of appearance
ornamented as a feature of appearance
bumpy as a feature of appearance
golden glaze as a feature of appearance
rustic as a feature of appearance
green juice as a feature of appearance
long grass as a feature of appearance
cross on top as a feature of appearance
homemade-looking as a feature of appearance
black as a feature of appearance
long, thin stalks as a feature of appearance
clear as a feature of appearance
spiky as a feature of appearance
blue or white flowers as a feature of appearance
hairy leaves as a feature of appearance
triangular as a feature of appearance
plump raisins as a feature of appearance
crunchy outside as a feature of appearance
soft inside as a feature of appearance
soft interior as a feature of appearance
multi-layered as a feature of appearance
translucent as a feature of appearance
ring-shaped as a feature of appearance
flaky pastry as a feature of appearance
dark green as a feature of appearance
curly as a feature of appearance
frilly as a feature of appearance
swirly design as a feature of appearance
long, thin, white or purple root as a feature of appearance
green or yellow as a feature of appearance
dark brown color as a feature of appearance
small size as a feature of appearance
layered structure as a feature of appearance
gold coin inside as a feature of appearance
crusty outside as a feature of appearance
round or oval shape as a feature of appearance
prickly skin as a feature of appearance
reddish-brown color as a feature of appearance
black sesame seeds on top as a feature of appearance
crinkled surface as a feature of appearance
orange as a feature of appearance
fudgy as a feature of appearance
hexagonal cells as a feature of appearance
waxy texture as a feature of appearance
tall as a feature of appearance
golden brown color as a feature of appearance
purple, green, and gold colors as a feature of appearance
uniform as a feature of appearance
mottled as a feature of appearance
soft texture as a feature of appearance
flat leaves as a feature of appearance
tender stem as a feature of appearance
tiny as a feature of appearance
cracked surface as a feature of appearance
dark purple liquid as a feature of appearance
green color as a feature of appearance
fleshy as a feature of appearance
green and white as a feature of appearance
crunchy pieces as a feature of appearance
taproot as a feature of appearance
deep purple as a feature of appearance
dark red as a feature of appearance
gold or silver as a feature of appearance
small disk as a feature of appearance
silky as a feature of appearance
powdered as a feature of appearance
bubbly as a feature of appearance
shiny as a feature of appearance
fizzy as a feature of appearance
fluffy as a feature of appearance
clear liquid as a feature of appearance
pungent as a feature of appearance
soft as a feature of appearance
tropical as a feature of appearance
puffed as a feature of appearance
topped with nuts as a feature of appearance
artichoke-like as a feature of appearance
colourful as a feature of appearance
curved as a feature of appearance
wilted as a feature of appearance
light as a feature of appearance
small pieces as a feature of appearance
white or brown skin as a feature of appearance
bulbous shape as a feature of appearance
thick and sturdy as a feature of appearance
white or cream-colored as a feature of appearance
crispy as a feature of appearance
prickly outer skin as a feature of appearance
juicy inner flesh as a feature of appearance
festive as a feature of appearance
white interior as a feature of appearance
fluffy texture as a feature of appearance
smooth as a feature of appearance
yellow color as a feature of appearance
long fins as a feature of appearance
orange-yellow skin as a feature of appearance
purple as a feature of appearance
long stems as a feature of appearance
toasted as a feature of appearance
dried as a feature of appearance
sweet-smelling as a feature of appearance
crisp as a feature of appearance
moist as a feature of appearance
richly colored as a feature of appearance
cap is rounded as a feature of appearance
cap is brown as a feature of appearance
stem is short as a feature of appearance
gelatinous as a feature of appearance
sharp as a feature of appearance
ring as a feature of appearance
hair-like as a feature of appearance
tall stem as a feature of appearance
loaf-shaped as a feature of appearance
richly glazed as a feature of appearance
powdered sugar as a feature of appearance
flat as a feature of appearance
with a hole in the center as a feature of appearance
rough skin as a feature of appearance
decorated as a feature of appearance
small black as a feature of appearance
softly glazed as a feature of appearance
white or off-white color as a feature of appearance
white or yellow as a feature of appearance
colored as a feature of appearance
clear or white as a feature of appearance
cracked as a feature of appearance
soft and fluffy as a feature of appearance
red or yellow leaves as a feature of appearance
shrivelled as a feature of appearance
white or pale yellow as a feature of appearance
round shape as a feature of appearance
crunchy as a feature of appearance
upturned as a feature of appearance
almond-shaped as a feature of appearance
white or purple as a feature of appearance
golden yellow as a feature of appearance
tapered as a feature of appearance
grayish-white as a feature of appearance
coarse texture as a feature of appearance
brown color as a feature of appearance
crispy exterior as a feature of appearance
creamy as a feature of appearance
bright color as a feature of appearance
wavy as a feature of appearance
crusty crust as a feature of appearance
oval-shaped as a feature of appearance
decorated with nuts as a feature of appearance
long and curved as a feature of appearance
frosting as a feature of appearance
dense texture as a feature of appearance
airy interior as a feature of appearance
deep-fried as a feature of appearance
gray-green leaves as a feature of appearance
purple flowers as a feature of appearance
waxy as a feature of appearance
topped with cream cheese frosting as a feature of appearance
thick and creamy as a feature of appearance
dark color as a feature of appearance
thick texture as a feature of appearance
chocolate-covered as a feature of appearance
yellowish-green color as a feature of appearance
loaf shape as a feature of appearance
greenish as a feature of appearance
fleshy interior as a feature of appearance
prickly exterior as a feature of appearance
thick liquid as a feature of appearance
crystalline as a feature of appearance
dark purple as a feature of appearance
cream as a feature of appearance
violet as a feature of appearance
ornamented with hazelnuts as a feature of appearance
swirled as a feature of appearance
greenish color as a feature of appearance
honeycomb pattern as a feature of appearance
clear broth as a feature of appearance
egg droplets as a feature of appearance
flatbread as a feature of appearance
fluffy top as a feature of appearance
fuzzy exterior as a feature of appearance
leathery skin as a feature of appearance
beige as a feature of appearance
appealing as a feature of appearance
decorated with icing and candied fruits as a feature of appearance
folded as a feature of appearance
flexible as a feature of appearance
soft spots as a feature of appearance
ornate as a feature of appearance
hole-y as a feature of appearance
large size as a feature of appearance
tapered shape as a feature of appearance
split as a feature of appearance
tall grass as a feature of appearance
wild as a feature of appearance
long stalks as a feature of appearance
shrubby as a feature of appearance
flaky as a feature of appearance
topped with currants as a feature of appearance
marbled as a feature of appearance
meaty as a feature of appearance
edible heart as a feature of appearance
thorny leaves as a feature of appearance
blue-green as a feature of appearance
cruciferous as a feature of appearance
shelled as a feature of appearance
dark green color as a feature of appearance
delicate stems as a feature of appearance
light brown as a feature of appearance
delicate frosting as a feature of appearance
knotted as a feature of appearance
fun as a feature of appearance
leafy green as a feature of appearance
small, round, shiny as a feature of appearance
white color as a feature of appearance
can be filled with water as a feature of appearance
can be dry as a feature of appearance
fine powder as a feature of appearance
dry powder as a feature of appearance
clustered as a feature of appearance
tender as a feature of appearance
creamy texture as a feature of appearance
long leaves as a feature of appearance
brown chocolate as a feature of appearance
oat-like as a feature of appearance
fibrous as a feature of appearance
cylindrical as a feature of appearance
crunchy leaves as a feature of appearance
white stem as a feature of appearance
yellowish-green as a feature of appearance
white solid as a feature of appearance
whipped as a feature of appearance
lightly browned as a feature of appearance
tall and layered as a feature of appearance
crunchy edges as a feature of appearance
yellow skin as a feature of appearance
sweet pulp as a feature of appearance
oat clusters as a feature of appearance
layered design as a feature of appearance
fruit and spice decorations as a feature of appearance
brown seeds as a feature of appearance
bread wreath as a feature of appearance
cap-shaped as a feature of appearance
delicate crumb as a feature of appearance
ovoid as a feature of appearance
asian greens as a feature of appearance
red and green as a feature of appearance
deep red as a feature of appearance
chocolatey color as a feature of appearance
glossy as a feature of appearance
sparkly as a feature of appearance
not a real object as a feature of appearance
no visual description available as a feature of appearance
head-shaped as a feature of appearance
glassy as a feature of appearance
star-shaped as a feature of appearance
fungal growth as a feature of appearance
grayish as a feature of appearance
brownish as a feature of appearance
homemade as a feature of appearance
amber as a feature of appearance
fuzzy as a feature of appearance
multi-colored as a feature of appearance
covered in icing as a feature of appearance
rounded as a feature of appearance
evergreen as a feature of appearance
delicate stem as a feature of appearance
holes as a feature of appearance
unique as a feature of appearance
small seeds as a feature of appearance
yellowish color as a feature of appearance
pinkish filling as a feature of appearance
juicy interior as a feature of appearance
chocolatey as a feature of appearance
seedy surface as a feature of appearance
feathery leaves as a feature of appearance
white or green bulb as a feature of appearance
sticky as a feature of appearance
skinny as a feature of appearance
whipped cream like as a feature of appearance
smooth surface as a feature of appearance
creamy white as a feature of appearance
blue-gray leaves as a feature of appearance
branched as a feature of appearance
hole in center as a feature of appearance
glazed as a feature of appearance
decorative as a feature of appearance
long and tapering shape as a feature of appearance
white or yellow color as a feature of appearance
silvery as a feature of appearance
well-decorated as a feature of appearance
dense as a feature of appearance
tubular shape as a feature of appearance
flaky layers as a feature of appearance
topped with fruit as a feature of appearance
heart-shaped as a feature of appearance
thin sheets as a feature of appearance
mousse-like as a feature of appearance
light and airy as a feature of appearance
no blood as a feature of appearance
thick paste as a feature of appearance
smell good as a feature of appearance
scaly skin as a feature of appearance
fruit on top as a feature of appearance
mixed as a feature of appearance
crunchy texture as a feature of appearance
dark as a feature of appearance
delicate texture as a feature of appearance
crumbly texture as a feature of appearance
flaky crust as a feature of appearance
thin slices as a feature of appearance
swirled with cinnamon as a feature of appearance
decorated with almonds as a feature of appearance
frosted coating as a feature of appearance
textured as a feature of appearance
thin consistency as a feature of appearance
greenish-yellow as a feature of appearance
unique skin as a feature of appearance
red or yellow flesh as a feature of appearance
crumbly crust as a feature of appearance
bright yellow as a feature of appearance
puffed shape as a feature of appearance
yellowish as a feature of appearance
crinkly leaves as a feature of appearance
white or brown as a feature of appearance
wrinkled as a feature of appearance
freaky as a feature of appearance
unusual as a feature of appearance
mixed colors as a feature of appearance
fuzzy outside as a feature of appearance
juicy inside as a feature of appearance
herb-like as a feature of appearance
seeds as a feature of appearance
greenish-white color as a feature of appearance
usually brown or pink as a feature of appearance
cloudy as a feature of appearance
glittering as a feature of appearance
crisp texture as a feature of appearance
long and slender as a feature of appearance
small, deciduous as a feature of appearance
fragrant white flowers as a feature of appearance
knobby as a feature of appearance
fine grains as a feature of appearance
authentic as a feature of appearance
silvery white as a feature of appearance
thorny skin as a feature of appearance
soft flesh as a feature of appearance
crunchy surface as a feature of appearance
red or purple color as a feature of appearance
thick and fleshy as a feature of appearance
saucy as a feature of appearance
hexagonal pattern as a feature of appearance
shaped like a lance as a feature of appearance
well-presented as a feature of appearance
shrunk as a feature of appearance
small, round, dark as a feature of appearance
can be seen from outside as a feature of appearance
visible as a swirling cloud as a feature of appearance
gray as a feature of appearance
thick and syrupy as a feature of appearance
decorated with sesame seeds as a feature of appearance
dark liquid as a feature of appearance
broad leaves as a feature of appearance
white stalks as a feature of appearance
whipped cream texture as a feature of appearance
small plant as a feature of appearance
hairy exterior as a feature of appearance
thick, fleshy roots as a feature of appearance
moisture-rich as a feature of appearance
multicolored as a feature of appearance
shaped like a stick as a feature of appearance
custard-like flesh as a feature of appearance
small bulb as a feature of appearance
thin skin as a feature of appearance
mix of colors as a feature of appearance
topped with marzipan as a feature of appearance
small, round, dark brown as a feature of appearance
orange-like skin as a feature of appearance
small purple flowers as a feature of appearance
irregular as a feature of appearance
delicate leaves as a feature of appearance
erotic presentation as a feature of appearance
long stem as a feature of appearance
richly browned as a feature of appearance
edible leaves as a feature of appearance
scrambled eggs as a feature of appearance
white sauce as a feature of appearance
ground as a feature of appearance
rolled as a feature of appearance
tear-shaped as a feature of appearance
prickly as a feature of appearance
sensual design as a feature of appearance
gold or silver coin as a feature of appearance
juicy as a feature of appearance
visible on skin surface as a feature of appearance
crusted with sesame seeds as a feature of appearance
oval as a feature of appearance
small piece of bread as a feature of appearance
richly decorated as a feature of appearance
varied shapes as a feature of appearance
colorful wrappers as a feature of appearance
braided design as a feature of appearance
thorny stems as a feature of appearance
crispy bread as a feature of appearance
thinly sliced as a feature of appearance
sour as a feature of appearance
loose leaves as a feature of appearance
sweet aroma as a feature of appearance
topped with streusel as a feature of appearance
dark brown crust as a feature of appearance
holey interior as a feature of appearance
decorated with icing as a feature of appearance
distinctive texture as a feature of appearance
red-orange as a feature of appearance
baked as a feature of appearance
small tree as a feature of appearance
pulp-like as a feature of appearance
aromatic as a feature of appearance
produces small fruit as a feature of appearance
juicy filling as a feature of appearance
crisp crust as a feature of appearance
gold coins as a feature of appearance
crimson color as a feature of appearance
shaped like letters as a feature of appearance
snow-like as a feature of appearance
crunchy crust as a feature of appearance
tiny balls as a feature of appearance
small dots as a feature of appearance
mixed with marshmallows and nuts as a feature of appearance
whipped cream on top as a feature of appearance
bumpy stem as a feature of appearance
tanned as a feature of appearance
tubular as a feature of appearance
scruffy as a feature of appearance
leafy texture as a feature of appearance
reddish-green color as a feature of appearance
granular as a feature of appearance
coated in chocolate as a feature of appearance
brown and dry as a feature of appearance
silver-white color as a feature of appearance
needle-like leaves as a feature of appearance
long, thin strands as a feature of appearance
square shape as a feature of appearance
bundled shape as a feature of appearance
powdery as a feature of appearance
bitter taste as a feature of appearance
covered in cocoa powder as a feature of appearance
messy as a feature of appearance
pointed as a feature of appearance
flaky edges as a feature of appearance
homogeneous as a feature of appearance
soft and crumbly texture as a feature of appearance
highly decorated as a feature of appearance
plain as a feature of appearance
yellow or orange as a feature of appearance
cap shape as a feature of appearance
rectangular as a feature of appearance
red filling as a feature of appearance
sprinkled with anise seeds as a feature of appearance
seed-like as a feature of appearance
decorated with sugar as a feature of appearance
pinkish as a feature of appearance
hole in the center as a feature of appearance
stalk-like as a feature of appearance
green pod as a feature of appearance
unusual appearance as a feature of appearance
white and fluffy as a feature of appearance
gel-like topping as a feature of appearance
crispy top as a feature of appearance
white, green, or purple as a feature of appearance
knobby texture as a feature of appearance
brownish-white color as a feature of appearance
non-existent as a feature of appearance
dazzling as a feature of appearance
vibrant as a feature of appearance
bright as a feature of appearance
off-white as a feature of appearance
swirly as a feature of appearance
unique appearance as a feature of appearance
iridescent as a feature of appearance
dry flakes as a feature of appearance
light color as a feature of appearance
flaky surface as a feature of appearance
stems as a feature of appearance
leaves as a feature of appearance
floral as a feature of appearance
drippy as a feature of appearance
white powder as a feature of appearance
brassica as a feature of appearance
fronds as a feature of appearance
sensual as a feature of appearance
sultry as a feature of appearance
greenish-white flowers as a feature of appearance
brown powder as a feature of appearance
red or reddish-brown as a feature of appearance
crunchy topping as a feature of appearance
ornate designs as a feature of appearance
light yellow color as a feature of appearance
liquid as a feature of appearance
cruciform as a feature of appearance
heavily veined as a feature of appearance
foamy as a feature of appearance
emergent as a feature of appearance
smooth consistency as a feature of appearance
pungent smell as a feature of appearance
crinkled as a feature of appearance
red or yellow wrapper as a feature of appearance
greenish-brown as a feature of appearance
creamy sauce as a feature of appearance
different color as a feature of appearance
hard shell as a feature of appearance
cream-filled as a feature of appearance
similar to traditional hot dog as a feature of appearance
fern-like leaves as a feature of appearance
pink as a feature of appearance
with a hole in the middle as a feature of appearance
curvy as a feature of appearance
stemmy as a feature of appearance
white or yellow flesh as a feature of appearance
green skin as a feature of appearance
yellow flesh as a feature of appearance
orange-yellow as a feature of appearance
transparent as a feature of appearance
rough brown skin as a feature of appearance
edible as a feature of appearance
honeycomb-patterned as a feature of appearance
rustic crust as a feature of appearance
cloud-like as a feature of appearance
red and green filling as a feature of appearance
spiny as a feature of appearance
puffed kernels as a feature of appearance
filled with hidden treasure as a feature of appearance
striated as a feature of appearance
red or brown color as a feature of appearance
reddish as a feature of appearance
dark green leaves as a feature of appearance
