concept	facet	property	facet_property
microorganism	adaptability	complex	adaptability: complex
microorganism	adaptability	simple	adaptability: simple
psychometric test	administered by	hr department	administered by: hr department
psychometric test	administered by	psychologist	administered by: psychologist
psychometric test	administered by	researcher	administered by: researcher
psychometric test	administered by	school counselor	administered by: school counselor
psychometric test	administered by	therapist	administered by: therapist
psychometric test	administration	group	administration: group
psychometric test	administration	written	administration: written
psychometric test	administration	individual	administration: individual
psychometric test	administration	oral	administration: oral
psychometric test	administration	online	administration: online
spectrometry	advantages	high sensitivity	advantages: high sensitivity
biometrics	advantages	accurate	advantages: accurate
biometrics	advantages	secure	advantages: secure
spectrometry	advantages	high accuracy	advantages: high accuracy
spectrometry	advantages	fast analysis	advantages: fast analysis
bilingualism	advantages	career opportunities	advantages: career opportunities
bilingualism	advantages	cultural understanding	advantages: cultural understanding
biometrics	advantages	unique	advantages: unique
bilingualism	advantages	cognitive benefits	advantages: cognitive benefits
biometrics	advantages	non-invasive	advantages: non-invasive
spectrometry	advantages	high resolution	advantages: high resolution
biometrics	advantages	unique identification	advantages: unique identification
biometrics	advantages	high accuracy	advantages: high accuracy
biometrics	advantages	multi-factor authentication	advantages: multi-factor authentication
spectrometry	advantages	rapid analysis	advantages: rapid analysis
soil chemistry	affects	atmospheric carbon	affects: atmospheric carbon
soil chemistry	affects	plant growth	affects: plant growth
soil chemistry	affects	water filtration	affects: water filtration
embryo and foetus	age range	conception to 8 weeks	age range: conception to 8 weeks
embryo and foetus	age range	8 weeks to birth	age range: 8 weeks to birth
spectrometry	analysis method	peak identification	analysis method: peak identification
spectrometry	analysis method	chromatography	analysis method: chromatography
spectrometry	analysis method	spectral analysis	analysis method: spectral analysis
ethnography	analysis technique	thematic analysis	analysis technique: thematic analysis
ethnography	analysis technique	coding	analysis technique: coding
ethnography	analysis technique	grounded theory	analysis technique: grounded theory
ethnography	analysis techniques	coding	analysis techniques: coding
geographical information system	analysis techniques	statistical analysis	analysis techniques: statistical analysis
geographical information system	analysis techniques	spatial analysis	analysis techniques: spatial analysis
ethnography	analysis techniques	thematic analysis	analysis techniques: thematic analysis
ethnography	analysis techniques	content analysis	analysis techniques: content analysis
geographical information system	analysis techniques	network analysis	analysis techniques: network analysis
spectrometry	analysis type	spectral	analysis type: spectral
spectrometry	analysis type	quantitative	analysis type: quantitative
spectrometry	analysis type	qualitative	analysis type: qualitative
economic geography	analyzes	economic systems	analyzes: economic systems
political geography	analyzes	power	analyzes: power
political geography	analyzes	influence	analyzes: influence
economic geography	analyzes	resource allocation	analyzes: resource allocation
economic geography	analyzes	trade	analyzes: trade
urban sociology	analyzes	urban poverty	analyzes: urban poverty
political geography	analyzes	politics	analyzes: politics
urban sociology	analyzes	social segregation	analyzes: social segregation
urban sociology	analyzes	community development	analyzes: community development
cybernetics	application	medical devices	application: medical devices
archaeology	application	education	application: education
archaeology	application	crime solving	application: crime solving
life sciences	application	medical research	application: medical research
sociology	application	social work	application: social work
earth sciences	application	ocean conservation	application: ocean conservation
earth sciences	application	weather forecasting	application: weather forecasting
sociology	application	social policy	application: social policy
science	application	technology	application: technology
science	application	medicine	application: medicine
geology	application	engineering	application: engineering
earth sciences	application	natural resource management	application: natural resource management
cytology	application	medicine	application: medicine
electrochemistry	application	fuel cell	application: fuel cell
cybernetics	application	robotics	application: robotics
sociology of education	application	education policy making	application: education policy making
electrochemistry	application	battery	application: battery
cytology	application	research	application: research
cytology	application	diagnosis	application: diagnosis
cybernetics	application	space exploration	application: space exploration
sociology	application	criminology	application: criminology
histology	application	research	application: research
sociology of education	application	school reform	application: school reform
historical geography	application	understanding historical processes	application: understanding historical processes
archaeology	application	understanding past	application: understanding past
historical geography	application	informing conservation efforts	application: informing conservation efforts
psychometric test	application	education	application: education
psychometric test	application	employment	application: employment
sociology	application	informing social interventions	application: informing social interventions
sociology	application	evaluating social policies	application: evaluating social policies
sociology	application	understanding social problems	application: understanding social problems
psychometric test	application	research	application: research
science	application	food production	application: food production
biometrics	application	security	application: security
biometrics	application	authentication	application: authentication
biometrics	application	identification	application: identification
administrative science	application	government	application: government
industrial sociology	application	managing conflict	application: managing conflict
administrative science	application	business	application: business
botany	application	medicine	application: medicine
botany	application	conservation	application: conservation
administrative science	application	non-profit organizations	application: non-profit organizations
botany	application	ecotourism	application: ecotourism
plasma physics	application	medical applications	application: medical applications
plasma physics	application	fusion energy	application: fusion energy
science	application	environmental conservation	application: environmental conservation
industrial sociology	application	improving workplace	application: improving workplace
industrial sociology	application	increasing productivity	application: increasing productivity
archaeology	application	preservation	application: preservation
space science	application	space exploration missions	application: space exploration missions
space science	application	asteroid tracking	application: asteroid tracking
space science	application	space weather forecasting	application: space weather forecasting
sociology of education	application	teacher training	application: teacher training
botany	application	agriculture	application: agriculture
geology	application	environmental conservation	application: environmental conservation
historical geography	application	understanding cultural heritage	application: understanding cultural heritage
botany	application	ecology	application: ecology
psychoanalysis	application	therapy	application: therapy
geophysics	application	oil and gas exploration	application: oil and gas exploration
geophysics	application	mining	application: mining
geophysics	application	weather forecasting	application: weather forecasting
cytology	application	medical treatment	application: medical treatment
social sciences	application	informing public policy	application: informing public policy
social sciences	application	solving social problems	application: solving social problems
social sciences	application	understanding society	application: understanding society
spectrometry	application	chemistry	application: chemistry
spectrometry	application	biology	application: biology
spectrometry	application	medicine	application: medicine
physical sciences	application	environment	application: environment
spectrometry	application	astronomy	application: astronomy
optics	application	lasers	application: lasers
ethnography	application	understanding cultures	application: understanding cultures
psychoanalysis	application	self-reflection	application: self-reflection
optics	application	eyeglasses	application: eyeglasses
spectrometry	application	biomedical research	application: biomedical research
geochemistry	application	mineral extraction	application: mineral extraction
histology	application	diagnosis	application: diagnosis
historical geography	application	understanding cultural development	application: understanding cultural development
mathematics	application	physics	application: physics
mathematics	application	engineering	application: engineering
historical geography	application	planning urban development	application: planning urban development
historical geography	application	preserving historical sites	application: preserving historical sites
archaeology	application	preserving heritage	application: preserving heritage
mathematics	application	computer science	application: computer science
mathematics	application	economics	application: economics
zoology	application	agriculture	application: agriculture
zoology	application	medicine	application: medicine
zoology	application	conservation	application: conservation
industrial chemistry	application	production of chemicals	application: production of chemicals
industrial chemistry	application	manufacturing of materials	application: manufacturing of materials
geochemistry	application	environmental monitoring	application: environmental monitoring
geochemistry	application	oil and gas exploration	application: oil and gas exploration
biometrics	application	access control	application: access control
agronomy	application	farming	application: farming
historical geography	application	understanding historical events	application: understanding historical events
information science	application	data mining	application: data mining
information science	application	information systems	application: information systems
information science	application	databases	application: databases
information science	application	search engines	application: search engines
industrial sociology	application	managing organizational change	application: managing organizational change
plasma physics	application	medicine	application: medicine
plasma physics	application	industry	application: industry
plasma physics	application	space exploration	application: space exploration
historical geography	application	informing urban planning	application: informing urban planning
histology	application	understanding disease	application: understanding disease
physical sciences	application	environmental science	application: environmental science
physical sciences	application	astronomy	application: astronomy
genetics	application	forensic science	application: forensic science
genetics	application	agriculture	application: agriculture
genetics	application	medicine	application: medicine
analytical chemistry	application	pharmaceutical industry	application: pharmaceutical industry
analytical chemistry	application	forensic science	application: forensic science
electrochemistry	application	fuel cells	application: fuel cells
electrochemistry	application	electroplating	application: electroplating
agronomy	application	agribusiness	application: agribusiness
agronomy	application	environmental conservation	application: environmental conservation
historical geography	application	planning for future development	application: planning for future development
geology	application	environmental science	application: environmental science
geology	application	natural resource management	application: natural resource management
petrology	application	mining	application: mining
ethnography	application	evaluating programs	application: evaluating programs
earth sciences	application	space exploration	application: space exploration
ethnography	application	informing policy	application: informing policy
ethnography	application	understanding culture	application: understanding culture
petrology	application	construction	application: construction
laser physics	application	communication	application: communication
laser physics	application	research	application: research
laser physics	application	industry	application: industry
analytical chemistry	application	quality control	application: quality control
electrochemistry	application	batteries	application: batteries
petrology	application	oil exploration	application: oil exploration
archaeology	application	informing present	application: informing present
geology	application	mining	application: mining
archaeology	application	understanding past societies	application: understanding past societies
psychology	application	business	application: business
geology	application	oil exploration	application: oil exploration
psychology	application	education	application: education
psychology	application	mental health	application: mental health
ethics	application	personal life	application: personal life
life sciences	application	medicine	application: medicine
physical sciences	application	space exploration	application: space exploration
mineralogy	application	geology	application: geology
spectrometry	application	chemical analysis	application: chemical analysis
mineralogy	application	industry	application: industry
spectrometry	application	quality control	application: quality control
spectrometry	application	research	application: research
mineralogy	application	environmental monitoring	application: environmental monitoring
linguistics	application	human-computer interaction	application: human-computer interaction
physical sciences	application	technology	application: technology
physical sciences	application	environmental conservation	application: environmental conservation
physical sciences	application	medicine	application: medicine
physical sciences	application	engineering	application: engineering
histology	application	study of tissue structure	application: study of tissue structure
cartography	application	tourism	application: tourism
cartography	application	environmental monitoring	application: environmental monitoring
geomorphology	application	natural resource management	application: natural resource management
electrotechnology	application	power generation	application: power generation
psychology	application	law enforcement	application: law enforcement
ethics	application	politics	application: politics
ethics	application	medicine	application: medicine
life sciences	application	conservation	application: conservation
science	application	space exploration	application: space exploration
science	application	engineering	application: engineering
science	application	industry	application: industry
sedimentology	application	environmental science	application: environmental science
sedimentology	application	oil and gas industry	application: oil and gas industry
science	application	environment	application: environment
sedimentology	application	construction	application: construction
psychoanalysis	application	individual therapy	application: individual therapy
psychoanalysis	application	group therapy	application: group therapy
psychoanalysis	application	counseling	application: counseling
geomorphology	application	land use planning	application: land use planning
hydrology	application	water management	application: water management
archaeology	application	museum curation	application: museum curation
archaeology	application	cultural heritage	application: cultural heritage
linguistics	application	language translation	application: language translation
archaeology	application	preservation of cultural heritage	application: preservation of cultural heritage
ethics	application	business	application: business
ethnography	application	policy making	application: policy making
industrial sociology	application	improving workplace efficiency	application: improving workplace efficiency
industrial sociology	application	enhancing employee satisfaction	application: enhancing employee satisfaction
industrial sociology	application	resolving workplace conflicts	application: resolving workplace conflicts
optics	application	mirrors	application: mirrors
life sciences	application	environmental science	application: environmental science
life sciences	application	agriculture	application: agriculture
geomorphology	application	environmental conservation	application: environmental conservation
hydrology	application	water conservation	application: water conservation
histology	application	diagnosis of diseases	application: diagnosis of diseases
cartography	application	urban planning	application: urban planning
hydrology	application	water pollution control	application: water pollution control
optics	application	solar panels	application: solar panels
spectrometry	application	analyzing chemical composition	application: analyzing chemical composition
spectrometry	application	identifying unknown materials	application: identifying unknown materials
photochemistry	application	environmental science	application: environmental science
information science	application	natural language processing	application: natural language processing
zoology	application	animal husbandry	application: animal husbandry
ethnography	application	cultural understanding	application: cultural understanding
zoology	application	wildlife management	application: wildlife management
psychoanalysis	application	talking therapy	application: talking therapy
psychoanalysis	application	treatment of mental disorders	application: treatment of mental disorders
biometrics	application	banking	application: banking
biometrics	application	law enforcement	application: law enforcement
spectrometry	application	structure determination	application: structure determination
spectrometry	application	quantification of mixtures	application: quantification of mixtures
spectrometry	application	identification of compounds	application: identification of compounds
biology	application	conservation	application: conservation
photochemistry	application	biological systems	application: biological systems
photochemistry	application	water purification	application: water purification
laser physics	application	spectroscopy	application: spectroscopy
ethnography	application	social change	application: social change
biology	application	agriculture	application: agriculture
biology	application	medicine	application: medicine
geology	application	natural disaster mitigation	application: natural disaster mitigation
geology	application	construction	application: construction
information science	application	artificial intelligence	application: artificial intelligence
biometrics	application	healthcare	application: healthcare
laser physics	application	industrial cutting	application: industrial cutting
optics	application	microscopes	application: microscopes
electrotechnology	application	communication	application: communication
industrial chemistry	application	production of plastics	application: production of plastics
linguistics	application	machine translation	application: machine translation
linguistics	application	natural language processing	application: natural language processing
industrial chemistry	application	manufacturing of pharmaceuticals	application: manufacturing of pharmaceuticals
electrotechnology	application	medical device	application: medical device
industrial chemistry	application	production of fertilizers	application: production of fertilizers
linguistics	application	language learning	application: language learning
linguistics	application	language teaching	application: language teaching
laser physics	application	medicine	application: medicine
plasma physics	application	energy production	application: energy production
biometrics	application	travel	application: travel
laser physics	application	communications	application: communications
geology	application	natural disaster prediction	application: natural disaster prediction
spectrometry	application	pharmaceutical industry	application: pharmaceutical industry
information science	application	information retrieval	application: information retrieval
plasma physics	application	medical treatments	application: medical treatments
optics	application	telescopes	application: telescopes
optics	application	lenses	application: lenses
information science	application	data processing	application: data processing
spectrometry	application	environmental monitoring	application: environmental monitoring
spectrometry	application	forensic science	application: forensic science
sociology	application areas	business	application areas: business
life sciences	application areas	agriculture	application areas: agriculture
human geography	application areas	resource management	application areas: resource management
political science	application areas	government decision making	application areas: government decision making
political science	application areas	public policy	application areas: public policy
sociology	application areas	healthcare	application areas: healthcare
sociology	application areas	education	application areas: education
political science	application areas	policy making	application areas: policy making
human geography	application areas	environmental conservation	application areas: environmental conservation
human geography	application areas	policy making	application areas: policy making
human geography	application areas	urban planning	application areas: urban planning
life sciences	application areas	medicine	application areas: medicine
soil analysis	application areas	farming	application areas: farming
archaeology	application areas	historic preservation	application areas: historic preservation
urban sociology	application areas	social policy	application areas: social policy
urban sociology	application areas	urban planning	application areas: urban planning
archaeology	application areas	museum curation	application areas: museum curation
soil analysis	application areas	environmental conservation	application areas: environmental conservation
life sciences	application areas	environmental conservation	application areas: environmental conservation
archaeology	application areas	cultural resource management	application areas: cultural resource management
urban sociology	application areas	community development	application areas: community development
soil analysis	application areas	landscaping	application areas: landscaping
petrology	application in	environmental monitoring	application in: environmental monitoring
botany	application in	medicine	application in: medicine
linguistics	application in	language teaching	application in: language teaching
linguistics	application in	natural language processing	application in: natural language processing
cultural geography	application in	urban planning	application in: urban planning
cultural geography	application in	tourism	application in: tourism
cultural geography	application in	environmental conservation	application in: environmental conservation
petrology	application in	oil and gas exploration	application in: oil and gas exploration
petrology	application in	mining	application in: mining
botany	application in	agriculture	application in: agriculture
botany	application in	conservation	application in: conservation
petrology	application in	mineral extraction	application in: mineral extraction
linguistics	application in	machine translation	application in: machine translation
petrology	application in	oil exploration	application in: oil exploration
linguistics	application in	language translation	application in: language translation
linguistics	application in	communication	application in: communication
linguistics	application in	cognitive science	application in: cognitive science
linguistics	application in	speech recognition	application in: speech recognition
geodesy	applications	boundary determination	applications: boundary determination
information science	applications	artificial intelligence	applications: artificial intelligence
genetics	applications	medicine	applications: medicine
geodesy	applications	mapping	applications: mapping
geodesy	applications	navigation	applications: navigation
geodesy	applications	engineering	applications: engineering
information science	applications	data analytics	applications: data analytics
soil science	applications	civil engineering	applications: civil engineering
life sciences	applications	food production	applications: food production
sociology	applications	understanding social issues	applications: understanding social issues
sociology	applications	informing public policy	applications: informing public policy
sociology	applications	improving social services	applications: improving social services
sociology of education	applications	education policy making	applications: education policy making
neurobiology	applications	understanding behavior and cognition	applications: understanding behavior and cognition
geochemistry	applications	oil exploration	applications: oil exploration
space science	applications	space weather forecasting	applications: space weather forecasting
space science	applications	space exploration	applications: space exploration
thermodynamics	applications	cooling systems	applications: cooling systems
philosophy	applications	ethics in politics	applications: ethics in politics
geographical information system	applications	urban planning	applications: urban planning
volcanology	applications	natural disaster mitigation	applications: natural disaster mitigation
zoology	applications	conservation efforts	applications: conservation efforts
geographical information system	applications	natural resource management	applications: natural resource management
meteorology	applications	aviation and navigation	applications: aviation and navigation
histology	applications	medicine	applications: medicine
histology	applications	forensic science	applications: forensic science
philosophy	applications	ethics in medicine	applications: ethics in medicine
geographical information system	applications	navigation	applications: navigation
geodesy	applications	architecture	applications: architecture
philosophy	applications	ethics in business	applications: ethics in business
meteorology	applications	climate modeling	applications: climate modeling
zoology	applications	wildlife management	applications: wildlife management
historical geography	applications	conservation	applications: conservation
zoology	applications	animal husbandry	applications: animal husbandry
zoology	applications	biomedical research	applications: biomedical research
historical geography	applications	reconciliation	applications: reconciliation
neurobiology	applications	diagnosing and treating brain disorders	applications: diagnosing and treating brain disorders
space science	applications	space-based astronomy	applications: space-based astronomy
space science	applications	earth observation	applications: earth observation
space science	applications	gps technology	applications: gps technology
space science	applications	weather forecasting	applications: weather forecasting
geographical information system	applications	emergency response	applications: emergency response
oceanography	applications	marine conservation	applications: marine conservation
psychology	applications	law enforcement	applications: law enforcement
optics	applications	lasers	applications: lasers
biometrics	applications	security systems	applications: security systems
biometrics	applications	law enforcement	applications: law enforcement
biometrics	applications	border control	applications: border control
biometrics	applications	access control	applications: access control
rural sociology	applications	community empowerment	applications: community empowerment
rural sociology	applications	agricultural policy	applications: agricultural policy
biometrics	applications	mobile devices	applications: mobile devices
nuclear physics	applications	space exploration	applications: space exploration
nuclear physics	applications	energy production	applications: energy production
biochemistry	applications	environmental monitoring	applications: environmental monitoring
ethics	applications	politics	applications: politics
ethics	applications	business	applications: business
nuclear physics	applications	medical treatment	applications: medical treatment
parasitology	applications	medical research	applications: medical research
electrotechnology	applications	electric motor	applications: electric motor
electrotechnology	applications	lighting	applications: lighting
parasitology	applications	veterinary medicine	applications: veterinary medicine
parasitology	applications	ecological studies	applications: ecological studies
rural sociology	applications	rural planning	applications: rural planning
volcanology	applications	environmental monitoring	applications: environmental monitoring
ethics	applications	environmental conservation	applications: environmental conservation
economics	applications	business	applications: business
seismology	applications	earthquake risk assessment	applications: earthquake risk assessment
ethnology	applications	social justice	applications: social justice
social sciences	applications	evaluating programs	applications: evaluating programs
social sciences	applications	informing policy	applications: informing policy
geomorphology	applications	disaster risk reduction	applications: disaster risk reduction
geomorphology	applications	land use planning	applications: land use planning
social sciences	applications	solving social problems	applications: solving social problems
soil science	applications	environmental protection	applications: environmental protection
acoustics	applications	music	applications: music
zoology	applications	agriculture	applications: agriculture
acoustics	applications	audio equipment	applications: audio equipment
ethnology	applications	policy making	applications: policy making
geochemistry	applications	understanding earth's history	applications: understanding earth's history
behavioural sciences	applications	policy making	applications: policy making
stem cell	applications	regenerative medicine	applications: regenerative medicine
stem cell	applications	cancer research	applications: cancer research
social sciences	applications	understanding society	applications: understanding society
seismology	applications	mineral exploration	applications: mineral exploration
thermodynamics	applications	heating and cooling systems	applications: heating and cooling systems
thermodynamics	applications	power plants	applications: power plants
seismology	applications	natural hazard mitigation	applications: natural hazard mitigation
ethnology	applications	cultural understanding	applications: cultural understanding
behavioural sciences	applications	mental health	applications: mental health
optics	applications	microscopy	applications: microscopy
volcanology	applications	mineral exploration	applications: mineral exploration
radiobiology	applications	radiation therapy	applications: radiation therapy
economic geography	applications	business strategy	applications: business strategy
biometrics	applications	gaming	applications: gaming
biometrics	applications	banking	applications: banking
criminology	applications	policy making	applications: policy making
criminology	applications	crime prevention strategies	applications: crime prevention strategies
electrochemistry	applications	electrochemical sensors	applications: electrochemical sensors
plasma physics	applications	medical treatment	applications: medical treatment
cytology	applications	therapy	applications: therapy
photochemistry	applications	material science	applications: material science
political sociology	applications	understanding social movements	applications: understanding social movements
photochemistry	applications	environmental monitoring	applications: environmental monitoring
behavioural sciences	applications	policy-making	applications: policy-making
electrochemistry	applications	electric vehicles	applications: electric vehicles
electrotechnology	applications	electronics	applications: electronics
pharmacology	applications	treatment	applications: treatment
electrotechnology	applications	electronic devices	applications: electronic devices
parasitology	applications	epidemiology	applications: epidemiology
geochemistry	applications	understanding earth's processes	applications: understanding earth's processes
geochemistry	applications	exploration for natural resources	applications: exploration for natural resources
geochemistry	applications	environmental monitoring	applications: environmental monitoring
pharmacology	applications	prevention	applications: prevention
volcanology	applications	natural disaster prediction	applications: natural disaster prediction
political sociology	applications	analyzing social inequality	applications: analyzing social inequality
climatology	applications	natural disaster mitigation	applications: natural disaster mitigation
chemistry	applications	environmental protection	applications: environmental protection
chemistry	applications	space exploration	applications: space exploration
criminology	applications	crime investigation	applications: crime investigation
criminology	applications	punishment	applications: punishment
criminology	applications	rehabilitation	applications: rehabilitation
urban sociology	applications	community development	applications: community development
urban sociology	applications	social policy	applications: social policy
aerodynamics	applications	high-speed trains	applications: high-speed trains
analytical chemistry	applications	food safety	applications: food safety
political sociology	applications	evaluating policy	applications: evaluating policy
urban sociology	applications	urban planning	applications: urban planning
cytology	applications	studying cell behavior	applications: studying cell behavior
climatology	applications	climate change research	applications: climate change research
thermodynamics	applications	chemical reactions	applications: chemical reactions
thermodynamics	applications	heat engines	applications: heat engines
cytology	applications	understanding cell development	applications: understanding cell development
cultural geography	applications	community development	applications: community development
cultural geography	applications	conservation	applications: conservation
thermodynamics	applications	power generation	applications: power generation
thermodynamics	applications	refrigeration	applications: refrigeration
biochemistry	applications	environmental	applications: environmental
biometrics	applications	enterprises	applications: enterprises
industrial sociology	applications	improving workplace efficiency	applications: improving workplace efficiency
soil science	applications	ecology	applications: ecology
earth sciences	applications	ocean resource management	applications: ocean resource management
earth sciences	applications	mining	applications: mining
geodesy	applications	surveying	applications: surveying
industrial chemistry	applications	production of plastics	applications: production of plastics
industrial chemistry	applications	synthesis of pharmaceuticals	applications: synthesis of pharmaceuticals
soil analysis	applications	construction	applications: construction
industrial chemistry	applications	manufacturing of dyes	applications: manufacturing of dyes
sedimentology	applications	mining	applications: mining
seismology	applications	understanding earth's interior	applications: understanding earth's interior
