concept	property	cluster_label
terrestrial ecosystem	natural disasters	29
terrestrial ecosystem	climate change	29
adaptation to climate change	adapt to rising sea levels	29
biosphere	climate change	29
water pollution	natural disasters	29
sea-bed	earthquakes	29
terrestrial ecosystem	climate	29
disaster area	refugees	30
disaster area	killed	30
disaster area	victims	30
disaster area	injured	30
disaster area	displaced	30
disaster area	victims	30
disaster area	survivors	30
disaster area	people	30
disaster area	small	31
disaster area	large	31
disaster area	few	31
disaster area	vulnerable	31
environmental indicator	individuals per square kilometer	31
disaster area	entire community	31
ecological balance	balanced population	31
disaster area	many people	31
disaster area	many	31
subtropical zone	coffee	32
equatorial zone	coffee	32
equatorial zone	cocoa	32
destruction of crops	coffee	32
physical environment	clean	33
environmental indicator	air quality	33
atmospheric conditions	good	33
quality of the environment	fresh	33
atmospheric conditions	low	33
atmospheric conditions	clean	33
environmental quality	clean	33
physical environment	fresh	33
environmental quality	fresh	33
atmospheric conditions	fresh	33
atmospheric conditions	average	33
quality of the environment	clean	33
physical environment	stagnant	34
environmental quality	dirty	34
environmental law	air pollution	34
physical environment	stale	34
atmospheric conditions	bad	34
degree of pollution	high	34
quality of the environment	polluted	34
physical environment	polluted	34
environmental quality	polluted	34
atmospheric conditions	polluted	34
bathing water	infested	34
atmospheric conditions	poor	34
emission allowance	government allocation	35
emission allowance	distributed	35
emission allowance	grandfathered	35
eu emission allowance	national allocation plan	35
emission allowance	regional	35
emission allowance	national government	35
eu emission allowance	national allocation plans	35
emission allowance	national	35
emission allowance	allocated by government	35
eu emissions trading scheme	allowances	36
eu emissions trading scheme	certificates	36
eu emissions trading scheme	free allowances	36
eu emissions trading scheme	tradable credits	36
eu emission allowance	eu allowances	36
eu emissions trading scheme	tradable permits	36
clean development mechanism	tradable credits	36
eu emissions trading scheme	allocated free	36
emission allowance	allowance credits	36
fight against insects	biological control	37
fire protection	active suppression	37
fight against insects	biological control	37
fight against insects	genetically modified organisms	37
fight against insects	biological control	37
risk prevention	vaccination	37
erosion	afforestation	37
stagnant water	mosquito breeding	37
fight against insects	biological control	37
fight against insects	chemical control	37
domestic waste	bathroom	38
septic tank	outlet	38
domestic waste	bathroom	38
stagnant water	bathroom	38
drinking water	bathroom	38
national park	restrooms	38
national city park	restrooms	38
national city park	benches	38
environmental tax	dependent on usage	39
use of water	little	39
environmental tax	dependent on emission	39
domestic waste	daily generation	39
storage of waste	variable	39
deposit on a polluting product	small	39
deposit on a polluting product	varies by country	39
environmental tax	dependent on emissions	39
use of water	amount	39
underwater mineral resources	estimated	39
deposit on a polluting product	varies by product	39
deposit on a polluting product	fixed	39
environmental tax	fixed	39
underwater mineral resources	limited	39
use of water	limited	39
use of water	much	39
environmental tax	variable	39
deposit on a polluting product	variable	39
pollutant	amount	39
environmental tax	varies	39
hunting regulations	fees	40
deposit on a polluting product	usually a small fee	40
deposit on a polluting product	tire recycling fee	40
deposit on a polluting product	percentage of purchase price	40
deposit on a polluting product	recycling fee	40
deposit on a polluting product	fixed fee	40
deposit on a polluting product	fee	40
deposit on a polluting product	charged per unit	40
polluter pays principle	pay for	40
environmental tax	charge	40
environmental tax	fee	40
sensitive area	neck	41
sensitive area	breasts	41
sensitive area	nipple	41
sensitive area	breasts	41
sensitive area	nipples	41
sensitive area	nipple	41
sensitive area	nipples	41
sensitive area	chest	41
seal	pinniped	42
seal	pinniped	42
seal	pinniped	42
seal	pinniped	42
seal	pinniped	42
lynx	wild animal	43
animal resources	herbivorous	43
bear	large carnivore	43
wolf	omnivorous	43
wolf	carnivore	43
dolphin	carnivore	43
animal life	omnivore	43
animal resources	herbivore	43
animal life	herbivore	43
wolf	wild animal	43
animal resources	omnivore	43
animal life	carnivore	43
animal resources	carnivore	43
bear	carnivore	43
fur-bearing animal	wild animal	43
bear	omnivorous	43
whale	large creature	43
bear	wild animal	43
dolphin	carnivore	43
protection of animals	exotic animals	43
wolf	predator	43
bear	carnivore	43
seal	carnivore	43
wolf	canine	43
wolf	wild	43
toxic substance	animals	43
wolf	carnivorous	43
animal resources	carnivorous	43
fur-bearing animal	wild animal	43
marine ecosystem	predators	43
terrestrial ecosystem	large animals	43
rodent	carnivorous	43
tropical zone	exotic birds	44
tropical zone	tropical birds	44
equatorial zone	tropical birds	44
humid zone	tropical birds	44
subtropical zone	tropical birds	44
humid zone	exotic birds	44
equatorial zone	tropical birds	44
tropical zone	tropical birds	44
equatorial zone	tropical birds	44
humid zone	tropical animals	44
humid zone	tropical birds	44
equatorial zone	tropical birds	44
bird	worms	45
bird	worm	45
aquatic environment	crustaceans	45
resources of the sea	shellfish	45
marine life	mollusks	45
aquatic environment	mollusks	45
aquatic environment	crustaceans	45
aquatic environment	crustaceans	45
dolphin	crustaceans	45
dolphin	squid	45
marine environment	jellyfish	45
marine mammal	squid	45
aquatic environment	shrimp	45
dolphin	crustacean	45
marine ecosystem	jellyfish	45
seal	squid	45
marine life	octopus	45
inshore grounds	crabs	45
marine life	jellyfish	45
marine life	mollusks	45
dolphin	octopus	45
frigid zone	penguins	46
antarctic ocean	penguins	46
marine mammal	penguin	46
antarctica	penguins	46
antarctica	penguins	46
polar region	penguins	46
frigid zone	penguins	46
antarctica	penguins	46
polar region	penguins	46
dust	powdery	47
fight against insects	powders	47
fight against insects	powder	47
dust	powder	47
dust	powdered	47
dust	fine powder	47
dust	powdery	47
fire	yellow	48
fire	orange	48
fire	red	48
fire	orange	48
fire	yellow	48
used oil	yellow	48
quality of the environment	ugly	49
metal waste	dull	49
noise	dull	49
environmental liability	responsibility for harm caused to environment	50
polluter pays principle	environmental law	50
polluter pays principle	environmental law	50
polluter pays principle	environmental law	50
polluter pays principle	environmental law	50
polluter pays principle	laws and regulations	50
biological standard	applying to all biological data	50
polluter pays principle	in environmental law	50
polluter pays principle	environmental law	50
protection of animal life	animal rights	50
environmental law	water pollution law	50
anti-pollution device	personal	51
decontamination	personal items	51
evaluation of resources	personal	51
anti-pollution device	home	51
biological standard	quality control	52
biological standard	ensuring quality	52
mechanical vibration	quality control	52
food contamination	quality control	52
mechanical vibration	quality control	52
biological standard	quality control	52
biological standard	quality control	52
environmental research	informing policy decisions	53
climate change	government policy	53
environmental monitoring	policy-making	53
environmental research	policy makers	53
polluter pays principle	policy	53
environmental economics	policy making	53
environmental research	policy-making	53
environmental statistics	policy making	53
environmental research	policy reports	53
environmental research	policy development	53
environmental standard	policy	53
environmental law	government policies	53
environmental indicator	making policy decisions	53
environmental monitoring	pollution control	54
water resources	pollution control	54
natural resources	pollution control	54
water pollution	pollution control measures	54
degree of pollution	human	54
soil resources	filtering pollutants	54
polluter pays principle	pollution control	54
prevention of pollution	pollution control devices	54
pollution control	soil pollution control	54
pollution control measures	water pollution control	54
pollution control	water pollution control	54
tradeable emission permit	controlling emissions	54
emission trading	system to control pollution	54
estuary	filtering pollutants	54
motor vehicle pollution	smog checks	54
polluter pays principle	in pollution control	54
pollution control measures	air pollution control	54
anti-pollution device	removes pollutants	54
anti-pollution device	removes pollutants	54
pollution control	air pollution control	54
mechanical vibration	music	55
noise protection	music industry	55
noise protection	music industry	55
noise level	music	55
mechanical vibration	music	55
noise	music	55
noise level	music	55
noise protection	music performance	55
noise level	music	55
mechanical vibration	music instrument	55
noise	music	55
noise protection	music	55
noise protection	music	55
noise pollution	music	55
mechanical vibration	aerospace engineering	56
mechanical vibration	engineering	56
mechanical vibration	engineering design	56
mechanical vibration	mechanics	56
mechanical vibration	structural analysis	56
mechanical vibration	engineering	56
mechanical vibration	mechanics	56
mechanical vibration	physics	56
mechanical vibration	physics	56
motor vehicle pollution	engine	57
mechanical vibration	engine	57
pollution control	vehicles	57
used oil	vehicle engine	57
mechanical vibration	engine	57
used oil	engine	57
motor vehicle pollution	diesel engine	57
eutrophication	nitrogen-driven	57
mechanical vibration	motor	57
non-polluting vehicle	advanced engine	57
non-polluting vehicle	electric motor	57
seismic monitoring	mining exploration	58
seismic monitoring	oil and gas exploration	58
continental shelf	oil and gas exploration	58
seismic monitoring	mining exploration	58
seismic monitoring	oil exploration	58
seismic monitoring	oil and gas exploration	58
seismic monitoring	oil exploration	58
environmental monitoring	natural disaster prediction	59
seismic monitoring	natural disaster prediction	59
environmental monitoring	detect natural disasters	59
seismic monitoring	natural disaster warning	59
environmental monitoring	detecting natural disasters	59
bad weather	checking weather forecast	59
seismic monitoring	natural disaster warning	59
seismic monitoring	natural disaster response	59
environmental monitoring	natural disaster response	59
seismic monitoring	natural hazard assessment	59
environmental indicator	predicting natural disasters	59
seismic monitoring	natural disaster preparedness	59
seismic monitoring	natural disaster prevention	59
fire protection	training personnel	60
mechanical vibration	machine maintenance	60
fire protection	testing equipment	60
used oil	machine maintenance	60
mechanical vibration	engine tuning	60
environmental statistics	nasa	61
non-ionising radiation	astronomy	61
decontamination	space exploration	61
atmosphere	space travel	61
seismic monitoring	space-based	61
combustion gases	space exploration	61
pesticide residue	food processing	62
decontamination	autoclave	62
decontamination	food processing	62
septic tank	breaking down organic matter	62
decontamination	food processing	62
ecological balance	monitoring	63
thermal discharge	monitoring	63
oil pollution	monitoring	63
volcanic eruption	scientific monitoring	63
environmental policy	monitoring	63
environmental standard	monitoring	63
degree of pollution	monitoring	63
storage of waste	monitoring	63
radioactive pollution	monitoring	63
management of resources	evaluating	63
toxic substance	monitoring	63
landfill	monitoring	63
thermal discharge	monitoring	63
groundwater	monitoring	63
environmental policy	monitoring	63
management of resources	tracking	63
pollution control	monitoring	63
climate change policy	monitoring	63
antarctic ocean	monitoring	63
eu emissions trading scheme	verification	63
quality of the environment	monitoring	63
management of resources	monitoring	63
groundwater	boreholes	63
groundwater	wells	63
environmental policy	assessing impact	63
risk prevention	monitor	63
risk prevention	monitoring	63
joint implementation	monitoring and reporting	63
management of resources	monitoring	63
radioactive pollution	regular monitoring	63
countryside conservation	monitoring	63
environmental standard	surveillance	63
environmental standard	testing	63
management of resources	monitoring	63
toxic substance	analysis	63
joint implementation	monitoring	63
management of resources	planning	64
evaluation of resources	plan	64
management of resources	planning	64
area management	prioritization	64
agricultural disaster	long-term planning	64
resource management	planning	64
management of resources	planning	64
area management	planning and organizing space	64
area management	planning	64
management of resources	forecasting	64
area management	planning	64
evaluation of resources	planning	64
management of resources	planning	64
resource management	prioritization	64
evaluation of resources	planning	64
area management	planning	64
area management	prioritization	64
management of resources	prioritizing	64
resource management	planning	64
area management	prioritizing	64
risk prevention	planning	64
management of resources	planning	64
area management	zone planning	64
area management	design thinking	64
evaluation of resources	action plan	64
area management	planning	64
adaptation to climate change	resilience	65
adaptation to climate change	resilience	65
adaptation to climate change	resilience	65
ecological balance	maintaining resilience	65
environmental standard	industry-led	66
emission trading	market-based system	66
emission trading	market-based mechanism	66
polluter pays principle	extended producer responsibility	66
cost of pollution	economic	66
carbon tax	market-based solution	66
carbon credit	market-based mechanism	66
fight against wastage	extended producer responsibility	66
climate change policy	market-based	66
eu emission allowance	market-based	66
tradeable emission permit	market-based	66
emission trading	market-based approach	66
environmental education	conservation	67
environmental protection	conservation	67
protection of animal life	conservation	67
exhaustion of resources	conservation	67
eutrophication	conservation	67
deforestation	conservation	67
over-exploitation of resources	conservation	67
arid zone	conservation	67
environmental standard	resource conservation	67
national city park	conservation	67
environmental impact	conservation	67
drought	conservation	67
environmental liability	conservation	67
environmental law	conservation	67
management of resources	conservation	67
environment	conservation	67
environmental protection	conservation	67
protection of plant life	conservation	67
management of resources	conservation	67
resource management	conservation	67
environmental economics	conservation	67
renewable resources	efficient use	67
environmental policy	conservation	67
exhaustion of resources	conservation	67
pollution	conservation	67
pollution	conservation	67
environmental liability	conservation	67
ecological balance	conservation	67
water pollution	conservation	67
pollution of waterways	conservation	67
degradation of the environment	conservation	67
environmental impact	conservation	67
marine pollution	conservation	67
environmental degradation	conservation	67
over-exploitation of resources	conservation	67
erosion	conservation	67
water protection	conservation	67
environmental education	conservation	67
waste management	conservation	67
environmental protection	conservation	67
replacement of resources	conservation	67
water management	conservation	67
protected area	conservation	67
management of resources	conservation	67
protected area	conservation	67
over-exploitation of resources	conservation	67
drought	conservation	67
adaptation to climate change	climate-resilient infrastructure	68
adaptation to climate change	climate-resilient roads	68
climate change	sustainable infrastructure	68
pollution control measures	sustainable infrastructure	68
climate change policy	green infrastructure	68
climate change policy	green infrastructure	68
adaptation to climate change	climate-resilient infrastructure	68
adaptation to climate change	climate-resilient infrastructure	68
climate change	climate-resilient infrastructure	68
pollution control	green infrastructure	68
risk prevention	industry	69
area management	industrial	69
decontamination	industrial	69
environmental research	industry	69
corrosion	industrial	69
eu emissions trading scheme	industrial sectors	69
polluter pays principle	industry	69
decontamination	industry	69
replacement of resources	manufacturing	69
eu emissions trading scheme	all sectors	69
environmental standard	specific industry	69
water management	industry	69
biological standard	industry	69
risk prevention	industry	69
area management	commercial	69
noise protection	industry	69
eu environmental policy	biodiversity conservation	70
countryside conservation	wildlife	70
environmental education	wildlife conservation	70
environmental education	wildlife preservation	70
antarctica	wildlife conservation	70
environmental protection	wildlife preservation	70
animal resources	wildlife	70
polluted area	wildlife	70
environmental research	wildlife conservation	70
environmental education	wildlife protection	70
environmental law	wildlife conservation	70
environmental education	wildlife conservation	70
environmental research	wildlife conservation	70
environmental protection	wildlife conservation	70
environmental monitoring	wildlife conservation	70
quality of the environment	wildlife conservation	70
environmental protection	land conservation	70
environmental research	wildlife conservation	70
polluted area	wildlife conservation	70
polluted area	wildlife habitats	70
protection of animal life	wildlife conservation	70
water pollution	marine life conservation	70
protection of animals	wildlife conservation	70
environmental research	wildlife conservation	70
environmental standard	land	71
hunting regulations	private lands	71
hunting regulations	public lands	71
hunting regulations	private lands	71
animal life	land	71
environmental law	land	71
environmental law	water	71
environmental statistics	hectares	71
hunting regulations	public lands	71
bad weather	winds	72
energy resources	wind	72
renewable resources	wind	72
climate	wind	72
climatic zone	wind	72
black sea	winds	72
geophysical environment	wind	72
defoliation	wind	72
energy resources	wind	72
energy resources	wind	72
environment	wind	72
climate	wind	72
physical environment	wind	72
erosion	wind	72
atmospheric conditions	partly cloudy	73
climate	cloudiness	73
humid zone	cloudy skies	73
climate	foggy	73
equatorial zone	cloudy	73
climate	cloudy	73
north sea	foggy	73
atmospheric conditions	overcast	73
norwegian sea	foggy	73
atmospheric conditions	clear	73
atmospheric conditions	overcast	73
atmospheric conditions	partly cloudy	73
climate	cloudiness	73
atmospheric pollutant	fog	73
polluted area	smoggy	73
atmospheric conditions	foggy	73
polar region	dark	73
climate	cloudy	73
humid zone	fog	73
humid zone	cloudy	73
bad weather	cloudy	73
bad weather	dark	73
humid zone	cloudy	73
atmospheric conditions	clear	73
atmospheric conditions	cloudy	73
mountain	cloudy	73
bad weather	hazy	73
bathing water	cloudy	73
stagnant water	cloudy	73
physical environment	cloudy	73
ozone	troposphere	74
atmosphere	stratosphere	74
ozone	stratosphere	74
atmosphere	exosphere	74
ozone	atmospheric	74
atmosphere	exosphere	74
atmosphere	troposphere	74
atmosphere	thermosphere	74
atmosphere	stratosphere	74
stratospheric pollutant	troposphere	74
atmosphere	troposphere	74
stratospheric pollutant	mesosphere	74
atmosphere	thermosphere	74
ozone	lower stratosphere	74
ozone	layer	74
physical environment	clouds	74
ozone	upper stratosphere	74
environment	ozone layer	74
ozone	layer	74
geophysical environment	ozone layer	74
environment	clouds	74
stratospheric pollutant	stratosphere	74
ozone	stratosphere	74
ozone	earth's atmosphere	74
ozone	stratosphere	74
environmental standard	individuals	75
climate change policy	individuals	75
fight against wastage	individuals	75
environmental education	general public	75
environmental education	students	75
environmental education	community	75
environmental standard	individual	75
environmental education	community	75
environmental standard	citizens	75
environmental education	general public	75
deposit on a polluting product	check	76
pesticide residue	regulatory monitoring	76
biological standard	calibration process	76
environmental policy	auditing	76
tradeable emission permit	monitoring	76
hunting regulations	background checks	76
eu emission allowance	compliance instrument	76
environmental standard	monitoring waste	76
environmental standard	auditing	76
biological standard	quality assurance	76
eu emissions trading scheme	monitoring	76
eu emission allowance	reporting and monitoring	76
environmental standard	regular	76
environmental standard	compliance checks	76
environmental standard	monitoring reports	76
environmental standard	ad-hoc	76
environmental standard	random	76
biological standard	validation process	76
environmental standard	regular inspections	76
environmental standard	annually	76
emission allowance	auditing	76
natural resources	infinite	77
conservation of resources	limited availability	77
natural resources	depleting	77
energy resources	finite	77
natural resources	finite	77
natural resources	unlimited	77
renewable resources	local	77
renewable resources	widespread	77
replacement of resources	unlimited	77
energy resources	infinite	77
renewable resources	global	77
renewable resources	infinite	77
water resources	finite	77
water resources	limited	77
use of water	abundance	77
energy resources	abundant	77
natural resources	abundant	77
plant resources	abundant	77
renewable resources	abundant	77
natural resources	scarce	77
energy resources	scarce	77
energy resources	limited	77
replacement of resources	limited	77
renewable resources	limited	77
natural resources	limited	77
plant resources	scarce	77
water resources	replenishable	78
renewable resources	replenishable	78
renewable resources	replenishable	78
renewable resources	can be replenished	78
natural resources	replenishing	78
water	essential	78
tradeable emission permit	perishable	78
renewable resources	yes	78
drinking water	essential	78
clean development mechanism	flexibility	79
ecosystem	balance	79
ecosystem	balance	79
ecosystem	self-regulation	79
ecological balance	stability	79
ecosystem	delicate balance	79
ecosystem	stability	79
marine ecosystem	delicate balance	79
ecological balance	stability	79
animal resources	omnivorous	80
animal life	cold-blooded	80
wolf	predator	80
lynx	predator	80
reptile	cold-blooded	80
wildlife	predators	80
reptile	cold-blooded	80
arid zone	specialized to conserve water	80
desert	no water	80
dolphin	intelligent	80
animal life	cold-blooded	80
marine life	cold-blooded	80
reptile	cold-blooded	80
arid zone	specialized to conserve water	80
desert	adapted to heat	80
arctic ocean	adapted to cold	80
reptile	cold-blooded	80
seal	hauled out on ice	81
chiroptera	hanging upside down	81
chiroptera	hanging upside down	81
dust	stays suspended	81
bird	migrates	82
animal life	migrating	82
marine life	migrating	82
bird	migrating	82
animal life	migratory	82
bird	migratory	82
wildlife	migrating	82
wildlife	migratory	82
whale	migratory	82
fur-bearing animal	migrates	82
insect	migratory	82
marine life	migrate	82
fur-bearing animal	migrate	82
bird	migrate	82
bird	migratory	82
wildlife	migrating	82
marine life	migrating	82
fur-bearing animal	migrates	82
bird	migrates	82
fur-bearing animal	hibernate and migrate	82
wild mammal	migrates	82
dust	settles	83
chiroptera	roosting	83
bird	nesting	83
bird	nests	83
fur-bearing animal	nest	83
bird	nesting	83
bird	nests	83
bird	build nest	83
bird	builds nest	83
chiroptera	roosting	83
whale	swimming	84
marine life	swim	84
whale	swim	84
marine life	swimming	84
reptile	swim	84
bird	swim	84
animal life	swimming	84
marine mammal	dive reflex	84
marine mammal	swimming	84
reptile	swimming	84
reptile	swimming	84
seal	swimming	84
marine mammal	dive ability	84
marine life	swimming	84
whale	swims	84
seal	diving	84
animal life	swimming	84
