concept	facet	property	facet_property
advanced crew escape suit	context	space station	context: space station
crossley telescope	current status	no longer used for research	current status: no longer used for research
crossley telescope	current status	retired	current status: retired
esa space debris telescope	data analysis	software	data analysis: software
esa space debris telescope	data analysis	algorithm	data analysis: algorithm
electronic data interchange	definition	automated data transfer	definition: automated data transfer
electronic data interchange	definition	digital exchange of business documents	definition: digital exchange of business documents
electroscope	definition	instrument to measure electric charge	definition: instrument to measure electric charge
electroscope	definition	device to detect static electricity	definition: device to detect static electricity
electronic data interchange	definition	digital data transfer	definition: digital data transfer
electronic data interchange	definition	electronic exchange of business documents	definition: electronic exchange of business documents
sonometer	definition	instrument for measuring sound waves	definition: instrument for measuring sound waves
forwarder	definition	shipping agent	definition: shipping agent
disdrometer	definition	measures precipitation	definition: measures precipitation
disdrometer	definition	instrument	definition: instrument
zymoscope	definition	measures ph	definition: measures ph
zymoscope	definition	scientific instrument	definition: scientific instrument
forwarder	definition	logistics company	definition: logistics company
forwarder	definition	freight forwarder	definition: freight forwarder
nephelometer	definition	instrument	definition: instrument
zymoscope	definition	instrument for measuring fermentation	definition: instrument for measuring fermentation
zymoscope	definition	device for detecting yeast	definition: device for detecting yeast
nephelometer	definition	measures	definition: measures
nephelometer	definition	cloud condensation nuclei	definition: cloud condensation nuclei
zymoscope	definition	measures acidity	definition: measures acidity
sonometer	definition	device for detecting vibrations	definition: device for detecting vibrations
tilt table	design	adjustable angle	design: adjustable angle
tilt table	design	stable surface	design: stable surface
l'eplattenier helmet	design	historical	design: historical
tilt table	design	portable	design: portable
infinite-axis telescope	design	infinite axis adjustment	design: infinite axis adjustment
selective pallet rack	design	adjustable height	design: adjustable height
advanced crew escape suit	design	adjustable	design: adjustable
advanced crew escape suit	design	customizable	design: customizable
l'eplattenier helmet	design	ornate	design: ornate
infinite-axis telescope	design	unique axis system	design: unique axis system
selective pallet rack	design	customizable size	design: customizable size
l'eplattenier helmet	design	unique	design: unique
image-stabilized binoculars	design	waterproof	design: waterproof
riot protection helmet	design	ventilated	design: ventilated
riot protection helmet	design	shock-absorbing	design: shock-absorbing
image-stabilized binoculars	design	durable	design: durable
riot protection helmet	design	ballistic	design: ballistic
flat belt conveyor	design	flat belt	design: flat belt
pneumatic conveyor	design	tubular	design: tubular
pneumatic conveyor	design	linear	design: linear
morris c8	design	aerodynamic	design: aerodynamic
morris c8	design	aggressive	design: aggressive
infinite-axis telescope	design	unique axis	design: unique axis
galileoscope	design	reflective	design: reflective
galileoscope	design	portable	design: portable
flat belt conveyor	design	motorized	design: motorized
flat belt conveyor	design	pulley system	design: pulley system
infinite-axis telescope	design	no central axis	design: no central axis
tauchmann telescope	designer	gerhard tauchmann	designer: gerhard tauchmann
tauchmann telescope	designer	johann tauchmann	designer: johann tauchmann
pilot direction indicator	device	navigation	device: navigation
vector magnetograph	device	equipment	device: equipment
pilot direction indicator	device	instrument	device: instrument
pilot direction indicator	device	equipment	device: equipment
vector magnetograph	device	instrument	device: instrument
magnetograph	device type	scientific instrument	device type: scientific instrument
vector magnetograph	device type	magnetometer	device type: magnetometer
vector magnetograph	device type	scientific instrument	device type: scientific instrument
magnetograph	device type	space weather monitoring	device type: space weather monitoring
lurie-houghton telescope	diameter	1.2 meters	diameter: 1.2 meters
james lick telescope	diameter	120 inches	diameter: 120 inches
james lick telescope	diameter	3 meters	diameter: 3 meters
large millimeter telescope	diameter	50 meters	diameter: 50 meters
uni-engine	disadvantages	high emissions	disadvantages: high emissions
flat belt conveyor	disadvantages	limited capacity	disadvantages: limited capacity
flat belt conveyor	disadvantages	dust generation	disadvantages: dust generation
flat belt conveyor	disadvantages	noise pollution	disadvantages: noise pollution
uni-engine	disadvantages	low performance	disadvantages: low performance
pneumatic conveyor	disadvantages	requires maintenance	disadvantages: requires maintenance
multiple-effect evaporator	disadvantages	high maintenance cost	disadvantages: high maintenance cost
multiple-effect evaporator	disadvantages	complex design	disadvantages: complex design
pneumatic conveyor	disadvantages	dust generation	disadvantages: dust generation
pneumatic conveyor	disadvantages	limited capacity	disadvantages: limited capacity
pneumatic conveyor	disadvantages	noise pollution	disadvantages: noise pollution
crossley telescope	discoveries	asteroids	discoveries: asteroids
crossley telescope	discoveries	comets	discoveries: comets
crossley telescope	discoveries	many celestial objects	discoveries: many celestial objects
81-740/741	display	numeric display	display: numeric display
81-740/741	display	graphing display	display: graphing display
combustion pipette	domain	chemistry	domain: chemistry
combustion pipette	domain	science	domain: science
combustion pipette	domain	physics	domain: physics
tauchmann telescope	era	17th century	era: 17th century
tauchmann telescope	era	baroque period	era: baroque period
l'eplattenier helmet	era	early 20th century	era: early 20th century
81-740/741	era	1980s	era: 1980s
l'eplattenier helmet	era	19th century	era: 19th century
81-740/741	era	1990s	era: 1990s
sonometer	example of	scientific instrument	example of: scientific instrument
sonometer	example of	acoustics device	example of: acoustics device
great refractor	feature	large refracting telescope	feature: large refracting telescope
great refractor	feature	first achromatic telescope	feature: first achromatic telescope
great refractor	feature	invented by isaac newton	feature: invented by isaac newton
petrographic microscope	features	polarized light	features: polarized light
drive-through rack	features	adjustable arms	features: adjustable arms
morris c8	features	all-wheel drive	features: all-wheel drive
morris c8	features	electric motor	features: electric motor
meade lx200	features	high-resolution optics	features: high-resolution optics
81-740/741	features	trigonometric functions	features: trigonometric functions
81-740/741	features	graphing	features: graphing
kunlun dark universe survey telescope	features	high precision	features: high precision
ebro trucks	features	strong engines	features: strong engines
ebro trucks	features	large capacity	features: large capacity
81-740/741	features	complex numbers	features: complex numbers
meade lx200	features	computerized control system	features: computerized control system
meade lx200	features	motorized altazimuth mount	features: motorized altazimuth mount
lurie-houghton telescope	features	focal length of 12 meters	features: focal length of 12 meters
lurie-houghton telescope	features	large primary mirror	features: large primary mirror
pneumatic conveyor	features	adjustable	features: adjustable
ebro trucks	features	heavy-duty suspension	features: heavy-duty suspension
kunlun dark universe survey telescope	features	advanced optics	features: advanced optics
kunlun dark universe survey telescope	features	large collecting area	features: large collecting area
morris c8	features	high-performance	features: high-performance
petrographic microscope	features	high magnification	features: high magnification
advanced crew escape suit	features	pressurized	features: pressurized
advanced crew escape suit	features	temperature controlled	features: temperature controlled
advanced crew escape suit	features	oxygen supply	features: oxygen supply
advanced crew escape suit	features	communication system	features: communication system
vertico smi	features	eeg sensors	features: eeg sensors
vertico smi	features	accelerometer	features: accelerometer
vertico smi	features	gyroscope	features: gyroscope
james lick telescope	features	manual altazimuth mount	features: manual altazimuth mount
tauchmann telescope	features	has a focal length	features: has a focal length
intermodal containers	features	waterproof	features: waterproof
tauchmann telescope	features	uses concave mirror	features: uses concave mirror
james lick telescope	features	reflecting telescope	features: reflecting telescope
selective pallet rack	features	nestable	features: nestable
drive-through rack	features	easy loading	features: easy loading
intermodal containers	features	secure	features: secure
pneumatic conveyor	features	flexible	features: flexible
intermodal containers	features	stackable	features: stackable
galileoscope	features	affordable	features: affordable
c7 processor	features	integrated graphics	features: integrated graphics
tilt table	features	recline function	features: recline function
southern african large telescope	features	high-resolution imaging	features: high-resolution imaging
tilt table	features	handrails	features: handrails
selective pallet rack	features	stackable	features: stackable
large millimeter telescope	features	state-of-the-art technology	features: state-of-the-art technology
crossley telescope	features	used for studying the stars	features: used for studying the stars
large millimeter telescope	features	cryogenic system	features: cryogenic system
uni-engine	features	low maintenance	features: low maintenance
uni-engine	features	simple design	features: simple design
galileoscope	features	uses mirrors	features: uses mirrors
image-stabilized binoculars	features	wide field of view	features: wide field of view
galileoscope	features	simple design	features: simple design
southern african large telescope	features	adaptive optics	features: adaptive optics
image-stabilized binoculars	features	adjustable magnification	features: adjustable magnification
tilt table	features	foot pedals	features: foot pedals
riot protection helmet	features	face shield	features: face shield
riot protection helmet	features	ear protection	features: ear protection
crossley telescope	features	unique design	features: unique design
tauchmann telescope	features	adjustable focus	features: adjustable focus
crossley telescope	features	used for studying the solar system	features: used for studying the solar system
c7 processor	features	turbo boost	features: turbo boost
tauchmann telescope	features	large primary mirror	features: large primary mirror
riot protection helmet	features	chin strap	features: chin strap
c7 processor	features	hyper-threading	features: hyper-threading
zymoscope	field of study	microbiology	field of study: microbiology
vector magnetograph	field of study	space science	field of study: space science
zymoscope	field of study	biochemistry	field of study: biochemistry
vector magnetograph	field of study	astrophysics	field of study: astrophysics
disdrometer	found in	weather stations	found in: weather stations
disdrometer	found in	laboratories	found in: laboratories
disdrometer	found in	research centers	found in: research centers
uni-engine	fuel efficiency	low	fuel efficiency: low
uni-engine	fuel efficiency	average	fuel efficiency: average
zymoscope	function	measures acidity	function: measures acidity
infinite-axis telescope	function	study universe	function: study universe
positioning equipment	function	calculate angle	function: calculate angle
zymoscope	function	indicates ph level	function: indicates ph level
vertico smi	function	monitors sleep	function: monitors sleep
vertico smi	function	tracks physical activity	function: tracks physical activity
vertico smi	function	tracks brain activity	function: tracks brain activity
larmor neutron microscope	function	examines atomic structure	function: examines atomic structure
pneumatic conveyor	function	transports materials	function: transports materials
vector magnetograph	function	detects solar activity	function: detects solar activity
positioning equipment	function	determine location	function: determine location
drive-through rack	function	holding items	function: holding items
pilot direction indicator	function	shows navigation	function: shows navigation
zymoscope	function	detecting yeast activity	function: detecting yeast activity
multiple-effect evaporator	function	separate water from dissolved solids	function: separate water from dissolved solids
multiple-effect evaporator	function	concentrate solutions	function: concentrate solutions
zymoscope	function	measuring fermentation levels	function: measuring fermentation levels
magnetograph	function	tracks solar activity	function: tracks solar activity
drive-through rack	function	quick service	function: quick service
larmor neutron microscope	function	analyzes material properties	function: analyzes material properties
vector magnetograph	function	detects sunspots	function: detects sunspots
vector magnetograph	function	measures magnetic fields	function: measures magnetic fields
flat belt conveyor	function	transporting materials	function: transporting materials
magnetograph	function	measures magnetic field	function: measures magnetic field
flat belt conveyor	function	conveying goods	function: conveying goods
pneumatic conveyor	function	moves goods	function: moves goods
positioning equipment	function	measure distance	function: measure distance
weighing bottle	function	measuring weight	function: measuring weight
combustion pipette	function	measuring flammable liquids	function: measuring flammable liquids
esa space debris telescope	function	tracking	function: tracking
esa space debris telescope	function	predicting	function: predicting
sonometer	function	measuring frequency	function: measuring frequency
sonometer	function	measuring amplitude	function: measuring amplitude
pilot direction indicator	function	indicates direction	function: indicates direction
electroscope	function	measure electric field	function: measure electric field
selective pallet rack	function	storing pallets	function: storing pallets
electroscope	function	detect electric charge	function: detect electric charge
weighing bottle	function	measuring	function: measuring
weighing bottle	function	weighing	function: weighing
weighing bottle	function	measuring liquids	function: measuring liquids
dutch open telescope	function	observe celestial objects	function: observe celestial objects
dutch open telescope	function	study stars	function: study stars
dutch open telescope	function	make precise measurements	function: make precise measurements
selective pallet rack	function	organizing inventory	function: organizing inventory
infinite-axis telescope	function	study distant stars	function: study distant stars
anemometer	function	measures wind speed	function: measures wind speed
infinite-axis telescope	function	observe celestial objects	function: observe celestial objects
half-mile telescope	function	study celestial bodies	function: study celestial bodies
combustion pipette	function	testing for combustibility	function: testing for combustibility
half-mile telescope	function	observe distant stars	function: observe distant stars
weighing bottle	function	measuring volume	function: measuring volume
vector magnetograph	function	measuring magnetic fields	function: measuring magnetic fields
forwarder	function	handles customs clearance	function: handles customs clearance
forwarder	function	coordinates logistics	function: coordinates logistics
forwarder	function	arranges transportation	function: arranges transportation
vector magnetograph	function	studying solar activity	function: studying solar activity
pilot direction indicator	function	shows course	function: shows course
anemometer	function	measures temperature	function: measures temperature
anemometer	function	measures air pressure	function: measures air pressure
esa space debris telescope	function	detecting	function: detecting
image-stabilized binoculars	functionality	reduces shakiness	functionality: reduces shakiness
image-stabilized binoculars	functionality	clearer view	functionality: clearer view
lensmeter	functionality	measuring power	functionality: measuring power
lensmeter	functionality	measuring axis	functionality: measuring axis
advanced crew escape suit	functionality	protects against space environment	functionality: protects against space environment
advanced crew escape suit	functionality	provides life support	functionality: provides life support
crossley telescope	historical significance	important in the development of astronomy	historical significance: important in the development of astronomy
electroscope	historical significance	used by benjamin franklin	historical significance: used by benjamin franklin
electroscope	historical significance	invented by eustachio divini	historical significance: invented by eustachio divini
tauchmann telescope	history	invented in the 19th century	history: invented in the 19th century
james lick telescope	history	built in 1888	history: built in 1888
tauchmann telescope	history	used in professional astronomy	history: used in professional astronomy
james lick telescope	history	named after james lick	history: named after james lick
lensmeter	importance	essential in eye care	importance: essential in eye care
lensmeter	importance	critical in lens manufacturing	importance: critical in lens manufacturing
dutch open telescope	importance	contributed to our understanding of the universe	importance: contributed to our understanding of the universe
dutch open telescope	importance	pioneer in astronomy	importance: pioneer in astronomy
pneumatic conveyor	industrial application	warehousing	industrial application: warehousing
pneumatic conveyor	industrial application	manufacturing	industrial application: manufacturing
electronic data interchange	industries	healthcare	industries: healthcare
electronic data interchange	industries	manufacturing	industries: manufacturing
electronic data interchange	industries	retail	industries: retail
forwarder	industry	supply chain	industry: supply chain
electronic data interchange	industry	retail	industry: retail
electronic data interchange	industry	manufacturing	industry: manufacturing
forwarder	industry	shipping	industry: shipping
electronic data interchange	industry	healthcare	industry: healthcare
electronic data interchange	industry	logistics	industry: logistics
vertico smi	industry	technology	industry: technology
vertico smi	industry	gaming	industry: gaming
vertico smi	industry	healthcare	industry: healthcare
forwarder	industry	logistics	industry: logistics
intermodal containers	industry	logistics	industry: logistics
intermodal containers	industry	shipping	industry: shipping
intermodal containers	industry	transportation	industry: transportation
81-740/741	input	numeric	input: numeric
81-740/741	input	alphanumeric	input: alphanumeric
pilot direction indicator	installation	flight deck	installation: flight deck
pilot direction indicator	installation	cockpit	installation: cockpit
vector magnetograph	instrument type	telescope	instrument type: telescope
vector magnetograph	instrument type	spectrograph	instrument type: spectrograph
nephelometer	instrumentation	laser	instrumentation: laser
nephelometer	instrumentation	pneumatically controlled	instrumentation: pneumatically controlled
nephelometer	instrumentation	photodiode	instrumentation: photodiode
larmor neutron microscope	invented by	physicist's name	invented by: physicist's name
galileoscope	invented by	galileo galilei	invented by: galileo galilei
galileoscope	invented by	dutch scientist	invented by: dutch scientist
great refractor	invented in	17th century	invented in: 17th century
great refractor	invented in	1671	invented in: 1671
infinite-axis telescope	inventor	unknown	inventor: unknown
infinite-axis telescope	inventor	historical figure	inventor: historical figure
morris c8	launch date	2022	launch date: 2022
esa space debris telescope	launch date	2023	launch date: 2023
half-mile telescope	length	880 yards	length: 880 yards
half-mile telescope	length	half-mile	length: half-mile
weighing bottle	located at	office	located at: office
vector magnetograph	located at	astronomy observatories	located at: astronomy observatories
weighing bottle	located at	pharmacy	located at: pharmacy
vector magnetograph	located at	space agencies	located at: space agencies
infinite-axis telescope	located at	astronomy observatories	located at: astronomy observatories
great refractor	located at	cambridge university	located at: cambridge university
great refractor	located at	isaac newton's laboratory	located at: isaac newton's laboratory
banana	located at	fruit bowl	located at: fruit bowl
banana	located at	fridge	located at: fridge
vector magnetograph	located at	research institutes	located at: research institutes
banana	located at	banana tree	located at: banana tree
great refractor	located at	opticks	located at: opticks
infinite-axis telescope	located at	laboratories	located at: laboratories
infinite-axis telescope	located at	research institutions	located at: research institutions
weighing bottle	located at	lab	located at: lab
weighing bottle	located at	kitchen	located at: kitchen
banana	located at	supermarket	located at: supermarket
drive-through rack	location	gas station	location: gas station
james lick telescope	location	lick observatory	location: lick observatory
james lick telescope	location	university of california, santa cruz	location: university of california, santa cruz
lensmeter	location	laboratory	location: laboratory
dutch open telescope	location	leiden	location: leiden
lensmeter	location	eye clinic	location: eye clinic
lensmeter	location	optical shop	location: optical shop
drive-through rack	location	fast food restaurant	location: fast food restaurant
dutch open telescope	location	netherlands	location: netherlands
tauchmann telescope	location	germany	location: germany
magnetograph	location	terrestrial observatory	location: terrestrial observatory
vector magnetograph	location	astronomy observatory	location: astronomy observatory
vector magnetograph	location	space mission	location: space mission
large millimeter telescope	location	atacama desert	location: atacama desert
large millimeter telescope	location	chile	location: chile
tauchmann telescope	location	europe	location: europe
pilot direction indicator	location	cockpit	location: cockpit
pilot direction indicator	location	instrument panel	location: instrument panel
magnetograph	location	spacecraft	location: spacecraft
drive-through rack	location	convenience store	location: convenience store
kunlun dark universe survey telescope	location	kunlun mountains	location: kunlun mountains
kunlun dark universe survey telescope	location	china	location: china
magnetograph	location	laboratory	location: laboratory
vector magnetograph	location	laboratories	location: laboratories
half-mile telescope	location	desert	location: desert
tauchmann telescope	location	astronomy observatory	location: astronomy observatory
southern african large telescope	location	sutherland	location: sutherland
southern african large telescope	location	south africa	location: south africa
tauchmann telescope	location	research institution	location: research institution
lurie-houghton telescope	location	yerkes observatory	location: yerkes observatory
half-mile telescope	location	astronomy observatory	location: astronomy observatory
lurie-houghton telescope	location	wisconsin	location: wisconsin
crossley telescope	location	university of california, santa cruz	location: university of california, santa cruz
galileoscope	location	astronomy observatory	location: astronomy observatory
galileoscope	location	netherlands	location: netherlands
vector magnetograph	location	research institutions	location: research institutions
vector magnetograph	location	space observatories	location: space observatories
crossley telescope	location	lick observatory	location: lick observatory
tauchmann telescope	location	planetarium	location: planetarium
half-mile telescope	location	mountain top	location: mountain top
lurie-houghton telescope	location	united states	location: united states
galileoscope	location	italy	location: italy
c7 processor	manufactured by	intel	manufactured by: intel
c7 processor	manufactured by	amd	manufactured by: amd
morris c8	manufacturer	british	manufacturer: british
morris c8	manufacturer	morris	manufacturer: morris
intermodal containers	material	aluminum	material: aluminum
selective pallet rack	material	steel	material: steel
great refractor	material	lens	material: lens
riot protection helmet	material	kevlar	material: kevlar
great refractor	material	glass	material: glass
intermodal containers	material	steel	material: steel
weighing bottle	material	metal	material: metal
weighing bottle	material	plastic	material: plastic
weighing bottle	material	glass	material: glass
tilt table	material	metal	material: metal
tilt table	material	plastic	material: plastic
selective pallet rack	material	aluminum	material: aluminum
riot protection helmet	material	metal	material: metal
riot protection helmet	material	plastic	material: plastic
l'eplattenier helmet	material	leather	material: leather
drive-through rack	material	plastic	material: plastic
tilt table	material	wood	material: wood
l'eplattenier helmet	material	metal	material: metal
drive-through rack	material	metal	material: metal
advanced crew escape suit	materials	lightweight	materials: lightweight
advanced crew escape suit	materials	insulating	materials: insulating
advanced crew escape suit	materials	durable	materials: durable
pilot direction indicator	measurement	direction	measurement: direction
pilot direction indicator	measurement	azimuth	measurement: azimuth
nephelometer	measurement range	particles per liter	measurement range: particles per liter
nephelometer	measurement range	micrograms per cubic meter	measurement range: micrograms per cubic meter
disdrometer	measures	raindrop size distribution	measures: raindrop size distribution
disdrometer	measures	raindrop velocity	measures: raindrop velocity
disdrometer	measures	precipitation rate	measures: precipitation rate
morris c8	model	c8	model: c8
uni-engine	number of cylinders	single	number of cylinders: single
uni-engine	number of cylinders	one	number of cylinders: one
banana	nutritional content	high in sugar	nutritional content: high in sugar
banana	nutritional content	rich in potassium	nutritional content: rich in potassium
large millimeter telescope	operated by	national radio astronomy observatory	operated by: national radio astronomy observatory
large millimeter telescope	operated by	carnegie institution for science	operated by: carnegie institution for science
pneumatic conveyor	operation	uses vacuum	operation: uses vacuum
pneumatic conveyor	operation	using compressed air	operation: using compressed air
pneumatic conveyor	operation	using vacuum	operation: using vacuum
