nata in terms of alternative concepts
sardinian couscous in terms of alternative name
moon-shaped cutter in terms of alternative name
curved chopper in terms of alternative name
durian in terms of alternative name
smelly fruit in terms of alternative name
kamado in terms of alternative name
mock turtle in terms of alternative name
vegetable soup in terms of alternative name
sodium bicarb in terms of alternative names
pork shoulder in terms of alternative names
boston butt roast in terms of alternative names
bicarbonate of soda in terms of alternative names
sucrose in terms of alternative names
lard in terms of alternative names
animal fat in terms of alternative names
wooden spoon in terms of alternative names
spotted dog in terms of alternative names
kitchen utensil in terms of alternative names
ceramic grill in terms of alternative names
sodium bicarbonate in terms of alternative names
curved blade in terms of alternative names
rendered beef fat in terms of alternative names
beef tallow in terms of alternative names
beef drippings in terms of alternative names
animal fat rendering in terms of alternative names
high fructose corn syrup in terms of alternative names
italian curved knife in terms of alternative names
table sugar in terms of alternative names
grill stone in terms of alternative names
semi-circular chopper in terms of alternative names
plum pudding in terms of alternative names
crescent moon in terms of alternative names
liquid milk in terms of alternative to
brown sugar in terms of alternative to
fresh milk in terms of alternative to
traditional hot dog in terms of alternative to
pasta in terms of alternative to
refined sugar in terms of alternative to
traditional noodles in terms of alternative to
rice in terms of alternative to
white sugar in terms of alternative to
square centimeter in terms of alternative units
square foot in terms of alternative units
pharmaceuticals in terms of alternative uses
cosmetic products in terms of alternative uses
honey in terms of alternatives
maple syrup in terms of alternatives
agave nectar in terms of alternatives
garlic in terms of alternatives
margarine in terms of alternatives
aspirin in terms of alternatives
vegetable oil in terms of alternatives
butter in terms of alternatives
ibuprofen in terms of alternatives
sugar substitutes in terms of alternatives
mineral oil in terms of alternatives
sugar in terms of alternatives
wonton wrapper in terms of alternatives
rice paper in terms of alternatives
olive oil in terms of alternatives
icing sugar in terms of alternatives
sprinkles in terms of alternatives
natural sweeteners in terms of alternatives
stevia in terms of alternatives
gelato in terms of alternatives to
almonds in terms of alternatives to
peanuts in terms of alternatives to
meat-based hot dog in terms of alternatives to
meat hot dog in terms of alternatives to
traditional hot dog in terms of alternatives to
honey in terms of alternatives to
artificial food colouring in terms of alternatives to
white sugar in terms of alternatives to
artificial sweeteners in terms of alternatives to
agave nectar in terms of alternatives to
traditional frozen yogurt in terms of alternatives to
dairy ice cream in terms of alternatives to
maple syrup in terms of alternatives to
upscale in terms of ambiance
luxurious in terms of ambiance
not too much in terms of amount
small in terms of amount
not too little in terms of amount
enough in terms of amount
variable in terms of amount
limited in terms of amount
large in terms of amount
fixed in terms of amount
bone in terms of anatomy
connective tissue in terms of anatomy
muscle in terms of anatomy
waterbird in terms of animal
quack in terms of animal
feathers in terms of animal
cow in terms of animal
bovine in terms of animal
mammal in terms of animal
hoofed in terms of animal
large in terms of animal
large mammal in terms of animal
monkey in terms of animal
howler monkey in terms of animal
wild in terms of animal association
wolf in terms of animal association
fat in terms of animal product
wax in terms of animal product
uniform in terms of antonyms
homogeneous in terms of antonyms
mediocre in terms of antonyms
poor in terms of antonyms
inferior in terms of antonyms
appealing to adults in terms of appeal
appealing to children in terms of appeal
fragrant in terms of appearance
golden color in terms of appearance
attractive in terms of appearance
reddish stems in terms of appearance
curly leaves in terms of appearance
red in terms of appearance
varied in terms of appearance
long and thin in terms of appearance
fresh in terms of appearance
golden brown in terms of appearance
colorless in terms of appearance
fragile in terms of appearance
fruit topping in terms of appearance
curled leaves in terms of appearance
round in terms of appearance
thick in terms of appearance
large in terms of appearance
plump in terms of appearance
reddish-brown in terms of appearance
brown in terms of appearance
viscous in terms of appearance
puffy in terms of appearance
flat top in terms of appearance
white in terms of appearance
golden crust in terms of appearance
crumbly surface in terms of appearance
crumbly in terms of appearance
brownish color in terms of appearance
feathery in terms of appearance
not visible in the sky in terms of appearance
attractive presentation in terms of appearance
brown pod in terms of appearance
seed inside in terms of appearance
delicate in terms of appearance
tangled in terms of appearance
hairy in terms of appearance
thin in terms of appearance
green in terms of appearance
airy in terms of appearance
green leaves in terms of appearance
chocolate frosting in terms of appearance
rich in terms of appearance
long in terms of appearance
steaming hot in terms of appearance
slender in terms of appearance
silver-like in terms of appearance
moist texture in terms of appearance
short and thick in terms of appearance
curled in terms of appearance
ring shape in terms of appearance
white or purple flowers in terms of appearance
small in terms of appearance
small flowers in terms of appearance
yellow in terms of appearance
crusty in terms of appearance
dark brown in terms of appearance
decadent in terms of appearance
golden in terms of appearance
layered in terms of appearance
leafy greens in terms of appearance
frosty in terms of appearance
small shrub in terms of appearance
red flowers in terms of appearance
crusty top in terms of appearance
braided shape in terms of appearance
brightly coloured in terms of appearance
smoked in terms of appearance
ornate design in terms of appearance
bulbous in terms of appearance
bright colors in terms of appearance
sparkling in terms of appearance
leafy in terms of appearance
greenish-yellow color in terms of appearance
thick consistency in terms of appearance
gold in terms of appearance
patterns in terms of appearance
colorful in terms of appearance
white flowers in terms of appearance
eye-catching in terms of appearance
distinctive in terms of appearance
thorny in terms of appearance
braided in terms of appearance
twisted in terms of appearance
thin stems in terms of appearance
seed in terms of appearance
leaf in terms of appearance
plant in terms of appearance
white and green stems in terms of appearance
glass-like in terms of appearance
strong in terms of appearance
brightly colored in terms of appearance
light yellow in terms of appearance
small balls in terms of appearance
juicy pineapple in terms of appearance
smaller than onion in terms of appearance
pudding-like in terms of appearance
small white flowers in terms of appearance
tall stalks in terms of appearance
crumbly top in terms of appearance
brown skin in terms of appearance
white flesh in terms of appearance
irregular shape in terms of appearance
frosted in terms of appearance
black and white striped in terms of appearance
silver scales in terms of appearance
ornamented in terms of appearance
bumpy in terms of appearance
golden glaze in terms of appearance
rustic in terms of appearance
green juice in terms of appearance
long grass in terms of appearance
cross on top in terms of appearance
homemade-looking in terms of appearance
black in terms of appearance
long, thin stalks in terms of appearance
clear in terms of appearance
spiky in terms of appearance
blue or white flowers in terms of appearance
hairy leaves in terms of appearance
triangular in terms of appearance
plump raisins in terms of appearance
crunchy outside in terms of appearance
soft inside in terms of appearance
soft interior in terms of appearance
multi-layered in terms of appearance
translucent in terms of appearance
ring-shaped in terms of appearance
flaky pastry in terms of appearance
dark green in terms of appearance
curly in terms of appearance
frilly in terms of appearance
swirly design in terms of appearance
long, thin, white or purple root in terms of appearance
green or yellow in terms of appearance
dark brown color in terms of appearance
small size in terms of appearance
layered structure in terms of appearance
gold coin inside in terms of appearance
crusty outside in terms of appearance
round or oval shape in terms of appearance
prickly skin in terms of appearance
reddish-brown color in terms of appearance
black sesame seeds on top in terms of appearance
crinkled surface in terms of appearance
orange in terms of appearance
fudgy in terms of appearance
hexagonal cells in terms of appearance
waxy texture in terms of appearance
tall in terms of appearance
golden brown color in terms of appearance
purple, green, and gold colors in terms of appearance
uniform in terms of appearance
mottled in terms of appearance
soft texture in terms of appearance
flat leaves in terms of appearance
tender stem in terms of appearance
tiny in terms of appearance
cracked surface in terms of appearance
dark purple liquid in terms of appearance
green color in terms of appearance
fleshy in terms of appearance
green and white in terms of appearance
crunchy pieces in terms of appearance
taproot in terms of appearance
deep purple in terms of appearance
dark red in terms of appearance
gold or silver in terms of appearance
small disk in terms of appearance
silky in terms of appearance
powdered in terms of appearance
bubbly in terms of appearance
shiny in terms of appearance
fizzy in terms of appearance
fluffy in terms of appearance
clear liquid in terms of appearance
pungent in terms of appearance
soft in terms of appearance
tropical in terms of appearance
puffed in terms of appearance
topped with nuts in terms of appearance
artichoke-like in terms of appearance
colourful in terms of appearance
curved in terms of appearance
wilted in terms of appearance
light in terms of appearance
small pieces in terms of appearance
white or brown skin in terms of appearance
bulbous shape in terms of appearance
thick and sturdy in terms of appearance
white or cream-colored in terms of appearance
crispy in terms of appearance
prickly outer skin in terms of appearance
juicy inner flesh in terms of appearance
festive in terms of appearance
white interior in terms of appearance
fluffy texture in terms of appearance
smooth in terms of appearance
yellow color in terms of appearance
long fins in terms of appearance
orange-yellow skin in terms of appearance
purple in terms of appearance
long stems in terms of appearance
toasted in terms of appearance
dried in terms of appearance
sweet-smelling in terms of appearance
crisp in terms of appearance
moist in terms of appearance
richly colored in terms of appearance
cap is rounded in terms of appearance
cap is brown in terms of appearance
stem is short in terms of appearance
gelatinous in terms of appearance
sharp in terms of appearance
ring in terms of appearance
hair-like in terms of appearance
tall stem in terms of appearance
loaf-shaped in terms of appearance
richly glazed in terms of appearance
powdered sugar in terms of appearance
flat in terms of appearance
with a hole in the center in terms of appearance
rough skin in terms of appearance
decorated in terms of appearance
small black in terms of appearance
softly glazed in terms of appearance
white or off-white color in terms of appearance
white or yellow in terms of appearance
colored in terms of appearance
clear or white in terms of appearance
cracked in terms of appearance
soft and fluffy in terms of appearance
red or yellow leaves in terms of appearance
shrivelled in terms of appearance
white or pale yellow in terms of appearance
round shape in terms of appearance
crunchy in terms of appearance
upturned in terms of appearance
almond-shaped in terms of appearance
white or purple in terms of appearance
golden yellow in terms of appearance
tapered in terms of appearance
grayish-white in terms of appearance
coarse texture in terms of appearance
brown color in terms of appearance
crispy exterior in terms of appearance
creamy in terms of appearance
bright color in terms of appearance
wavy in terms of appearance
crusty crust in terms of appearance
oval-shaped in terms of appearance
decorated with nuts in terms of appearance
long and curved in terms of appearance
frosting in terms of appearance
dense texture in terms of appearance
airy interior in terms of appearance
deep-fried in terms of appearance
gray-green leaves in terms of appearance
purple flowers in terms of appearance
waxy in terms of appearance
topped with cream cheese frosting in terms of appearance
thick and creamy in terms of appearance
dark color in terms of appearance
thick texture in terms of appearance
chocolate-covered in terms of appearance
yellowish-green color in terms of appearance
loaf shape in terms of appearance
greenish in terms of appearance
fleshy interior in terms of appearance
prickly exterior in terms of appearance
thick liquid in terms of appearance
crystalline in terms of appearance
dark purple in terms of appearance
cream in terms of appearance
violet in terms of appearance
ornamented with hazelnuts in terms of appearance
swirled in terms of appearance
greenish color in terms of appearance
honeycomb pattern in terms of appearance
clear broth in terms of appearance
egg droplets in terms of appearance
flatbread in terms of appearance
fluffy top in terms of appearance
fuzzy exterior in terms of appearance
leathery skin in terms of appearance
beige in terms of appearance
appealing in terms of appearance
decorated with icing and candied fruits in terms of appearance
folded in terms of appearance
flexible in terms of appearance
soft spots in terms of appearance
ornate in terms of appearance
hole-y in terms of appearance
large size in terms of appearance
tapered shape in terms of appearance
split in terms of appearance
tall grass in terms of appearance
wild in terms of appearance
long stalks in terms of appearance
shrubby in terms of appearance
flaky in terms of appearance
topped with currants in terms of appearance
marbled in terms of appearance
meaty in terms of appearance
edible heart in terms of appearance
thorny leaves in terms of appearance
blue-green in terms of appearance
cruciferous in terms of appearance
shelled in terms of appearance
dark green color in terms of appearance
delicate stems in terms of appearance
light brown in terms of appearance
delicate frosting in terms of appearance
knotted in terms of appearance
fun in terms of appearance
leafy green in terms of appearance
small, round, shiny in terms of appearance
white color in terms of appearance
can be filled with water in terms of appearance
can be dry in terms of appearance
fine powder in terms of appearance
dry powder in terms of appearance
clustered in terms of appearance
tender in terms of appearance
creamy texture in terms of appearance
long leaves in terms of appearance
brown chocolate in terms of appearance
oat-like in terms of appearance
fibrous in terms of appearance
cylindrical in terms of appearance
crunchy leaves in terms of appearance
white stem in terms of appearance
yellowish-green in terms of appearance
white solid in terms of appearance
whipped in terms of appearance
lightly browned in terms of appearance
tall and layered in terms of appearance
crunchy edges in terms of appearance
yellow skin in terms of appearance
sweet pulp in terms of appearance
oat clusters in terms of appearance
layered design in terms of appearance
fruit and spice decorations in terms of appearance
brown seeds in terms of appearance
bread wreath in terms of appearance
cap-shaped in terms of appearance
delicate crumb in terms of appearance
ovoid in terms of appearance
asian greens in terms of appearance
red and green in terms of appearance
deep red in terms of appearance
chocolatey color in terms of appearance
glossy in terms of appearance
sparkly in terms of appearance
not a real object in terms of appearance
no visual description available in terms of appearance
head-shaped in terms of appearance
glassy in terms of appearance
star-shaped in terms of appearance
fungal growth in terms of appearance
grayish in terms of appearance
brownish in terms of appearance
homemade in terms of appearance
amber in terms of appearance
fuzzy in terms of appearance
multi-colored in terms of appearance
covered in icing in terms of appearance
rounded in terms of appearance
evergreen in terms of appearance
delicate stem in terms of appearance
holes in terms of appearance
unique in terms of appearance
small seeds in terms of appearance
yellowish color in terms of appearance
pinkish filling in terms of appearance
juicy interior in terms of appearance
chocolatey in terms of appearance
seedy surface in terms of appearance
feathery leaves in terms of appearance
white or green bulb in terms of appearance
sticky in terms of appearance
skinny in terms of appearance
whipped cream like in terms of appearance
smooth surface in terms of appearance
creamy white in terms of appearance
blue-gray leaves in terms of appearance
branched in terms of appearance
hole in center in terms of appearance
glazed in terms of appearance
decorative in terms of appearance
long and tapering shape in terms of appearance
white or yellow color in terms of appearance
silvery in terms of appearance
well-decorated in terms of appearance
dense in terms of appearance
tubular shape in terms of appearance
flaky layers in terms of appearance
topped with fruit in terms of appearance
heart-shaped in terms of appearance
thin sheets in terms of appearance
mousse-like in terms of appearance
light and airy in terms of appearance
no blood in terms of appearance
thick paste in terms of appearance
smell good in terms of appearance
scaly skin in terms of appearance
fruit on top in terms of appearance
mixed in terms of appearance
crunchy texture in terms of appearance
dark in terms of appearance
delicate texture in terms of appearance
crumbly texture in terms of appearance
flaky crust in terms of appearance
thin slices in terms of appearance
swirled with cinnamon in terms of appearance
decorated with almonds in terms of appearance
frosted coating in terms of appearance
textured in terms of appearance
thin consistency in terms of appearance
greenish-yellow in terms of appearance
unique skin in terms of appearance
red or yellow flesh in terms of appearance
crumbly crust in terms of appearance
bright yellow in terms of appearance
puffed shape in terms of appearance
yellowish in terms of appearance
crinkly leaves in terms of appearance
white or brown in terms of appearance
wrinkled in terms of appearance
freaky in terms of appearance
unusual in terms of appearance
mixed colors in terms of appearance
fuzzy outside in terms of appearance
juicy inside in terms of appearance
herb-like in terms of appearance
seeds in terms of appearance
greenish-white color in terms of appearance
usually brown or pink in terms of appearance
cloudy in terms of appearance
glittering in terms of appearance
crisp texture in terms of appearance
long and slender in terms of appearance
small, deciduous in terms of appearance
fragrant white flowers in terms of appearance
knobby in terms of appearance
fine grains in terms of appearance
authentic in terms of appearance
silvery white in terms of appearance
thorny skin in terms of appearance
soft flesh in terms of appearance
crunchy surface in terms of appearance
red or purple color in terms of appearance
thick and fleshy in terms of appearance
saucy in terms of appearance
hexagonal pattern in terms of appearance
shaped like a lance in terms of appearance
well-presented in terms of appearance
shrunk in terms of appearance
small, round, dark in terms of appearance
can be seen from outside in terms of appearance
visible as a swirling cloud in terms of appearance
gray in terms of appearance
thick and syrupy in terms of appearance
decorated with sesame seeds in terms of appearance
dark liquid in terms of appearance
broad leaves in terms of appearance
white stalks in terms of appearance
whipped cream texture in terms of appearance
small plant in terms of appearance
hairy exterior in terms of appearance
thick, fleshy roots in terms of appearance
moisture-rich in terms of appearance
multicolored in terms of appearance
shaped like a stick in terms of appearance
custard-like flesh in terms of appearance
small bulb in terms of appearance
thin skin in terms of appearance
mix of colors in terms of appearance
topped with marzipan in terms of appearance
small, round, dark brown in terms of appearance
orange-like skin in terms of appearance
small purple flowers in terms of appearance
irregular in terms of appearance
delicate leaves in terms of appearance
erotic presentation in terms of appearance
long stem in terms of appearance
richly browned in terms of appearance
edible leaves in terms of appearance
scrambled eggs in terms of appearance
white sauce in terms of appearance
ground in terms of appearance
rolled in terms of appearance
tear-shaped in terms of appearance
prickly in terms of appearance
sensual design in terms of appearance
gold or silver coin in terms of appearance
juicy in terms of appearance
visible on skin surface in terms of appearance
crusted with sesame seeds in terms of appearance
oval in terms of appearance
small piece of bread in terms of appearance
richly decorated in terms of appearance
varied shapes in terms of appearance
colorful wrappers in terms of appearance
braided design in terms of appearance
thorny stems in terms of appearance
crispy bread in terms of appearance
thinly sliced in terms of appearance
sour in terms of appearance
loose leaves in terms of appearance
sweet aroma in terms of appearance
topped with streusel in terms of appearance
dark brown crust in terms of appearance
holey interior in terms of appearance
decorated with icing in terms of appearance
distinctive texture in terms of appearance
red-orange in terms of appearance
baked in terms of appearance
small tree in terms of appearance
pulp-like in terms of appearance
aromatic in terms of appearance
produces small fruit in terms of appearance
juicy filling in terms of appearance
crisp crust in terms of appearance
gold coins in terms of appearance
crimson color in terms of appearance
shaped like letters in terms of appearance
snow-like in terms of appearance
crunchy crust in terms of appearance
tiny balls in terms of appearance
small dots in terms of appearance
mixed with marshmallows and nuts in terms of appearance
whipped cream on top in terms of appearance
bumpy stem in terms of appearance
tanned in terms of appearance
tubular in terms of appearance
scruffy in terms of appearance
leafy texture in terms of appearance
reddish-green color in terms of appearance
granular in terms of appearance
coated in chocolate in terms of appearance
brown and dry in terms of appearance
silver-white color in terms of appearance
needle-like leaves in terms of appearance
long, thin strands in terms of appearance
square shape in terms of appearance
bundled shape in terms of appearance
powdery in terms of appearance
bitter taste in terms of appearance
covered in cocoa powder in terms of appearance
messy in terms of appearance
pointed in terms of appearance
flaky edges in terms of appearance
homogeneous in terms of appearance
soft and crumbly texture in terms of appearance
highly decorated in terms of appearance
plain in terms of appearance
yellow or orange in terms of appearance
cap shape in terms of appearance
rectangular in terms of appearance
red filling in terms of appearance
sprinkled with anise seeds in terms of appearance
seed-like in terms of appearance
decorated with sugar in terms of appearance
pinkish in terms of appearance
hole in the center in terms of appearance
stalk-like in terms of appearance
green pod in terms of appearance
unusual appearance in terms of appearance
white and fluffy in terms of appearance
gel-like topping in terms of appearance
crispy top in terms of appearance
white, green, or purple in terms of appearance
knobby texture in terms of appearance
brownish-white color in terms of appearance
non-existent in terms of appearance
dazzling in terms of appearance
vibrant in terms of appearance
bright in terms of appearance
off-white in terms of appearance
swirly in terms of appearance
unique appearance in terms of appearance
iridescent in terms of appearance
dry flakes in terms of appearance
light color in terms of appearance
flaky surface in terms of appearance
stems in terms of appearance
leaves in terms of appearance
floral in terms of appearance
drippy in terms of appearance
white powder in terms of appearance
brassica in terms of appearance
fronds in terms of appearance
sensual in terms of appearance
sultry in terms of appearance
greenish-white flowers in terms of appearance
brown powder in terms of appearance
red or reddish-brown in terms of appearance
crunchy topping in terms of appearance
ornate designs in terms of appearance
light yellow color in terms of appearance
liquid in terms of appearance
cruciform in terms of appearance
heavily veined in terms of appearance
foamy in terms of appearance
emergent in terms of appearance
smooth consistency in terms of appearance
pungent smell in terms of appearance
crinkled in terms of appearance
red or yellow wrapper in terms of appearance
greenish-brown in terms of appearance
creamy sauce in terms of appearance
different color in terms of appearance
hard shell in terms of appearance
cream-filled in terms of appearance
similar to traditional hot dog in terms of appearance
fern-like leaves in terms of appearance
pink in terms of appearance
with a hole in the middle in terms of appearance
curvy in terms of appearance
stemmy in terms of appearance
white or yellow flesh in terms of appearance
green skin in terms of appearance
yellow flesh in terms of appearance
orange-yellow in terms of appearance
transparent in terms of appearance
rough brown skin in terms of appearance
edible in terms of appearance
honeycomb-patterned in terms of appearance
rustic crust in terms of appearance
cloud-like in terms of appearance
red and green filling in terms of appearance
spiny in terms of appearance
puffed kernels in terms of appearance
filled with hidden treasure in terms of appearance
striated in terms of appearance
red or brown color in terms of appearance
reddish in terms of appearance
dark green leaves in terms of appearance
white or light green stalks in terms of appearance
white or green in terms of appearance
hole in the middle in terms of appearance
skin is rough in terms of appearance
skin with brown spots in terms of appearance
greenish-brown skin in terms of appearance
crisp edges in terms of appearance
red stems in terms of appearance
powder in terms of appearance
porridge-like in terms of appearance
crunchy sesame seeds in terms of appearance
presentable in terms of appearance
appetizing in terms of appearance
white or off-white in terms of appearance
tuberous in terms of appearance
striped in terms of appearance
shaped like a dove in terms of appearance
unappealing in terms of appearance
lobed leaves in terms of appearance
funnel-shaped in terms of appearance
earthy in terms of appearance
pale yellow in terms of appearance
speared in terms of appearance
thin crust in terms of appearance
delightful in terms of appearance
elliptical in terms of appearance
branching in terms of appearance
with liquid in terms of appearance
tear-drop shape in terms of appearance
brownie mix with nuts in terms of appearance
mix of powder and liquid in terms of appearance
single-celled in terms of appearance
light green in terms of appearance
brown shell in terms of appearance
sticks in terms of appearance
seedy in terms of appearance
tender stems in terms of appearance
sticky on top in terms of appearance
short stem in terms of appearance
patterned in terms of appearance
evenly coated in terms of appearance
smooth caramel in terms of appearance
woody in terms of appearance
silver in terms of appearance
soft center in terms of appearance
airy holes in terms of appearance
small leaves in terms of appearance
shaped like a ball in terms of appearance
buttery crust in terms of appearance
ugly in terms of appearance
scary in terms of appearance
puffed cereal pieces in terms of appearance
black and white in terms of appearance
long and cylindrical in terms of appearance
white core in terms of appearance
crunchy stems in terms of appearance
long and crusty in terms of appearance
twisted shape in terms of appearance
cabbage-like in terms of appearance
red and white decorations in terms of appearance
thin, hollow stems in terms of appearance
flaky texture in terms of appearance
moist crumb in terms of appearance
seed-filled in terms of appearance
pearl-like in terms of appearance
brownish-green in terms of appearance
hard in terms of appearance
sprinkled in terms of appearance
unattractive in terms of appearance
intricately decorated in terms of appearance
green frosting in terms of appearance
white glaze in terms of appearance
white or yellowish in terms of appearance
uniformly cut in terms of appearance
small bottle in terms of appearance
red color in terms of appearance
whipped cream topping in terms of appearance
thin strands in terms of appearance
yellowish-white in terms of appearance
unassuming in terms of appearance
grass-like in terms of appearance
crinkly top in terms of appearance
