****** Processing facet_no: 0, facet: industry, facet_count: 39 ******
property 	 cluster_label
aircraft 	 13
ground-based 	 13
airfield 	 13
airstrip 	 13
aerospace 	 13
airline 	 13
lock-based 	 14
timetable 	 15
travel plan 	 15
aviation schedule 	 15
government 	 16
action 	 16
equipment 	 16
local 	 16
container 	 16
financial 	 16
structure 	 16
model 	 16
prototype 	 16
experimental 	 16
intersection 	 16
locomotive 	 17
marina 	 17
interchange 	 17
ambulance 	 17
accommodation 	 17
industrial 	 17
gondola 	 17
lighthouse 	 17
crane 	 17
chandelier 	 17
sconce 	 17
explosive 	 17
radioactive 	 17
pulley 	 17
diplomatic 	 17
grains 	 17
penalty 	 17
semi-trailer 	 18
gasoline 	 18
non-powered 	 18
single-engine 	 18
space-based 	 18
offshore 	 18
petroleum-based 	 18
combustible liquid 	 18
man-made 	 18
heavy-lifting 	 18
brushless 	 18
pallet jack 	 18
conveyor belt 	 18
heavy-duty 	 18
powerful 	 18
high-speed rail 	 18
propeller-driven 	 18
four-wheel drive 	 18
high-speed 	 18
major 	 19
minor 	 19
liquid 	 19
fixed 	 19
thought 	 19
goal 	 19
quarters 	 19
international 	 19
scientific 	 19
national 	 19
dry 	 19
natural 	 19
weight 	 19
size 	 19
amount 	 19
permanent 	 19
dc 	 19
chemical 	 19
large 	 19
land 	 19
economic 	 19
ores 	 19
fine 	 19
fee 	 19
gantry crane 	 20
large truck 	 21
team member 	 21
fire truck 	 21
police car 	 21
rescue vehicle 	 21
small plane 	 21
family car 	 21
tank car 	 21
motorcycle 	 21
forklift 	 21
train station 	 21
utility vehicle 	 21
pickup truck 	 21
passenger car 	 21
off-road vehicle 	 21
gaming console 	 21
tanker 	 22
cargo ship 	 22
railway vehicle 	 22
large passenger ship 	 22
marine vessel 	 22
cruise ship 	 22
ocean liner 	 22
container ship 	 22
bulk carrier 	 22
service vessel 	 22
shipping route 	 23
shipping 	 23
real estate 	 23
shipping company 	 23
bus company 	 23
train company 	 23
stratosphere 	 24
troposphere 	 24
mesosphere 	 24
thermosphere 	 24
train 	 25
employee 	 25
worker 	 25
bulk 	 25
room 	 25
commercial 	 25
private 	 25
bus 	 25
gps 	 25
insurance 	 25
digital 	 25
ac 	 25
lamp 	 25
foot 	 25
motor 	 25
utility 	 25
computer 	 25
phone 	 25
tv 	 25
trawler 	 26
parasite 	 26
scooter 	 26
stepper 	 26
commuter rail 	 26
regional airliner 	 26
commuter 	 26
****** Finished processing facet: type ******


****** Processing facet_no: 2, facet: operations, facet_count: 27 ******
property 	 cluster_label
trains 	 0
schedules 	 0
scheduling flights 	 0
timetables 	 0
train arrivals 	 0
24/7 operations 	 0
union 	 1
intersection 	 1
difference 	 1
unloading 	 2
handling baggage 	 2
providing amenities 	 2
fare payment 	 2
multiple gates 	 2
baggage handling 	 2
tracks 	 3
stations 	 3
loading 	 3
storing 	 3
moving 	 3
navigation 	 3
storage 	 3
****** Finished processing facet: operations ******


****** Processing facet_no: 3, facet: ownership, facet_count: 6 ******
property 	 cluster_label
private 	 0
public 	 0
government 	 1
owned 	 2
leased 	 2
borrowed 	 2
****** Finished processing facet: ownership ******


****** Processing facet_no: 4, facet: scope, facet_count: 19 ******
property 	 cluster_label
local 	 0
regional 	 1
national 	 2
international 	 2
personal 	 2
social 	 2
professional 	 2
limited 	 2
specific 	 2
confined 	 3
****** Finished processing facet: scope ******


****** Processing facet_no: 5, facet: goals, facet_count: 10 ******
property 	 cluster_label
efficiency 	 0
safety 	 0
revenue 	 0
expansion 	 0
environmental protection 	 1
consumer protection 	 1
economic growth 	 1
public health 	 2
public welfare 	 2
national security 	 2
****** Finished processing facet: goals ******


****** Processing facet_no: 6, facet: employees, facet_count: 16 ******
property 	 cluster_label
customer service 	 0
law enforcement 	 0
flight attendants 	 1
ground staff 	 1
drivers 	 1
train engineers 	 2
conductors 	 2
mechanics 	 2
pilots 	 2
sailors 	 2
officers 	 2
engineers 	 2
administrators 	 2
****** Finished processing facet: employees ******


****** Processing facet_no: 7, facet: purpose, facet_count: 275 ******
property 	 cluster_label
transporting people 	 0
transporting goods 	 0
lifting and transporting 	 0
supporting industries 	 0
moving goods 	 0
carrying goods 	 0
transport goods 	 0
processing whale products 	 0
transport people 	 0
extracting gas 	 0
socializing 	 1
relaxing 	 1
anchoring 	 1
traveling 	 1
exploring 	 1
informing 	 1
directing 	 1
advertising 	 1
economic pressure 	 1
organizing 	 1
switching trains 	 2
connecting routes 	 2
finding way 	 2
getting lost 	 2
mark hazards 	 2
connecting 	 2
supporting internet 	 2
improve connectivity 	 2
connecting land 	 2
tracking targets 	 2
connecting canals 	 2
housing passengers 	 2
connect neighborhoods 	 2
provide regular route 	 2
recreational 	 3
recreational use 	 3
recreation 	 3
for commercial use 	 3
for recreational use 	 3
scientific study 	 4
national development 	 4
scientific research 	 4
official record 	 4
to achieve something 	 5
to accomplish a task 	 5
to solve a problem 	 5
enjoying meal 	 6
enforcing rules 	 6
maintaining order 	 6
ensuring safety 	 6
environmentally friendly 	 6
ensuring punctuality 	 6
providing direction 	 6
showing the way 	 6
separates spaces 	 6
ensuring safe flight 	 6
fishing 	 7
safety 	 7
sailing 	 7
docking 	 7
hunting whales 	 7
towing 	 7
passenger transport 	 8
traffic management 	 8
cargo transport 	 8
aid navigation 	 8
energy supply 	 8
tracking cargo 	 8
water transportation 	 8
family transportation 	 8
commercial fishing 	 8
supply chain management 	 8
move cargo 	 9
haul freight 	 9
carrying cargo 	 9
housing crew 	 9
moving people 	 9
carry cargo 	 9
deliver packages 	 9
hauled by truck 	 9
store fuel 	 9
studying ocean life 	 10
monitoring climate change 	 10
exploring deep sea 	 10
exercise 	 11
play 	 11
order 	 11
loading 	 11
office 	 11
work 	 11
warning 	 11
document of title 	 12
proof of ownership 	 12
proof of delivery 	 12
register of ships 	 12
domestic economy 	 13
international trade 	 13
domestic trade 	 13
diplomatic leverage 	 13
tourism 	 14
tourist attraction 	 14
tourist excursion 	 14
business meetings 	 15
special events 	 15
business use 	 15
construction 	 16
maintenance 	 16
transportation 	 16
entertainment 	 16
storage 	 16
logistics 	 16
travel 	 16
transport 	 16
housing aircraft during flight 	 17
to identify vehicle 	 17
detecting aircraft 	 17
testing aerodynamics 	 17
crossing water 	 18
raising water level 	 18
lowering water level 	 18
wait for bus 	 19
pick up passengers 	 19
drop off passengers 	 19
transferring cargo 	 20
storing 	 20
assist anchoring 	 20
storing and launching aircraft 	 20
documenting shipment details 	 20
storing cargo 	 20
commercial 	 21
shipping 	 21
trade 	 21
education 	 21
commerce 	 21
business 	 21
mooring 	 22
hauling heavy loads 	 22
hauling 	 22
to promote 	 23
to track ownership 	 23
to control the train 	 23
to provide food 	 23
to exert pressure 	 23
to impose sanctions 	 23
to protect interests 	 23
military operation 	 24
military 	 24
military operations 	 24
rescue operations 	 24
construction and maintenance 	 25
enabling communication 	 25
providing data transfer 	 25
prevents flooding 	 25
facilitating transportation 	 25
increasing accessibility 	 25
facilitating international trade 	 25
revenue generation 	 26
increase railway capacity 	 26
managing airline operations 	 26
evaluating performance 	 26
researching fuel efficiency 	 26
improving traffic flow 	 26
avoiding land routes 	 26
reducing travel time 	 26
self-defense 	 27
residence 	 27
efficiency 	 27
convenience 	 27
irrigation 	 27
drainage 	 27
agriculture 	 27
commuting 	 27
patrol 	 27
decorative 	 27
practical 	 27
planning 	 27
safekeeping 	 27
protection 	 27
punishment 	 27
compensation 	 27
reparation 	 27
punish 	 27
deter 	 27
provide protection 	 28
reduce costs 	 28
to provide braking power 	 28
contains pressure 	 28
provide transfer 	 28
reduce traffic 	 28
finding oil 	 28
provide energy 	 28
monitoring weather 	 29
igniting fires 	 29
lighting cigarettes 	 29
catching fish 	 29
avoiding collisions 	 29
fighting fires 	 29
visit 	 30
attend 	 30
deliver 	 30
temporary 	 30
emergency 	 30
repair 	 30
assemble 	 30
hold together 	 30
decorate 	 30
efficient 	 30
attack 	 30
defend 	 30
personal 	 30
identification 	 30
protect 	 30
water sports 	 31
luxurious travel 	 31
helping travelers plan 	 31
daily commute 	 31
road trip 	 31
off-road 	 31
long-distance travel 	 31
****** Finished processing facet: purpose ******


****** Processing facet_no: 8, facet: propulsion, facet_count: 38 ******
property 	 cluster_label
diesel 	 0
hybrid 	 0
propeller 	 0
sail 	 0
paddle 	 0
human power 	 0
mechanical 	 0
turbofan 	 0
gasoline 	 0
electric 	 1
steam 	 1
motor 	 1
engine 	 1
manual 	 1
wind 	 1
oar 	 2
piston engine 	 3
gas turbine 	 3
jet propulsion 	 3
rotary engine 	 3
turboprop engine 	 3
jet engine 	 3
****** Finished processing facet: propulsion ******


****** Processing facet_no: 9, facet: speed, facet_count: 63 ******
property 	 cluster_label
up to 300 km/h 	 0
less than 200 mph 	 0
up to 50 km/h 	 0
dependent on track condition 	 1
dependent on wind and currents 	 1
relatively fast 	 2
fast response 	 2
relatively slow 	 2
fast 	 3
slow 	 3
medium 	 3
high 	 3
low 	 3
high speed 	 4
medium speed 	 4
low speed 	 4
high-speed 	 4
medium-speed 	 4
low-speed 	 4
rapid 	 5
variable 	 5
constant 	 5
average 	 5
moderate 	 5
millisecond 	 6
millisecond range 	 6
sonic 	 7
****** Finished processing facet: speed ******


****** Processing facet_no: 10, facet: design, facet_count: 69 ******
property 	 cluster_label
streamlined 	 0
boxy 	 0
sturdy 	 0
cantilevered 	 0
long and slender 	 0
wing-shaped 	 0
sea-going 	 0
arched 	 0
truss 	 0
pulsed 	 0
watertight 	 0
reinforced 	 0
sleek 	 0
curvy 	 0
rugged 	 0
aggressive 	 0
covered 	 1
covered in steel 	 1
open 	 1
flat 	 1
efficient 	 1
floating 	 1
beam 	 1
roofed 	 1
continuous 	 1
strong 	 1
arch 	 1
compact 	 1
specialized hull 	 2
multiple cars connected 	 2
specialized 	 2
specialized construction 	 2
specialized for deep sea 	 2
heavy-duty 	 2
standardized 	 2
large capacity 	 3
multiple lanes 	 3
large size 	 3
equipped with cranes 	 4
equipped with cable-laying equipment 	 4
firefighting equipment 	 4
open top 	 5
no sides 	 5
simple 	 5
fixed structure 	 5
simple structure 	 5
cooling system 	 5
monohull 	 6
catamaran 	 6
trimaran 	 6
angular 	 7
separate compartments 	 8
lightweight 	 8
low-cost 	 8
custom-made 	 8
movable 	 8
insulation 	 8
fire-resistant 	 8
interchanges 	 8
ramps 	 8
foldable 	 8
customizable 	 8
watercraft 	 8
****** Finished processing facet: design ******


****** Processing facet_no: 11, facet: location, facet_count: 298 ******
property 	 cluster_label
depot 	 0
aircraft 	 1
airplane 	 1
aircraft carrier 	 1
spacecraft 	 1
airports 	 1
airfield 	 1
ocean 	 2
oceans 	 2
europe 	 2
canal 	 2
coastal 	 3
coastal area 	 3
disaster area 	 3
coastlines 	 3
coast 	 3
coastal waters 	 3
coastal areas 	 3
gym 	 4
hangar 	 4
harbor 	 4
quay 	 4
harbors 	 4
garage 	 4
gulf 	 4
station 	 5
train 	 5
airport 	 5
office 	 5
dock 	 5
warehouse 	 5
factory 	 5
ports 	 5
hospital 	 5
roads 	 5
deck 	 5
marine 	 5
building 	 5
kitchen 	 5
store 	 5
ship 	 5
asia 	 5
urban 	 5
spot 	 5
mall 	 5
warehouses 	 5
hull 	 6
over a river 	 7
over a valley 	 7
over a highway 	 7
on a ship 	 7
launchpad 	 8
fire station 	 9
police station 	 9
ground station 	 9
research station 	 9
remote location 	 9
military bases 	 9
weather stations 	 9
control tower 	 9
radar station 	 9
office building 	 9
outdoors 	 10
offshore 	 10
seas 	 10
open sea 	 10
underground 	 10
undersea 	 10
arctic 	 10
under car 	 10
countryside 	 11
rural area 	 11
developing country 	 11
industrial area 	 11
rural road 	 11
urban areas 	 11
rural 	 11
track 	 12
route 	 12
port 	 12
top 	 12
planet 	 12
continent 	 12
country 	 12
region 	 12
china 	 12
event 	 12
intersection 	 12
place 	 12
area 	 12
seaport 	 13
driveway 	 13
near seaport 	 13
on an aircraft carrier 	 14
rear of the train 	 14
at the front of the train 	 14
highways 	 15
runway 	 15
worldwide 	 15
highway 	 15
interstate 	 15
side of highway 	 15
headquarters 	 15
journey 	 16
waterfront 	 16
spaceport 	 16
train yard 	 16
waterways 	 16
workshop 	 16
waterway 	 16
street corner 	 16
parking lot 	 16
sea route 	 16
yard 	 17
pool 	 17
lake 	 17
river 	 17
city 	 17
town 	 17
middle 	 17
bottom 	 17
earth 	 17
bow 	 17
water 	 17
air 	 17
land 	 17
street 	 17
sea 	 17
home 	 17
road 	 17
ceiling 	 17
table 	 17
wall 	 17
surface 	 17
ground 	 17
trail 	 17
midship 	 18
lower deck 	 18
upper deck 	 18
on deck 	 18
below deck 	 18
intersections 	 19
suburb 	 19
suburbs 	 19
near runway 	 20
near ocean 	 20
near bus stop 	 20
public area 	 20
north america 	 20
above ground 	 20
near river 	 20
inside airport 	 20
city street 	 20
city center 	 20
between islands 	 20
connecting two seas 	 20
near city 	 20
near highway 	 20
in garage 	 20
at gas station 	 20
offshore oil rigs 	 21
****** Finished processing facet: location ******


****** Processing facet_no: 12, facet: features, facet_count: 243 ******
property 	 cluster_label
large wheels 	 0
air brakes 	 0
open cockpit 	 0
fixed landing gear 	 0
small wingspan 	 0
large windows 	 0
dual tires 	 0
four wheels 	 0
large bed 	 0
power windows 	 0
shops 	 1
tracks 	 1
nets 	 1
holds 	 1
lights 	 1
bed 	 1
desk 	 1
locks 	 1
doors 	 1
vents 	 1
fixed 	 1
marks 	 1
shore 	 1
restaurant 	 1
pool 	 1
air conditioning 	 2
safety features 	 2
signal systems 	 2
gps tracking 	 2
communication equipment 	 2
medical equipment 	 2
specialized valves 	 2
entertainment facilities 	 2
data logging equipment 	 2
uses gps navigation 	 2
terminal buildings 	 2
security checks 	 2
navigation systems 	 2
docks 	 3
railing 	 3
hatches 	 3
elevators 	 3
ladders 	 3
sliding doors 	 3
couplers 	 3
bridges 	 3
tunnels 	 3
wheels 	 3
harness 	 3
lighthouse 	 3
dams 	 3
cannons 	 3
sensors 	 3
ticket counters 	 3
canteen 	 4
lavatory 	 4
tarmac 	 4
wireless 	 4
rudder 	 4
planning 	 4
cabins 	 4
wardrobe 	 4
bathroom 	 4
shower 	 4
toilet 	 4
warehouses 	 4
sunroof 	 4
lighting 	 4
propeller 	 4
steering 	 4
marina 	 4
pier 	 4
kitchen 	 4
windproof 	 4
coastline 	 4
beach 	 4
reef 	 4
bus shelter 	 4
cabin 	 4
gym 	 4
propulsion 	 4
steerage 	 4
coupling 	 4
heating 	 5
separate compartments 	 5
seating 	 5
heated seats 	 5
comfortable seating 	 5
seats 	 5
seating capacity 	 5
water tank 	 6
fire hose 	 6
firefighting crew 	 6
engine 	 7
screen 	 7
button 	 7
secure 	 7
anchors 	 7
floating 	 7
anchored 	 7
deck 	 7
anchor 	 7
multiple axles 	 8
ailerons 	 8
engines 	 8
brakes 	 8
axles 	 8
winches 	 8
tackle 	 9
siren 	 9
suspension 	 9
loud siren 	 9
saddle 	 9
sail 	 9
handlebars 	 10
luxurious accommodations 	 11
dining options 	 11
food and beverage service 	 11
food vendors 	 11
powerful engine 	 12
stronger brakes 	 12
more powerful engine 	 12
customized engine 	 12
holds large amount of oil 	 12
high ground clearance 	 12
canals 	 13
compatible trains 	 13
supports traffic 	 13
has pillars 	 13
has lanes 	 13
refrigerated 	 14
collapsible 	 14
foldable 	 14
refillable 	 14
reliable 	 14
speed control 	 15
water level control 	 15
water flow control 	 15
restaurants 	 16
windows 	 16
views 	 16
platforms 	 16
execution 	 16
evaluation 	 16
rails 	 16
gps 	 16
platform 	 16
containers 	 16
tables 	 16
information board 	 17
infotainment system 	 17
information kiosk 	 17
four-wheel drive 	 18
all-wheel drive 	 18
cranes 	 19
crane attachment 	 19
loading cranes 	 19
control tower 	 20
temperature controlled 	 20
storage compartments 	 20
easy to transport 	 20
strong hull 	 20
shared track 	 20
adjustable gauge 	 20
parking lot 	 20
storage space 	 20
lifted suspension 	 20
waiting area 	 20
deck space 	 20
has cargo tanks 	 20
cargo space 	 20
narrow and winding 	 21
deep enough for large ships 	 21
well-marked for navigation 	 21
runway 	 22
waterways 	 22
rest areas 	 22
restrooms 	 22
runways 	 22
life jackets 	 23
captain's chairs 	 23
buoys 	 23
lifeboats 	 23
****** Finished processing facet: features ******


****** Processing facet_no: 13, facet: body part, facet_count: 4 ******
property 	 cluster_label
legs 	 0
arms 	 0
core 	 0
whole body 	 1
****** Finished processing facet: body part ******


****** Processing facet_no: 14, facet: style, facet_count: 7 ******
property 	 cluster_label
casual 	 0
formal 	 0
professional 	 0
athletic 	 1
autocratic 	 1
democratic 	 1
participative 	 2
****** Finished processing facet: style ******


****** Processing facet_no: 15, facet: structure, facet_count: 57 ******
property 	 cluster_label
large vessel 	 0
steel hull 	 0
terminal building 	 0
control tower 	 0
heavy lifting equipment 	 1
multiple cranes 	 1
heavy machinery 	 1
pier 	 2
quay 	 2
wharf 	 2
truss 	 2
runway 	 2
curved 	 3
wooden 	 3
movable 	 3
anchored 	 3
enclosed 	 3
rigid 	 3
built over water 	 4
steel or concrete 	 4
built from steel 	 4
built from concrete 	 4
built from wood 	 4
bureaucracy 	 5
hierarchy 	 6
hinged 	 6
hierarchical 	 6
flat 	 7
metal 	 7
fixed 	 7
steel 	 7
rails 	 7
ties 	 7
large 	 7
modern 	 7
glass 	 7
living 	 7
complex 	 7
angled 	 8
beam 	 8
arch 	 8
composite 	 8
propeller 	 8
anchor 	 8
floating 	 8
man-made 	 9
chain-like 	 9
ring-like 	 9
branching 	 9
multi-story 	 9
self-replicating 	 10
****** Finished processing facet: structure ******


****** Processing facet_no: 16, facet: function, facet_count: 278 ******
property 	 cluster_label
aircraft operation 	 0
general aviation 	 0
aircraft movement 	 0
powers aircraft 	 0
aviation safety 	 0
pilot 	 1
co-pilot 	 1
engineer 	 1
cabin crew 	 1
military 	 1
passenger 	 1
seals 	 1
fishing 	 1
communicates 	 2
operating 	 2
divides 	 2
communicate 	 2
entertain 	 2
mooring 	 3
unloading 	 3
anchoring 	 3
storing 	 3
transferring 	 3
storing vehicles 	 3
rescue operations 	 4
rescue 	 4
emergency response 	 4
whale hunting 	 4
loading 	 5
storage 	 5
cargo 	 5
location 	 5
tracking 	 5
commercial 	 5
event 	 5
powers 	 5
building 	 5
platform 	 5
trade 	 5
structure 	 5
commerce 	 5
selling 	 5
processing 	 5
direction 	 5
private 	 6
export 	 6
import 	 6
handle cargo 	 7
transshipping 	 7
shipping 	 7
shipping goods 	 7
store goods 	 7
protect goods 	 7
cargo handling 	 7
buying 	 7
processing fish 	 7
moving goods 	 7
moving people 	 7
shipping containers 	 7
shipping petroleum 	 7
provide amenities 	 7
transport chemicals 	 8
transport goods 	 8
receive and dispatch containers 	 8
transporting ore 	 8
transportation 	 8
transporting 	 8
transporting railcars 	 8
transporting goods 	 8
transporting passengers 	 8
transporting oil 	 8
transporting natural gas 	 8
refined products 	 8
allowing ships to travel 	 8
transporting vehicles 	 8
transporting personnel 	 8
supports vehicle 	 9
connects two areas 	 9
allows train passage 	 9
pulling passenger train 	 9
last car in a train 	 9
allow boat passage 	 9
allowing entry and exit 	 9
handle international flights 	 9
pedestrian path 	 9
ensuring safe takeoff and landing 	 10
indicate safe passage 	 10
indicating safe passage 	 10
assisting other vessels 	 10
protecting vessels 	 10
carry passengers 	 11
carry freight 	 11
hauled by tractor 	 11
long-distance hauling 	 11
freight transport 	 11
carrying cargo 	 11
freight 	 11
carrying liquids 	 11
carrying gases 	 11
carrying solids 	 11
carrying freight 	 11
carries passengers 	 11
firefighting 	 12
marking hazards 	 12
fighting fires 	 12
catching fish 	 12
serving food 	 13
keeps food cool 	 13
preserves food 	 13
detection 	 14
planning 	 14
propulsion 	 14
protection 	 14
buoyancy 	 14
legislation 	 14
regulation 	 14
negotiating 	 14
facilitating 	 14
trading 	 14
recreation 	 14
accommodation 	 14
separation 	 14
exploration 	 14
medical transport 	 15
law enforcement 	 15
space travel 	 15
air travel 	 15
carry hazardous materials 	 16
lifting heavy loads 	 16
separate multiple trains 	 16
moving heavy loads 	 16
moving objects vertically 	 16
docking 	 17
tow 	 17
towing 	 17
distributes weight 	 18
generates thrust 	 18
generates torque 	 18
illuminates space 	 18
absorbs solar radiation 	 18
provides traction 	 19
provide visual warning 	 19
spans a gap 	 19
provides barrier 	 19
provides light 	 19
provides seating 	 19
supports life 	 19
provides nutrients 	 19
remove sediment 	 20
maintain water depth 	 20
regulate water level 	 20
control water flow 	 20
converts electrical energy 	 20
regulates earth's climate 	 20
regulates ecosystem 	 20
arranging 	 21
drinking water 	 21
draining water 	 21
driving 	 21
direct traffic 	 22
walking surface 	 22
public service 	 22
transportation hub 	 22
passenger service 	 22
shipping route 	 22
route for ships 	 22
maritime route 	 22
directing air traffic 	 23
improve safety 	 23
regulate traffic flow 	 23
control traffic 	 23
laying underwater cables 	 23
repairing damaged cables 	 23
construct coastal structures 	 23
reducing risk of collisions 	 23
regulating traffic flow 	 23
flow control 	 23
reducing traffic congestion 	 23
aiding navigation 	 23
distributing traffic 	 23
wait for public transportation 	 24
indicating when to stop 	 24
indicating when to go 	 24
facilitate travel 	 24
takeoff 	 25
increase capacity 	 25
observation area 	 25
leading train 	 25
engine room 	 25
bus station 	 25
train station 	 25
departure point 	 25
arrival point 	 25
check-in 	 25
landing 	 26
construction 	 26
charges 	 26
pull 	 26
assist 	 26
gas 	 26
lifting 	 26
moving 	 26
placing 	 26
airport 	 26
departure 	 26
arrival 	 26
connect cities 	 27
connecting rivers 	 27
connecting cities 	 27
connecting neighborhoods 	 27
connecting roads 	 27
offshore construction 	 28
oil rig maintenance 	 28
offshore oil and gas operations 	 28
oil extraction 	 28
offshore drilling 	 28
providing drinks 	 29
providing supplies 	 29
transmitting signals 	 29
providing navigation data 	 29
providing location information 	 29
increasing trade 	 29
providing warning 	 29
providing access 	 29
providing access to deck 	 29
providing safe haven 	 29
ensuring navigation 	 29
air traffic control 	 30
air traffic management 	 30
car with controls 	 31
parking cars 	 31
parking 	 31
support services 	 32
mark location 	 32
provide information 	 32
conducting research 	 32
collecting data 	 32
monitoring environment 	 32
process information 	 32
store data 	 32
****** Finished processing facet: function ******


****** Processing facet_no: 17, facet: size, facet_count: 185 ******
property 	 cluster_label
large 	 0
long 	 0
heavy 	 0
small 	 0
medium 	 0
hub 	 0
complex 	 0
wide 	 0
massive 	 0
compact 	 0
huge 	 0
large quantity 	 0
desktop 	 0
focus city 	 1
roomy 	 1
portable 	 1
towering 	 1
varies 	 2
varies by vehicle 	 2
varies by type 	 2
specialized 	 3
mid-sized 	 3
typically large 	 3
large capacity 	 3
larger than other cars 	 3
dependent on train 	 3
extra long 	 3
extra wide 	 3
heavy weight 	 3
capacity for multiple aircraft 	 4
narrow 	 5
tall 	 5
giant 	 5
hundreds of meters long 	 6
multiple masts 	 7
****** Finished processing facet: size ******


****** Processing facet_no: 18, facet: operation, facet_count: 58 ******
property 	 cluster_label
requires specialized crew 	 0
needs careful handling 	 0
operated by crew 	 0
requires maintenance 	 0
manual 	 1
mechanized 	 1
computerized 	 1
no engine 	 1
dependent on wind 	 1
combustion 	 1
lifted 	 1
lowered 	 1
pumped 	 1
automatic 	 1
driving 	 1
parking 	 1
speed limit 	 1
electricity powered 	 1
manual control 	 1
automated 	 1
port-based 	 1
subject to regulations 	 1
limited hours 	 1
weather dependent 	 1
oceanic 	 2
coastal 	 2
seasonal 	 2
electronic 	 3
mechanical 	 3
electrical 	 3
electricity 	 3
pilot-powered 	 4
hydraulic 	 4
diesel 	 4
hybrid 	 4
traffic management 	 5
traffic enforcement 	 5
international trade 	 5
scheduling 	 5
route planning 	 5
publicly owned 	 6
privately operated 	 6
opening and closing 	 7
locking and unlocking 	 7
24/7 service 	 8
24/7 	 8
****** Finished processing facet: operation ******


****** Processing facet_no: 19, facet: safety features, facet_count: 10 ******
property 	 cluster_label
containment systems 	 0
emergency response plans 	 0
emergency response 	 0
warning lights 	 1
caution signs 	 1
safety rating 	 1
speed limit enforcement 	 1
seatbelt 	 2
airbag 	 2
crash test 	 2
****** Finished processing facet: safety features ******


****** Processing facet_no: 20, facet: environmental impact, facet_count: 23 ******
property 	 cluster_label
hazardous cargo 	 0
contributes to climate change 	 1
pollutes air and water 	 1
contributes to air pollution 	 1
reduced air pollution 	 1
habitat destruction 	 2
ecological damage 	 2
conservation 	 2
minimized noise 	 2
minimized pollution 	 2
greenhouse gas emissions 	 2
parking space 	 2
low carbon footprint 	 2
pollution risk 	 3
pollution 	 3
air pollution 	 3
noise pollution 	 3
traffic congestion 	 3
high 	 4
low 	 4
neutral 	 4
****** Finished processing facet: environmental impact ******


****** Processing facet_no: 21, facet: amenities, facet_count: 11 ******
property 	 cluster_label
tables 	 0
bar 	 0
tv 	 0
chairs 	 1
kitchen 	 1
comfortable seating 	 1
air conditioning 	 2
mini-bar 	 2
coffee maker 	 2
food and drinks 	 3
entertainment 	 3
****** Finished processing facet: amenities ******


****** Processing facet_no: 22, facet: importance, facet_count: 27 ******
property 	 cluster_label
environmental 	 0
environmentally sensitive 	 0
critical for global trade 	 1
increasingly important for energy transport 	 1
commercial 	 2
economic 	 2
serious 	 2
minor 	 2
high 	 2
ensuring maritime safety 	 3
facilitating navigation 	 3
protecting marine life 	 3
strategic 	 4
logistical 	 4
recreational 	 4
crucial 	 4
vital 	 4
****** Finished processing facet: importance ******


****** Processing facet_no: 23, facet: maintenance, facet_count: 42 ******
property 	 cluster_label
regular 	 0
replacement 	 0
repair 	 0
minimal 	 0
none 	 0
critical 	 0
regularly cleaned 	 1
regularly maintained 	 1
regularly checked 	 1
emptied and cleaned 	 1
