concept	facet	property	facet_property
hoofed mammal	adaptation	sharp teeth	adaptation: sharp teeth
hoofed mammal	adaptation	strong legs	adaptation: strong legs
hoofed mammal	adaptation	toe nails	adaptation: toe nails
hoofed mammal	adaptations	sharp claws	adaptations: sharp claws
hoofed mammal	adaptations	good eyesight	adaptations: good eyesight
hoofed mammal	adaptations	sharp teeth	adaptations: sharp teeth
hoofed mammal	adaptations	strong legs	adaptations: strong legs
hoofed mammal	adaptations	long neck	adaptations: long neck
hoofed mammal	adaptations	sharp hooves	adaptations: sharp hooves
khat	addiction potential	high	addiction potential: high
economic attribute	additivity	additive	additivity: additive
economic attribute	additivity	not additive	additivity: not additive
economic attribute	additivity	non-additive	additivity: non-additive
pharmaceutical product	administration	oral	administration: oral
pharmaceutical product	administration	injection	administration: injection
pharmaceutical product	administration	topical	administration: topical
wool fiber	advantages	eco-friendly	advantages: eco-friendly
wool fiber	advantages	biodegradable	advantages: biodegradable
jute fiber	advantages	cost-effective	advantages: cost-effective
hemp fiber	advantages	hypoallergenic	advantages: hypoallergenic
wool fiber	advantages	hypoallergenic	advantages: hypoallergenic
hemp fiber	advantages	non-toxic	advantages: non-toxic
jute fiber	advantages	biodegradable	advantages: biodegradable
hemp fiber	advantages	recyclable	advantages: recyclable
hemp fiber	advantages	non-invasive	advantages: non-invasive
hemp fiber	advantages	pesticide-free	advantages: pesticide-free
hemp fiber	advantages	biodegradable	advantages: biodegradable
cotton fiber	advantages	durable	advantages: durable
cotton fiber	advantages	easy to care for	advantages: easy to care for
cotton fiber	advantages	comfortable	advantages: comfortable
cotton fiber	advantages	easy to clean	advantages: easy to clean
cotton fiber	advantages	hypoallergenic	advantages: hypoallergenic
hemp fiber	advantages	sustainable	advantages: sustainable
hemp fiber	advantages	long-lasting	advantages: long-lasting
hemp fiber	advantages	durable	advantages: durable
hemp fiber	advantages	uv resistant	advantages: uv resistant
hemp fiber	advantages	eco-friendly	advantages: eco-friendly
jute fiber	advantages	durable	advantages: durable
jute fiber	advantages	water-resistant	advantages: water-resistant
jute fiber	advantages	eco-friendly	advantages: eco-friendly
handicraft product	aesthetic appeal	attractive	aesthetic appeal: attractive
handicraft product	aesthetic appeal	eye-catching	aesthetic appeal: eye-catching
handicraft product	aesthetic appeal	unique	aesthetic appeal: unique
senepol cattle	agricultural significance	improved milk production	agricultural significance: improved milk production
senepol cattle	agricultural significance	increased meat yield	agricultural significance: increased meat yield
guernsey cattle	agricultural use	beef production	agricultural use: beef production
guernsey cattle	agricultural use	dairy farming	agricultural use: dairy farming
sisal fiber	alternative names	henequen	alternative names: henequen
sisal fiber	alternative names	agave fiber	alternative names: agave fiber
sisal fiber	alternative to	synthetic fibers	alternative to: synthetic fibers
sisal fiber	alternative to	cotton	alternative to: cotton
natural rubber	alternatives	synthetic rubber	alternatives: synthetic rubber
natural rubber	alternatives	latex alternatives	alternatives: latex alternatives
natural rubber	alternatives	plastic	alternatives: plastic
financial transaction	amount	small	amount: small
financial transaction	amount	variable	amount: variable
financial transaction	amount	fixed	amount: fixed
financial transaction	amount	significant	amount: significant
financial transaction	amount	large	amount: large
economic attribute	analysis	descriptive	analysis: descriptive
economic attribute	analysis	macroeconomic	analysis: macroeconomic
economic attribute	analysis	microeconomic	analysis: microeconomic
economic attribute	analysis	inferential	analysis: inferential
economic attribute	analysis	fiscal policy	analysis: fiscal policy
economic attribute	analysis	monetary policy	analysis: monetary policy
reproductive body	anatomy	reproductive organs	anatomy: reproductive organs
reproductive body	anatomy	brain	anatomy: brain
reproductive body	anatomy	vagina	anatomy: vagina
reproductive body	anatomy	fallopian tubes	anatomy: fallopian tubes
reproductive body	anatomy	uterus	anatomy: uterus
reproductive body	anatomy	heart	anatomy: heart
reproductive body	anatomy	lungs	anatomy: lungs
reproductive body	anatomy	liver	anatomy: liver
reproductive body	anatomy	kidneys	anatomy: kidneys
reproductive body	anatomy	womb	anatomy: womb
reproductive body	anatomy	torso	anatomy: torso
reproductive body	anatomy	ovaries	anatomy: ovaries
reproductive body	anatomy	genitalia	anatomy: genitalia
reproductive body	anatomy	limbs	anatomy: limbs
reproductive body	anatomy	pancreas	anatomy: pancreas
reproductive body	anatomy	head	anatomy: head
water buffalo	animal	cattle	animal: cattle
water buffalo	animal	hoofed	animal: hoofed
water buffalo	animal	large	animal: large
water buffalo	animal	domesticated	animal: domesticated
water buffalo	animal type	mammal	animal type: mammal
water buffalo	animal type	hoofed	animal type: hoofed
water buffalo	animal type	cattle	animal type: cattle
water buffalo	animal type	large	animal type: large
animal skin	animals	cow	animals: cow
animal skin	animals	pig	animals: pig
animal skin	animals	sheep	animals: sheep
animal skin	animals	goat	animals: goat
handicraft product	appeal	aesthetic	appeal: aesthetic
handicraft product	appeal	emotional	appeal: emotional
handicraft product	appeal	sentimental	appeal: sentimental
tea leaf	appearance	brown	appearance: brown
tea leaf	appearance	green	appearance: green
precious gemstone	appearance	shiny	appearance: shiny
precious gemstone	appearance	sparkling	appearance: sparkling
precious gemstone	appearance	colorful	appearance: colorful
mining product	appearance	powder	appearance: powder
balsa wood	appearance	pale	appearance: pale
balsa wood	appearance	soft	appearance: soft
balsa wood	appearance	grainy	appearance: grainy
oat grain	appearance	golden	appearance: golden
lead ore	appearance	grayish-black	appearance: grayish-black
tea leaf	appearance	black	appearance: black
tropical fruit	appearance	thorny skin	appearance: thorny skin
mining product	appearance	liquid	appearance: liquid
iron ore	appearance	brown	appearance: brown
iron ore	appearance	red	appearance: red
cardamom	appearance	greenish-brown color	appearance: greenish-brown color
flowering plant	appearance	stamen	appearance: stamen
flowering plant	appearance	seeds	appearance: seeds
flowering plant	appearance	fragrance	appearance: fragrance
mulberry leaf	appearance	ovate	appearance: ovate
mulberry leaf	appearance	long	appearance: long
ylang ylang	appearance	clear liquid	appearance: clear liquid
metal product	appearance	reflective	appearance: reflective
mulberry leaf	appearance	green	appearance: green
mulberry leaf	appearance	soft	appearance: soft
millet grain	appearance	brown	appearance: brown
mulberry leaf	appearance	pointed tip	appearance: pointed tip
ylang ylang	appearance	yellowish color	appearance: yellowish color
wheat grain	appearance	yellow	appearance: yellow
phosphoric acid	appearance	colorless	appearance: colorless
iron ore	appearance	black	appearance: black
millet grain	appearance	white	appearance: white
cereal grain	appearance	small	appearance: small
mining product	appearance	granular	appearance: granular
cow pea	appearance	black	appearance: black
barley grain	appearance	hull-less	appearance: hull-less
tea leaf	appearance	curled	appearance: curled
millet grain	appearance	yellow	appearance: yellow
sugar cane	appearance	long stalk	appearance: long stalk
zinc ore	appearance	black	appearance: black
zinc ore	appearance	brown	appearance: brown
zinc ore	appearance	gray	appearance: gray
nickel ore	appearance	gray	appearance: gray
nickel ore	appearance	black	appearance: black
nickel ore	appearance	metallic	appearance: metallic
nickel ore	appearance	crystalline	appearance: crystalline
pecan nut	appearance	brown	appearance: brown
pecan nut	appearance	oval	appearance: oval
taro tuber	appearance	thick skin	appearance: thick skin
nickel ore	appearance	grayish-white	appearance: grayish-white
fruit or vegetable	appearance	colorful	appearance: colorful
fruit or vegetable	appearance	varied shapes	appearance: varied shapes
fruit or vegetable	appearance	fragrant	appearance: fragrant
metal product	appearance	shiny	appearance: shiny
phosphoric acid	appearance	odorless	appearance: odorless
metal product	appearance	dull	appearance: dull
paddy rice	appearance	white	appearance: white
taro tuber	appearance	lumpy	appearance: lumpy
taro tuber	appearance	starchy	appearance: starchy
precious gemstone	appearance	brilliant	appearance: brilliant
khat	appearance	green	appearance: green
tea leaf	appearance	fragrant	appearance: fragrant
paddy rice	appearance	brown	appearance: brown
barley grain	appearance	golden	appearance: golden
fish roe	appearance	small	appearance: small
ornamental fish	appearance	varied shapes	appearance: varied shapes
mulberry leaf	appearance	heart-shaped	appearance: heart-shaped
chemical product	appearance	powder	appearance: powder
zinc ore	appearance	silver	appearance: silver
anatomical structure	appearance	smooth	appearance: smooth
cocoa bean	appearance	oval	appearance: oval
chemical product	appearance	gas	appearance: gas
cocoa bean	appearance	brown	appearance: brown
anatomical structure	appearance	rough	appearance: rough
anatomical structure	appearance	irregular	appearance: irregular
anatomical structure	appearance	symmetrical	appearance: symmetrical
paddy rice	appearance	golden	appearance: golden
chemical product	appearance	solid	appearance: solid
paddy rice	appearance	long grain	appearance: long grain
chemical product	appearance	liquid	appearance: liquid
oat grain	appearance	round	appearance: round
semiprecious gemstone	appearance	iridescent	appearance: iridescent
passion fruit	appearance	intricate patterns	appearance: intricate patterns
cereal grain	appearance	brown	appearance: brown
cereal grain	appearance	golden	appearance: golden
ylang ylang	appearance	small white flowers	appearance: small white flowers
semiprecious gemstone	appearance	sparkly	appearance: sparkly
semiprecious gemstone	appearance	colorful	appearance: colorful
oat grain	appearance	grayish-brown	appearance: grayish-brown
metal product	appearance	matte	appearance: matte
semiprecious gemstone	appearance	opaque	appearance: opaque
passion fruit	appearance	intricate	appearance: intricate
ylang ylang	appearance	pungent scent	appearance: pungent scent
cardamom	appearance	long pods	appearance: long pods
tropical fruit	appearance	bright colors	appearance: bright colors
oat grain	appearance	brown	appearance: brown
ornamental fish	appearance	small size	appearance: small size
oat grain	appearance	small	appearance: small
taro tuber	appearance	round	appearance: round
lead ore	appearance	grayish-white	appearance: grayish-white
tropical fruit	appearance	unique shapes	appearance: unique shapes
barley grain	appearance	long	appearance: long
fish roe	appearance	round	appearance: round
cotton fiber	appearance	off-white	appearance: off-white
passion fruit	appearance	ornate exterior	appearance: ornate exterior
pepper	appearance	small	appearance: small
pepper	appearance	round	appearance: round
pepper	appearance	black	appearance: black
cotton fiber	appearance	white	appearance: white
pepper	appearance	white	appearance: white
fish roe	appearance	colored	appearance: colored
cocoa bean	appearance	small	appearance: small
cocoa bean	appearance	bean-like	appearance: bean-like
barley grain	appearance	long and slender	appearance: long and slender
barley grain	appearance	golden color	appearance: golden color
cereal grain	appearance	yellow	appearance: yellow
mulberry leaf	appearance	thin	appearance: thin
pepper	appearance	red	appearance: red
cardamom	appearance	greenish-black pods	appearance: greenish-black pods
black pepper	appearance	small grains	appearance: small grains
wood product	appearance	texture	appearance: texture
wood product	appearance	color	appearance: color
wood product	appearance	grain pattern	appearance: grain pattern
wood product	appearance	grainy	appearance: grainy
wood product	appearance	smooth	appearance: smooth
wood product	appearance	textured	appearance: textured
black pepper	appearance	small black grains	appearance: small black grains
iron ore	appearance	yellowish-brown	appearance: yellowish-brown
sugar cane	appearance	thorny stems	appearance: thorny stems
animal skin	appearance	varies by animal	appearance: varies by animal
copper ore	appearance	dark brown	appearance: dark brown
alumina	appearance	white	appearance: white
cardamom	appearance	brown seeds	appearance: brown seeds
taro tuber	appearance	white or purple flesh	appearance: white or purple flesh
taro tuber	appearance	brown or purple skin	appearance: brown or purple skin
zinc ore	appearance	grayish-white	appearance: grayish-white
khat	appearance	herbaceous	appearance: herbaceous
khat	appearance	leafy	appearance: leafy
sorghum grain	appearance	yellow	appearance: yellow
root vegetable	appearance	underground stem	appearance: underground stem
sorghum grain	appearance	white	appearance: white
cardamom	appearance	small green pods	appearance: small green pods
aluminum	appearance	shiny finish	appearance: shiny finish
passion fruit	appearance	purple	appearance: purple
passion fruit	appearance	oval	appearance: oval
passion fruit	appearance	waxy	appearance: waxy
aluminum	appearance	silver-gray color	appearance: silver-gray color
textile product	appearance	printed	appearance: printed
sorghum grain	appearance	brown	appearance: brown
root vegetable	appearance	bulbous	appearance: bulbous
root vegetable	appearance	fibrous	appearance: fibrous
taro tuber	appearance	rough	appearance: rough
jute fiber	appearance	coarse	appearance: coarse
cut flower	appearance	fragrant	appearance: fragrant
cut flower	appearance	colorful	appearance: colorful
maize grain	appearance	golden	appearance: golden
maize grain	appearance	yellow	appearance: yellow
kentia palm seed	appearance	oval	appearance: oval
kentia palm seed	appearance	brown	appearance: brown
zinc ore	appearance	powdered	appearance: powdered
kentia palm seed	appearance	small	appearance: small
cereal grass	appearance	waxy leaves	appearance: waxy leaves
paddy rice	appearance	long-grained	appearance: long-grained
taro tuber	appearance	white	appearance: white
mulberry leaf	appearance	dark green	appearance: dark green
zinc ore	appearance	granular	appearance: granular
nickel ore	appearance	dark brown	appearance: dark brown
tea leaf	appearance	dried	appearance: dried
taro tuber	appearance	brown	appearance: brown
textile product	appearance	plain	appearance: plain
cut flower	appearance	fresh	appearance: fresh
textile product	appearance	patterned	appearance: patterned
sugar cane	appearance	tall	appearance: tall
cow pea	appearance	brown	appearance: brown
cow pea	appearance	round	appearance: round
cow pea	appearance	small	appearance: small
flowering plant	appearance	fragrant	appearance: fragrant
flowering plant	appearance	petals	appearance: petals
okoume	appearance	reddish-brown	appearance: reddish-brown
palm kernel	appearance	small	appearance: small
okoume	appearance	brown	appearance: brown
palm kernel	appearance	hard	appearance: hard
sugar cane	appearance	thick leaves	appearance: thick leaves
mining product	appearance	crystalline	appearance: crystalline
mining product	appearance	rocky	appearance: rocky
palm kernel	appearance	brown	appearance: brown
copper ore	appearance	green	appearance: green
copper ore	appearance	red	appearance: red
passion fruit	appearance	orange	appearance: orange
sugar cane	appearance	tall stalks	appearance: tall stalks
millet grain	appearance	small	appearance: small
millet grain	appearance	round	appearance: round
ornamental fish	appearance	scaly	appearance: scaly
sugar cane	appearance	thorny	appearance: thorny
barley grain	appearance	golden brown	appearance: golden brown
passion fruit	appearance	eye-catching	appearance: eye-catching
passion fruit	appearance	ornate	appearance: ornate
cardamom	appearance	green	appearance: green
date fruit	appearance	wrinkled	appearance: wrinkled
cashew nut	appearance	white	appearance: white
cashew nut	appearance	brown	appearance: brown
cashew nut	appearance	black	appearance: black
mining product	appearance	soft	appearance: soft
cardamom	appearance	brown	appearance: brown
cardamom	appearance	white	appearance: white
flowering plant	appearance	colorful	appearance: colorful
wool fiber	appearance	natural	appearance: natural
wool fiber	appearance	woolly	appearance: woolly
mining product	appearance	hard	appearance: hard
wool fiber	appearance	fuzzy	appearance: fuzzy
textile product	appearance	colorful	appearance: colorful
alumina	appearance	powdered	appearance: powdered
sisal fiber	appearance	coarse	appearance: coarse
jute fiber	appearance	brown	appearance: brown
cocoa bean	appearance	bean-shaped	appearance: bean-shaped
cotton fiber	appearance	natural	appearance: natural
zinc product	appearance	solid	appearance: solid
zinc product	appearance	powder	appearance: powder
zinc product	appearance	liquid	appearance: liquid
semiprecious gemstone	appearance	translucent	appearance: translucent
cardamom	appearance	greenish-black	appearance: greenish-black
iron ore	appearance	crystalline	appearance: crystalline
cardamom	appearance	small	appearance: small
zinc ore	appearance	grayish	appearance: grayish
zinc ore	appearance	crystalline	appearance: crystalline
mining product	appearance	lumpy	appearance: lumpy
khat	appearance	bark	appearance: bark
balsa wood	appearance	pale color	appearance: pale color
balsa wood	appearance	smooth texture	appearance: smooth texture
cereal grain	appearance	white	appearance: white
wood product	appearance	grain	appearance: grain
iron ore	appearance	powdery	appearance: powdery
iron ore	appearance	reddish-brown	appearance: reddish-brown
semiprecious gemstone	appearance	sparkling	appearance: sparkling
chicken meat	appearance	white	appearance: white
rye grain	appearance	dark brown	appearance: dark brown
chicken meat	appearance	brown	appearance: brown
chicken meat	appearance	pink	appearance: pink
fruit or vegetable	appearance	color	appearance: color
fruit or vegetable	appearance	shape	appearance: shape
fruit or vegetable	appearance	size	appearance: size
passion fruit	appearance	yellow	appearance: yellow
black pepper	appearance	small	appearance: small
black pepper	appearance	black	appearance: black
iron ore	appearance	dark brown	appearance: dark brown
sugar cane	appearance	tall grass	appearance: tall grass
sugar cane	appearance	thorny stem	appearance: thorny stem
palm kernel	appearance	white	appearance: white
rye grain	appearance	golden brown	appearance: golden brown
rye grain	appearance	coarse	appearance: coarse
fruit or vegetable	appearance	texture	appearance: texture
copper ore	appearance	reddish-brown	appearance: reddish-brown
sisal fiber	appearance	brown	appearance: brown
copper ore	appearance	crystalline	appearance: crystalline
barley grain	appearance	hulled	appearance: hulled
ornamental fish	appearance	long fins	appearance: long fins
khat	appearance	twigs	appearance: twigs
cereal grass	appearance	feathery	appearance: feathery
cotton fiber	appearance	soft	appearance: soft
taro tuber	appearance	white or purple interior	appearance: white or purple interior
alumina	appearance	crystalline	appearance: crystalline
rye grain	appearance	golden	appearance: golden
precious gemstone	appearance	translucent	appearance: translucent
rye grain	appearance	brown	appearance: brown
cardamom	appearance	greenish-brown	appearance: greenish-brown
cardamom	appearance	small pods	appearance: small pods
taro tuber	appearance	thick, starchy skin	appearance: thick, starchy skin
cow pea	appearance	white	appearance: white
khat	appearance	leaves	appearance: leaves
cow pea	appearance	small, brown	appearance: small, brown
khat	appearance	bitter taste	appearance: bitter taste
sorghum grain	appearance	red	appearance: red
flowering plant	appearance	attractive	appearance: attractive
flowering plant	appearance	unappealing	appearance: unappealing
sugar cane	appearance	green leaves	appearance: green leaves
barley grain	appearance	golden yellow	appearance: golden yellow
wood product	appearance	varnished	appearance: varnished
shea nut	appearance	brown	appearance: brown
shea nut	appearance	small	appearance: small
balsa wood	appearance	light color	appearance: light color
wheat grain	appearance	oval-shaped	appearance: oval-shaped
balsa wood	appearance	fine grain	appearance: fine grain
cereal grass	appearance	thin	appearance: thin
barley grain	appearance	brown	appearance: brown
tea leaf	appearance	curved	appearance: curved
tea leaf	appearance	small	appearance: small
ornamental fish	appearance	patterned	appearance: patterned
wood product	appearance	painted	appearance: painted
mining product	appearance	crushed	appearance: crushed
mining product	appearance	powdered	appearance: powdered
mining product	appearance	solid	appearance: solid
copper ore	appearance	brown	appearance: brown
wood product	appearance	natural	appearance: natural
black pepper	appearance	grains	appearance: grains
textile product	appearance	striped	appearance: striped
date fruit	appearance	small	appearance: small
cut flower	appearance	delicate	appearance: delicate
lead ore	appearance	silvery	appearance: silvery
wheat grain	appearance	long	appearance: long
nickel ore	appearance	brown	appearance: brown
animal skin	appearance	scales	appearance: scales
animal skin	appearance	colored	appearance: colored
wool fiber	appearance	white	appearance: white
animal skin	appearance	patterned	appearance: patterned
barley grain	appearance	thin	appearance: thin
wool fiber	appearance	brown	appearance: brown
wool fiber	appearance	gray	appearance: gray
date fruit	appearance	soft	appearance: soft
date fruit	appearance	brown	appearance: brown
cereal grass	appearance	green	appearance: green
khat	appearance	shrubs	appearance: shrubs
kentia palm seed	appearance	hard	appearance: hard
taro tuber	appearance	purple	appearance: purple
cereal grass	appearance	tall	appearance: tall
khat	appearance	green leaves	appearance: green leaves
flowering plant	appearance	varies in color	appearance: varies in color
flowering plant	appearance	varies in shape	appearance: varies in shape
flowering plant	appearance	has petals	appearance: has petals
okoume	appearance	light brown color	appearance: light brown color
passion fruit	appearance	unique appearance	appearance: unique appearance
pepper	appearance	green	appearance: green
almond nut	appearance	split	appearance: split
taro tuber	appearance	bulbous	appearance: bulbous
flowering plant	appearance	delicate	appearance: delicate
mulberry leaf	appearance	long and slender	appearance: long and slender
cereal grass	appearance	grassy	appearance: grassy
phosphoric acid	appearance	colorless liquid	appearance: colorless liquid
wheat grain	appearance	white	appearance: white
wheat grain	appearance	brown	appearance: brown
ornamental fish	appearance	colorful	appearance: colorful
ornamental fish	appearance	finny	appearance: finny
mulberry leaf	appearance	soft and fuzzy	appearance: soft and fuzzy
lead ore	appearance	crystalline	appearance: crystalline
lead ore	appearance	gray	appearance: gray
almond nut	appearance	white	appearance: white
wood product	appearance	grained	appearance: grained
ornamental fish	appearance	scales	appearance: scales
fruit or vegetable	appearance	crunchy	appearance: crunchy
almond nut	appearance	brown	appearance: brown
wheat grain	appearance	golden	appearance: golden
grocery produce	appearance	uniform	appearance: uniform
grocery produce	appearance	colorful	appearance: colorful
lead product	appearance	silvery	appearance: silvery
lead product	appearance	gray	appearance: gray
grocery produce	appearance	irregular	appearance: irregular
metal product	application	jewelry	application: jewelry
forest product	application	building	application: building
motor oil	application	brakes	application: brakes
petroleum lubricant	application	industrial	application: industrial
petroleum lubricant	application	machine	application: machine
metal product	application	engineering	application: engineering
petroleum lubricant	application	gear	application: gear
metal product	application	building	application: building
motor oil	application	gearbox	application: gearbox
motor oil	application	transmission	application: transmission
metal product	application	vehicle	application: vehicle
metal product	application	industrial machinery	application: industrial machinery
motor oil	application	engine	application: engine
forest product	application	papermaking	application: papermaking
metal product	application	automotive	application: automotive
petroleum lubricant	application	machine parts	application: machine parts
economic attribute	application	investment	application: investment
forest product	application	packaging	application: packaging
chemical product	application	hair care	application: hair care
chemical product	application	cleaning surfaces	application: cleaning surfaces
chemical product	application	treating diseases	application: treating diseases
petroleum lubricant	application	industrial equipment	application: industrial equipment
economic attribute	application	budgeting	application: budgeting
petroleum lubricant	application	machinery	application: machinery
economic attribute	application	taxation	application: taxation
petroleum lubricant	application	bearing	application: bearing
petroleum lubricant	application	chain	application: chain
economic attribute	application	trade	application: trade
petroleum lubricant	application	gearbox	application: gearbox
petroleum lubricant	application	engine	application: engine
petroleum lubricant	application	cars	application: cars
chemical product	application	pharmaceutical use	application: pharmaceutical use
chemical product	application	skin care	application: skin care
chemical product	application	household use	application: household use
forest product	application	textiles	application: textiles
zinc product	application	skin care	application: skin care
metal product	application	medical	application: medical
metal product	application	aerospace	application: aerospace
petroleum lubricant	application	automotive	application: automotive
chemical product	application	industrial use	application: industrial use
metal product	application	electronics	application: electronics
zinc product	application	wound healing	application: wound healing
petroleum lubricant	application	marine	application: marine
zinc product	application	drainage	application: drainage
metal product	application	construction	application: construction
hemp fiber	applications	clothing	applications: clothing
wood product	applications	furniture	applications: furniture
wood product	applications	crafting	applications: crafting
hemp fiber	applications	industrial products	applications: industrial products
wood product	applications	construction	applications: construction
sisal fiber	applications	paper production	applications: paper production
aluminum	applications	aircraft	applications: aircraft
aluminum	applications	bicycles	applications: bicycles
hemp fiber	applications	fashion	applications: fashion
hemp fiber	applications	home decor	applications: home decor
hemp fiber	applications	packaging	applications: packaging
sisal fiber	applications	rugs	applications: rugs
hemp fiber	applications	home textiles	applications: home textiles
petroleum lubricant	applications	marine	applications: marine
petroleum lubricant	applications	engine oil	applications: engine oil
balsa wood	applications	crafting	applications: crafting
balsa wood	applications	toy industry	applications: toy industry
balsa wood	applications	aerospace	applications: aerospace
petroleum lubricant	applications	aerospace	applications: aerospace
root starch	applications	cosmetics	applications: cosmetics
root starch	applications	paper industry	applications: paper industry
petroleum lubricant	applications	industrial	applications: industrial
root starch	applications	food industry	applications: food industry
flax fiber	applications	clothing	applications: clothing
flax fiber	applications	home decor	applications: home decor
flax fiber	applications	medical products	applications: medical products
balsa wood	applications	model building	applications: model building
aluminum	applications	industrial equipment	applications: industrial equipment
aluminum	applications	consumer goods	applications: consumer goods
sisal fiber	applications	marine industry	applications: marine industry
petroleum lubricant	applications	automotive	applications: automotive
sisal fiber	applications	construction	applications: construction
sisal fiber	applications	furniture	applications: furniture
aluminum	applications	cans	applications: cans
petroleum lubricant	applications	gear oil	applications: gear oil
petroleum lubricant	applications	hydraulic fluid	applications: hydraulic fluid
petroleum product	applications	transportation	applications: transportation
petroleum product	applications	industry	applications: industry
petroleum product	applications	energy generation	applications: energy generation
flax fiber	applications	paper production	applications: paper production
flax fiber	applications	bedding	applications: bedding
phosphoric acid	applications	soft drinks	applications: soft drinks
sisal fiber	applications	landscaping	applications: landscaping
sisal fiber	applications	carpeting	applications: carpeting
phosphoric acid	applications	cosmetics	applications: cosmetics
phosphoric acid	applications	pharmaceuticals	applications: pharmaceuticals
phosphoric acid	applications	dental care products	applications: dental care products
sisal fiber	applications	crafts	applications: crafts
aluminum	applications	water pipes	applications: water pipes
balsa wood	applications	scientific instruments	applications: scientific instruments
aluminum	applications	transportation	applications: transportation
balsa wood	applications	toy making	applications: toy making
balsa wood	applications	automotive	applications: automotive
balsa wood	applications	aerospace industry	applications: aerospace industry
aluminum	applications	packaging	applications: packaging
aluminum	applications	automotive	applications: automotive
aluminum	applications	aerospace	applications: aerospace
aluminum	applications	packaging industry	applications: packaging industry
alumina	applications	cooking utensils	applications: cooking utensils
alumina	applications	jewelry	applications: jewelry
alumina	applications	fireproof materials	applications: fireproof materials
alumina	applications	water treatment	applications: water treatment
hemp fiber	applications	industrial materials	applications: industrial materials
alumina	applications	pharmaceuticals	applications: pharmaceuticals
alumina	applications	cosmetics	applications: cosmetics
hemp fiber	applications	paper products	applications: paper products
alumina	applications	coatings	applications: coatings
lead product	applications	electronics	applications: electronics
lead product	applications	jewelry	applications: jewelry
lead product	applications	painting	applications: painting
hemp fiber	applications	bags	applications: bags
balsa wood	applications	marine	applications: marine
forest product	applications	energy	applications: energy
balsa wood	applications	construction	applications: construction
alumina	applications	water purification	applications: water purification
metal product	applications	building bridges	applications: building bridges
petroleum lubricant	applications	aviation	applications: aviation
metal product	applications	making cars	applications: making cars
metal product	applications	making electronics	applications: making electronics
aluminum	applications	construction	applications: construction
forest product	applications	packaging	applications: packaging
alumina	applications	water filtration	applications: water filtration
sisal fiber	applications	textiles	applications: textiles
sisal fiber	applications	paper products	applications: paper products
forest product	applications	construction	applications: construction
pharmaceutical product	approval process	regulated by government	approval process: regulated by government
pharmaceutical product	approval process	prescription only	approval process: prescription only
