concept	facet	property	facet_property
catherine	achievements	arts patronage	achievements: arts patronage
ace online	achieving	scoring high	achieving: scoring high
ace online	achieving	winning	achieving: winning
clone wars adventures	adapted from	star wars: the clone wars	adapted from: star wars: the clone wars
clone wars adventures	adapted from	star wars: the animated series	adapted from: star wars: the animated series
witchaven	age	prehistoric	age: prehistoric
witchaven	age	over 4,000 years old	age: over 4,000 years old
a boy and his blob: trouble on blobolonia	animation style	computer-generated imagery	animation style: computer-generated imagery
a boy and his blob: trouble on blobolonia	animation style	2d animation	animation style: 2d animation
mega man x2	antagonist	zero's rival	antagonist: zero's rival
mega man x2	antagonist	robotic villain	antagonist: robotic villain
mega man x2	antagonist	sigma	antagonist: sigma
final fantasy viii	antagonist	ultimecia	antagonist: ultimecia
final fantasy viii	antagonist	time sorceress	antagonist: time sorceress
point blank	antonyms	circumvent	antonyms: circumvent
point blank	antonyms	roundabout	antonyms: roundabout
point blank	antonyms	indirect	antonyms: indirect
darwinia	appearance	evergreen shrub	appearance: evergreen shrub
darwinia	appearance	leafy	appearance: leafy
elsword	appearance	young	appearance: young
elsword	appearance	handsome	appearance: handsome
elsword	appearance	wearing armor	appearance: wearing armor
curiosity - what's inside the cube?	appearance	cubical	appearance: cubical
darwinia	appearance	exotic	appearance: exotic
curiosity - what's inside the cube?	appearance	block-like	appearance: block-like
darwinia	appearance	small white flowers	appearance: small white flowers
darwinia	appearance	pink or white flowers	appearance: pink or white flowers
curiosity - what's inside the cube?	appearance	uniform	appearance: uniform
darwinia	appearance	shrubby	appearance: shrubby
curiosity - what's inside the cube?	appearance	solid	appearance: solid
curiosity - what's inside the cube?	appearance	shape	appearance: shape
darwinia	appearance	long stems	appearance: long stems
darwinia	appearance	climbing	appearance: climbing
darwinia	appearance	delicate	appearance: delicate
curiosity - what's inside the cube?	appearance	cube	appearance: cube
darwinia	appearance	small	appearance: small
darwinia	appearance	tall	appearance: tall
darwinia	appearance	small tree	appearance: small tree
darwinia	appearance	feathery	appearance: feathery
granada	architecture	moorish	architecture: moorish
witchaven	architecture	stone	architecture: stone
witchaven	architecture	fortified	architecture: fortified
witchaven	architecture	gothic	architecture: gothic
granada	architecture	renaissance	architecture: renaissance
granada	architecture	islamic	architecture: islamic
granada espada	art style	gothic	art style: gothic
granada espada	art style	dramatic	art style: dramatic
granada espada	art style	dark	art style: dark
curiosity - what's inside the cube?	aspect of	human nature	aspect of: human nature
curiosity - what's inside the cube?	aspect of	cognitive psychology	aspect of: cognitive psychology
witchaven	associated with	paganism	associated with: paganism
gun duel	associated with	outlaws	associated with: outlaws
catherine	associated with	england	associated with: england
gun duel	associated with	lawmen	associated with: lawmen
witchaven	associated with	fear	associated with: fear
witchaven	associated with	superstition	associated with: superstition
catherine	associated with	france	associated with: france
catherine	associated with	scotland	associated with: scotland
witchaven	associated with	mystery	associated with: mystery
gun duel	associated with	cowboys	associated with: cowboys
witchaven	associated with	magic	associated with: magic
granada espada	associated with	castile	associated with: castile
granada espada	associated with	spain	associated with: spain
granada espada	associated with	kingdom of granada	associated with: kingdom of granada
witchaven	association	legend	association: legend
witchaven	association	spells	association: spells
witchaven	association	magic	association: magic
catherine	association	petersburg	association: petersburg
catherine	association	empire	association: empire
witchaven	association	witches	association: witches
catherine	association	russia	association: russia
witchaven	association	paganism	association: paganism
witchaven	atmosphere	serene	atmosphere: serene
witchaven	atmosphere	spooky	atmosphere: spooky
witchaven	atmosphere	mysterious	atmosphere: mysterious
witchaven	atmosphere	peaceful	atmosphere: peaceful
witchaven	atmosphere	haunted	atmosphere: haunted
wind	atmospheric phenomenon	invisible	atmospheric phenomenon: invisible
wind	atmospheric phenomenon	variable	atmospheric phenomenon: variable
wind	atmospheric phenomenon	natural	atmospheric phenomenon: natural
grand chase	attendance	large crowds	attendance: large crowds
grand chase	attendance	royalty	attendance: royalty
grand chase	attendance	celebrities	attendance: celebrities
darwinia	attracts	butterflies	attracts: butterflies
darwinia	attracts	bees	attracts: bees
second life	audience	creators	audience: creators
second life	audience	socializers	audience: socializers
zombies ate my neighbors	audience	teenagers	audience: teenagers
ogame	audience	online gamers	audience: online gamers
ogame	audience	space enthusiasts	audience: space enthusiasts
ogame	audience	casual players	audience: casual players
second life	audience	gaming community	audience: gaming community
second life	audience	artists	audience: artists
second life	audience	businesses	audience: businesses
ogame	audience	sci-fi fans	audience: sci-fi fans
second life	audience	gamers	audience: gamers
zombies ate my neighbors	audience	adults	audience: adults
zombies ate my neighbors	author/creator	brock haussman	author/creator: brock haussman
zombies ate my neighbors	author/creator	futurama	author/creator: futurama
zombies ate my neighbors	author/creator	south park	author/creator: south park
club penguin	availability	mobile devices	availability: mobile devices
ace online	availability	subscription-based	availability: subscription-based
ace online	availability	downloadable	availability: downloadable
club penguin	availability	online	availability: online
ace online	availability	streaming	availability: streaming
club penguin	availability	pc	availability: pc
clone wars adventures	available	digital download	available: digital download
clone wars adventures	available	retail purchase	available: retail purchase
clone wars adventures	available in	tv series	available in: tv series
clone wars adventures	available in	animated movie	available in: animated movie
clone wars adventures	available in	video game	available in: video game
clone wars adventures	available on	facebook	available on: facebook
clone wars adventures	available on	pc	available on: pc
star wars: x-wing alliance	available platforms	pc	available platforms: pc
star wars: x-wing alliance	available platforms	mac	available platforms: mac
star wars: x-wing alliance	available platforms	console	available platforms: console
getamped	avoiding	caffeine	avoiding: caffeine
getamped	avoiding	sugar	avoiding: sugar
getamped	avoiding	screen time	avoiding: screen time
wing commander: prophecy	award	best pc game	award: best pc game
wing commander: prophecy	award	game of the year	award: game of the year
wing commander: prophecy	award	best game	award: best game
a boy and his blob: trouble on blobolonia	award	annie award	award: annie award
a boy and his blob: trouble on blobolonia	award	golden reel award	award: golden reel award
hattrick	award	trophy	award: trophy
clone wars adventures	award	annie award	award: annie award
wing commander: prophecy	award	best story	award: best story
clone wars adventures	award	emmy award	award: emmy award
crysis 3	award	best graphics	award: best graphics
wing commander: prophecy	award	best soundtrack	award: best soundtrack
clone wars adventures	award	emmy award winning	award: emmy award winning
hattrick	award	recognition	award: recognition
clone wars adventures	award	critical acclaim	award: critical acclaim
hattrick	award	medal	award: medal
pirates of the caribbean: dead man's chest	awards	academy award for best original score	awards: academy award for best original score
pirates of the caribbean: dead man's chest	awards	academy award nomination	awards: academy award nomination
pirates of the caribbean: dead man's chest	awards	golden globe nomination	awards: golden globe nomination
the elder scrolls iv: oblivion	awards	best game at e3	awards: best game at e3
pirates of the caribbean: dead man's chest	awards	academy award for best makeup	awards: academy award for best makeup
pirates of the caribbean: dead man's chest	awards	academy award for best sound editing	awards: academy award for best sound editing
pirates of the caribbean: dead man's chest	awards	academy award for best visual effects	awards: academy award for best visual effects
the elder scrolls iv: oblivion	awards	game of the year	awards: game of the year
pirates of the caribbean: dead man's chest	awards and recognition	golden globe nomination	awards and recognition: golden globe nomination
pirates of the caribbean: dead man's chest	awards and recognition	academy award for best makeup	awards and recognition: academy award for best makeup
a boy and his blob: trouble on blobolonia	awards and recognition	popular among kids	awards and recognition: popular among kids
a boy and his blob: trouble on blobolonia	awards and recognition	awards for animation	awards and recognition: awards for animation
a boy and his blob: trouble on blobolonia	awards and recognition	positive reviews	awards and recognition: positive reviews
witchaven	behavior	solitary	behavior: solitary
witchaven	behavior	nocturnal	behavior: nocturnal
witchaven	behavior	mischievous	behavior: mischievous
pirates of the caribbean: dead man's chest	box office	highest-grossing film of 2006	box office: highest-grossing film of 2006
pirates of the caribbean: dead man's chest	box office	over $1 billion in worldwide box office	box office: over $1 billion in worldwide box office
pirates of the caribbean: dead man's chest	box office performance	second highest grossing film of 2006	box office performance: second highest grossing film of 2006
pirates of the caribbean: dead man's chest	box office performance	high grossing film	box office performance: high grossing film
pirates of the caribbean: dead man's chest	box office performance	highest-grossing film of 2006	box office performance: highest-grossing film of 2006
pirates of the caribbean: dead man's chest	box office performance	second-highest-grossing film of all time	box office performance: second-highest-grossing film of all time
pirates of the caribbean: dead man's chest	box office performance	over $1 billion in worldwide box office	box office performance: over $1 billion in worldwide box office
curiosity – what's inside the cube?	brain function	exploration	brain function: exploration
curiosity – what's inside the cube?	brain function	problem-solving	brain function: problem-solving
curiosity – what's inside the cube?	brain function	inquiry	brain function: inquiry
chromehounds	breed	dog	breed: dog
chromehounds	breed	hunting breed	breed: hunting breed
chromehounds	breed	canine	breed: canine
chromehounds	breed	american english coonhound	breed: american english coonhound
chromehounds	breed	guard dog	breed: guard dog
chromehounds	breed	working dog	breed: working dog
second life	business model	in-game purchases	business model: in-game purchases
second life	business model	advertising	business model: advertising
club penguin	business model	subscription-based	business model: subscription-based
club penguin	business model	free to play	business model: free to play
club penguin	business model	microtransactions	business model: microtransactions
club penguin	business model	free-to-play	business model: free-to-play
eve online	business model	in-game purchases	business model: in-game purchases
eve online	business model	in-game microtransactions	business model: in-game microtransactions
second life	business model	virtual currency	business model: virtual currency
eve online	business model	free-to-play	business model: free-to-play
eve online	business model	subscription-based	business model: subscription-based
hattrick	categories	team	categories: team
hattrick	categories	player	categories: player
hattrick	categories	individual	categories: individual
granado espada	category	video game	category: video game
witchaven	category	location	category: location
witchaven	category	tourist attraction	category: tourist attraction
witchaven	category	historical site	category: historical site
witchaven	category	ancient monument	category: ancient monument
darwinia	category	flowering	category: flowering
erepublik	category	social network	category: social network
erepublik	category	virtual world	category: virtual world
darwinia	category	flowering plant	category: flowering plant
darwinia	category	ornamental plant	category: ornamental plant
witchaven	category	fantasy	category: fantasy
witchaven	category	fairy tale	category: fairy tale
chromebook	category	notebook	category: notebook
darwinia	category	perennial	category: perennial
granada espada	category	sword	category: sword
granada espada	category	tv series	category: tv series
granada espada	category	japanese anime	category: japanese anime
granada espada	category	fantasy	category: fantasy
granada espada	category	medieval weapon	category: medieval weapon
granada espada	category	spanish history	category: spanish history
elsword	category	mmorpg	category: mmorpg
elsword	category	action role-playing game	category: action role-playing game
witchaven	category	place	category: place
ace online	category	online multiplayer	category: online multiplayer
ace online	category	gaming	category: gaming
erepublik	category	browser game	category: browser game
granado espada	category	role-playing game	category: role-playing game
chromehounds	category	working dog	category: working dog
chromehounds	category	hunting breed	category: hunting breed
chromehounds	category	dog breed	category: dog breed
witchaven	category	mythical place	category: mythical place
banana	category	fruit	category: fruit
banana	category	healthy snack	category: healthy snack
banana	category	food	category: food
chromebooks	category	laptop	category: laptop
chromebooks	category	computer	category: computer
chromebooks	category	gadget	category: gadget
granado espada	category	mmorpg	category: mmorpg
chromehounds	category	hunting dog	category: hunting dog
witchaven	category	legendary being	category: legendary being
ace online	category	online game	category: online game
witchaven	category	mythical creature	category: mythical creature
chromebook	category	portable	category: portable
chromebook	category	computer	category: computer
chromebook	category	laptop	category: laptop
erepublik	category	online game	category: online game
erepublik	category	strategy game	category: strategy game
granado espada	category	action game	category: action game
chromehounds	category	breed of dog	category: breed of dog
elsword	category	video game	category: video game
darwinia	category	plant	category: plant
ace online	category	gaming platform	category: gaming platform
darwinia	category	ornamental	category: ornamental
ace online	category	digital product	category: digital product
elsword	category	action rpg	category: action rpg
ace online	category	online service	category: online service
getamped	cause	annoyance	cause: annoyance
getamped	cause	heavy workload	cause: heavy workload
getamped	cause	long hours of work	cause: long hours of work
getamped	cause	time constraints	cause: time constraints
wind	cause	ocean evaporation	cause: ocean evaporation
wind	cause	sun heating	cause: sun heating
wind	cause	atmospheric pressure difference	cause: atmospheric pressure difference
getamped	cause	long working hours	cause: long working hours
getamped	cause	excessive responsibilities	cause: excessive responsibilities
getamped	cause	high pressure	cause: high pressure
getamped	cause	mental stress	cause: mental stress
wind	cause	sun	cause: sun
getamped	cause	lack of sleep	cause: lack of sleep
getamped	cause	frustration	cause: frustration
wind	cause	pressure differences	cause: pressure differences
getamped	cause	physical activity	cause: physical activity
wind	cause	ocean currents	cause: ocean currents
wind	cause	sun's heat	cause: sun's heat
wind	cause	ocean	cause: ocean
getamped	cause	irritation	cause: irritation
wind	cause	mountains	cause: mountains
wind	cause	mountain ranges	cause: mountain ranges
wind	causes	sun	causes: sun
wind	causes	ocean	causes: ocean
wind	causes	mountains	causes: mountains
getamped	causes	lack of sleep	causes: lack of sleep
getamped	causes	physical activity	causes: physical activity
getamped	causes	mental stress	causes: mental stress
getamped	causes	work	causes: work
getamped	causes	school	causes: school
wind	causes	pressure difference	causes: pressure difference
getamped	causes	family issues	causes: family issues
getamped	causes	health problems	causes: health problems
getamped	causes	lack of time management	causes: lack of time management
wind	causes	natural disaster	causes: natural disaster
getamped	causes	excessive workload	causes: excessive workload
wind	causes	temperature difference	causes: temperature difference
hattrick	celebration	goal celebration	celebration: goal celebration
hattrick	celebration	player celebration	celebration: player celebration
hattrick	celebration	team celebration	celebration: team celebration
knight	character	armored	character: armored
kingdom hearts	character	sora	character: sora
knight	character	warrior	character: warrior
elsword	character	main protagonist	character: main protagonist
mega man x2	character	mega man	character: mega man
elsword	character	sword-wielding	character: sword-wielding
mega man x2	character	x	character: x
mega man x2	character	zero	character: zero
knight	character	medieval	character: medieval
elsword	character	hero	character: hero
star wars trilogy: apprentice of the force	character	luke skywalker	character: luke skywalker
star wars trilogy: apprentice of the force	character	anakin skywalker	character: anakin skywalker
star wars trilogy: apprentice of the force	character	padawan learner	character: padawan learner
star wars trilogy: apprentice of the force	character	darth vader	character: darth vader
kingdom hearts	character	kairi	character: kairi
kingdom hearts	character	riku	character: riku
star wars trilogy: apprentice of the force	character	obi-wan kenobi	character: obi-wan kenobi
knight online	character classes	mage	character classes: mage
knight online	character classes	archer	character classes: archer
knight online	character classes	warrior	character classes: warrior
catherine	characteristics	strong-willed	characteristics: strong-willed
catherine	characteristics	strong	characteristics: strong
catherine	characteristics	beautiful	characteristics: beautiful
zombies ate my neighbors	characteristics	undead	characteristics: undead
mega man x2	characteristics	side-scrolling	characteristics: side-scrolling
mega man x2	characteristics	8-bit graphics	characteristics: 8-bit graphics
zombies ate my neighbors	characteristics	hungry	characteristics: hungry
grand chase	characteristics	fast-paced combat	characteristics: fast-paced combat
zombies ate my neighbors	characteristics	aggressive	characteristics: aggressive
grand chase	characteristics	character customization	characteristics: character customization
catherine	characteristics	kind	characteristics: kind
catherine	characteristics	intelligent	characteristics: intelligent
catherine	characteristics	brave	characteristics: brave
star wars trilogy: apprentice of the force	characters	yoda	characters: yoda
star wars galaxies	characters	sith	characters: sith
star wars galaxies	characters	rebels	characters: rebels
a boy and his blob: trouble on blobolonia	characters	villains	characters: villains
kingdom hearts	characters	kairi	characters: kairi
kingdom hearts	characters	riku	characters: riku
grand chase	characters	liruma	characters: liruma
pirates of the caribbean: dead man's chest	characters	elizabeth swann	characters: elizabeth swann
pirates of the caribbean: dead man's chest	characters	will turner	characters: will turner
grand chase	characters	renn	characters: renn
kingdom hearts	characters	donald	characters: donald
final fantasy viii	characters	quistis	characters: quistis
final fantasy viii	characters	zell dincht	characters: zell dincht
star wars: x-wing alliance	characters	darth vader	characters: darth vader
star wars: x-wing alliance	characters	princess leia	characters: princess leia
mega man x2	characters	x	characters: x
mega man x2	characters	zero	characters: zero
mega man x2	characters	sigma	characters: sigma
mega man x2	characters	axl	characters: axl
clone wars adventures	characters	padmé amadala	characters: padmé amadala
mega man x2	characters	mega man x	characters: mega man x
kingdom hearts	characters	goofy	characters: goofy
club penguin	characters	sneezles	characters: sneezles
grand chase	characters	elesis	characters: elesis
star wars galaxies	characters	luke skywalker	characters: luke skywalker
star wars galaxies	characters	obi-wan kenobi	characters: obi-wan kenobi
star wars galaxies	characters	darth vader	characters: darth vader
a boy and his blob: trouble on blobolonia	characters	villain	characters: villain
fire emblem: new mystery of the emblem	characters	antagonists	characters: antagonists
fire emblem: new mystery of the emblem	characters	supporting characters	characters: supporting characters
fire emblem: new mystery of the emblem	characters	main protagonist	characters: main protagonist
clone wars adventures	characters	clone troopers	characters: clone troopers
clone wars adventures	characters	chewbacca	characters: chewbacca
final fantasy viii	characters	squall	characters: squall
final fantasy viii	characters	rinoa	characters: rinoa
final fantasy viii	characters	zell	characters: zell
star wars galaxies	characters	han solo	characters: han solo
star wars trilogy: apprentice of the force	characters	darth vader	characters: darth vader
club penguin	characters	penguins	characters: penguins
star wars trilogy: apprentice of the force	characters	luke skywalker	characters: luke skywalker
fire emblem: new mystery of the emblem	characters	lyn	characters: lyn
fire emblem: new mystery of the emblem	characters	roy	characters: roy
fire emblem: new mystery of the emblem	characters	celica	characters: celica
clone wars adventures	characters	anakin skywalker	characters: anakin skywalker
clone wars adventures	characters	obi-wan kenobi	characters: obi-wan kenobi
star wars: x-wing alliance	characters	pilots	characters: pilots
star wars: x-wing alliance	characters	han solo	characters: han solo
star wars: x-wing alliance	characters	luke skywalker	characters: luke skywalker
clone wars adventures	characters	yoda	characters: yoda
clone wars adventures	characters	mace windu	characters: mace windu
star wars trilogy: apprentice of the force	characters	obi-wan kenobi	characters: obi-wan kenobi
fire emblem: new mystery of the emblem	characters	eliwood	characters: eliwood
zombies ate my neighbors	characters	zombies	characters: zombies
zombies ate my neighbors	characters	protagonist	characters: protagonist
star wars trilogy: apprentice of the force	characters	anakin skywalker	characters: anakin skywalker
zombies ate my neighbors	characters	main character	characters: main character
kingdom hearts	characters	axel	characters: axel
kingdom hearts	characters	roxas	characters: roxas
kingdom hearts	characters	sora	characters: sora
pirates of the caribbean: dead man's chest	characters	tia dalma	characters: tia dalma
pirates of the caribbean: dead man's chest	characters	davy jones	characters: davy jones
pirates of the caribbean: dead man's chest	characters	captain jack sparrow	characters: captain jack sparrow
a boy and his blob: trouble on blobolonia	characters	boy	characters: boy
a boy and his blob: trouble on blobolonia	characters	blob	characters: blob
zombies ate my neighbors	characters	neighbors	characters: neighbors
club penguin	characters	rookies	characters: rookies
final fantasy viii	characters	squall leonhart	characters: squall leonhart
fire emblem: new mystery of the emblem	characters	marth	characters: marth
club penguin	characters	agents	characters: agents
clone wars adventures	characters	jedi	characters: jedi
final fantasy viii	characters	seifer almasy	characters: seifer almasy
clone wars adventures	characters	sith	characters: sith
final fantasy viii	characters	rinoa heartilly	characters: rinoa heartilly
star wars galaxies	characters	jedi	characters: jedi
star wars trilogy: the apprentice of the force	characters' roles	obi-wan's mentorship	characters' roles: obi-wan's mentorship
star wars trilogy: the apprentice of the force	characters' roles	anakin's transformation	characters' roles: anakin's transformation
star wars trilogy: the apprentice of the force	characters' roles	padmé's role in the story	characters' roles: padmé's role in the story
catherine	children	ten children	children: ten children
catherine	children	queen of france	children: queen of france
catherine	children	prince louis	children: prince louis
catherine	children	princess charlotte	children: princess charlotte
catherine	children	prince george	children: prince george
chromehounds	coat	curly	coat: curly
chromehounds	coat	short	coat: short
chromehounds	coat	fuzzy	coat: fuzzy
curiosity – what's inside the cube?	cognitive process	thinking	cognitive process: thinking
curiosity – what's inside the cube?	cognitive process	curiosity	cognitive process: curiosity
curiosity – what's inside the cube?	cognitive process	reasoning	cognitive process: reasoning
curiosity - what's inside the cube?	cognitive skill	problem-solving	cognitive skill: problem-solving
curiosity - what's inside the cube?	cognitive skill	spatial awareness	cognitive skill: spatial awareness
banana	color	green	color: green
banana	color	yellow	color: yellow
curiosity - what's inside the cube?	common use	storage	common use: storage
curiosity - what's inside the cube?	common use	secret keeping	common use: secret keeping
curiosity - what's inside the cube?	common use	display	common use: display
eve online	community	in-game events	community: in-game events
world of warcraft	community	large	community: large
eve online	community	player-driven content creation	community: player-driven content creation
world of warcraft	community	active	community: active
erepublik	community	players can interact with each other	community: players can interact with each other
erepublik	community	participate in discussions	community: participate in discussions
world of warcraft	community	in-game events	community: in-game events
world of warcraft	community	active forums	community: active forums
second life	community	active community	community: active community
second life	community	active forums	community: active forums
erepublik	community	social interactions	community: social interactions
erepublik	community	join alliances	community: join alliances
eve online	community	active forums	community: active forums
second life	community	user-generated content	community: user-generated content
eve online	community	wiki	community: wiki
eve online	community	dedicated community	community: dedicated community
eve online	community	dedicated fan base	community: dedicated fan base
second life	community	user interactions	community: user interactions
second life	community	forums	community: forums
ogame	community	large	community: large
ogame	community	engaged	community: engaged
ogame	community	active	community: active
ogame	community	large player base	community: large player base
ogame	community	active forums	community: active forums
ogame	community	wiki documentation	community: wiki documentation
second life	community	event organizers	community: event organizers
call of duty	community	esports	community: esports
call of duty	community	competitive	community: competitive
second life	community	large user base	community: large user base
second life	community	creators	community: creators
call of duty	community	large player base	community: large player base
eve online	community	active community	community: active community
eve online	community	player-driven content	community: player-driven content
second life	community	players	community: players
erepublik	community	user-generated content	community: user-generated content
erepublik	community	player-driven economy	community: player-driven economy
second life	community	events	community: events
world of warcraft	community	large player base	community: large player base
world of warcraft	community	active community	community: active community
world of warcraft	community	forums	community: forums
second life	community	groups	community: groups
world of warcraft	community	social media	community: social media
second life	community	varied demographics	community: varied demographics
eve online	community	large player base	community: large player base
hattrick	conditions	in a tournament	conditions: in a tournament
hattrick	conditions	in a single match	conditions: in a single match
hattrick	conditions	in a single game	conditions: in a single game
star wars galaxies	conflict	rebel alliance vs. empire	conflict: rebel alliance vs. empire
star wars galaxies	conflict	war	conflict: war
star wars galaxies	conflict	rebellion	conflict: rebellion
star wars galaxies	conflict	empire	conflict: empire
star wars galaxies	conflict	dark side	conflict: dark side
star wars galaxies	conflict	good vs evil	conflict: good vs evil
star wars galaxies	conflict	rebel alliance vs galactic empire	conflict: rebel alliance vs galactic empire
star wars galaxies	conflict	jedi vs. sith	conflict: jedi vs. sith
star wars galaxies	conflict	galactic empire	conflict: galactic empire
star wars galaxies	conflict	battle	conflict: battle
star wars galaxies	conflict	sith	conflict: sith
star wars galaxies	conflict	jedi	conflict: jedi
star wars galaxies	conflict	rebel alliance	conflict: rebel alliance
star wars galaxies	conflicts	galactic empire	conflicts: galactic empire
star wars galaxies	conflicts	galactic republic	conflicts: galactic republic
star wars galaxies	conflicts	rebellion	conflicts: rebellion
clone wars adventures	confrontations	battle of geonosis	confrontations: battle of geonosis
clone wars adventures	confrontations	battle of kashyyyk	confrontations: battle of kashyyyk
clone wars adventures	confrontations	battle of christophsis	confrontations: battle of christophsis
point blank	connotation	aggressive	connotation: aggressive
point blank	connotation	assertive	connotation: assertive
point blank	connotation	forceful	connotation: forceful
gun duel	consequences	social repercussions	consequences: social repercussions
gun duel	consequences	injury	consequences: injury
gun duel	consequences	serious injury	consequences: serious injury
gun duel	consequences	death	consequences: death
gun duel	consequences	wounding	consequences: wounding
gun duel	consequences	fatal	consequences: fatal
ace online	consequences	prize	consequences: prize
ace online	consequences	reputation	consequences: reputation
gun duel	consequences	serious	consequences: serious
gun duel	consequences	social	consequences: social
gun duel	consequences	deadly	consequences: deadly
gun duel	consequences	non-fatal	consequences: non-fatal
curiosity - what's inside the cube?	content	unknown	content: unknown
curiosity - what's inside the cube?	content	hidden	content: hidden
curiosity – what's inside the cube?	content	surprising	content: surprising
curiosity – what's inside the cube?	content	unexpected	content: unexpected
curiosity – what's inside the cube?	content	intriguing	content: intriguing
curiosity - what's inside the cube?	content	secret	content: secret
curiosity - what's inside the cube?	contents	surprising	contents: surprising
curiosity - what's inside the cube?	contents	unpredictable	contents: unpredictable
curiosity - what's inside the cube?	contents	hidden	contents: hidden
point blank	context	speaking	context: speaking
point blank	context	target practice	context: target practice
hattrick	context	competition	context: competition
point blank	context	shooting	context: shooting
point blank	context	shooting range	context: shooting range
point blank	context	game	context: game
point blank	context	archery	context: archery
point blank	context	darts	context: darts
point blank	context	talking	context: talking
point blank	context	conversation	context: conversation
hattrick	context	tournament	context: tournament
point blank	context	science	context: science
point blank	context	sports	context: sports
point blank	context	hunting	context: hunting
point blank	context	warfare	context: warfare
hattrick	context	season	context: season
getamped	context	social situation	context: social situation
hattrick	context	match	context: match
getamped	context	conversation	context: conversation
getamped	context	daily life	context: daily life
hattrick	context	game	context: game
curiosity - what's inside the cube?	context	mystery	context: mystery
point blank	context	military	context: military
curiosity - what's inside the cube?	context	game	context: game
point blank	context	gaming	context: gaming
curiosity - what's inside the cube?	context	puzzle	context: puzzle
second life	creation	modding	creation: modding
second life	creation	scripting	creation: scripting
second life	creation	user-generated content	creation: user-generated content
second life	creation	building	creation: building
second life	creation	3d graphics	creation: 3d graphics
second life	creation	customizable avatars	creation: customizable avatars
granada espada	creator	hiroaki samura	creator: hiroaki samura
granada espada	creator	hirohiko araki	creator: hirohiko araki
kingdom hearts	creators	square enix	creators: square enix
kingdom hearts	creators	tetsuya nomura	creators: tetsuya nomura
final fantasy viii	critic reception	generally positive	critic reception: generally positive
pirates of the caribbean: dead man's chest	critic reception	generally positive	critic reception: generally positive
final fantasy viii	critic reception	highly praised	critic reception: highly praised
pirates of the caribbean: dead man's chest	critic reception	criticized for pacing	critic reception: criticized for pacing
pirates of the caribbean: dead man's chest	critic reception	mixed reviews	critic reception: mixed reviews
darwinia	cultivation	outdoor	cultivation: outdoor
darwinia	cultivation	indoor	cultivation: indoor
darwinia	cultivation	requires well-drained soil	cultivation: requires well-drained soil
darwinia	cultivation	tolerates drought	cultivation: tolerates drought
darwinia	cultivation	garden plant	cultivation: garden plant
darwinia	cultivation	requires specific conditions	cultivation: requires specific conditions
darwinia	cultivation	ornamental	cultivation: ornamental
darwinia	cultivation	sensitive to frost	cultivation: sensitive to frost
granada	cultural significance	unesco world heritage site	cultural significance: unesco world heritage site
granada	cultural significance	tourist attraction	cultural significance: tourist attraction
catherine	cultural significance	cultural icon	cultural significance: cultural icon
catherine	cultural significance	french renaissance	cultural significance: french renaissance
granada	cultural significance	symbol of spain	cultural significance: symbol of spain
gun duel	culture	outlaw	culture: outlaw
gun duel	culture	western	culture: western
getamped	cures	rest	cures: rest
getamped	cures	exercise	cures: exercise
getamped	cures	coffee	cures: coffee
witchaven	current state	ruined	current state: ruined
witchaven	current state	restored	current state: restored
witchaven	current state	tourist attraction	current state: tourist attraction
ace online	definition	best possible score	definition: best possible score
