concept	facet	property	facet_property
subhas chandra bose	achievements	declared independence of azad hind	achievements: declared independence of azad hind
zinedine zidane	achievements	1998 fifa world cup champion	achievements: 1998 fifa world cup champion
zinedine zidane	achievements	real madrid captain	achievements: real madrid captain
jürgen klopp	achievements	bundesliga champion	achievements: bundesliga champion
jürgen klopp	achievements	uefa champions league winner	achievements: uefa champions league winner
benedict xvi	achievements	reformed the congregation for the doctrine of the faith	achievements: reformed the congregation for the doctrine of the faith
jürgen klopp	achievements	fifa club world cup winner	achievements: fifa club world cup winner
zinedine zidane	achievements	won the fifa world cup	achievements: won the fifa world cup
brooke shields	achievements	golden globe nomination	achievements: golden globe nomination
brooke shields	achievements	tony award winner	achievements: tony award winner
jürgen klopp	achievements	dfb-pokal winner	achievements: dfb-pokal winner
macaulay culkin	achievements	music career	achievements: music career
zinedine zidane	achievements	uefa best player in europe	achievements: uefa best player in europe
zinedine zidane	achievements	won the uefa european championship	achievements: won the uefa european championship
kylie minogue	achievements	best-selling album	achievements: best-selling album
kylie minogue	achievements	most successful single	achievements: most successful single
benedict xvi	achievements	established the pontifical council for promoting christian unity	achievements: established the pontifical council for promoting christian unity
lady gaga	achievements	grammy winner	achievements: grammy winner
dianne feinstein	achievements	author of assault weapons ban	achievements: author of assault weapons ban
dianne feinstein	achievements	champion of gun control laws	achievements: champion of gun control laws
benedict xvi	achievements	reorganized curia	achievements: reorganized curia
subhas chandra bose	achievements	led indian national army to victory in burma	achievements: led indian national army to victory in burma
subhas chandra bose	achievements	organized indian national army	achievements: organized indian national army
jürgen klopp	achievements	champions league winner	achievements: champions league winner
macaulay culkin	achievements	home alone fame	achievements: home alone fame
jürgen klopp	achievements	premier league winner	achievements: premier league winner
jürgen klopp	achievements	fa cup winner	achievements: fa cup winner
subhas chandra bose	achievements	fought against british colonial rule	achievements: fought against british colonial rule
subhas chandra bose	achievements	fought alongside japanese forces	achievements: fought alongside japanese forces
benedict xvi	achievements	establishment of the pontifical council for the new evangelization	achievements: establishment of the pontifical council for the new evangelization
subhas chandra bose	achievements	fought against british rule	achievements: fought against british rule
benedict xvi	achievements	reform of the curia	achievements: reform of the curia
zinedine zidane	achievements	won uefa champions league	achievements: won uefa champions league
elon musk	achievements	sent spacecraft to mars	achievements: sent spacecraft to mars
subhas chandra bose	achievements	created indian national army	achievements: created indian national army
elon musk	achievements	made electric cars	achievements: made electric cars
elon musk	achievements	funded renewable energy projects	achievements: funded renewable energy projects
lady gaga	achievements	sold millions of albums	achievements: sold millions of albums
lady gaga	achievements	guinness world records	achievements: guinness world records
lady gaga	achievements	grammy awards	achievements: grammy awards
julia roberts	achievements	highest-paid actress	achievements: highest-paid actress
julia roberts	achievements	most successful actress	achievements: most successful actress
zinedine zidane	achievements	won la liga	achievements: won la liga
benedict xvi	achievements	wrote several books	achievements: wrote several books
jürgen klopp	achievements	premier league champion	achievements: premier league champion
benedict xvi	achievements	reformed vatican bank	achievements: reformed vatican bank
aamir khan	achievements	highest-grossing film	achievements: highest-grossing film
elon musk	achievements	founded spacex	achievements: founded spacex
elon musk	achievements	founded paypal	achievements: founded paypal
srinivasa ramanujan	achievements	fellow of the royal society	achievements: fellow of the royal society
srinivasa ramanujan	achievements	fellow of trinity college, cambridge	achievements: fellow of trinity college, cambridge
srinivasa ramanujan	achievements	published papers in proceedings of the cambridge philosophical society	achievements: published papers in proceedings of the cambridge philosophical society
srinivasa ramanujan	achievements	professor at trinity college, cambridge	achievements: professor at trinity college, cambridge
napoleon	achievements	conquered europe	achievements: conquered europe
napoleon	achievements	created french empire	achievements: created french empire
aamir khan	achievements	most awards won	achievements: most awards won
lady gaga	achievements	famous music videos	achievements: famous music videos
zinedine zidane	achievements	won fifa world cup	achievements: won fifa world cup
lady gaga	achievements	chart-topping singles	achievements: chart-topping singles
subhas chandra bose	achievements	organized indian revolution in east asia	achievements: organized indian revolution in east asia
zinedine zidane	achievements	won uefa european championship	achievements: won uefa european championship
srinivasa ramanujan	achievements	fellow of trinity college	achievements: fellow of trinity college
zinedine zidane	achievements	world cup winner	achievements: world cup winner
grace kelly	achievements	won golden globe	achievements: won golden globe
grace kelly	achievements	won oscar	achievements: won oscar
srinivasa ramanujan	achievements	published papers in cambridge	achievements: published papers in cambridge
zinedine zidane	achievements	european footballer of the year	achievements: european footballer of the year
srinivasa ramanujan	achievements	discovered new mathematical concepts	achievements: discovered new mathematical concepts
grace kelly	acting career	movies	acting career: movies
grace kelly	acting career	movie star	acting career: movie star
grace kelly	acting career	drama	acting career: drama
julia roberts	acting career	romantic comedies	acting career: romantic comedies
julia roberts	acting career	award-winning	acting career: award-winning
julia roberts	acting career	successful	acting career: successful
grace kelly	acting career	hollywood	acting career: hollywood
grace kelly	acting career	stage	acting career: stage
jon voight	acting style	emotive	acting style: emotive
jon voight	acting style	dramatic	acting style: dramatic
john wayne	acting style	tough	acting style: tough
john wayne	acting style	stoic	acting style: stoic
usher	actions	directing	actions: directing
usher	actions	assisting	actions: assisting
usher	actions	welcoming	actions: welcoming
aamir khan	active in	2010s	active in: 2010s
aamir khan	active in	1990s	active in: 1990s
aamir khan	active in	2000s	active in: 2000s
kylie minogue	active in	industry	active in: industry
kylie minogue	active in	entertainment	active in: entertainment
kylie minogue	active in	performing	active in: performing
kylie minogue	active in	music	active in: music
ray liotta	active years	1970s-2010s	active years: 1970s-2010s
josh brolin	active years	1980s-present	active years: 1980s-present
melanie griffith	active years	1970s-2000s	active years: 1970s-2000s
melanie griffith	active years	1970s-1990s	active years: 1970s-1990s
ray liotta	active years	1980s-2010s	active years: 1980s-2010s
ray liotta	active years	active in the film industry since 1980s	active years: active in the film industry since 1980s
susan sarandon	activism	anti-war activist	activism: anti-war activist
susan sarandon	activism	supporter of lgbtq+ rights	activism: supporter of lgbtq+ rights
edward norton	activism	animal rights activism	activism: animal rights activism
susan sarandon	activism	anti-war	activism: anti-war
edward norton	activism	environmental activism	activism: environmental activism
noam chomsky	activism	human rights	activism: human rights
robert redford	activism	environmental activism	activism: environmental activism
rosario dawson	activism	advocate for women's rights	activism: advocate for women's rights
susan sarandon	activism	pro-choice	activism: pro-choice
susan sarandon	activism	feminist	activism: feminist
robert redford	activism	conservation	activism: conservation
susan sarandon	activism	lgbtq+ rights	activism: lgbtq+ rights
noam chomsky	activism	anti-imperialism	activism: anti-imperialism
susan sarandon	activism	social justice	activism: social justice
susan sarandon	activism	anti-war movement	activism: anti-war movement
noam chomsky	activism	anti-war	activism: anti-war
rosario dawson	activism	support for black lives matter	activism: support for black lives matter
robert redford	activism	anti-war movement	activism: anti-war movement
susan sarandon	activism	environmental issues	activism: environmental issues
rosario dawson	activism	support for lgbtq+ rights	activism: support for lgbtq+ rights
robert redford	activism	peace movement	activism: peace movement
robert redford	activism	anti-war	activism: anti-war
susan sarandon	activism	politics	activism: politics
rosario dawson	activism	support for palestine	activism: support for palestine
tom hiddleston	actor	played thor's brother	actor: played thor's brother
tom hiddleston	actor	english	actor: english
tom hiddleston	actor	known for loki	actor: known for loki
tom hiddleston	actor	marvel movies	actor: marvel movies
tom hiddleston	actor	british	actor: british
tom hiddleston	actor	plays villain	actor: plays villain
tom hiddleston	actor	the avengers	actor: the avengers
robert de niro	actor	award-winning	actor: award-winning
tom hiddleston	actor	known for playing loki	actor: known for playing loki
robert de niro	actor	iconic	actor: iconic
robert de niro	actor	legendary	actor: legendary
rosario dawson	affiliations	activist for women's rights	affiliations: activist for women's rights
rosario dawson	affiliations	supporter of the democratic party	affiliations: supporter of the democratic party
bryan cranston	age	64	age: 64
macaulay culkin	age	grown-up	age: grown-up
jennifer jason leigh	age	still active	age: still active
jennifer jason leigh	age	born in 1962	age: born in 1962
aamir khan	age	middle-aged	age: middle-aged
macaulay culkin	age	adult	age: adult
alec baldwin	age	74	age: 74
macaulay culkin	age	child	age: child
robert de niro	age	senior	age: senior
david attenborough	age	over 90 years old	age: over 90 years old
david attenborough	age	born in 1926	age: born in 1926
jonah hill	age	born in 1983	age: born in 1983
david attenborough	age	long-lived	age: long-lived
ray liotta	age	born 1954	age: born 1954
rosario dawson	age	adult	age: adult
brooke shields	age	born in 1965	age: born in 1965
rosario dawson	age	middle-aged	age: middle-aged
bryan cranston	age	born in 1956	age: born in 1956
kirsten dunst	age	middle-aged	age: middle-aged
kirsten dunst	age	adult	age: adult
bryan cranston	age	64 years old	age: 64 years old
macaulay culkin	age	former child star	age: former child star
bryan cranston	age	active in the industry since 1980s	age: active in the industry since 1980s
ryan o'neal	age	died at 81	age: died at 81
michael caine	age	still active	age: still active
macaulay culkin	age	child actor	age: child actor
chris evans	age	middle-aged	age: middle-aged
michael caine	age	born in 1933	age: born in 1933
michael caine	age	still active in 2020s	age: still active in 2020s
chris evans	age	adult	age: adult
alec baldwin	age	as of 2021	age: as of 2021
ray liotta	age	late 60s	age: late 60s
susan sarandon	age	73+ years old	age: 73+ years old
brooke shields	age	middle-aged	age: middle-aged
robert redford	age	active in 80s and 90s	age: active in 80s and 90s
melanie griffith	age	born in 1957	age: born in 1957
julia roberts	age	middle-aged	age: middle-aged
jonah hill	age	middle-aged	age: middle-aged
chris evans	age	born in 1981	age: born in 1981
aamir khan	age	above 50	age: above 50
robert redford	age	born in 1936	age: born in 1936
chris evans	age	39 years old	age: 39 years old
miles teller	age	early 30s	age: early 30s
susan sarandon	age	born in 1946	age: born in 1946
james gandolfini	age	51 years old	age: 51 years old
macaulay culkin	age	formerly child actor	age: formerly child actor
bryan cranston	age	66 years old	age: 66 years old
macaulay culkin	age	born in 1980	age: born in 1980
macaulay culkin	age	currently alive	age: currently alive
robert redford	age	over 85 years old	age: over 85 years old
miles teller	age	late 30s	age: late 30s
david attenborough	age	active till now	age: active till now
anna kendrick	age	middle-aged	age: middle-aged
julia roberts	age	born in 1967	age: born in 1967
robert de niro	age	born in 1943	age: born in 1943
jonah hill	age	adult	age: adult
brooke shields	age	born 1965	age: born 1965
miles teller	age	born in 1987	age: born in 1987
macaulay culkin	age	middle-aged	age: middle-aged
julia roberts	age	age range: 54-65	age: age range: 54-65
macaulay culkin	age	now adult	age: now adult
anna kendrick	age	adult	age: adult
angelina jolie	age	born in 1975	age: born in 1975
ray liotta	age	active in 1980s-2010s	age: active in 1980s-2010s
brooke shields	age	in her 60s	age: in her 60s
kylie minogue	album	kylie	album: kylie
kylie minogue	album	the loco-motion	album: the loco-motion
kylie minogue	album	fever	album: fever
ariana grande	albums	dangerous woman	albums: dangerous woman
ariana grande	albums	sweetener	albums: sweetener
ariana grande	albums	thank u, next	albums: thank u, next
kylie minogue	albums	kylie	albums: kylie
ariana grande	albums	positions	albums: positions
kylie minogue	albums	light years	albums: light years
kylie minogue	albums	the loco-motion	albums: the loco-motion
robert redford	appearance	tall	appearance: tall
robert redford	appearance	gray-haired	appearance: gray-haired
robert redford	appearance	blue-eyed	appearance: blue-eyed
grace kelly	appearance	beautiful	appearance: beautiful
grace kelly	appearance	blue-eyed	appearance: blue-eyed
sienna miller	appearances	harper's bazaar	appearances: harper's bazaar
sienna miller	appearances	vogue	appearances: vogue
sienna miller	appearances	gq	appearances: gq
naruhito	ascension	1 may 2019	ascension: 1 may 2019
naruhito	ascension	emperor	ascension: emperor
naruhito	ascension	after his father's abdication	ascension: after his father's abdication
naruhito	ascension	2020	ascension: 2020
naruhito	ascension	2019	ascension: 2019
kylie minogue	associated acts	scissor sisters	associated acts: scissor sisters
kylie minogue	associated acts	moby	associated acts: moby
kylie minogue	associated acts	stock aitken waterman	associated acts: stock aitken waterman
ariana grande	associated with	justin bieber	associated with: justin bieber
ariana grande	associated with	taylor swift	associated with: taylor swift
david attenborough	associated with	natural history	associated with: natural history
kylie minogue	associated with	neighbours	associated with: neighbours
david attenborough	associated with	bbc	associated with: bbc
subhas chandra bose	associated with	gandhi	associated with: gandhi
ariana grande	associated with	nicki minaj	associated with: nicki minaj
kylie minogue	associated with	australian pop culture	associated with: australian pop culture
scarlett johansson	associated with	marvel cinematic universe	associated with: marvel cinematic universe
scarlett johansson	associated with	luc besson	associated with: luc besson
scarlett johansson	associated with	woody allen	associated with: woody allen
subhas chandra bose	associated with	nehru	associated with: nehru
david attenborough	associated with	discovery channel	associated with: discovery channel
usher	attributes	courteous	attributes: courteous
usher	attributes	attentive	attributes: attentive
usher	attributes	professional	attributes: professional
j.r.r. tolkien	author	fantasy	author: fantasy
j.r.r. tolkien	author	middle-earth	author: middle-earth
j.r.r. tolkien	author	poet	author: poet
j.r.r. tolkien	author	fantasy writer	author: fantasy writer
j.r.r. tolkien	author	the hobbit	author: the hobbit
j.r.r. tolkien	author	novelist	author: novelist
j.r.r. tolkien	author	the lord of the rings	author: the lord of the rings
elon musk	award	businessperson of the year	award: businessperson of the year
ariana grande	award	grammy	award: grammy
tom hiddleston	award	golden globe award	award: golden globe award
tom hiddleston	award	bafta tv award	award: bafta tv award
kylie minogue	award	aria award	award: aria award
kylie minogue	award	brit award	award: brit award
ariana grande	award	mtv video music award	award: mtv video music award
kylie minogue	award	grammy	award: grammy
james gandolfini	award	tony award winner	award: tony award winner
elon musk	award	space pioneer	award: space pioneer
ariana grande	award	billboard music award	award: billboard music award
tom hiddleston	award	tony award	award: tony award
tom hiddleston	award	bafta	award: bafta
james gandolfini	award	emmy award winner	award: emmy award winner
barbra streisand	award winner	tony	award winner: tony
barbra streisand	award winner	oscar	award winner: oscar
barbra streisand	award winner	grammy	award winner: grammy
barbra streisand	award winner	emmy	award winner: emmy
hayden christensen	award won	teen choice award	award won: teen choice award
hayden christensen	award won	mtv movie award	award won: mtv movie award
scarlett johansson	awards	golden globe	awards: golden globe
ryan o'neal	awards	emmy award	awards: emmy award
ryan o'neal	awards	golden globe award	awards: golden globe award
lady gaga	awards	mtv video music award	awards: mtv video music award
susan sarandon	awards	golden globe award	awards: golden globe award
gerald ford	awards	presidential medal of freedom	awards: presidential medal of freedom
hayao miyazaki	awards	japan academy prize	awards: japan academy prize
aamir khan	awards	oscars	awards: oscars
aamir khan	awards	filmfare	awards: filmfare
aamir khan	awards	bollywood	awards: bollywood
tom hiddleston	awards	empire awards	awards: empire awards
russell brand	awards	nominations	awards: nominations
russell brand	awards	wins	awards: wins
tom hiddleston	awards	bafta	awards: bafta
brooke shields	awards	people's choice award winner	awards: people's choice award winner
ryan o'neal	awards	emmy nomination	awards: emmy nomination
ryan o'neal	awards	golden globe nomination	awards: golden globe nomination
zinedine zidane	awards	fifa world player of the year	awards: fifa world player of the year
zinedine zidane	awards	uefa best player in europe	awards: uefa best player in europe
lady gaga	awards	mtv video music awards	awards: mtv video music awards
ryan o'neal	awards	golden globe	awards: golden globe
hayao miyazaki	awards	annie award	awards: annie award
tom hiddleston	awards	won empire award	awards: won empire award
jennifer jason leigh	awards	golden globe	awards: golden globe
christoph waltz	awards	academy award	awards: academy award
barbra streisand	awards	academy award	awards: academy award
barbra streisand	awards	golden globe award	awards: golden globe award
barbra streisand	awards	grammy award	awards: grammy award
tom hiddleston	awards	nominated for bafta	awards: nominated for bafta
brandon lee	awards	showest award	awards: showest award
uma thurman	awards	academy award nomination	awards: academy award nomination
james gandolfini	awards	emmy award winner	awards: emmy award winner
james gandolfini	awards	tony award winner	awards: tony award winner
hayden christensen	awards	teen choice awards	awards: teen choice awards
hayden christensen	awards	mtv movie awards	awards: mtv movie awards
jon voight	awards	academy award for best actor	awards: academy award for best actor
josh brolin	awards	oscar nomination	awards: oscar nomination
susan sarandon	awards	academy award	awards: academy award
jon voight	awards	golden globe awards	awards: golden globe awards
michael caine	awards	academy award winner	awards: academy award winner
christoph waltz	awards	golden globe	awards: golden globe
josh brolin	awards	golden globe nomination	awards: golden globe nomination
edward norton	awards	emmy award	awards: emmy award
angelina jolie	awards	golden globe winner	awards: golden globe winner
barbra streisand	awards	oscars	awards: oscars
barbra streisand	awards	grammys	awards: grammys
barbra streisand	awards	golden globes	awards: golden globes
barbra streisand	awards	emmy awards	awards: emmy awards
melanie griffith	awards	academy award	awards: academy award
alec baldwin	awards	emmy award	awards: emmy award
alec baldwin	awards	golden globe award	awards: golden globe award
justin timberlake	awards	billboard	awards: billboard
justin timberlake	awards	mtv	awards: mtv
justin timberlake	awards	grammy	awards: grammy
rosario dawson	awards	won several awards for her performances	awards: won several awards for her performances
rosario dawson	awards	nominated for numerous awards	awards: nominated for numerous awards
ray liotta	awards	golden globe nomination	awards: golden globe nomination
hayden christensen	awards	mtv movie award	awards: mtv movie award
jon voight	awards	academy award winner	awards: academy award winner
jon voight	awards	golden globe winner	awards: golden globe winner
jennifer jason leigh	awards	academy award nomination	awards: academy award nomination
miles teller	awards	independent spirit award	awards: independent spirit award
sienna miller	awards	bafta award	awards: bafta award
hayao miyazaki	awards	academy award	awards: academy award
hayao miyazaki	awards	golden lion	awards: golden lion
kirsten dunst	awards	bafta award	awards: bafta award
kirsten dunst	awards	golden globe nomination	awards: golden globe nomination
brooke shields	awards	golden globe nomination	awards: golden globe nomination
brooke shields	awards	emmy award winner	awards: emmy award winner
zinedine zidane	awards	ballon d'or	awards: ballon d'or
hayden christensen	awards	teen choice award	awards: teen choice award
edward norton	awards	academy award nomination	awards: academy award nomination
edward norton	awards	golden globe nomination	awards: golden globe nomination
chris evans	awards	teen choice awards	awards: teen choice awards
justin timberlake	awards	teen choice award	awards: teen choice award
david attenborough	awards	bafta	awards: bafta
david attenborough	awards	emmy	awards: emmy
david attenborough	awards	knighthood	awards: knighthood
kylie minogue	awards	aria awards	awards: aria awards
kylie minogue	awards	brit awards	awards: brit awards
kylie minogue	awards	grammy	awards: grammy
robert de niro	awards	won golden globe	awards: won golden globe
robert de niro	awards	won bafta	awards: won bafta
robert de niro	awards	has been nominated for numerous awards	awards: has been nominated for numerous awards
angelina jolie	awards	emmy	awards: emmy
melanie griffith	awards	golden globe nomination	awards: golden globe nomination
melanie griffith	awards	academy award nomination	awards: academy award nomination
scarlett johansson	awards	tony award	awards: tony award
scarlett johansson	awards	mtv movie award	awards: mtv movie award
julia roberts	awards	oscar	awards: oscar
julia roberts	awards	golden globe	awards: golden globe
david attenborough	awards	numerous	awards: numerous
lady gaga	awards	grammy awards	awards: grammy awards
lady gaga	awards	academy awards	awards: academy awards
lady gaga	awards	golden globe awards	awards: golden globe awards
robert redford	awards	golden globe winner	awards: golden globe winner
robert redford	awards	academy award winner	awards: academy award winner
al pacino	awards	academy award	awards: academy award
al pacino	awards	golden globe award	awards: golden globe award
john wayne	awards	academy award for best actor	awards: academy award for best actor
chris evans	awards	mtv movie awards	awards: mtv movie awards
zinedine zidane	awards	fifa world cup golden ball	awards: fifa world cup golden ball
aamir khan	awards	filmfare awards	awards: filmfare awards
leo tolstoy	awards	pushkin prize	awards: pushkin prize
ariana grande	awards	grammy award	awards: grammy award
elon musk	awards	awarded 2007 space frontier foundation pioneer award	awards: awarded 2007 space frontier foundation pioneer award
kirsten dunst	awards	golden globe awards	awards: golden globe awards
j. r. r. tolkien	awards	noble prize	awards: noble prize
tom hiddleston	awards	golden globe nomination	awards: golden globe nomination
justin timberlake	awards	grammy award	awards: grammy award
justin timberlake	awards	mtv video music award	awards: mtv video music award
edward norton	awards	academy award	awards: academy award
edward norton	awards	golden globe award	awards: golden globe award
edward norton	awards	independent spirit award	awards: independent spirit award
j. r. r. tolkien	awards	hugo award	awards: hugo award
robert de niro	awards	oscar	awards: oscar
robert de niro	awards	golden globe	awards: golden globe
elon musk	awards	awarded 2007 heinlein prize for advances in space commercialization	awards: awarded 2007 heinlein prize for advances in space commercialization
srinivasa ramanujan	awards	fellow of the royal society	awards: fellow of the royal society
robert redford	awards	golden globe award	awards: golden globe award
zinedine zidane	awards	fifa world cup golden boot	awards: fifa world cup golden boot
melanie griffith	awards	golden globe award	awards: golden globe award
melanie griffith	awards	bafta award	awards: bafta award
jonah hill	awards	mtv movie award	awards: mtv movie award
j.r.r. tolkien	awards	nebula award	awards: nebula award
j.r.r. tolkien	awards	hugo award	awards: hugo award
jonah hill	awards	teen choice award	awards: teen choice award
robert de niro	awards	oscar winner	awards: oscar winner
robert de niro	awards	golden globe winner	awards: golden globe winner
aamir khan	awards	national film awards	awards: national film awards
angelina jolie	awards	oscar winner	awards: oscar winner
robert redford	awards	academy award	awards: academy award
kirsten dunst	awards	mtv movie awards	awards: mtv movie awards
john wayne	awards	golden globe award	awards: golden globe award
john wayne	awards	academy award	awards: academy award
ariana grande	awards	billboard music award	awards: billboard music award
tom hiddleston	awards	bafta tv award	awards: bafta tv award
tom hiddleston	awards	satellite award	awards: satellite award
liza minnelli	awards	academy award	awards: academy award
michael caine	awards	academy award	awards: academy award
michael caine	awards	bafta award	awards: bafta award
elon musk	awards	tesla founder award	awards: tesla founder award
elon musk	awards	spacex founder award	awards: spacex founder award
aamir khan	awards	national award	awards: national award
aamir khan	awards	filmfare award	awards: filmfare award
josh brolin	awards	mtv movie award	awards: mtv movie award
josh brolin	awards	teen choice award	awards: teen choice award
macaulay culkin	awards	mtv movie award	awards: mtv movie award
macaulay culkin	awards	young artist award	awards: young artist award
leo tolstoy	awards	russian academy of sciences	awards: russian academy of sciences
j.r.r. tolkien	awards	distinguished service order	awards: distinguished service order
j.r.r. tolkien	awards	cbe	awards: cbe
leo tolstoy	awards	nobel prize	awards: nobel prize
bryan cranston	awards	golden globe awards	awards: golden globe awards
jürgen klopp	awards	lma manager of the year	awards: lma manager of the year
jürgen klopp	awards	premier league manager of the month	awards: premier league manager of the month
macaulay culkin	awards	teen choice award	awards: teen choice award
russell brand	awards	british comedy award	awards: british comedy award
russell brand	awards	mtv video music award	awards: mtv video music award
benedict xvi	awards	nobel peace prize nomination	awards: nobel peace prize nomination
bryan cranston	awards	tony awards	awards: tony awards
bryan cranston	awards	emmy awards	awards: emmy awards
noam chomsky	awards	linguistics prize	awards: linguistics prize
liza minnelli	awards	golden globe	awards: golden globe
jonah hill	awards	golden globe nomination	awards: golden globe nomination
michael caine	awards	golden globe award	awards: golden globe award
aamir khan	awards	padma bhushan	awards: padma bhushan
uma thurman	awards	golden globe	awards: golden globe
jon voight	awards	golden globe award	awards: golden globe award
jon voight	awards	academy award	awards: academy award
leo tolstoy	awards	nobel prize in literature	awards: nobel prize in literature
josh brolin	awards	screen actors guild award	awards: screen actors guild award
brandon lee	awards	golden globe nomination	awards: golden globe nomination
j.r.r. tolkien	awards	new york times best seller	awards: new york times best seller
j.r.r. tolkien	awards	pulitzer prize nomination	awards: pulitzer prize nomination
barbra streisand	awards	emmys	awards: emmys
michael caine	awards	golden globe	awards: golden globe
john wayne	awards	golden globe	awards: golden globe
michael caine	awards	bafta	awards: bafta
michael caine	awards	oscar	awards: oscar
james gandolfini	awards	golden globe award	awards: golden globe award
james gandolfini	awards	emmy award	awards: emmy award
kirsten dunst	awards	golden globe winner	awards: golden globe winner
kirsten dunst	awards	bafta nominee	awards: bafta nominee
liza minnelli	awards	emmy award	awards: emmy award
justin timberlake	awards	mtv video music awards	awards: mtv video music awards
edward norton	awards	bafta award	awards: bafta award
rosario dawson	awards	teen choice award	awards: teen choice award
rosario dawson	awards	mtv movie award	awards: mtv movie award
robert redford	awards	screen actors guild award	awards: screen actors guild award
kylie minogue	awards	grammy award	awards: grammy award
kylie minogue	awards	aria award	awards: aria award
robert redford	awards	bafta award	awards: bafta award
aamir khan	awards	padma shri	awards: padma shri
macaulay culkin	awards	won a golden globe nomination	awards: won a golden globe nomination
dianne feinstein	awards	honorary doctorate	awards: honorary doctorate
justin timberlake	awards	american music award	awards: american music award
uma thurman	awards	golden globe award	awards: golden globe award
subhas chandra bose	awards	bharat ratna	awards: bharat ratna
subhas chandra bose	awards	honorary citizenship of france	awards: honorary citizenship of france
james gandolfini	awards	emmy awards	awards: emmy awards
james gandolfini	awards	golden globe awards	awards: golden globe awards
hayden christensen	awards	young artist award	awards: young artist award
jon voight	awards	golden globe	awards: golden globe
christoph waltz	awards	oscar	awards: oscar
christoph waltz	awards	bafta	awards: bafta
jennifer jason leigh	awards	tony award	awards: tony award
sienna miller	awards	golden globe nomination	awards: golden globe nomination
sienna miller	awards	nomination for golden globe award	awards: nomination for golden globe award
miles teller	awards	critics' choice movie award	awards: critics' choice movie award
jonah hill	awards	golden globe	awards: golden globe
miles teller	awards	mtv movie award	awards: mtv movie award
elon musk	awards	space foundation's von braun award	awards: space foundation's von braun award
elon musk	awards	nasa public service medal	awards: nasa public service medal
noam chomsky	awards	lomonosov gold medal	awards: lomonosov gold medal
jennifer jason leigh	awards	golden globe award	awards: golden globe award
