concept	facet	property	facet_property
peter kropotkin	accomplishments	author of influential books	accomplishments: author of influential books
john f. kennedy	accomplishments	civil rights movement	accomplishments: civil rights movement
abraham lincoln	accomplishments	ended slavery	accomplishments: ended slavery
peter kropotkin	accomplishments	pioneer of anarchist theory	accomplishments: pioneer of anarchist theory
peter kropotkin	accomplishments	promoter of mutual aid	accomplishments: promoter of mutual aid
mahatma gandhi	accomplishments	led salt march	accomplishments: led salt march
mahatma gandhi	accomplishments	inspired civil disobedience	accomplishments: inspired civil disobedience
abraham lincoln	accomplishments	preserved the union	accomplishments: preserved the union
dalai lama 14th lungtok gyatso	achieved	recognition as spiritual leader	achieved: recognition as spiritual leader
park won-soon	achieved	human rights defender	achieved: human rights defender
park won-soon	achieved	first female mayor of seoul	achieved: first female mayor of seoul
millard fillmore	achieved	passed many laws	achieved: passed many laws
millard fillmore	achieved	improved us economy	achieved: improved us economy
dalai lama 14th lungtok gyatso	achieved	nobel peace prize	achieved: nobel peace prize
joseph gallieni	achievement	leading the french army to victory	achievement: leading the french army to victory
shintarō ishihara	achievement	published numerous papers	achievement: published numerous papers
joseph gallieni	achievement	saving paris from german occupation	achievement: saving paris from german occupation
raymond barre	achievement	increased economic growth	achievement: increased economic growth
neville chamberlain	achievement	nazi appeasement policy	achievement: nazi appeasement policy
neville chamberlain	achievement	peace of munich	achievement: peace of munich
ignacy łukasiewicz	achievement	invented lamp	achievement: invented lamp
ignacy łukasiewicz	achievement	developed oil industry	achievement: developed oil industry
ignacy łukasiewicz	achievement	pioneer of oil refining	achievement: pioneer of oil refining
neville chamberlain	achievement	rearmament of britain	achievement: rearmament of britain
alexander the great	achievement	expanding empire	achievement: expanding empire
alexander the great	achievement	founding cities	achievement: founding cities
alexander the great	achievement	conquering vast territories	achievement: conquering vast territories
raymond barre	achievement	reduced inflation	achievement: reduced inflation
william mckinley	achievement	panama canal	achievement: panama canal
sandra day o'connor	achievement	first female justice of the supreme court	achievement: first female justice of the supreme court
joseph gallieni	achievement	defeated austria-hungary	achievement: defeated austria-hungary
nahid kulenović	achievement	published research paper	achievement: published research paper
nahid kulenović	achievement	discovered new treatment	achievement: discovered new treatment
nahid kulenović	achievement	discovered gene	achievement: discovered gene
nahid kulenović	achievement	developed treatment	achievement: developed treatment
aníbal zañartu	achievement	social changes	achievement: social changes
marcellin berthelot	achievement	académie des sciences	achievement: académie des sciences
marcellin berthelot	achievement	member of the french academy	achievement: member of the french academy
shintarō ishihara	achievement	developed color blindness test	achievement: developed color blindness test
corazon aquino	achievement	first female president	achievement: first female president
william mckinley	achievement	tariff reform	achievement: tariff reform
corazon aquino	achievement	restored democracy	achievement: restored democracy
park won-soon	achievement	improving public transportation	achievement: improving public transportation
park won-soon	achievement	increasing green spaces	achievement: increasing green spaces
winston churchill	achievement	defeated nazi germany	achievement: defeated nazi germany
winston churchill	achievement	won nobel prize	achievement: won nobel prize
marcellin berthelot	achievement	developed method for determining atomic weights	achievement: developed method for determining atomic weights
marcellin berthelot	achievement	discovered hexamine	achievement: discovered hexamine
sandra day o'connor	achievement	pioneer for women's rights	achievement: pioneer for women's rights
neville chamberlain	achievement	peace treaty with germany	achievement: peace treaty with germany
joseph gallieni	achievement	led french army to victory	achievement: led french army to victory
park won-soon	achievement	reforming education system	achievement: reforming education system
marcellin berthelot	achievement	nobel prize in chemistry	achievement: nobel prize in chemistry
ben chifley	achievement	introduced national health insurance	achievement: introduced national health insurance
ben chifley	achievement	reformed education system	achievement: reformed education system
shintarō ishihara	achievement	created widely used color blindness test	achievement: created widely used color blindness test
italo balbo	achievement	pioneering transatlantic flight	achievement: pioneering transatlantic flight
italo balbo	achievement	diplomatic missions	achievement: diplomatic missions
italo balbo	achievement	fascist politician	achievement: fascist politician
italo balbo	achievement	founded italian east africa	achievement: founded italian east africa
sandra day o'connor	achievement	key vote on roe v. wade	achievement: key vote on roe v. wade
sandra day o'connor	achievement	first female justice	achievement: first female justice
martti ahtisaari	achievement	camp david accords	achievement: camp david accords
martti ahtisaari	achievement	oslo accords	achievement: oslo accords
martti ahtisaari	achievement	nobel peace prize	achievement: nobel peace prize
italo balbo	achievement	established italian colonial rule in libya	achievement: established italian colonial rule in libya
james buchanan	achievement	kansas-nebraska act	achievement: kansas-nebraska act
james buchanan	achievement	dred scott decision	achievement: dred scott decision
ignacy łukasiewicz	achievement	developed first oil refinery	achievement: developed first oil refinery
ignacy łukasiewicz	achievement	invented lamp oil	achievement: invented lamp oil
charles de gaulle	achievement	led france to victory in wwii	achievement: led france to victory in wwii
charles de gaulle	achievement	founded the eu	achievement: founded the eu
charles de gaulle	achievement	served as president of france	achievement: served as president of france
shintarō ishihara	achievement	created a color perception test	achievement: created a color perception test
einar thambarskelfir	achievement	promoting women's rights	achievement: promoting women's rights
einar thambarskelfir	achievement	leading the country's independence movement	achievement: leading the country's independence movement
shintarō ishihara	achievement	helped diagnose color vision deficiency	achievement: helped diagnose color vision deficiency
shintarō ishihara	achievement	created widely used color vision test	achievement: created widely used color vision test
ben chifley	achievement	nationalized industries	achievement: nationalized industries
jacques chirac	achievement	reform of european union	achievement: reform of european union
jacques chirac	achievement	strong opposition to iraq war	achievement: strong opposition to iraq war
michel rocard	achievement	reformed pension system	achievement: reformed pension system
michel rocard	achievement	reduced budget deficit	achievement: reduced budget deficit
friedrich ebert	achievement	was a strong advocate for women's suffrage	achievement: was a strong advocate for women's suffrage
friedrich ebert	achievement	signed the founding of the weimar republic	achievement: signed the founding of the weimar republic
jiang zemin	achievement	social stability	achievement: social stability
jiang zemin	achievement	reform and opening up	achievement: reform and opening up
marcellin berthelot	achievement	discovered saccharin	achievement: discovered saccharin
jiang zemin	achievement	economic growth	achievement: economic growth
marcellin berthelot	achievement	developed method for producing artificial sweeteners	achievement: developed method for producing artificial sweeteners
einar thambarskelfir	achievement	promoted women's rights	achievement: promoted women's rights
einar thambarskelfir	achievement	played important role in icelandic independence	achievement: played important role in icelandic independence
jean-luc dehaene	achievement	reformed the belgian pension system	achievement: reformed the belgian pension system
shintarō ishihara	achievement	developed ishihara test	achievement: developed ishihara test
harvey milk	achievement	first openly gay man	achievement: first openly gay man
harvey milk	achievement	elected to public office	achievement: elected to public office
park won-soon	achievement	anti-war activist	achievement: anti-war activist
park won-soon	achievement	human rights lawyer	achievement: human rights lawyer
aníbal zañartu	achievement	economic growth	achievement: economic growth
jean-luc dehaene	achievement	implemented the european monetary union	achievement: implemented the european monetary union
aníbal zañartu	achievement	reforms	achievement: reforms
marcellin berthelot	achievement	developed the concept of chemical affinity	achievement: developed the concept of chemical affinity
zhang guangfu	achievement	reorganized the government	achievement: reorganized the government
ignacy łukasiewicz	achievement	first commercial oil refinery	achievement: first commercial oil refinery
zhang guangfu	achievement	fought against corruption	achievement: fought against corruption
javier pérez de cuéllar	achievement	played a key role in ending the iran-iraq war	achievement: played a key role in ending the iran-iraq war
ignacy łukasiewicz	achievement	pioneer of petroleum industry	achievement: pioneer of petroleum industry
neville chamberlain	achievement	nine-powers agreement	achievement: nine-powers agreement
zhang guangfu	achievement	restored the han dynasty	achievement: restored the han dynasty
rutherford b. hayes	achievement	end of reconstruction	achievement: end of reconstruction
shintarō ishihara	achievement	published research	achievement: published research
shintarō ishihara	achievement	created test for color blindness	achievement: created test for color blindness
italo balbo	achievement	first person to fly over the north pole	achievement: first person to fly over the north pole
italo balbo	achievement	flew around the world	achievement: flew around the world
italo balbo	achievement	governor of libya	achievement: governor of libya
shintarō ishihara	achievement	developed color vision test	achievement: developed color vision test
rutherford b. hayes	achievement	presidential election controversy	achievement: presidential election controversy
marcellin berthelot	achievement	discovered the elements manganite and magnesite	achievement: discovered the elements manganite and magnesite
javier pérez de cuéllar	achievement	brokered the camp david accords	achievement: brokered the camp david accords
chiang kai-shek	achievements	unified china	achievements: unified china
ferdinand marcos	achievements	infrastructure development	achievements: infrastructure development
rajiv gandhi	achievements	launched technology revolution	achievements: launched technology revolution
claudius	achievements	reformed roman calendar	achievements: reformed roman calendar
claudius	achievements	reduced taxes	achievements: reduced taxes
benazir bhutto	achievements	reforms in pakistan economy	achievements: reforms in pakistan economy
ferdinand marcos	achievements	economic growth	achievements: economic growth
dalai lama 09 lungtok gyatso	achievements	promotion of interfaith dialogue	achievements: promotion of interfaith dialogue
benazir bhutto	achievements	promotion of education and healthcare	achievements: promotion of education and healthcare
dalai lama 09 lungtok gyatso	achievements	peaceful resistance to chinese occupation	achievements: peaceful resistance to chinese occupation
deng xiaoping	achievements	modernization of china	achievements: modernization of china
chun doo-hwan	achievements	reunification with north korea	achievements: reunification with north korea
domitian	achievements	built roads and public buildings	achievements: built roads and public buildings
hugo chávez	achievements	anti-imperialism	achievements: anti-imperialism
hugo chávez	achievements	social programs	achievements: social programs
aníbal zañartu	achievements	pioneer for women's rights	achievements: pioneer for women's rights
aníbal zañartu	achievements	first female president of chile	achievements: first female president of chile
hugo chávez	achievements	oil nationalization	achievements: oil nationalization
ben chifley	achievements	introduced social security system	achievements: introduced social security system
winston churchill	achievements	gave famous speeches	achievements: gave famous speeches
park won-soon	achievements	education	achievements: education
domitian	achievements	reorganized the roman army	achievements: reorganized the roman army
julius caesar	achievements	expansion of roman empire	achievements: expansion of roman empire
yitzhak rabin	achievements	brokered peace with jordan	achievements: brokered peace with jordan
ignacy łukasiewicz	achievements	developed oil industry	achievements: developed oil industry
chiang kai-shek	achievements	resisted japanese invasion	achievements: resisted japanese invasion
chiang kai-shek	achievements	fought against communism	achievements: fought against communism
martin luther king jr.	achievements	montgomery bus boycott	achievements: montgomery bus boycott
robert f. kennedy	achievements	civil rights advocate	achievements: civil rights advocate
robert f. kennedy	achievements	anti-poverty program	achievements: anti-poverty program
robert f. kennedy	achievements	medgar evers' advocate	achievements: medgar evers' advocate
indira gandhi	achievements	led india during indo-pakistani war	achievements: led india during indo-pakistani war
mao zedong	achievements	won chinese civil war	achievements: won chinese civil war
mao zedong	achievements	launched great leap forward	achievements: launched great leap forward
mao zedong	achievements	established communist regime	achievements: established communist regime
gerald ford	achievements	appointed first black cabinet member	achievements: appointed first black cabinet member
louis xi of france	achievements	expansion of french territories	achievements: expansion of french territories
louis xi of france	achievements	reforms in taxation and finance	achievements: reforms in taxation and finance
ben chifley	achievements	nationalized electricity industry	achievements: nationalized electricity industry
julius caesar	achievements	construction of public buildings	achievements: construction of public buildings
gerald ford	achievements	signed helsinki accords	achievements: signed helsinki accords
caligula	achievements	constructed buildings	achievements: constructed buildings
caligula	achievements	performed in theatrical performances	achievements: performed in theatrical performances
ignacy łukasiewicz	achievements	pioneer in petroleum industry	achievements: pioneer in petroleum industry
julius caesar	achievements	reforms in rome	achievements: reforms in rome
ignacy łukasiewicz	achievements	improved oil refining	achievements: improved oil refining
martin luther king jr.	achievements	march on washington	achievements: march on washington
louis xiv of france	achievements	expanded french territories	achievements: expanded french territories
vitellius	achievements	conducted military campaigns	achievements: conducted military campaigns
andrew jackson	achievements	indian removal act	achievements: indian removal act
curtis lemay	achievements	medal of honor	achievements: medal of honor
curtis lemay	achievements	air force chief of staff	achievements: air force chief of staff
philip the arab	achievements	banned gladiatorial games	achievements: banned gladiatorial games
caracalla	achievements	reduced taxes	achievements: reduced taxes
zhou enlai	achievements	played key role in chinese civil war	achievements: played key role in chinese civil war
zhou enlai	achievements	negotiated with foreign leaders	achievements: negotiated with foreign leaders
zhou enlai	achievements	improved china's international relations	achievements: improved china's international relations
caracalla	achievements	restored roman empire	achievements: restored roman empire
philip the arab	achievements	adopted christianity	achievements: adopted christianity
deng xiaoping	achievements	improvement of living standards	achievements: improvement of living standards
peter kropotkin	achievements	developed theory of mutual aid	achievements: developed theory of mutual aid
mao zedong	achievements	established the people's republic of china	achievements: established the people's republic of china
mao zedong	achievements	launched the great leap forward	achievements: launched the great leap forward
mao zedong	achievements	initiated the cultural revolution	achievements: initiated the cultural revolution
javier pérez de cuéllar	achievements	brokered peace in iran-iraq war	achievements: brokered peace in iran-iraq war
javier pérez de cuéllar	achievements	mediated conflict resolution in middle east	achievements: mediated conflict resolution in middle east
aníbal zañartu	achievements	social reforms	achievements: social reforms
aníbal zañartu	achievements	economic policies	achievements: economic policies
harvey milk	achievements	being the first openly gay person to be elected to public office	achievements: being the first openly gay person to be elected to public office
harvey milk	achievements	founding the gay activists alliance	achievements: founding the gay activists alliance
peter kropotkin	achievements	practiced what he preached	achievements: practiced what he preached
deng xiaoping	achievements	economic growth	achievements: economic growth
sejong the great	achievements	developed astronomy	achievements: developed astronomy
curtis lemay	achievements	ace fighter pilot	achievements: ace fighter pilot
zhou enlai	achievements	established diplomatic relations with us and soviet union	achievements: established diplomatic relations with us and soviet union
zhou enlai	achievements	played a key role in chinese foreign policy	achievements: played a key role in chinese foreign policy
zhou enlai	achievements	served as premier for 27 years	achievements: served as premier for 27 years
andrew jackson	achievements	veto power	achievements: veto power
vitellius	achievements	appointed generals	achievements: appointed generals
park won-soon	achievements	public transportation	achievements: public transportation
maximinus thrax	achievements	conquered germania	achievements: conquered germania
maximinus thrax	achievements	expanded roman empire	achievements: expanded roman empire
philip the arab	achievements	reduced persecution of christians	achievements: reduced persecution of christians
soong ching-ling	achievements	worked for education	achievements: worked for education
soong ching-ling	achievements	fought for peasant rights	achievements: fought for peasant rights
soong ching-ling	achievements	promoted women's rights	achievements: promoted women's rights
paul doumer	achievements	reformed french education system	achievements: reformed french education system
louis xiv of france	achievements	built palace of versailles	achievements: built palace of versailles
andrew jackson	achievements	second bank of the united states	achievements: second bank of the united states
louis xiv of france	achievements	established french absolute monarchy	achievements: established french absolute monarchy
jean-luc dehaene	achievements	reformed healthcare system	achievements: reformed healthcare system
hugo chávez	achievements	nationalized industries	achievements: nationalized industries
hugo chávez	achievements	increased oil production	achievements: increased oil production
hugo chávez	achievements	reduced poverty	achievements: reduced poverty
grand duke dimitri constantinovich of russia	achievements	served as a diplomat	achievements: served as a diplomat
grand duke dimitri constantinovich of russia	achievements	published several books	achievements: published several books
grand duke dimitri constantinovich of russia	achievements	was a patron of the arts	achievements: was a patron of the arts
nahid kulenović	achievements	won championship	achievements: won championship
nahid kulenović	achievements	set records	achievements: set records
ben chifley	achievements	introduced national health insurance	achievements: introduced national health insurance
ben chifley	achievements	expanded social welfare	achievements: expanded social welfare
jean-luc dehaene	achievements	reduced unemployment	achievements: reduced unemployment
simón bolívar	achievements	liberated several countries	achievements: liberated several countries
jacques chirac	achievements	increased foreign aid	achievements: increased foreign aid
john paul ii	achievements	played key role in fall of berlin wall	achievements: played key role in fall of berlin wall
jiang zemin	achievements	social reform	achievements: social reform
jiang zemin	achievements	diplomatic efforts	achievements: diplomatic efforts
sun yat-sen	achievements	established republic of china	achievements: established republic of china
sun yat-sen	achievements	overthrew qing dynasty	achievements: overthrew qing dynasty
patricio aylwin	achievements	economic reforms	achievements: economic reforms
patricio aylwin	achievements	election reform	achievements: election reform
patricio aylwin	achievements	transition to democracy	achievements: transition to democracy
federico errázuriz zañartu	achievements	education	achievements: education
john quincy adams	achievements	promoted american education	achievements: promoted american education
john quincy adams	achievements	negotiated adams-onís treaty	achievements: negotiated adams-onís treaty
benigno aquino iii	achievements	socio-economic agenda	achievements: socio-economic agenda
jiang zemin	achievements	economy growth	achievements: economy growth
benigno aquino iii	achievements	national id system	achievements: national id system
benigno aquino iii	achievements	mrt3 project	achievements: mrt3 project
julius caesar	achievements	reformed roman calendar	achievements: reformed roman calendar
ben chifley	achievements	nationalising industries	achievements: nationalising industries
marcellin berthelot	achievements	developed the concept of chemical affinity	achievements: developed the concept of chemical affinity
marcellin berthelot	achievements	discovered the elements of bromine and selenium	achievements: discovered the elements of bromine and selenium
julius caesar	achievements	expanded roman empire	achievements: expanded roman empire
jawaharlal nehru	achievements	played key role in indian independence	achievements: played key role in indian independence
jawaharlal nehru	achievements	played key role in shaping india's constitution	achievements: played key role in shaping india's constitution
julius caesar	achievements	conquered gaul	achievements: conquered gaul
winston churchill	achievements	was awarded nobel prize	achievements: was awarded nobel prize
antoninus pius	achievements	restored the roman empire	achievements: restored the roman empire
ben chifley	achievements	introducing social security	achievements: introducing social security
antoninus pius	achievements	promoted social welfare	achievements: promoted social welfare
kwame nkrumah	achievements	fought for pan-africanism	achievements: fought for pan-africanism
francis drake	achievements	raid spanish ports	achievements: raid spanish ports
grover cleveland	achievements	trust-busting	achievements: trust-busting
grover cleveland	achievements	civil service reform	achievements: civil service reform
ben chifley	achievements	established australian national airlines	achievements: established australian national airlines
zhou enlai	achievements	diplomatic skills	achievements: diplomatic skills
zhou enlai	achievements	peaceful resolution of conflicts	achievements: peaceful resolution of conflicts
neville chamberlain	achievements	munich agreement	achievements: munich agreement
neville chamberlain	achievements	nine power treaty	achievements: nine power treaty
nikita khrushchev	achievements	space exploration	achievements: space exploration
nikita khrushchev	achievements	nuclear disarmament	achievements: nuclear disarmament
nikita khrushchev	achievements	de-stalinization	achievements: de-stalinization
ignacy łukasiewicz	achievements	first commercial oil well	achievements: first commercial oil well
kwame nkrumah	achievements	was a key figure in african unity	achievements: was a key figure in african unity
ignacy łukasiewicz	achievements	oil industry pioneer	achievements: oil industry pioneer
mao zedong	achievements	implemented land reform	achievements: implemented land reform
mao zedong	achievements	fought in chinese civil war	achievements: fought in chinese civil war
deng xiaoping	achievements	opened up china to the world	achievements: opened up china to the world
deng xiaoping	achievements	encouraged foreign investment	achievements: encouraged foreign investment
deng xiaoping	achievements	introduced market-oriented economic reforms	achievements: introduced market-oriented economic reforms
louis xi of france	achievements	expanded french territories	achievements: expanded french territories
louis xi of france	achievements	established strong military	achievements: established strong military
louis xi of france	achievements	improved economy	achievements: improved economy
francis drake	achievements	first englishman to circumnavigate globe	achievements: first englishman to circumnavigate globe
corazon aquino	achievements	fought for democracy	achievements: fought for democracy
corazon aquino	achievements	led the opposition against marcos	achievements: led the opposition against marcos
mao zedong	achievements	led communist party of china	achievements: led communist party of china
john paul ii	achievements	traveled extensively	achievements: traveled extensively
raymond barre	achievements	reduced public debt	achievements: reduced public debt
woodrow wilson	achievements	led the country through wwi	achievements: led the country through wwi
raymond barre	achievements	stabilized french economy	achievements: stabilized french economy
kwame nkrumah	achievements	fought against colonialism	achievements: fought against colonialism
antoninus pius	achievements	fostered education	achievements: fostered education
antoninus pius	achievements	reorganized government	achievements: reorganized government
antoninus pius	achievements	reduced taxes	achievements: reduced taxes
deng xiaoping	achievements	rapid economic growth	achievements: rapid economic growth
deng xiaoping	achievements	normalization of sino-us relations	achievements: normalization of sino-us relations
todor zhivkov	achievements	led bulgaria's post-wwii reconstruction	achievements: led bulgaria's post-wwii reconstruction
todor zhivkov	achievements	maintained close ties with soviet union	achievements: maintained close ties with soviet union
millard fillmore	achievements	fugitive slave act	achievements: fugitive slave act
millard fillmore	achievements	compromise of 1850	achievements: compromise of 1850
raymond barre	achievements	reduced inflation	achievements: reduced inflation
pedro aguirre cerda	achievements	improved education	achievements: improved education
alexander the great	achievements	founding alexandria	achievements: founding alexandria
friedrich ebert	achievements	promoted social reforms	achievements: promoted social reforms
friedrich ebert	achievements	helped establish the weimar republic	achievements: helped establish the weimar republic
italo balbo	achievements	italian colonial expansion	achievements: italian colonial expansion
italo balbo	achievements	exploration of the antarctic	achievements: exploration of the antarctic
italo balbo	achievements	first person to fly over the north pole	achievements: first person to fly over the north pole
jacques chirac	achievements	reformed pension system	achievements: reformed pension system
woodrow wilson	achievements	established federal reserve	achievements: established federal reserve
sejong the great	achievements	promoted education	achievements: promoted education
sejong the great	achievements	improved governance	achievements: improved governance
sejong the great	achievements	created hangul	achievements: created hangul
alexander the great	achievements	conquering persian empire	achievements: conquering persian empire
woodrow wilson	achievements	created federal reserve system	achievements: created federal reserve system
alexander the great	achievements	conquering vast territories	achievements: conquering vast territories
alexander the great	achievements	spread of greek culture	achievements: spread of greek culture
charles de gaulle	achievements	resisted nazi occupation	achievements: resisted nazi occupation
charles de gaulle	achievements	founded the eu	achievements: founded the eu
charles de gaulle	achievements	led france during wwii	achievements: led france during wwii
antoninus pius	achievements	expansion of roman empire	achievements: expansion of roman empire
antoninus pius	achievements	peaceful reign	achievements: peaceful reign
michel rocard	achievements	implementation of european monetary system	achievements: implementation of european monetary system
martti ahtisaari	achievements	ended angola war	achievements: ended angola war
martti ahtisaari	achievements	promoted peace and reconciliation	achievements: promoted peace and reconciliation
michel rocard	achievements	reform of french education system	achievements: reform of french education system
pedro aguirre cerda	achievements	created jobs	achievements: created jobs
sandra day o'connor	achievements	served on the us supreme court from 1981 to 2006	achievements: served on the us supreme court from 1981 to 2006
alexander the great	achievements	founding cities	achievements: founding cities
sandra day o'connor	achievements	author of memoirs	achievements: author of memoirs
chester a. arthur	achievements	civil service reform	achievements: civil service reform
joseph gallieni	achievements	defeated italian army	achievements: defeated italian army
joseph gallieni	achievements	preserved paris during world war i	achievements: preserved paris during world war i
woodrow wilson	achievements	advocate for women's suffrage	achievements: advocate for women's suffrage
woodrow wilson	achievements	created the federal reserve system	achievements: created the federal reserve system
woodrow wilson	achievements	led the us through wwi	achievements: led the us through wwi
benigno aquino iii	achievements	philhealth universal healthcare law	achievements: philhealth universal healthcare law
antoni martí	achievements	promoted catalan culture	achievements: promoted catalan culture
antoni martí	achievements	fought for regional autonomy	achievements: fought for regional autonomy
sun yat-sen	achievements	overthrow of qing dynasty	achievements: overthrow of qing dynasty
sun yat-sen	achievements	establishment of republic of china	achievements: establishment of republic of china
chester a. arthur	achievements	gold standard	achievements: gold standard
woodrow wilson	achievements	led the us in world war i	achievements: led the us in world war i
harvey milk	achievements	first openly gay man elected to public office	achievements: first openly gay man elected to public office
harvey milk	achievements	founding of the gay democratic club	achievements: founding of the gay democratic club
ben chifley	achievements	australian broadcasting commission	achievements: australian broadcasting commission
sun yat-sen	achievements	led xinhai revolution	achievements: led xinhai revolution
antoni martí	achievements	increased social services	achievements: increased social services
antoni martí	achievements	reduced poverty	achievements: reduced poverty
hugo chávez	achievements	strengthened regional alliances	achievements: strengthened regional alliances
zhou enlai	achievements	signed sino-soviet treaty	achievements: signed sino-soviet treaty
zhou enlai	achievements	improved relations with foreign countries	achievements: improved relations with foreign countries
curtis lemay	achievements	designed and led the vietnam war	achievements: designed and led the vietnam war
john f. kennedy	achievements	economic growth	achievements: economic growth
curtis lemay	achievements	developed the b-52 bomber	achievements: developed the b-52 bomber
sandra day o'connor	achievements	first western woman to serve	achievements: first western woman to serve
ben chifley	achievements	australian national airlines	achievements: australian national airlines
sandra day o'connor	achievements	first female justice	achievements: first female justice
kim yong-chun	achievements	asian cup winner	achievements: asian cup winner
ignacy łukasiewicz	achievements	founder of oil industry	achievements: founder of oil industry
martti ahtisaari	achievements	mediated conflicts	achievements: mediated conflicts
martti ahtisaari	achievements	brokered peace in finland	achievements: brokered peace in finland
louis xi of france	achievements	strengthening of royal power	achievements: strengthening of royal power
benigno aquino iii	achievements	edsa people power revolution	achievements: edsa people power revolution
louis xi of france	achievements	french renaissance	achievements: french renaissance
jiang zemin	achievements	reform and opening up	achievements: reform and opening up
sandra day o'connor	achievements	first western american justice	achievements: first western american justice
james buchanan	achievements	morrill tariff	achievements: morrill tariff
james buchanan	achievements	oregon treaty	achievements: oregon treaty
kim yong-chun	achievements	olympic gold medal	achievements: olympic gold medal
woodrow wilson	achievements	played a key role in the treaty of versailles	achievements: played a key role in the treaty of versailles
benigno aquino iii	achievements	mrt 7 project	achievements: mrt 7 project
benigno aquino iii	achievements	pantawid pamilya program	achievements: pantawid pamilya program
martti ahtisaari	achievements	mediated conflict resolution	achievements: mediated conflict resolution
sun yat-sen	achievements	promoted democracy	achievements: promoted democracy
nahid kulenović	achievements	published research papers	achievements: published research papers
nahid kulenović	achievements	awarded for scientific contributions	achievements: awarded for scientific contributions
louis xiv of france	achievements	established palace of versailles	achievements: established palace of versailles
louis xiv of france	achievements	founded french academy	achievements: founded french academy
mao zedong	achievements	established prc	achievements: established prc
mao zedong	achievements	led chinese revolution	achievements: led chinese revolution
mao zedong	achievements	implemented great leap forward	achievements: implemented great leap forward
louis xiv of france	achievements	expanded french colonies	achievements: expanded french colonies
kwame nkrumah	achievements	promoted african unity	achievements: promoted african unity
benigno aquino iii	achievements	sin tax reform law	achievements: sin tax reform law
kwame nkrumah	achievements	founded the university of ghana	achievements: founded the university of ghana
sun yat-sen	achievements	promoted women's rights	achievements: promoted women's rights
sun yat-sen	achievements	established the republic of china	achievements: established the republic of china
sun yat-sen	achievements	led the xinhai revolution	achievements: led the xinhai revolution
chiang kai-shek	achievements	led nationalist government	achievements: led nationalist government
abraham lincoln	achievements	strongly opposed slavery	achievements: strongly opposed slavery
abraham lincoln	achievements	preserved the union	achievements: preserved the union
abraham lincoln	achievements	issued emancipation proclamation	achievements: issued emancipation proclamation
antoni martí	achievements	helped establish barcelona's first railway	achievements: helped establish barcelona's first railway
antoni martí	achievements	founded barcelona's first newspaper	achievements: founded barcelona's first newspaper
grover cleveland	achievements	trust busters	achievements: trust busters
grover cleveland	achievements	municipal ownership of utilities	achievements: municipal ownership of utilities
kwame nkrumah	achievements	led ghana to independence	achievements: led ghana to independence
matti nykänen	achievements	record holder	achievements: record holder
woodrow wilson	achievements	led the us into world war i	achievements: led the us into world war i
sejong the great	achievements	promotion of confucianism	achievements: promotion of confucianism
italo balbo	achievements	first person to fly over the equator	achievements: first person to fly over the equator
todor zhivkov	achievements	socialist reforms	achievements: socialist reforms
nikita khrushchev	achievements	reforms	achievements: reforms
sejong the great	achievements	promotion of education	achievements: promotion of education
sejong the great	achievements	reforms	achievements: reforms
