concept	facet	property	facet_property
night driver	actions	uses high beams	actions: uses high beams
zorro	actions	loving	actions: loving
zorro	actions	helps poor	actions: helps poor
f1 hero md	actions	winning	actions: winning
f1 hero md	actions	crashing	actions: crashing
night driver	actions	avoids distractions	actions: avoids distractions
tomb raider	actions	exploring	actions: exploring
tomb raider	actions	solving puzzles	actions: solving puzzles
zorro	actions	fighting	actions: fighting
prisoner of ice	actions	meets new characters	actions: meets new characters
cabal	actions	plotting	actions: plotting
hour of victory	actions	cheering	actions: cheering
hour of victory	actions	congratulating	actions: congratulating
night driver	actions	drives slowly	actions: drives slowly
f1 hero md	actions	recovery	actions: recovery
hour of victory	actions	raising arms	actions: raising arms
hour of victory	actions	applauding	actions: applauding
zorro	actions	steals from rich	actions: steals from rich
prisoner of ice	actions	awakens	actions: awakens
portal	activation	technological	activation: technological
portal	activation	natural	activation: natural
portal	activation	magical	activation: magical
boot camp	activities	physical exercise	activities: physical exercise
homefront	activities	homework	activities: homework
boot camp	activities	tactical drills	activities: tactical drills
homefront	activities	entertaining	activities: entertaining
homefront	activities	studying	activities: studying
a.r.e.s. extinction agenda	activities	conservation	activities: conservation
jedi academy	activities	lightsaber training	activities: lightsaber training
jedi academy	activities	force meditation	activities: force meditation
homefront	activities	cleaning	activities: cleaning
boot camp	activities	physical exercises	activities: physical exercises
boot camp	activities	drill	activities: drill
homefront	activities	relaxing	activities: relaxing
boot camp	activities	obstacle course	activities: obstacle course
a.r.e.s. extinction agenda	activities	research	activities: research
a.r.e.s. extinction agenda	activities	lobbying	activities: lobbying
boot camp	activities	marching	activities: marching
a.r.e.s. extinction agenda	activities	education	activities: education
boot camp	activities	obstacle courses	activities: obstacle courses
boot camp	activities	push-ups	activities: push-ups
a.r.e.s. extinction agenda	activities	community engagement	activities: community engagement
jedi academy	activities	training sessions	activities: training sessions
jedi academy	activities	meditation	activities: meditation
jedi academy	activities	jedi trials	activities: jedi trials
a.r.e.s. extinction agenda	activities	species reintroduction	activities: species reintroduction
homefront	activities	cooking	activities: cooking
a.r.e.s. extinction agenda	activities	wildlife monitoring	activities: wildlife monitoring
boot camp	activities	team-building exercises	activities: team-building exercises
boot camp	activities	team building	activities: team building
homefront	activities	entertainment	activities: entertainment
boot camp	activities	drilling	activities: drilling
battle island	activity	snorkeling	activity: snorkeling
battle island	activity	surfing	activity: surfing
night driver	activity	drives	activity: drives
night driver	activity	operates	activity: operates
night driver	activity	maneuvers	activity: maneuvers
battle island	activity	diving	activity: diving
007 legends	actor	sean connery	actor: sean connery
007 legends	actor	pierce brosnan	actor: pierce brosnan
007 legends	actor	roger moore	actor: roger moore
007 legends	actor	daniel craig	actor: daniel craig
james bond: licence to kill	actors	robert davi	actors: robert davi
tron: evolution	actors	eionbailey	actors: eionbailey
tron: evolution	actors	charlizetheron	actors: charlizetheron
james bond	actors	sean connery	actors: sean connery
007: licence to kill	actors	daniel craig	actors: daniel craig
james bond	actors	roger moore	actors: roger moore
james bond	actors	pierce brosnan	actors: pierce brosnan
back to the future	actors	christopher lloyd	actors: christopher lloyd
james bond: licence to kill	actors	timothy dalton	actors: timothy dalton
james bond	actors	daniel craig	actors: daniel craig
back to the future	actors	michael j. fox	actors: michael j. fox
007 legends	actors	played by	actors: played by
007: licence to kill	actors	olga kurylenko	actors: olga kurylenko
007: licence to kill	actors	mads mikkelsen	actors: mads mikkelsen
007 legends	actors	timothy dalton	actors: timothy dalton
james bond: licence to kill	actors	carey lowell	actors: carey lowell
007: licence to kill	actors	timothy dalton	actors: timothy dalton
frontlines: fuel of war	actors	military	actors: military
frontlines: fuel of war	actors	governments	actors: governments
007 legends	actors	roger moore	actors: roger moore
007 legends	actors	sean connery	actors: sean connery
a.r.e.s.: extinction agenda	actors	corporations	actors: corporations
g.i. joe: the rise of cobra	actors	sienna miller	actors: sienna miller
saw ii: flesh & blood	actors	donnie wahlberg	actors: donnie wahlberg
g.i. joe: the rise of cobra	actors	channing tatum	actors: channing tatum
saw ii: flesh & blood	actors	erin cahill	actors: erin cahill
saw ii: flesh & blood	actors	ming-na wen	actors: ming-na wen
a.r.e.s.: extinction agenda	actors	governments	actors: governments
007: licence to kill	actors	sean bean	actors: sean bean
g.i. joe: the rise of cobra	actors	joseph gordon-levitt	actors: joseph gordon-levitt
frontlines: fuel of war	actors	corporations	actors: corporations
007 legends	actors	daniel craig	actors: daniel craig
agon	actors	tragedy	actors: tragedy
frontlines: fuel of war	actors	government	actors: government
frontlines: fuel of war	actors	industry	actors: industry
frontlines: fuel of war	actors	rebels	actors: rebels
a.r.e.s.: extinction agenda	actors	individuals	actors: individuals
agon	actors	heroes	actors: heroes
007 legends	actors	pierce brosnan	actors: pierce brosnan
game of thrones	adaptation	hbo	adaptation: hbo
game of thrones	adaptation	peter dinklage	adaptation: peter dinklage
disney's hercules	adaptation	based on greek mythology	adaptation: based on greek mythology
game of thrones	adaptation	book series	adaptation: book series
game of thrones	adaptation	hbo show	adaptation: hbo show
memories off: yubikiri no kioku	adaptation	light novel	adaptation: light novel
memories off: yubikiri no kioku	adaptation	manga	adaptation: manga
memories off: yubikiri no kioku	adaptation	anime series	adaptation: anime series
game of thrones	adaptation	tv series	adaptation: tv series
disney's hercules	adaptation	animated film	adaptation: animated film
alpha protocol	adaptation	movie	adaptation: movie
alpha protocol	adaptation	film	adaptation: film
disney's hercules	adaptation	1997 release	adaptation: 1997 release
alpha protocol	adaptation	action-packed	adaptation: action-packed
clannad	adaptations	manga series	adaptations: manga series
romance of the three kingdoms vii	adaptations	movie	adaptations: movie
mushihimesama	adaptations	anime	adaptations: anime
mushihimesama	adaptations	manga	adaptations: manga
clannad	adaptations	anime series	adaptations: anime series
clannad	adaptations	movie	adaptations: movie
romance of the three kingdoms vii	adaptations	movies	adaptations: movies
100 bullets	adaptations	movie	adaptations: movie
steins;gate	adaptations	video game	adaptations: video game
romance of the three kingdoms vii	adaptations	tv series	adaptations: tv series
mushihimesama	adaptations	video game	adaptations: video game
romance of the three kingdoms vii	adaptations	video games	adaptations: video games
100 bullets	adaptations	tv series	adaptations: tv series
zorro	adaptations	movies	adaptations: movies
steins;gate	adaptations	anime	adaptations: anime
zorro	adaptations	tv shows	adaptations: tv shows
romance of the three kingdoms vii	adaptations	novel	adaptations: novel
zorro	adaptations	musical	adaptations: musical
romance of the three kingdoms vii	adaptations	film	adaptations: film
romance of the three kingdoms vii	adaptations	video game	adaptations: video game
steins;gate	adaptations	light novel	adaptations: light novel
the hobbit	adaptations	movie	adaptations: movie
zorro	adaptations	books	adaptations: books
the hobbit	adaptations	video game	adaptations: video game
alpha protocol	adaptations	movie franchise	adaptations: movie franchise
alpha protocol	adaptations	video game series	adaptations: video game series
dracula unleashed	adaptations	movie	adaptations: movie
dracula unleashed	adaptations	play	adaptations: play
dracula unleashed	adaptations	tv show	adaptations: tv show
the hobbit	adaptations	stage play	adaptations: stage play
clannad	adaptations	video game	adaptations: video game
night shift	adjustment	difficulty adjusting	adjustment: difficulty adjusting
night shift	adjustment	sleep disorders	adjustment: sleep disorders
night shift	adjustment	social rhythm	adjustment: social rhythm
night shift	adjustment	requires discipline	adjustment: requires discipline
night shift	adjustment	difficult to adjust	adjustment: difficult to adjust
night shift	adjustment difficulty	disorienting	adjustment difficulty: disorienting
night shift	adjustment difficulty	tiring	adjustment difficulty: tiring
night shift	adjustments	circadian rhythm	adjustments: circadian rhythm
night shift	adjustments	dark adaptation	adjustments: dark adaptation
ajax	advantage	reduce server load	advantage: reduce server load
ajax	advantage	improve user experience	advantage: improve user experience
ajax	advantage	increase website speed	advantage: increase website speed
ajax	advantages	improves user experience	advantages: improves user experience
microbot	advantages	precision	advantages: precision
ajax	advantages	increased performance	advantages: increased performance
asphalt	advantages	low maintenance	advantages: low maintenance
asphalt	advantages	weather-resistant	advantages: weather-resistant
asphalt	advantages	long-lasting	advantages: long-lasting
ajax	advantages	reduced server load	advantages: reduced server load
ajax	advantages	faster page loading	advantages: faster page loading
ajax	advantages	improved user experience	advantages: improved user experience
asphalt	advantages	easy to maintain	advantages: easy to maintain
asphalt	advantages	cost-effective	advantages: cost-effective
asphalt	advantages	skid-resistant	advantages: skid-resistant
ajax	advantages	reduced page reloads	advantages: reduced page reloads
ajax	advantages	improved performance	advantages: improved performance
prototype	advantages	faster development	advantages: faster development
ajax	advantages	enhanced user interaction	advantages: enhanced user interaction
ajax	advantages	faster page loads	advantages: faster page loads
prototype	advantages	improved functionality	advantages: improved functionality
prototype	advantages	cost-effective	advantages: cost-effective
ajax	advantages	increased interactivity	advantages: increased interactivity
ajax	advantages	reduces page reloads	advantages: reduces page reloads
microbot	advantages	small size	advantages: small size
microbot	advantages	cost-effective	advantages: cost-effective
ajax	advantages	enhances performance	advantages: enhances performance
ajax	advantages	faster user experience	advantages: faster user experience
rise of the argonauts	adventures	facing hydra	adventures: facing hydra
zorro	adventures	fighting for justice	adventures: fighting for justice
zorro	adventures	romantic entanglements	adventures: romantic entanglements
rise of the argonauts	adventures	facing harpies	adventures: facing harpies
007 legends	adversaries	auric goldfinger	adversaries: auric goldfinger
007 legends	adversaries	jaws	adversaries: jaws
007 legends	adversaries	blofeld	adversaries: blofeld
007 legends	adversaries	raoul silva	adversaries: raoul silva
star wars: the clone wars – republic heroes	affiliation	jedi order	affiliation: jedi order
star wars: the clone wars – republic heroes	affiliation	galactic republic	affiliation: galactic republic
the hobbit (lego)	age range	8+	age range: 8+
the hobbit (lego)	age range	10+	age range: 10+
finnair	aircraft	airbus	aircraft: airbus
finnair	aircraft	boeing	aircraft: boeing
1943: the battle of midway	aircraft carriers	uss yorktown	aircraft carriers: uss yorktown
1943: the battle of midway	aircraft carriers	uss enterprise	aircraft carriers: uss enterprise
1943: the battle of midway	aircraft carriers	uss hiryu	aircraft carriers: uss hiryu
1943: the battle of midway	aircraft carriers	uss akagi	aircraft carriers: uss akagi
x-wing	aircraft type	fighter	aircraft type: fighter
x-wing	aircraft type	spacecraft	aircraft type: spacecraft
x-wing	aircraft type	starfighter	aircraft type: starfighter
himawari no kyōkai to nagai natsuyasumi	airing dates	2016	airing dates: 2016
himawari no kyōkai to nagai natsuyasumi	airing dates	summer	airing dates: summer
himawari no kyōkai to nagai natsuyasumi	airing dates	japanese tv	airing dates: japanese tv
echo night: beyond	album	released in 2020	album: released in 2020
echo night: beyond	album	debut album	album: debut album
echo night: beyond	album	2017	album: 2017
echo night: beyond	album	first studio album	album: first studio album
echo night: beyond	album	beyond	album: beyond
space invaders	aliens	invading earth	aliens: invading earth
space invaders	aliens	aggressive	aliens: aggressive
space invaders	aliens	trying to destroy humanity	aliens: trying to destroy humanity
space invaders	aliens	ugly	aliens: ugly
space invaders	aliens	green	aliens: green
space invaders	aliens	invading	aliens: invading
finnair	alliance	oneworld	alliance: oneworld
bionic commando	allies	avengers	allies: avengers
bionic commando	allies	captain america	allies: captain america
z	alphabet	capital letter	alphabet: capital letter
z	alphabet	last letter of alphabet	alphabet: last letter of alphabet
z	alphabet	uppercase letter	alphabet: uppercase letter
z	alphabet	letter	alphabet: letter
z	alphabet	26th letter	alphabet: 26th letter
z	alphabet	lowercase	alphabet: lowercase
z	alphabet	uppercase	alphabet: uppercase
z	alphabet	lowercase letter	alphabet: lowercase letter
the incredible hulk	alter ego	scientist	alter ego: scientist
the incredible hulk	alter ego	bruce banner	alter ego: bruce banner
the incredible hulk	alteration	transformation	alteration: transformation
the incredible hulk	alteration	rage	alteration: rage
binary pot	alternative name	binary switch	alternative name: binary switch
binary pot	alternative name	binary device	alternative name: binary device
cannon fodder	alternative term	human shield	alternative term: human shield
cannon fodder	alternative term	dummy target	alternative term: dummy target
cannon fodder	alternative term	casualty	alternative term: casualty
cannon fodder	alternative term	target practice	alternative term: target practice
boin	alternative units	liter	alternative units: liter
boin	alternative units	gallon	alternative units: gallon
boin	alternative units	cubic meter	alternative units: cubic meter
asphalt	alternatives	grass	alternatives: grass
frontlines: fuel of war	alternatives	renewable energy	alternatives: renewable energy
frontlines: fuel of war	alternatives	solar power	alternatives: solar power
frontlines: fuel of war	alternatives	wind power	alternatives: wind power
asphalt	alternatives	gravel	alternatives: gravel
asphalt	alternatives	concrete	alternatives: concrete
battletank	ammunition	gun	ammunition: gun
battletank	ammunition	cannon	ammunition: cannon
battletank	ammunition	shell	ammunition: shell
halo	anatomy	cornea	anatomy: cornea
halo	anatomy	retina	anatomy: retina
halo	anatomy	human eye	anatomy: human eye
720°	angle	full turn	angle: full turn
1080° snowboarding	angle	full circle	angle: full circle
1080° snowboarding	angle	360 degrees	angle: 360 degrees
720°	angle	twice 360°	angle: twice 360°
720°	angle	complete rotation	angle: complete rotation
720°	angle	full circle	angle: full circle
720°	angle unit	degrees	angle unit: degrees
720°	angle unit	full circle	angle unit: full circle
720°	angular measurement	twice 360°	angular measurement: twice 360°
720°	angular measurement	full circle	angular measurement: full circle
720°	angular measurement	complete rotation	angular measurement: complete rotation
super hexagon	angular sum	720 degrees	angular sum: 720 degrees
turkey	animal	domesticated	animal: domesticated
turkey	animal	feathered	animal: feathered
turkey	animal	large	animal: large
turkey	animal	bird	animal: bird
turkey	animal	poultry	animal: poultry
cars 2	animation style	computer-generated imagery	animation style: computer-generated imagery
one piece: unlimited adventure	animation style	dynamic	animation style: dynamic
cars 2	animation style	computer-generated	animation style: computer-generated
steins;gate	animation style	computer-generated imagery	animation style: computer-generated imagery
one piece: unlimited adventure	animation style	colorful	animation style: colorful
steins;gate	animation style	anime	animation style: anime
steins;gate	animation style	traditional anime	animation style: traditional anime
one piece: unlimited adventure	animation style	exaggerated	animation style: exaggerated
cars 2	animation style	3d animation	animation style: 3d animation
cars 2	animation style	pixar	animation style: pixar
steins;gate	animation style	stylized visuals	animation style: stylized visuals
cars 2	animation style	cgi	animation style: cgi
cars 2	animation style	3d	animation style: 3d
disney's hercules	animation style	computer-generated imagery	animation style: computer-generated imagery
toy story 3	animation style	3d animation	animation style: 3d animation
toy story 3	animation style	computer-generated imagery	animation style: computer-generated imagery
disney's hercules	animation style	traditional animation	animation style: traditional animation
kingdom hearts	antagonist	ansem	antagonist: ansem
sonic the hedgehog 2	antagonist	dr. eggman	antagonist: dr. eggman
kingdom hearts	antagonist	xehanort	antagonist: xehanort
resident evil 4	antagonist	las plagas-infected villagers	antagonist: las plagas-infected villagers
donkey kong	antagonist	king of the apes	antagonist: king of the apes
kingdom hearts	antagonist	xemnas	antagonist: xemnas
harry potter and the order of the phoenix	antagonist	lord voldemort	antagonist: lord voldemort
harry potter and the order of the phoenix	antagonist	dark lord	antagonist: dark lord
bioshock 2	antagonist	sonder	antagonist: sonder
bioshock 2	antagonist	big daddy	antagonist: big daddy
donkey kong	antagonist	donkey kong	antagonist: donkey kong
split/second	antonym	long	antonym: long
split/second	antonym	extended	antonym: extended
split/second	antonym	minute	antonym: minute
agon	antonym	agathos	antonym: agathos
agon	antonym	good	antonym: good
split second	antonyms	long	antonyms: long
split second	antonyms	extended	antonyms: extended
cannon fodder	antonyms	victim	antonyms: victim
split second	antonyms	eternity	antonyms: eternity
split second	antonyms	long time	antonyms: long time
far cry	antonyms	close cry	antonyms: close cry
far cry	antonyms	near cry	antonyms: near cry
cannon fodder	antonyms	hero	antonyms: hero
cannon fodder	antonyms	lives saved	antonyms: lives saved
cannon fodder	antonyms	well-trained soldiers	antonyms: well-trained soldiers
legend	appeal	emotional	appeal: emotional
legend	appeal	educational	appeal: educational
legend	appeal	entertaining	appeal: entertaining
worms	appearance	creepy	appearance: creepy
athena	appearance	owl	appearance: owl
halo	appearance	glowing	appearance: glowing
cauldron	appearance	deep	appearance: deep
halo	appearance	colorful	appearance: colorful
akuma-kun	appearance	red hair	appearance: red hair
icy tower	appearance	fragile	appearance: fragile
portal	appearance	doorway	appearance: doorway
portal	appearance	archway	appearance: archway
