concept	facet	property	facet_property
dolly parton	achievements	inductee into the country music hall of fame	achievements: inductee into the country music hall of fame
nicole scherzinger	achievements	best-selling album	achievements: best-selling album
harry belafonte	achievements	pioneering calypso music	achievements: pioneering calypso music
nicole scherzinger	achievements	grammy nomination	achievements: grammy nomination
kate hudson	achievements	entrepreneurial ventures	achievements: entrepreneurial ventures
kate hudson	achievements	successful actress	achievements: successful actress
axl rose	achievements	multi-platinum albums	achievements: multi-platinum albums
benedict xvi	achievements	catholic church reform	achievements: catholic church reform
benedict xvi	achievements	theology	achievements: theology
benedict xvi	achievements	papal resignation	achievements: papal resignation
axl rose	achievements	rock and roll hall of fame	achievements: rock and roll hall of fame
shania twain	achievements	multi-platinum albums	achievements: multi-platinum albums
shania twain	achievements	grammy awards	achievements: grammy awards
michael jackson	achievements	grammy awards	achievements: grammy awards
axl rose	achievements	iconic rock star	achievements: iconic rock star
britney spears	achievements	billboard music awards	achievements: billboard music awards
benedict xvi	achievements	papal succession	achievements: papal succession
dolly parton	achievements	grammy awards	achievements: grammy awards
michael jackson	achievements	thriller album	achievements: thriller album
michael jackson	achievements	moonwalker film	achievements: moonwalker film
edward vii	achievements	played a key role in the boer war	achievements: played a key role in the boer war
dolly parton	achievements	country music association awards	achievements: country music association awards
britney spears	achievements	mtv video music awards	achievements: mtv video music awards
michael jackson	achievements	billboard hot 100	achievements: billboard hot 100
lady gaga	achievements	guinness world records	achievements: guinness world records
hulk hogan	achievements	multiple wrestling championships	achievements: multiple wrestling championships
michael jackson	achievements	best-selling albums	achievements: best-selling albums
michael jackson	achievements	best-selling album ever	achievements: best-selling album ever
mick jagger	achievements	grammy awards	achievements: grammy awards
priyanka chopra	achievements	first indian woman to be a global ambassador	achievements: first indian woman to be a global ambassador
iu	achievements	melon music award	achievements: melon music award
michael jackson	achievements	thrice grammy award winner	achievements: thrice grammy award winner
iu	achievements	best new artist	achievements: best new artist
john cena	achievements	movie star	achievements: movie star
priyanka chopra	achievements	first indian woman to have a solo single on the billboard hot 100 chart	achievements: first indian woman to have a solo single on the billboard hot 100 chart
yoko ono	achievements	activist	achievements: activist
yoko ono	achievements	peace activist	achievements: peace activist
yoko ono	achievements	imagine peace tower	achievements: imagine peace tower
paul mccartney	achievements	most successful artist in the us	achievements: most successful artist in the us
edward vii	achievements	ascot week	achievements: ascot week
edward vii	achievements	modernization of the monarchy	achievements: modernization of the monarchy
meryl streep	achievements	has won three academy awards	achievements: has won three academy awards
edward vii	achievements	reform of the royal family	achievements: reform of the royal family
iu	achievements	mnet asian music award	achievements: mnet asian music award
yoko ono	achievements	inducted into rock and roll hall of fame	achievements: inducted into rock and roll hall of fame
shakira	achievements	multi-platinum albums	achievements: multi-platinum albums
hulk hogan	achievements	hollywood movies	achievements: hollywood movies
edward vii	achievements	sailing	achievements: sailing
edward vii	achievements	improved relations with parliament	achievements: improved relations with parliament
edward vii	achievements	increased public visibility	achievements: increased public visibility
harry belafonte	achievements	first african american to win a tony award	achievements: first african american to win a tony award
edward vii	achievements	modernized royal family	achievements: modernized royal family
freddie mercury	achievements	hit songs like bohemian rhapsody	achievements: hit songs like bohemian rhapsody
lady gaga	achievements	mtv video music awards	achievements: mtv video music awards
meryl streep	achievements	recipient of presidential medal of freedom	achievements: recipient of presidential medal of freedom
lady gaga	achievements	grammy awards	achievements: grammy awards
john cena	achievements	most successful wwe wrestler	achievements: most successful wwe wrestler
mick jagger	achievements	record sales	achievements: record sales
nicole scherzinger	achievements	number one single	achievements: number one single
shakira	achievements	best-selling artist	achievements: best-selling artist
mick jagger	achievements	live performances	achievements: live performances
kris kristofferson	acting career	movie appearances	acting career: movie appearances
kris kristofferson	acting career	film roles	acting career: film roles
kris kristofferson	acting career	actor	acting career: actor
river phoenix	acting roles	stand by me	acting roles: stand by me
river phoenix	acting roles	the thing called love	acting roles: the thing called love
river phoenix	acting roles	running on empty	acting roles: running on empty
michael cera	acting style	awkward	acting style: awkward
michael cera	acting style	deadpan	acting style: deadpan
prince	actions	rescues princess	actions: rescues princess
prince	actions	defeats dragon	actions: defeats dragon
prince	actions	falls in love	actions: falls in love
prince	actions	making laws	actions: making laws
prince	actions	rescuing princess	actions: rescuing princess
prince	actions	romancing	actions: romancing
prince	actions	warring	actions: warring
prince	actions	ruling	actions: ruling
prince	actions	waging war	actions: waging war
brie larson	active in	entertainment industry	active in: entertainment industry
brie larson	active in	hollywood	active in: hollywood
enrique iglesias	active since	early 90s	active since: early 90s
enrique iglesias	active since	1995	active since: 1995
bruno mars	active since	2004	active since: 2004
meryl streep	active since	1970s	active since: 1970s
bruno mars	active since	music career	active since: music career
jayne mansfield	active years	1950s	active years: 1950s
lionel richie	active years	1970s	active years: 1970s
lionel richie	active years	1980s	active years: 1980s
lionel richie	active years	1990s	active years: 1990s
dave grohl	active years	1980s	active years: 1980s
dave grohl	active years	2010s	active years: 2010s
antonio banderas	active years	1980s-present	active years: 1980s-present
shania twain	active years	1980s-2000s	active years: 1980s-2000s
the notorious b.i.g.	active years	1989-1997	active years: 1989-1997
jayne mansfield	active years	1960s	active years: 1960s
dave grohl	active years	2000s	active years: 2000s
dave grohl	active years	1990s	active years: 1990s
the notorious b.i.g.	active years	1994-1997	active years: 1994-1997
harry belafonte	activism	civil rights movement	activism: civil rights movement
harry belafonte	activism	human rights	activism: human rights
yoko ono	activism	peace activism	activism: peace activism
harry belafonte	activism	anti-apartheid movement	activism: anti-apartheid movement
john lennon	activism	peace	activism: peace
john lennon	activism	anti-war	activism: anti-war
harry belafonte	activism	anti-apartheid	activism: anti-apartheid
harry belafonte	activism	civil rights	activism: civil rights
yoko ono	activism	anti-war	activism: anti-war
john lennon	activism	human rights	activism: human rights
robert pattinson	actor	edward cullen	actor: edward cullen
robert pattinson	actor	twilight	actor: twilight
robert pattinson	actor	british	actor: british
jet li	actor career	hollywood	actor career: hollywood
jet li	actor career	china	actor career: china
jet li	actor career	hong kong	actor career: hong kong
kris kristofferson	actor roles	a star is born	actor roles: a star is born
kris kristofferson	actor roles	alice doesn't live here anymore	actor roles: alice doesn't live here anymore
kris kristofferson	actor roles	the last picture show	actor roles: the last picture show
lindsay lohan	age	born 1986	age: born 1986
meryl streep	age	born in 1949	age: born in 1949
brie larson	age	adult	age: adult
dakota fanning	age	young	age: young
mick jagger	age	over 80 years old	age: over 80 years old
kate hudson	age	middle-aged	age: middle-aged
kate hudson	age	adult	age: adult
prince	age	middle-aged	age: middle-aged
richard gere	age	born in 1949	age: born in 1949
joe jonas	age	middle-aged	age: middle-aged
miley cyrus	age	young adult	age: young adult
dakota fanning	age	adult	age: adult
dakota fanning	age	young adult	age: young adult
justin bieber	age	adult	age: adult
kate hudson	age	born in 1979	age: born in 1979
kate hudson	age	39 years old	age: 39 years old
antonio banderas	age	born 1960	age: born 1960
eric clapton	age	born 1945	age: born 1945
don johnson	age	born on december 15, 1949	age: born on december 15, 1949
don johnson	age	age 73	age: age 73
lindsay lohan	age	young adult	age: young adult
joe jonas	age	adult	age: adult
selena gomez	age	young adult	age: young adult
nick jonas	age	adult	age: adult
zendaya	age	born in 1996	age: born in 1996
dave grohl	age	middle-aged	age: middle-aged
meryl streep	age	active in film industry	age: active in film industry
dave grohl	age	born in 1969	age: born in 1969
will smith	age	over 50	age: over 50
keanu reeves	age	active in the industry	age: active in the industry
nick jonas	age	born in 1992	age: born in 1992
selena gomez	age	adult	age: adult
clint eastwood	age	born in 1930	age: born in 1930
justin bieber	age	born in 1994	age: born in 1994
dakota fanning	age	teenager	age: teenager
robert pattinson	age	late 30s	age: late 30s
robert pattinson	age	born in 1986	age: born in 1986
dakota fanning	age	born 1994	age: born 1994
zendaya	age	young adult	age: young adult
zendaya	age	adult	age: adult
dakota fanning	age	born in 1994	age: born in 1994
miley cyrus	age	adult	age: adult
kate hudson	age	over 40	age: over 40
justin bieber	age	young adult	age: young adult
mick jagger	age	active in music	age: active in music
prince	age	young	age: young
prince	age	adult	age: adult
will smith	age	born in 1968	age: born in 1968
goldie hawn	age	born in 1945	age: born in 1945
hugh jackman	age	born in 1968	age: born in 1968
selena gomez	age	celebrity	age: celebrity
bruno mars	age	american	age: american
nick jonas	age	30s	age: 30s
keanu reeves	age	born 1964	age: born 1964
lindsay lohan	age	adult	age: adult
lindsay lohan	age	celebrity	age: celebrity
bruno mars	age	born in 1985	age: born in 1985
mick jagger	age	born in 1943	age: born in 1943
clint eastwood	age	active in the film industry	age: active in the film industry
goldie hawn	age_group	adult	age_group: adult
goldie hawn	age_group	middle-aged	age_group: middle-aged
selena gomez	age_group	young adult	age_group: young adult
selena gomez	age_group	adult	age_group: adult
ed sheeran	album	divide	album: divide
adele	album	21	album: 21
jon bon jovi	album	new jersey	album: new jersey
adele	album	25	album: 25
stevie wonder	album	fulfillingness' first finale	album: fulfillingness' first finale
lady gaga	album	the fame	album: the fame
stevie wonder	album	innervisions	album: innervisions
david bowie	album	heroes	album: heroes
ed sheeran	album	no.6	album: no.6
selena gomez	album	wizards of waverly place	album: wizards of waverly place
elton john	album	honky château	album: honky château
elton john	album	caribou	album: caribou
michael jackson	album	bad	album: bad
bruce springsteen	album	the river	album: the river
bruno mars	album	unorthodox jukebox	album: unorthodox jukebox
david bowie	album	the rise and fall of ziggy stardust and the spiders from mars	album: the rise and fall of ziggy stardust and the spiders from mars
nick jonas	album	singles collection	album: singles collection
nick jonas	album	jonas brothers	album: jonas brothers
stevie wonder	album	songs in the key of life	album: songs in the key of life
michael jackson	album	off the wall	album: off the wall
michael jackson	album	thriller	album: thriller
elton john	album	goodbye yellow brick road	album: goodbye yellow brick road
ed sheeran	album	no.6 collaborations project	album: no.6 collaborations project
jon bon jovi	album	slippery when wet	album: slippery when wet
avril lavigne	album	let go	album: let go
stevie wonder	album	talking book	album: talking book
taylor swift	album	reputation	album: reputation
avril lavigne	album	under my skin	album: under my skin
david bowie	album	low	album: low
shania twain	album	up!	album: up!
bruce springsteen	album	born to run	album: born to run
taylor swift	album	1989	album: 1989
the notorious b.i.g.	album	life after death	album: life after death
the notorious b.i.g.	album	ready to die	album: ready to die
selena gomez	album	rare	album: rare
taylor swift	album	fearless	album: fearless
bruce springsteen	album	nebraska	album: nebraska
bruno mars	album	24k magic	album: 24k magic
shania twain	album	come on over	album: come on over
bruno mars	album	doo-wops & hooligans	album: doo-wops & hooligans
bruce springsteen	album	darkness on the edge of town	album: darkness on the edge of town
david bowie	album	the rise and fall of ziggy stardust	album: the rise and fall of ziggy stardust
ed sheeran	album	÷	album: ÷
shania twain	album	the woman in me	album: the woman in me
adele	album	19	album: 19
ed sheeran	album	x	album: x
shania twain	album	now	album: now
david bowie	album	space oddity	album: space oddity
nick jonas	album	happiness begins	album: happiness begins
lady gaga	album	born this way	album: born this way
lady gaga	album	joanne	album: joanne
selena gomez	album	revival	album: revival
lady gaga	album releases	chromatica	album releases: chromatica
adele	album releases	21	album releases: 21
lady gaga	album releases	the fame	album releases: the fame
adele	album releases	25	album releases: 25
adele	album releases	19	album releases: 19
lady gaga	album releases	born this way	album releases: born this way
barbra streisand	album sales	over 150 million records sold	album sales: over 150 million records sold
mariah carey	album sales	best-selling female artist of all time	album sales: best-selling female artist of all time
robbie williams	album sales	over 75 million copies sold	album sales: over 75 million copies sold
mariah carey	album sales	over 200 million records sold	album sales: over 200 million records sold
lana del rey	album style	cinematic	album style: cinematic
lana del rey	album style	orchestral	album style: orchestral
lana del rey	album style	retro	album style: retro
britney spears	album titles	baby one more time	album titles: baby one more time
britney spears	album titles	oops!... i did it again	album titles: oops!... i did it again
britney spears	album titles	in the zone	album titles: in the zone
shania twain	albums	come on over	albums: come on over
elton john	albums	honky chatterbox	albums: honky chatterbox
jon bon jovi	albums	slippery when wet	albums: slippery when wet
jon bon jovi	albums	new jersey	albums: new jersey
david bowie	albums	changes	albums: changes
shania twain	albums	now	albums: now
elton john	albums	caribou	albums: caribou
bruno mars	albums	unorthodox jukebox	albums: unorthodox jukebox
bruce springsteen	albums	nebraska	albums: nebraska
bruce springsteen	albums	the river	albums: the river
elton john	albums	goodbye yellow brick road	albums: goodbye yellow brick road
mariah carey	albums	music box	albums: music box
enrique iglesias	albums	enrique	albums: enrique
elton john	albums	honky chateau	albums: honky chateau
bruce springsteen	albums	born to run	albums: born to run
mariah carey	albums	daydream	albums: daydream
mariah carey	albums	merry christmas	albums: merry christmas
jon bon jovi	albums	lost highway	albums: lost highway
david bowie	albums	let's dance	albums: let's dance
ariana grande	albums	positions	albums: positions
bruno mars	albums	24k magic	albums: 24k magic
bruno mars	albums	unorthodox jule	albums: unorthodox jule
bruno mars	albums	doo-wops & hooligans	albums: doo-wops & hooligans
shania twain	albums	up!	albums: up!
shania twain	albums	the woman in me	albums: the woman in me
adele	albums	19	albums: 19
stevie wonder	albums	talking book	albums: talking book
enrique iglesias	albums	insomniac	albums: insomniac
taylor swift	albums	reputation	albums: reputation
ed sheeran	albums	=	albums: =
michael jackson	albums	off the wall	albums: off the wall
britney spears	albums	toxic	albums: toxic
enrique iglesias	albums	escape	albums: escape
britney spears	albums	baby one more time	albums: baby one more time
michael jackson	albums	bad	albums: bad
lady gaga	albums	the fame	albums: the fame
lady gaga	albums	born this way	albums: born this way
lady gaga	albums	chromatica	albums: chromatica
britney spears	albums	blackout	albums: blackout
ariana grande	albums	my everything	albums: my everything
taylor swift	albums	1989	albums: 1989
ariana grande	albums	sweetener	albums: sweetener
david bowie	albums	heroes	albums: heroes
david bowie	albums	the rise and fall of ziggy stardust	albums: the rise and fall of ziggy stardust
david bowie	albums	space oddity	albums: space oddity
billy joel	albums	glass houses	albums: glass houses
billy joel	albums	the stranger	albums: the stranger
michael jackson	albums	thriller	albums: thriller
david bowie	albums	the rise and fall of ziggy stardust and the spiders from mars	albums: the rise and fall of ziggy stardust and the spiders from mars
jon bon jovi	albums	7800° fahrenheit	albums: 7800° fahrenheit
billy joel	albums	piano man	albums: piano man
billy joel	albums	52nd street	albums: 52nd street
adele	albums	25	albums: 25
adele	albums	21	albums: 21
ariana grande	albums	thank u, next	albums: thank u, next
lady gaga	albums	artpop	albums: artpop
britney spears	albums	oops!... i did it again	albums: oops!... i did it again
ed sheeran	albums	no.6 collaborations project	albums: no.6 collaborations project
ed sheeran	albums	÷	albums: ÷
avril lavigne	albums	the best damn thing	albums: the best damn thing
ed sheeran	albums	x	albums: x
ed sheeran	albums	+	albums: +
stevie wonder	albums	songs in the key of life	albums: songs in the key of life
stevie wonder	albums	innervisions	albums: innervisions
george michael	albums	faith	albums: faith
george michael	albums	careless whisper	albums: careless whisper
adele	albums	30	albums: 30
avril lavigne	albums	under my skin	albums: under my skin
avril lavigne	albums	let go	albums: let go
taylor swift	albums	fearless	albums: fearless
prince	appearance	tall	appearance: tall
lana del rey	appearance	red lips	appearance: red lips
lana del rey	appearance	long hair	appearance: long hair
dolly parton	appearance	glamorous	appearance: glamorous
jayne mansfield	appearance	blonde hair	appearance: blonde hair
jayne mansfield	appearance	red lips	appearance: red lips
catherine, princess of wales	appearance	tall	appearance: tall
dolly parton	appearance	blonde hair	appearance: blonde hair
catherine, princess of wales	appearance	blonde	appearance: blonde
elvis presley	appearance	pompadour hair	appearance: pompadour hair
lana del rey	appearance	old hollywood glamour	appearance: old hollywood glamour
elvis presley	appearance	sunglasses	appearance: sunglasses
prince	appearance	handsome	appearance: handsome
elvis presley	appearance	flashy clothing	appearance: flashy clothing
prince	appearance	dashing	appearance: dashing
jayne mansfield	appearance	curvy figure	appearance: curvy figure
dolly parton	appearance	big hair	appearance: big hair
iu	application	everyday life	application: everyday life
iu	application	medicine	application: medicine
iu	application	science	application: science
yoko ono	art style	experimental	art style: experimental
yoko ono	art style	performance art	art style: performance art
yoko ono	art style	conceptual	art style: conceptual
mac miller	artist	singer	artist: singer
mac miller	artist	rapper	artist: rapper
mac miller	artist	songwriter	artist: songwriter
avril lavigne	artist	canadian	artist: canadian
avril lavigne	artist	songwriter	artist: songwriter
avril lavigne	artist	singer	artist: singer
mac miller	artist	musician	artist: musician
britney spears	artist type	pop singer	artist type: pop singer
britney spears	artist type	performer	artist type: performer
britney spears	artist type	songwriter	artist type: songwriter
john lennon	artistic collaborations	george harrison	artistic collaborations: george harrison
john lennon	artistic collaborations	yoko ono	artistic collaborations: yoko ono
john lennon	artistic collaborations	paul mccartney	artistic collaborations: paul mccartney
yoko ono	artistic medium	painting	artistic medium: painting
yoko ono	artistic medium	performance art	artistic medium: performance art
yoko ono	artistic medium	sculpture	artistic medium: sculpture
yoko ono	artistic style	pop art	artistic style: pop art
yoko ono	artistic style	conceptual	artistic style: conceptual
yoko ono	artistic style	avant-garde	artistic style: avant-garde
yoko ono	artistic style	experimental	artistic style: experimental
naruhito	ascension	after akihito's abdication	ascension: after akihito's abdication
naruhito	ascension	ascended to the throne in 2019	ascension: ascended to the throne in 2019
naruhito	ascension	2019	ascension: 2019
lenny kravitz	associated acts	miles davis	associated acts: miles davis
lenny kravitz	associated acts	the rolling stones	associated acts: the rolling stones
lenny kravitz	associated acts	patti labelle	associated acts: patti labelle
lady gaga	associated with	just dance	associated with: just dance
hulk hogan	associated with	wwf/wwe	associated with: wwf/wwe
ansel adams	associated with	national park service	associated with: national park service
hulk hogan	associated with	wcw	associated with: wcw
zendaya	associated with	hollywood	associated with: hollywood
zendaya	associated with	music industry	associated with: music industry
rita ora	associated with	the voice	associated with: the voice
zendaya	associated with	spider-man: homecoming	associated with: spider-man: homecoming
prince	associated with	sword	associated with: sword
lady gaga	associated with	poker face	associated with: poker face
lady gaga	associated with	the fame	associated with: the fame
lady gaga	associated with	born this way	associated with: born this way
rita ora	associated with	the x factor	associated with: the x factor
prince	associated with	horse	associated with: horse
prince	associated with	castle	associated with: castle
zendaya	associated with	euphoria	associated with: euphoria
lady gaga	associated with	little monsters	associated with: little monsters
zendaya	associated with	disney channel	associated with: disney channel
prince	associated with	palace	associated with: palace
ansel adams	associated with	yosemite national park	associated with: yosemite national park
steve martin	associated with	saturday night live	associated with: saturday night live
prince	associated with	crown	associated with: crown
prince	associated with	throne	associated with: throne
rabindranath tagore	associated with	bengal	associated with: bengal
rabindranath tagore	associated with	bengali culture	associated with: bengali culture
steve martin	associated with	the smothers brothers	associated with: the smothers brothers
rita ora	associated with	fashion industry	associated with: fashion industry
hulk hogan	associated with	hulkamania	associated with: hulkamania
steve martin	associated with	the tonight show	associated with: the tonight show
rabindranath tagore	associated with	india	associated with: india
prince	attributes	influential	attributes: influential
prince	attributes	powerful	attributes: powerful
prince	attributes	wealthy	attributes: wealthy
prince	attributes	handsome	attributes: handsome
prince	attributes	kind	attributes: kind
prince	attributes	generous	attributes: generous
shakira	award	grammy	award: grammy
john lennon	award	mbe honor	award: mbe honor
john lennon	award	mbe	award: mbe
paul mccartney	award	academy awards	award: academy awards
paul mccartney	award	grammy awards	award: grammy awards
sinéad o'connor	award	brit award	award: brit award
miley cyrus	award	grammy award	award: grammy award
sinéad o'connor	award	grammy award	award: grammy award
taylor swift	award	billboard music award	award: billboard music award
nick jonas	award	mtv video music award	award: mtv video music award
joe jonas	award	mtv video music award	award: mtv video music award
shakira	award	latin grammy	award: latin grammy
rita ora	award	mtv europe music award	award: mtv europe music award
carrie fisher	award	golden globe award	award: golden globe award
iu	award	melon music award	award: melon music award
britney spears	award	mtv video music award	award: mtv video music award
britney spears	award	grammy award	award: grammy award
taylor swift	award	grammy award	award: grammy award
lenny kravitz	award	mtv video music award	award: mtv video music award
lenny kravitz	award	grammy	award: grammy
britney spears	award	billboard music award	award: billboard music award
iu	award	mnet asian music award	award: mnet asian music award
iu	award	seoul music award	award: seoul music award
miley cyrus	award	mtv video music award	award: mtv video music award
justin timberlake	award	grammy award	award: grammy award
frédéric chopin	award	order of the white eagle	award: order of the white eagle
carrie fisher	award	mtv movie award	award: mtv movie award
frédéric chopin	award	napoleonic wars	award: napoleonic wars
carrie fisher	award	emmy award	award: emmy award
robert pattinson	award	mtv movie award	award: mtv movie award
robert pattinson	award	teen choice award	award: teen choice award
taylor swift	award	american music award	award: american music award
justin bieber	award	mtv video music award	award: mtv video music award
justin bieber	award	grammy	award: grammy
joe jonas	award	teen choice award	award: teen choice award
ed sheeran	award	grammy	award: grammy
nick jonas	award	grammy nomination	award: grammy nomination
priyanka chopra	award	miss world 2000	award: miss world 2000
adele	award	grammy	award: grammy
priyanka chopra	award	filmfare awards	award: filmfare awards
bruce springsteen	award	rock and roll hall of fame	award: rock and roll hall of fame
rabindranath tagore	award	nobel prize in literature	award: nobel prize in literature
rabindranath tagore	award	1913	award: 1913
carrie fisher	award	hollywood walk of fame	award: hollywood walk of fame
justin timberlake	award	grammy	award: grammy
priyanka chopra	award	tony awards	award: tony awards
justin timberlake	award	mtv video music award	award: mtv video music award
david bowie	award	grammy award	award: grammy award
paul mccartney	award	grammy	award: grammy
paul mccartney	award	british academy award	award: british academy award
david bowie	award	brit award	award: brit award
nicole scherzinger	award	grammy nomination	award: grammy nomination
david bowie	award	inducted into the rock and roll hall of fame	award: inducted into the rock and roll hall of fame
nicole scherzinger	award	mtv video music award	award: mtv video music award
rita ora	award	brit award	award: brit award
bruce springsteen	award	academy award	award: academy award
michael jackson	award	american music award	award: american music award
robert pattinson	award	mtv movie award winner	award: mtv movie award winner
michael jackson	award	grammy	award: grammy
nick jonas	award	grammy award	award: grammy award
adele	award	oscar	award: oscar
bruce springsteen	award	grammy award	award: grammy award
michael jackson	award	academy award	award: academy award
ed sheeran	award	brit award	award: brit award
lady gaga	award wins	mtv video music awards	award wins: mtv video music awards
nicole scherzinger	award wins	grammy nomination	award wins: grammy nomination
