concept	facet	property	facet_property
robert baden-powell, 1st baron baden-powell	achievements	wrote 'scouting for boys'	achievements: wrote 'scouting for boys'
robert baden-powell, 1st baron baden-powell	achievements	developed scouting movement	achievements: developed scouting movement
corazon aquino	achievements	first female president	achievements: first female president
corazon aquino	achievements	ended martial law	achievements: ended martial law
václav havel	achievements	prisoner	achievements: prisoner
harvey milk	achievements	first openly gay person to be elected to public office	achievements: first openly gay person to be elected to public office
hadrian	achievements	construction of public buildings	achievements: construction of public buildings
ruhollah khomeini	achievements	created new government	achievements: created new government
ruhollah khomeini	achievements	declared independence	achievements: declared independence
julius caesar	achievements	reformed roman calendar	achievements: reformed roman calendar
pedro i of brazil	achievements	abolition of slavery	achievements: abolition of slavery
julius caesar	achievements	expanded roman empire	achievements: expanded roman empire
suleiman the magnificent	achievements	expansion of the ottoman empire	achievements: expansion of the ottoman empire
suleiman the magnificent	achievements	reforms	achievements: reforms
franz jonas	achievements	reduced poverty	achievements: reduced poverty
franz jonas	achievements	reformed education system	achievements: reformed education system
vitali klitschko	achievements	olympic medalist	achievements: olympic medalist
vitali klitschko	achievements	wbc heavyweight champion	achievements: wbc heavyweight champion
józef piłsudski	achievements	led polish legions	achievements: led polish legions
edmund barton	achievements	signed australian constitution	achievements: signed australian constitution
mustafa kemal atatürk	achievements	established modern education system	achievements: established modern education system
tiberius	achievements	expanded roman empire	achievements: expanded roman empire
mao zedong	achievements	launched the great leap forward	achievements: launched the great leap forward
mao zedong	achievements	established the people's republic of china	achievements: established the people's republic of china
lech kaczyński	achievements	judicial reforms	achievements: judicial reforms
lech kaczyński	achievements	economical policies	achievements: economical policies
helmut schmidt	achievements	improving international relations	achievements: improving international relations
helmut schmidt	achievements	reforming german economy	achievements: reforming german economy
mao zedong	achievements	launched the cultural revolution	achievements: launched the cultural revolution
hannibal	achievements	conquest of italy	achievements: conquest of italy
jimmy carter	achievements	human rights advocate	achievements: human rights advocate
jimmy carter	achievements	camp david accords	achievements: camp david accords
corazon aquino	achievements	fought against marcos regime	achievements: fought against marcos regime
adolphe thiers	achievements	established the third french republic	achievements: established the third french republic
adolphe thiers	achievements	led the coup against louis-philippe	achievements: led the coup against louis-philippe
hippolyte van peene	achievements	restored city's infrastructure	achievements: restored city's infrastructure
hannibal	achievements	sack of rome	achievements: sack of rome
john paul ii	achievements	promoted peace	achievements: promoted peace
john paul ii	achievements	opposed communism	achievements: opposed communism
john paul ii	achievements	travelled widely	achievements: travelled widely
george h. w. bush	achievements	president during the persian gulf war	achievements: president during the persian gulf war
hippolyte van peene	achievements	abolished slavery	achievements: abolished slavery
francisco de paula martínez de la rosa y berdejo	achievements	participated in spanish war of succession	achievements: participated in spanish war of succession
dag hammarskjöld	achievements	played a key role in the suez crisis	achievements: played a key role in the suez crisis
hadrian	achievements	improvement of roman infrastructure	achievements: improvement of roman infrastructure
richard nixon	achievements	opening to china	achievements: opening to china
richard nixon	achievements	ending us involvement in vietnam	achievements: ending us involvement in vietnam
cicero	achievements	opposed catiline	achievements: opposed catiline
cicero	achievements	defended milo	achievements: defended milo
hippolyte van peene	achievements	reformed education system	achievements: reformed education system
lech kaczyński	achievements	reforms	achievements: reforms
ruhollah khomeini	achievements	establishing the islamic republic	achievements: establishing the islamic republic
ruhollah khomeini	achievements	leading the iranian revolution	achievements: leading the iranian revolution
nero	achievements	famous for his architectural projects	achievements: famous for his architectural projects
nero	achievements	built domus aurea	achievements: built domus aurea
hippolyte van peene	achievements	fought against french occupation	achievements: fought against french occupation
tiberius	achievements	reorganized roman administration	achievements: reorganized roman administration
hannibal	achievements	battle of cannae victory	achievements: battle of cannae victory
hugo chávez	achievements	increased social spending	achievements: increased social spending
dalai lama 02 gendun gyatso	achievements	escaped chinese occupation	achievements: escaped chinese occupation
rosa luxemburg	achievements	wrote 'the mass strike'	achievements: wrote 'the mass strike'
rosa luxemburg	achievements	founded german communist party	achievements: founded german communist party
rosa luxemburg	achievements	played key role in russian revolution	achievements: played key role in russian revolution
ronald reagan	achievements	foreign policy	achievements: foreign policy
józef piłsudski	achievements	served as chief of state	achievements: served as chief of state
dalai lama 02 gendun gyatso	achievements	promoted non-violent resistance	achievements: promoted non-violent resistance
helmut schmidt	achievements	played key role in german reunification	achievements: played key role in german reunification
kurt waldheim	achievements	presided over un	achievements: presided over un
kurt waldheim	achievements	brokered middle east peace	achievements: brokered middle east peace
kathleen sebelius	achievements	implemented the affordable care act	achievements: implemented the affordable care act
kathleen sebelius	achievements	expanded healthcare coverage	achievements: expanded healthcare coverage
józef piłsudski	achievements	won independence	achievements: won independence
mustafa kemal atatürk	achievements	introduced secularism	achievements: introduced secularism
ronald reagan	achievements	fiscal conservatism	achievements: fiscal conservatism
albert einstein	achievements	developed famous equation e=mc^2	achievements: developed famous equation e=mc^2
albert einstein	achievements	explained gravity	achievements: explained gravity
thomas jefferson	achievements	written the declaration of independence	achievements: written the declaration of independence
pierre trudeau	achievements	reformed pension system	achievements: reformed pension system
józef piłsudski	achievements	played key role in polish independence	achievements: played key role in polish independence
marijan brecelj	achievements	played in european leagues	achievements: played in european leagues
marijan brecelj	achievements	won national championship	achievements: won national championship
pedro montt	achievements	fought against dictatorships	achievements: fought against dictatorships
pedro montt	achievements	promoted modernization	achievements: promoted modernization
william mckinley	achievements	signed the tariff act of 1897	achievements: signed the tariff act of 1897
william mckinley	achievements	increased military spending	achievements: increased military spending
william mckinley	achievements	supported the gold standard	achievements: supported the gold standard
muhammad rafiq tarar	achievements	reforms in healthcare	achievements: reforms in healthcare
muhammad rafiq tarar	achievements	reforms in education	achievements: reforms in education
józef piłsudski	achievements	fought in world war i	achievements: fought in world war i
józef piłsudski	achievements	established poland's independence	achievements: established poland's independence
thomas jefferson	achievements	established the university of virginia	achievements: established the university of virginia
thomas jefferson	achievements	expanded the united states with the louisiana purchase	achievements: expanded the united states with the louisiana purchase
hugo chávez	achievements	nationalized oil industry	achievements: nationalized oil industry
marine le pen	achievements	elected to european parliament	achievements: elected to european parliament
john paul ii	achievements	reform of the roman curia	achievements: reform of the roman curia
dmitry medvedev	achievements	economic growth	achievements: economic growth
pierre trudeau	achievements	reformist leader	achievements: reformist leader
pierre trudeau	achievements	prime minister of canada	achievements: prime minister of canada
józef piłsudski	achievements	founded the second polish republic	achievements: founded the second polish republic
józef piłsudski	achievements	led poland's independence movement	achievements: led poland's independence movement
marine le pen	achievements	runner-up in 2017 french presidential election	achievements: runner-up in 2017 french presidential election
marine le pen	achievements	leader of the front national	achievements: leader of the front national
marijan brecelj	achievements	olympic medalist	achievements: olympic medalist
hugo chávez	achievements	reduced poverty rates	achievements: reduced poverty rates
marine le pen	achievements	leader of the national rally	achievements: leader of the national rally
dalai lama 02 gendun gyatso	achievements	promoted world peace	achievements: promoted world peace
dalai lama 02 gendun gyatso	achievements	received nobel peace prize	achievements: received nobel peace prize
moon jae-in	achievements	reform of labor laws	achievements: reform of labor laws
moon jae-in	achievements	reform of education system	achievements: reform of education system
william hamilton, 3rd duke of hamilton	achievements	governor of the british east india company	achievements: governor of the british east india company
hugo chávez	achievements	increased oil production	achievements: increased oil production
william hamilton, 3rd duke of hamilton	achievements	member of parliament	achievements: member of parliament
marijan brecelj	achievements	eurobasket champion	achievements: eurobasket champion
george h. w. bush	achievements	played a key role in the end of the cold war	achievements: played a key role in the end of the cold war
helmut schmidt	achievements	reformed german economy	achievements: reformed german economy
ulysses s grant	achievements	veteran's affairs	achievements: veteran's affairs
ulysses s grant	achievements	reconstruction era	achievements: reconstruction era
ulysses s grant	achievements	general in chief	achievements: general in chief
nicolas sarkozy	achievements	increased military spending	achievements: increased military spending
nicolas sarkozy	achievements	reformed pension system	achievements: reformed pension system
hugo chávez	achievements	nationalized industries	achievements: nationalized industries
corazon aquino	achievements	fought martial law	achievements: fought martial law
kathleen sebelius	achievements	implemented affordable care act	achievements: implemented affordable care act
dalai lama 02 gendun gyatso	achievements	developed tibetan buddhism	achievements: developed tibetan buddhism
gaius valgius rufus	achievements	held high military and political offices	achievements: held high military and political offices
george h. w. bush	achievements	sponsored the americans with disabilities act	achievements: sponsored the americans with disabilities act
lech kaczyński	achievements	anti-communist activities	achievements: anti-communist activities
lech kaczyński	achievements	reform of the polish justice system	achievements: reform of the polish justice system
corazon aquino	achievements	restored democracy	achievements: restored democracy
helmut schmidt	achievements	re-established relations with usa	achievements: re-established relations with usa
martti ahtisaari	achievements	nobel peace prize	achievements: nobel peace prize
william hamilton, 3rd duke of hamilton	achievements	held various titles and positions	achievements: held various titles and positions
ronald reagan	achievements	fired air traffic controllers	achievements: fired air traffic controllers
ronald reagan	achievements	launched star wars program	achievements: launched star wars program
ronald reagan	achievements	ended cold war	achievements: ended cold war
kathleen sebelius	achievements	expanded medicaid	achievements: expanded medicaid
mustafa kemal atatürk	achievements	modernized turkey	achievements: modernized turkey
mustafa kemal atatürk	achievements	abolished caliphate	achievements: abolished caliphate
dalai lama 2 gendun gyatso	achievements	played key role in tibetan buddhism	achievements: played key role in tibetan buddhism
edmund barton	achievements	played key role in federation	achievements: played key role in federation
garry kasparov	achievements	longest reign as world champion	achievements: longest reign as world champion
garry kasparov	achievements	highest ranking	achievements: highest ranking
robert f. kennedy	achievements	played key role in civil rights movement	achievements: played key role in civil rights movement
robert f. kennedy	achievements	advocated for poor and marginalized	achievements: advocated for poor and marginalized
florence nightingale	achievements	developed statistical methods	achievements: developed statistical methods
florence nightingale	achievements	established modern nursing	achievements: established modern nursing
edmund barton	achievements	drafted australian constitution	achievements: drafted australian constitution
martti ahtisaari	achievements	peace negotiations	achievements: peace negotiations
dalai lama 2 gendun gyatso	achievements	wrote books on buddhism	achievements: wrote books on buddhism
albert ho	achievements	leading protests	achievements: leading protests
dmitry medvedev	achievements	increased economic growth	achievements: increased economic growth
william hamilton, 3rd duke of hamilton	achievements	fought in the battle of langside	achievements: fought in the battle of langside
millard fillmore	achievements	strongly supported the compromise of 1850	achievements: strongly supported the compromise of 1850
millard fillmore	achievements	signed the kansas-nebraska act	achievements: signed the kansas-nebraska act
robert baden-powell, 1st baron baden-powell	achievements	wrote scouting for boys	achievements: wrote scouting for boys
giuseppe garibaldi	achievements	created the italian army	achievements: created the italian army
albert ho	achievements	founding the alliance	achievements: founding the alliance
giuseppe garibaldi	achievements	fought for independence	achievements: fought for independence
giuseppe garibaldi	achievements	unified italy	achievements: unified italy
martti ahtisaari	achievements	diplomatic career	achievements: diplomatic career
martti ahtisaari	achievements	promoted human rights	achievements: promoted human rights
martti ahtisaari	achievements	mediated in angola	achievements: mediated in angola
martti ahtisaari	achievements	brokered peace in iceland	achievements: brokered peace in iceland
albert ho	achievements	advocating for democracy	achievements: advocating for democracy
dmitry medvedev	achievements	reduced poverty	achievements: reduced poverty
marine le pen	achievements	leader of national front	achievements: leader of national front
gaius valgius rufus	achievements	defeated the gauls	achievements: defeated the gauls
kathleen sebelius	achievements	expanded healthcare	achievements: expanded healthcare
garry kasparov	achievements	world chess champion	achievements: world chess champion
harvey milk	achievements	created the first gay political organization	achievements: created the first gay political organization
harvey milk	achievements	first openly gay man to be elected to public office	achievements: first openly gay man to be elected to public office
garry kasparov	achievements	holder of the world chess championship title for 20 years	achievements: holder of the world chess championship title for 20 years
edmund barton	achievements	first prime minister	achievements: first prime minister
millard fillmore	achievements	fugitive slave act	achievements: fugitive slave act
garry kasparov	achievements	multiple tournament winner	achievements: multiple tournament winner
millard fillmore	achievements	compromise of 1850	achievements: compromise of 1850
hugo chávez	achievements	increased social programs	achievements: increased social programs
hadrian	achievements	constructed hadrian's wall	achievements: constructed hadrian's wall
dag hammarskjöld	achievements	brokered ceasefire in congo	achievements: brokered ceasefire in congo
richard nixon	achievements	established environmental protection agency	achievements: established environmental protection agency
richard nixon	achievements	ended us involvement in vietnam war	achievements: ended us involvement in vietnam war
george h. w. bush	achievements	created the cia	achievements: created the cia
hugo chávez	achievements	improved healthcare	achievements: improved healthcare
george h. w. bush	achievements	brokered peace in the gulf war	achievements: brokered peace in the gulf war
hadrian	achievements	built the pantheon	achievements: built the pantheon
sergei shoigu	achievements	increased military spending	achievements: increased military spending
dmitry medvedev	achievements	foreign policy	achievements: foreign policy
dmitry medvedev	achievements	reforms in education	achievements: reforms in education
giuseppe garibaldi	achievements	fought in battle of mentana	achievements: fought in battle of mentana
harvey milk	achievements	first openly gay person to hold public office	achievements: first openly gay person to hold public office
john paul ii	achievements	reconciliation with jews	achievements: reconciliation with jews
giuseppe garibaldi	achievements	fought in battle of aspromonte	achievements: fought in battle of aspromonte
ruhollah khomeini	achievements	wrote books on islamic philosophy	achievements: wrote books on islamic philosophy
giuseppe garibaldi	achievements	created italian army	achievements: created italian army
ronald reagan	achievements	reduced soviet union influence	achievements: reduced soviet union influence
ruhollah khomeini	achievements	led iranian revolution	achievements: led iranian revolution
ruhollah khomeini	achievements	established islamic republic	achievements: established islamic republic
mustafa kemal atatürk	achievements	introduction of secularism	achievements: introduction of secularism
mustafa kemal atatürk	achievements	abolition of the caliphate	achievements: abolition of the caliphate
mustafa kemal atatürk	achievements	founding of the republic of turkey	achievements: founding of the republic of turkey
ronald reagan	achievements	tax cuts	achievements: tax cuts
pyotr yakubovich	achievements	reduced serfdom	achievements: reduced serfdom
aníbal pinto	achievements	economic reforms	achievements: economic reforms
edmund barton	achievements	created high court	achievements: created high court
hadrian	achievements	expansion of roman empire	achievements: expansion of roman empire
hadrian	achievements	construction of hadrian's wall	achievements: construction of hadrian's wall
johann wolfgang von goethe	achievements	influenced the development of romanticism	achievements: influenced the development of romanticism
johann wolfgang von goethe	achievements	created a new genre of literature	achievements: created a new genre of literature
ruhollah khomeini	achievements	restructured education system	achievements: restructured education system
mustafa kemal atatürk	achievements	modernized education	achievements: modernized education
pyotr yakubovich	achievements	improved education	achievements: improved education
pascual de andaga	achievements	reform of the regional government	achievements: reform of the regional government
ruhollah khomeini	achievements	established the islamic republic of iran	achievements: established the islamic republic of iran
nero	achievements	constructed the golden house	achievements: constructed the golden house
nero	achievements	built the domus aurea	achievements: built the domus aurea
mao zedong	achievements	led great leap forward	achievements: led great leap forward
pascual de andaga	achievements	boost to tourism	achievements: boost to tourism
pascual de andaga	achievements	improvement of healthcare	achievements: improvement of healthcare
ruhollah khomeini	achievements	implemented islamic law	achievements: implemented islamic law
aníbal pinto	achievements	free trade agreements	achievements: free trade agreements
