concept	facet	property	facet_property
judgement day	associated figures	jesus christ	associated figures: jesus christ
judgement day	associated figures	god	associated figures: god
judgement day	associated with	armageddon	associated with: armageddon
jenny from the block	associated with	jennifer lopez's music career	associated with: jennifer lopez's music career
hijo de la luna	associated with	water	associated with: water
judgement day	associated with	jesus christ	associated with: jesus christ
judgement day	associated with	god	associated with: god
judgement day	associated with	satan	associated with: satan
flash	associated with	thunderstorm	associated with: thunderstorm
hijo de la luna	associated with	moon	associated with: moon
flash	associated with	photography	associated with: photography
judgement day	associated with	hell	associated with: hell
judgement day	associated with	antichrist	associated with: antichrist
hijo de la luna	associated with	emotions	associated with: emotions
judgement day	associated with	morality	associated with: morality
judgement day	associated with	divine justice	associated with: divine justice
judgement day	associated with	day of the lord	associated with: day of the lord
judgement day	associated with	heaven	associated with: heaven
jenny from the block	associated with	2000s pop culture	associated with: 2000s pop culture
flash	associated with	night	associated with: night
judgement day	associated with figures	jesus christ	associated with figures: jesus christ
judgement day	associated with figures	god	associated with figures: god
judgement day	associated with figures	antichrist	associated with figures: antichrist
judgement day	association	book of revelation	association: book of revelation
judgement day	association	armageddon	association: armageddon
hijo de la luna	astrological association	lunar cycle	astrological association: lunar cycle
hijo de la luna	astrological association	full moon	astrological association: full moon
hijo de la luna	astrology	lunar influence	astrology: lunar influence
hijo de la luna	astrology	astrological sign	astrology: astrological sign
hijo de la luna	astrology	moon sign	astrology: moon sign
hijo de la luna	astrology	lunar cycle	astrology: lunar cycle
hijo de la luna	astrology	astrological significance	astrology: astrological significance
hijo de la luna	astronomical	moon's phase	astronomical: moon's phase
hijo de la luna	astronomical	lunar cycle	astronomical: lunar cycle
hijo de la luna	astronomical significance	not a scientific term	astronomical significance: not a scientific term
hijo de la luna	astronomical significance	no direct relation to moon	astronomical significance: no direct relation to moon
hijo de la luna	astronomical significance	not a recognized term in astronomy	astronomical significance: not a recognized term in astronomy
hijo de la luna	astronomical significance	not a real astronomical term	astronomical significance: not a real astronomical term
hijo de la luna	astronomy	lunar	astronomy: lunar
hijo de la luna	astronomy	natural satellite	astronomy: natural satellite
hijo de la luna	astronomy	moon	astronomy: moon
t.h.e. (the hardest ever)	athletes	world champions	athletes: world champions
t.h.e. (the hardest ever)	athletes	top performers	athletes: top performers
i'm gonna be alright	attitude	optimistic	attitude: optimistic
i'm gonna be alright	attitude	positive	attitude: positive
i'm gonna be alright	attitude	hopeful	attitude: hopeful
i'm gonna be alright	attitude	resilient	attitude: resilient
baby i love u!	audience	loved ones	audience: loved ones
baby i love u!	audience	parents	audience: parents
baby i love u!	audience	children	audience: children
i'm gonna be alright	audience	women	audience: women
i'm gonna be alright	audience	young adults	audience: young adults
stand up	audience	general public	audience: general public
stand up	audience	specific group	audience: specific group
stand up	audience	children	audience: children
play	audience	theater goers	audience: theater goers
i'm gonna be alright	audience	general public	audience: general public
stand up	audience	entertained	audience: entertained
baby i love u!	audience	family	audience: family
i love you, baby!	audience	infant	audience: infant
i love you, baby!	audience	child	audience: child
i love you, baby!	audience	lover	audience: lover
i love you, baby!	audience	family	audience: family
stand up	audience	participating	audience: participating
stand up	audience	applause	audience: applause
i'm gonna be alright	audience	children	audience: children
stand up	audience	engaged	audience: engaged
i'm gonna be alright	audience	families	audience: families
i love you!	audience	child	audience: child
i love you!	audience	baby	audience: baby
i love you!	audience	infant	audience: infant
stand up	audience	fans	audience: fans
stand up	audience	laugh	audience: laugh
baby i love u!	audience	partner	audience: partner
play	audience	children	audience: children
stand up	audience	laughing	audience: laughing
baby i love u!	audience	child	audience: child
stand up	audience	entertainment	audience: entertainment
stand up	audience	laughter	audience: laughter
play	audience	adults	audience: adults
play	audience	family	audience: family
stand up	audience	people	audience: people
stand up	audience response	applause	audience response: applause
stand up	audience response	laughter	audience response: laughter
stand up	audience response	engagement	audience response: engagement
still drink	availability	restaurant	availability: restaurant
still drink	availability	home	availability: home
still drink	availability	online	availability: online
still drink	availability	supermarket	availability: supermarket
cheers (drink to that)	award	grammy	award: grammy
let's get loud	award	won a grammy award	award: won a grammy award
cheers (drink to that)	award	billboard	award: billboard
cheers (drink to that)	award	mtv	award: mtv
jennifer lopez	awards	golden globe	awards: golden globe
love don't cost a thing	awards	grammy nomination	awards: grammy nomination
jennifer lopez	awards	emmy	awards: emmy
let's get loud	awards	won a billboard music award	awards: won a billboard music award
let's get loud	awards	won a grammy nomination	awards: won a grammy nomination
cheers	awards	emmy awards	awards: emmy awards
jennifer lopez	awards	american music award	awards: american music award
jennifer lopez	awards	mtv video music award	awards: mtv video music award
cheers	awards	golden globe awards	awards: golden globe awards
let's get loud	awards	grammy nomination	awards: grammy nomination
jennifer lopez	awards	grammy	awards: grammy
jenny from the block	awards and recognition	certified platinum	awards and recognition: certified platinum
jenny from the block	awards and recognition	won a grammy nomination	awards and recognition: won a grammy nomination
suddenly i see	awareness	immediate	awareness: immediate
suddenly i see	awareness	instant	awareness: instant
suddenly i see	awareness	swift	awareness: swift
fire	behavior	releases heat	behavior: releases heat
fire	behavior	can be extinguished	behavior: can be extinguished
fire	behavior	can be contained	behavior: can be contained
crazy	behavior	reckless	behavior: reckless
crazy	behavior	irrational	behavior: irrational
crazy	behavior	impulsive	behavior: impulsive
crazy	behavior	erratic	behavior: erratic
fire	behavior	spread	behavior: spread
fire	behavior	consume	behavior: consume
fire	behavior	destroy	behavior: destroy
crazy	behavior	unpredictable	behavior: unpredictable
fire	behavior	spreading	behavior: spreading
fire	behavior	spreads	behavior: spreads
fire	behavior	burning	behavior: burning
fire	behavior	consumes	behavior: consumes
crazy	behavior	agitated	behavior: agitated
crazy	behavior	aggressive	behavior: aggressive
fire	behavior	can be controlled	behavior: can be controlled
fire	behavior	flickering	behavior: flickering
judgement day	beliefs	heaven	beliefs: heaven
judgement day	beliefs	hell	beliefs: hell
judgement day	beliefs	resurrection	beliefs: resurrection
judgement day	believed by	christians	believed by: christians
judgement day	believed by	biblical scholars	believed by: biblical scholars
judgement day	believed to occur	after death	believed to occur: after death
judgement day	believed to occur	at the end of time	believed to occur: at the end of time
judgement day	believed to occur	after the apocalypse	believed to occur: after the apocalypse
judgement day	believed to occur	after the end of the world	believed to occur: after the end of the world
i'm real	benefit	softens	benefit: softens
i'm real	benefit	nourishes	benefit: nourishes
i'm real	benefit	moisturizes	benefit: moisturizes
i'm real	benefits	reduces frizz	benefits: reduces frizz
i'm real	benefits	softens hair	benefits: softens hair
judgement day	biblical descriptions	book of revelation	biblical descriptions: book of revelation
judgement day	biblical descriptions	book of judgment	biblical descriptions: book of judgment
judgement day	biblical reference	book of luke	biblical reference: book of luke
judgement day	biblical reference	book of daniel	biblical reference: book of daniel
judgement day	biblical reference	book of revelation	biblical reference: book of revelation
judgement day	biblical reference	book of matthew	biblical reference: book of matthew
judgement day	biblical significance	book of revelation	biblical significance: book of revelation
judgement day	biblical significance	day of reckoning	biblical significance: day of reckoning
judgement day	biblical significance	final reckoning	biblical significance: final reckoning
judgement day	biblical significance	end of the world	biblical significance: end of the world
judgement day	biblical significance	end of world	biblical significance: end of world
judgement day	biblical significance	last day	biblical significance: last day
judgement day	biblical significance	second coming of jesus	biblical significance: second coming of jesus
still drink	brand	specialty	brand: specialty
jennifer lopez	brand	endorsements	brand: endorsements
i'm real	brand	natural hair	brand: natural hair
still drink	brand	familiar	brand: familiar
still drink	brand	generic	brand: generic
still drink	brand	artisanal	brand: artisanal
i'm real	brand	oriental	brand: oriental
i'm real	brand	korean	brand: korean
jennifer lopez	brand	jlo	brand: jlo
i'm real	brand	miss clairol	brand: miss clairol
i'm real	brand	cosmetic brand	brand: cosmetic brand
i'm real	brand	makeup	brand: makeup
i'm real	brand	m.a.c.	brand: m.a.c.
jennifer lopez	brand	louboutin	brand: louboutin
jennifer lopez	brand	gucci	brand: gucci
i'm real	brand	mac	brand: mac
i'm real	brand	curly hair	brand: curly hair
cheer's	brand	anheuser-busch	brand: anheuser-busch
i'm real	brand	mac cosmetics	brand: mac cosmetics
i'm real	brand	miss jessie's	brand: miss jessie's
i'm real	brand	estee lauder	brand: estee lauder
cheer's	brand	budweiser	brand: budweiser
flash	brightness	extremely bright	brightness: extremely bright
flash	brightness	blinding	brightness: blinding
jennifer lopez	career	american idol judge	career: american idol judge
jennifer lopez	career	movie roles	career: movie roles
jennifer lopez	career	music albums	career: music albums
jennifer lopez	career	concert tours	career: concert tours
i'm real	category	makeup	category: makeup
aphrodisiac	category	supplement	category: supplement
i'm real	category	cosmetics	category: cosmetics
aphrodisiac	category	drink	category: drink
t.h.e. (the hardest ever)	category	event	category: event
t.h.e. (the hardest ever)	category	achievement	category: achievement
i'm real	category	beauty	category: beauty
aphrodisiac	category	substance	category: substance
t.h.e. (the hardest ever)	category	competition	category: competition
aphrodisiac	category	herb	category: herb
aphrodisiac	category	food	category: food
fire	category	dangerous phenomenon	category: dangerous phenomenon
fire	category	dangerous	category: dangerous
t.h.e. (the hardest ever)	category	ultra-marathon	category: ultra-marathon
fire	category	natural phenomenon	category: natural phenomenon
t.h.e. (the hardest ever)	category	extreme sports	category: extreme sports
fire	category	elementary	category: elementary
fire	category	energy source	category: energy source
jennifer lopez	category	singer	category: singer
jennifer lopez	category	actress	category: actress
fire	category	natural disaster	category: natural disaster
aphrodisiac	category	medicine	category: medicine
jennifer lopez	category	celebrity	category: celebrity
still drink	category	non-alcoholic	category: non-alcoholic
still drink	category	beverage	category: beverage
still drink	category	liquid	category: liquid
still drink	category	non-carbonated	category: non-carbonated
knock you down	cause	kick	cause: kick
suddenly i see	cause	new light	cause: new light
suddenly i see	cause	opening eyes	cause: opening eyes
suddenly i see	cause	clearing fog	cause: clearing fog
crazy	cause	weird situation	cause: weird situation
fire	cause	combustion	cause: combustion
fire	cause	ignition	cause: ignition
knock you down	cause	punch	cause: punch
knock you down	cause	push	cause: push
fire	cause	friction	cause: friction
crazy	cause	mental health issue	cause: mental health issue
knock you down	cause	physical contact	cause: physical contact
fire	cause	spark	cause: spark
knock you down	cause	carelessness	cause: carelessness
crazy	cause	stress	cause: stress
knock you down	cause	attack	cause: attack
fire	cause	human error	cause: human error
crazy	cause	trauma	cause: trauma
crazy	cause	mental illness	cause: mental illness
knock you down	cause	accident	cause: accident
fire	cause	spontaneous combustion	cause: spontaneous combustion
knock you down	cause	intentional	cause: intentional
knock you down	cause	physical attack	cause: physical attack
fire	cause	heat	cause: heat
fire	causes	explosions	causes: explosions
fire	causes	flames	causes: flames
fire	causes	sparks	causes: sparks
fire	causes	ignition	causes: ignition
crazy	causes	mental illness	causes: mental illness
knock you down	causes	kick	causes: kick
fire	causes	spark	causes: spark
fire	causes	lightning	causes: lightning
crazy	causes	genetics	causes: genetics
t.h.e. (the hardest ever)	causes	high expectations	causes: high expectations
t.h.e. (the hardest ever)	causes	lack of experience	causes: lack of experience
t.h.e. (the hardest ever)	causes	pressure	causes: pressure
knock you down	causes	boxing	causes: boxing
crazy	causes	stress	causes: stress
knock you down	causes	karate	causes: karate
crazy	causes	trauma	causes: trauma
knock you down	causes	fist	causes: fist
knock you down	causes	punch	causes: punch
crazy	causes	anxiety	causes: anxiety
crazy	causes	genetic predisposition	causes: genetic predisposition
hijo de la luna	celebration	fiesta de la virgin de la luz	celebration: fiesta de la virgin de la luz
hijo de la luna	celebration	day of the dead	celebration: day of the dead
what you know	certainty	possible	certainty: possible
what you know	certainty	uncertain	certainty: uncertain
what you know	certainty	probable	certainty: probable
what you know	certainty	certain	certainty: certain
my life	challenge	emotional struggles	challenge: emotional struggles
my life	challenge	difficult decisions	challenge: difficult decisions
my life	challenge	obstacles	challenge: obstacles
my life	challenges	academic pressure	challenges: academic pressure
my life	challenges	insecurities	challenges: insecurities
my life	challenges	overcoming	challenges: overcoming
my life	challenges	adapting	challenges: adapting
my life	challenges	persevering	challenges: persevering
my life	challenges	fears	challenges: fears
my life	challenges	difficulties	challenges: difficulties
my life	challenges	obstacles	challenges: obstacles
my life	challenges	fear	challenges: fear
my life	challenges	mental health	challenges: mental health
my life	challenges	disappointment	challenges: disappointment
my life	challenges	overcoming failures	challenges: overcoming failures
my life	challenges	health issues	challenges: health issues
t.h.e. (the hardest ever)	challenges	mental toughness	challenges: mental toughness
t.h.e. (the hardest ever)	challenges	physical endurance	challenges: physical endurance
my life	challenges	financial struggles	challenges: financial struggles
my life	challenges	stress	challenges: stress
my life	challenges	relationship problems	challenges: relationship problems
my life	challenges	anxiety	challenges: anxiety
my life	challenges	uncertainty	challenges: uncertainty
my life	challenges	overcoming fears	challenges: overcoming fears
my life	challenges	sadness	challenges: sadness
my life	challenges and obstacles	difficulties	challenges and obstacles: difficulties
my life	challenges and obstacles	opportunities	challenges and obstacles: opportunities
my life	challenges and obstacles	hardships	challenges and obstacles: hardships
i'm real	characteristic	non-stripping	characteristic: non-stripping
i'm real	characteristic	paraben-free	characteristic: paraben-free
i'm real	characteristic	sulfate-free	characteristic: sulfate-free
stand up	characteristics	self-deprecating	characteristics: self-deprecating
stand up	characteristics	funny	characteristics: funny
fire	characteristics	smoky	characteristics: smoky
fire	characteristics	loud	characteristics: loud
hijo de la luna	characteristics	playful	characteristics: playful
ride	characteristics	slow	characteristics: slow
ride	characteristics	fast	characteristics: fast
stand up	characteristics	storytelling	characteristics: storytelling
ride	characteristics	scary	characteristics: scary
hijo de la luna	characteristics	gentle	characteristics: gentle
ride	characteristics	wet	characteristics: wet
still d.r.e.	characteristics	west coast	characteristics: west coast
hijo de la luna	characteristics	cruel	characteristics: cruel
my life	characteristics	happy	characteristics: happy
hijo de la luna	characteristics	beautiful	characteristics: beautiful
still d.r.e.	characteristics	g-funk	characteristics: g-funk
flash	characteristics	powerful	characteristics: powerful
my life	characteristics	fulfilling	characteristics: fulfilling
ride	characteristics	curvy	characteristics: curvy
flash	characteristics	adjustable	characteristics: adjustable
my life	characteristics	challenging	characteristics: challenging
my life	characteristics	meaningful	characteristics: meaningful
flash	characteristics	battery-powered	characteristics: battery-powered
ride	characteristics	high	characteristics: high
ride	characteristics	spinning	characteristics: spinning
hijo de la luna	characteristics	magical	characteristics: magical
flash	characteristics	portable	characteristics: portable
fire	characteristics	dangerous	characteristics: dangerous
t.h.e. (the hardest ever)	characteristics	stressful	characteristics: stressful
fire	characteristics	bright	characteristics: bright
ride	characteristics	smooth	characteristics: smooth
stand up	characteristics	improvisational	characteristics: improvisational
fire	characteristics	destructive	characteristics: destructive
fire	characteristics	self-sustaining	characteristics: self-sustaining
ride	characteristics	bumpy	characteristics: bumpy
fire	characteristics	uncontrollable	characteristics: uncontrollable
judgement day	characteristics	afterlife	characteristics: afterlife
still d.r.e.	characteristics	old school	characteristics: old school
stand up	characteristics	interactive	characteristics: interactive
judgement day	characteristics	punishment or reward	characteristics: punishment or reward
still d.r.e.	characteristics	gangsta rap	characteristics: gangsta rap
judgement day	characteristics	day of reckoning	characteristics: day of reckoning
stand up	characteristics	relatable	characteristics: relatable
flash	characteristics	bright	characteristics: bright
t.h.e. (the hardest ever)	characteristics	demanding	characteristics: demanding
flash	characteristics	rechargeable	characteristics: rechargeable
fire	characteristics	hot	characteristics: hot
hijo de la luna	characteristics	mischievous	characteristics: mischievous
stand up	characteristics	humorous	characteristics: humorous
still d.r.e.	characteristics	west coast rap	characteristics: west coast rap
t.h.e. (the hardest ever)	characteristics	overwhelming	characteristics: overwhelming
judgement day	characterized by	end of the world	characterized by: end of the world
judgement day	characterized by	judgement	characterized by: judgement
judgement day	characterized by	resurrection	characterized by: resurrection
play	characters	personas	characters: personas
play	characters	roles	characters: roles
play	characters	actors	characters: actors
i'm real	chart performance	on the us billboard hot 100	chart performance: on the us billboard hot 100
jenny from the block	chart performance	top 10	chart performance: top 10
i'm real	chart performance	on billboard hot 100	chart performance: on billboard hot 100
love don't cost a thing	chart performance	billboard hot 100	chart performance: billboard hot 100
i'm real	chart performance	peaked at number one	chart performance: peaked at number one
let's get loud	chart performance	peaked at number 3 on the us billboard hot 100	chart performance: peaked at number 3 on the us billboard hot 100
i'm gonna be alright	chart performance	popular	chart performance: popular
let's get loud	chart performance	hit single	chart performance: hit single
let's get loud	chart performance	successful single	chart performance: successful single
love don't cost a thing	chart performance	number one hit	chart performance: number one hit
let's get loud	chart performance	peaked at number 3	chart performance: peaked at number 3
let's get loud	chart performance	top 10 hit	chart performance: top 10 hit
jenny from the block	chart performance	billboard hot 100	chart performance: billboard hot 100
jenny from the block	chart performance	number one single	chart performance: number one single
the lazy song	chart performance	peaked at 5 on billboard hot 100	chart performance: peaked at 5 on billboard hot 100
let's get loud	chart performance	peaked at number 3 on us billboard hot 100	chart performance: peaked at number 3 on us billboard hot 100
let's get loud	chart performance	top 10	chart performance: top 10
love don't cost a thing	chart performance	top 10 hit	chart performance: top 10 hit
jenny from the block	chart performance	peaked at number 1	chart performance: peaked at number 1
let's get loud	chart performance	top 10 on us billboard hot 100	chart performance: top 10 on us billboard hot 100
let's get loud	chart performance	top 10 on billboard hot 100	chart performance: top 10 on billboard hot 100
jenny from the block	chart performance	peaked at number 1 on us billboard hot 100	chart performance: peaked at number 1 on us billboard hot 100
love don't cost a thing	chart performance	top 10	chart performance: top 10
i'm gonna be alright	chart performance	successful	chart performance: successful
i'm gonna be alright	chart performance	hit single	chart performance: hit single
jenny from the block	chart performance	long-running chart-topper	chart performance: long-running chart-topper
aphrodisiac	chemical properties	stimulates dopamine	chemical properties: stimulates dopamine
aphrodisiac	chemical properties	contains nitric oxide	chemical properties: contains nitric oxide
jennifer lopez	children	emme	children: emme
jennifer lopez	children	max	children: max
judgement day	christianity	believed to be a day of judgement	christianity: believed to be a day of judgement
judgement day	christianity	associated with the return of jesus	christianity: associated with the return of jesus
i'm real	claim	natural finish	claim: natural finish
i'm real	claim	long-lasting makeup	claim: long-lasting makeup
i'm real	claim	nourishing	claim: nourishing
i'm real	claim	moisturizing	claim: moisturizing
suddenly i see	clarity	clearly	clarity: clearly
suddenly i see	clarity	vaguely	clarity: vaguely
my life	cognitive	constantly learning	cognitive: constantly learning
my life	cognitive	shaped by experiences	cognitive: shaped by experiences
my life	cognitive	filled with knowledge	cognitive: filled with knowledge
suddenly i see	cognitive process	recognition	cognitive process: recognition
suddenly i see	cognitive process	awareness	cognitive process: awareness
suddenly i see	cognitive process	interpretation	cognitive process: interpretation
jenny from the block	collaborations	ll cool j	collaborations: ll cool j
jenny from the block	collaborations	ja rule	collaborations: ja rule
fire	color	yellow	color: yellow
fire	color	orange	color: orange
fire	color	blue	color: blue
i'm real	color	various shades	color: various shades
i'm real	color	range of shades	color: range of shades
i'm real	color	various colors	color: various colors
fire	color	red	color: red
aphrodisiac	common associations	romantic dinner	common associations: romantic dinner
aphrodisiac	common associations	intimate setting	common associations: intimate setting
aphrodisiac	common associations	sensual experience	common associations: sensual experience
aphrodisiac	common examples	chocolate	common examples: chocolate
aphrodisiac	common examples	oysters	common examples: oysters
aphrodisiac	common examples	ginseng	common examples: ginseng
aphrodisiac	common examples	red wine	common examples: red wine
stand up	commonly found at	theater	commonly found at: theater
stand up	commonly found at	festivals	commonly found at: festivals
stand up	commonly found at	comedy clubs	commonly found at: comedy clubs
my life	component of personal growth	self-improvement	component of personal growth: self-improvement
my life	component of personal growth	self-care	component of personal growth: self-care
my life	component of personal growth	learning	component of personal growth: learning
my life	component of personal growth	self-awareness	component of personal growth: self-awareness
