concept	facet	property	facet_property
boris yeltsin	achievements	reformed russian economy	achievements: reformed russian economy
boris yeltsin	achievements	ended soviet union	achievements: ended soviet union
boris yeltsin	achievements	promoted russian democracy	achievements: promoted russian democracy
britney spears	achievements	grammy award	achievements: grammy award
mahmoud abbas	achievements	led the palestinian delegation to the israeli-palestinian peace talks	achievements: led the palestinian delegation to the israeli-palestinian peace talks
queen elizabeth	achievements	presided over the dissolution of the soviet union	achievements: presided over the dissolution of the soviet union
queen elizabeth	achievements	launched the british empire's decolonization	achievements: launched the british empire's decolonization
britney spears	achievements	mtv video music awards	achievements: mtv video music awards
queen elizabeth	achievements	led the country during wwii	achievements: led the country during wwii
margaret thatcher	achievements	increased national pride	achievements: increased national pride
muhammad ali	achievements	olympic gold medalist	achievements: olympic gold medalist
muhammad ali	achievements	heavyweight champion	achievements: heavyweight champion
margaret thatcher	achievements	strongly anti-communist	achievements: strongly anti-communist
margaret thatcher	achievements	fought inflation	achievements: fought inflation
tenzin gyatso	achievements	preserving tibetan culture	achievements: preserving tibetan culture
donald trump	achievements	hosted the apprentice	achievements: hosted the apprentice
donald trump	achievements	built trump tower	achievements: built trump tower
tenzin gyatso	achievements	promoting non-violence	achievements: promoting non-violence
tenzin gyatso	achievements	nobel peace prize	achievements: nobel peace prize
ronald reagan	achievements	tax cuts	achievements: tax cuts
heinrich himmler	achievements	perpetrated genocide	achievements: perpetrated genocide
charles ii of england	achievements	charter of liberties	achievements: charter of liberties
ronald reagan	achievements	foreign policy	achievements: foreign policy
george h. w. bush	achievements	invaded iraq	achievements: invaded iraq
mustafa kemal atatürk	achievements	promoted education	achievements: promoted education
louis xiv of france	achievements	expanded french territories	achievements: expanded french territories
yasser arafat	achievements	received nobel peace prize	achievements: received nobel peace prize
harry belafonte	achievements	first african american to host the tonight show	achievements: first african american to host the tonight show
harry belafonte	achievements	grammy lifetime achievement award	achievements: grammy lifetime achievement award
david beckham	achievements	european cup winner	achievements: european cup winner
david beckham	achievements	la liga winner	achievements: la liga winner
david beckham	achievements	mls cup winner	achievements: mls cup winner
elizabeth ii	achievements	led the uk during world war ii	achievements: led the uk during world war ii
elizabeth ii	achievements	played key role in decolonization	achievements: played key role in decolonization
elizabeth ii	achievements	promoted british culture globally	achievements: promoted british culture globally
shaquille o'neal	achievements	3-time nba finals mvp	achievements: 3-time nba finals mvp
shaquille o'neal	achievements	3-time nba champion	achievements: 3-time nba champion
nicolae ceaușescu	achievements	built housing programs	achievements: built housing programs
nicolae ceaușescu	achievements	modernized romania	achievements: modernized romania
shinzō abe	achievements	strengthening japan's economy	achievements: strengthening japan's economy
vince mcmahon	achievements	building wwe into a global brand	achievements: building wwe into a global brand
shinzō abe	achievements	recovery from recession	achievements: recovery from recession
kim jong-il	achievements	nuclear weapons development	achievements: nuclear weapons development
kim jong-il	achievements	economic development	achievements: economic development
alan turing	achievements	developed the concept of the universal turing machine	achievements: developed the concept of the universal turing machine
alan turing	achievements	founded the field of computer science	achievements: founded the field of computer science
saddam hussein	achievements	launched oil industry	achievements: launched oil industry
saddam hussein	achievements	built infrastructure	achievements: built infrastructure
joseph stalin	achievements	won world war ii	achievements: won world war ii
joseph stalin	achievements	established soviet union as superpower	achievements: established soviet union as superpower
louis xiv of france	achievements	established absolute monarchy	achievements: established absolute monarchy
louis xiv of france	achievements	built palace of versailles	achievements: built palace of versailles
napoleon	achievements	established french empire	achievements: established french empire
napoleon	achievements	reorganized french government	achievements: reorganized french government
napoleon	achievements	conqueror of europe	achievements: conqueror of europe
joseph stalin	achievements	industrialized soviet union	achievements: industrialized soviet union
mustafa kemal atatürk	achievements	established secular state	achievements: established secular state
edward teller	achievements	developed hydrogen bomb	achievements: developed hydrogen bomb
rafael nadal	achievements	won 19 grand slam titles	achievements: won 19 grand slam titles
yasser arafat	achievements	brokered oslo accords	achievements: brokered oslo accords
sophia loren	achievements	cannes film festival	achievements: cannes film festival
yasser arafat	achievements	led plo	achievements: led plo
cristiano ronaldo	achievements	most international goals scored	achievements: most international goals scored
cristiano ronaldo	achievements	most goals scored in uefa champions league	achievements: most goals scored in uefa champions league
cristiano ronaldo	achievements	most goals scored in european championship	achievements: most goals scored in european championship
sophia loren	achievements	european film awards	achievements: european film awards
sophia loren	achievements	hollywood walk of fame	achievements: hollywood walk of fame
selena	achievements	grammy winner	achievements: grammy winner
tiger woods	achievements	highest career earnings	achievements: highest career earnings
johan cruyff	achievements	led ajax to three european cup titles	achievements: led ajax to three european cup titles
johan cruyff	achievements	won three ballon d'or awards	achievements: won three ballon d'or awards
gerald ford	achievements	signed helsinki accords	achievements: signed helsinki accords
edward teller	achievements	played role in development of nuclear energy	achievements: played role in development of nuclear energy
gerald ford	achievements	ended vietnam war	achievements: ended vietnam war
fidel castro	achievements	improved healthcare and education	achievements: improved healthcare and education
fidel castro	achievements	nationalized industries	achievements: nationalized industries
fidel castro	achievements	established socialist government	achievements: established socialist government
george vi	achievements	played a significant role in the commonwealth	achievements: played a significant role in the commonwealth
george vi	achievements	led the country during world war ii	achievements: led the country during world war ii
mikhail gorbachev	achievements	reduced nuclear arms	achievements: reduced nuclear arms
mikhail gorbachev	achievements	ended cold war	achievements: ended cold war
george iv of the united kingdom	achievements	expanded the british empire	achievements: expanded the british empire
george iv of the united kingdom	achievements	established the royal pavilion	achievements: established the royal pavilion
selena	achievements	best-selling artist	achievements: best-selling artist
dennis rodman	achievements	five-time nba champion	achievements: five-time nba champion
dennis rodman	achievements	nba defensive player of the year	achievements: nba defensive player of the year
rafael nadal	achievements	held world no. 1 ranking	achievements: held world no. 1 ranking
selena	achievements	billboard chart topper	achievements: billboard chart topper
angela merkel	achievements	climate change policy	achievements: climate change policy
muammar gaddafi	achievements	nationalization of oil	achievements: nationalization of oil
aamir khan	achievements	padma bhushan	achievements: padma bhushan
dwight d. eisenhower	achievements	issuing the civil rights executive order	achievements: issuing the civil rights executive order
tenzin gyatso	achievements	promoted peace and non-violence	achievements: promoted peace and non-violence
stephen hawking	achievements	was a professor	achievements: was a professor
margaret thatcher	achievements	reduced unemployment	achievements: reduced unemployment
margaret thatcher	achievements	strengthened economy	achievements: strengthened economy
margaret thatcher	achievements	reformed welfare system	achievements: reformed welfare system
queen elizabeth	achievements	leading britain during wwii	achievements: leading britain during wwii
queen elizabeth	achievements	modernizing the monarchy	achievements: modernizing the monarchy
queen elizabeth	achievements	traveling extensively	achievements: traveling extensively
queen mother	achievements	supporting the royal family	achievements: supporting the royal family
queen mother	achievements	raising a large family	achievements: raising a large family
queen mother	achievements	symbol of maternal love	achievements: symbol of maternal love
margrethe ii of denmark	achievements	symbol of national identity	achievements: symbol of national identity
margrethe ii of denmark	achievements	promoted cultural heritage	achievements: promoted cultural heritage
apj abdul kalam	achievements	developed missiles	achievements: developed missiles
dwight d. eisenhower	achievements	establishing the interstate highway system	achievements: establishing the interstate highway system
dwight d. eisenhower	achievements	ending world war ii	achievements: ending world war ii
hirohito	achievements	promoted economic growth	achievements: promoted economic growth
hirohito	achievements	served as diplomat	achievements: served as diplomat
madonna	achievements	iconic music videos	achievements: iconic music videos
cristiano ronaldo	achievements	five-time ballon d'or winner	achievements: five-time ballon d'or winner
cristiano ronaldo	achievements	five-time uefa champions league winner	achievements: five-time uefa champions league winner
yasser arafat	achievements	brokered peace treaty with israel	achievements: brokered peace treaty with israel
yasser arafat	achievements	led palestinian delegation to middle east peace talks	achievements: led palestinian delegation to middle east peace talks
aaron rodgers	achievements	super bowl champion	achievements: super bowl champion
aaron rodgers	achievements	mvp	achievements: mvp
apj abdul kalam	achievements	president of india	achievements: president of india
pelé	achievements	won three world cups	achievements: won three world cups
pelé	achievements	brazilian all-time leading scorer	achievements: brazilian all-time leading scorer
mustafa kemal atatürk	achievements	established modern turkish state	achievements: established modern turkish state
george v	achievements	established the order of the british empire	achievements: established the order of the british empire
lyndon b. johnson	achievements	passed civil rights act	achievements: passed civil rights act
lyndon b. johnson	achievements	created medicare and medicaid	achievements: created medicare and medicaid
lyndon b. johnson	achievements	increased federal spending on education	achievements: increased federal spending on education
hirohito	achievements	led japan through world war ii	achievements: led japan through world war ii
pelé	achievements	most goals scored in a world cup	achievements: most goals scored in a world cup
george h. w. bush	achievements	played a key role in the gulf war	achievements: played a key role in the gulf war
alexander lukashenko	achievements	economic growth	achievements: economic growth
boris yeltsin	achievements	ending soviet era	achievements: ending soviet era
winston churchill	achievements	won nobel prize in literature	achievements: won nobel prize in literature
marie curie	achievements	discovered radioactivity	achievements: discovered radioactivity
marie curie	achievements	developed techniques for isolating radioactive isotopes	achievements: developed techniques for isolating radioactive isotopes
john paul ii	achievements	reformed the roman curia	achievements: reformed the roman curia
john paul ii	achievements	opposed communism	achievements: opposed communism
helen keller	achievements	wrote books	achievements: wrote books
tony blair	achievements	northern ireland peace process	achievements: northern ireland peace process
winston churchill	achievements	gave famous speeches	achievements: gave famous speeches
tony blair	achievements	education reform	achievements: education reform
diego maradona	achievements	won serie a	achievements: won serie a
alex ferguson	achievements	won 2 uefa champions leagues	achievements: won 2 uefa champions leagues
catherine ii of russia	achievements	catherine the great	achievements: catherine the great
catherine ii of russia	achievements	russian enlightenment	achievements: russian enlightenment
catherine ii of russia	achievements	cultural development	achievements: cultural development
heinrich himmler	achievements	organized the holocaust	achievements: organized the holocaust
heinrich himmler	achievements	created the ss	achievements: created the ss
diego maradona	achievements	won uefa cup	achievements: won uefa cup
madonna	achievements	record-breaking albums	achievements: record-breaking albums
winston churchill	achievements	led britain during world war ii	achievements: led britain during world war ii
kevin durant	achievements	nba scoring leader	achievements: nba scoring leader
boris yeltsin	achievements	reforming economy	achievements: reforming economy
boris yeltsin	achievements	independent foreign policy	achievements: independent foreign policy
charles ii of england	achievements	promoted arts and culture	achievements: promoted arts and culture
michael jordan	achievements	6-time all-nba selection	achievements: 6-time all-nba selection
angela merkel	achievements	first female chancellor of germany	achievements: first female chancellor of germany
angela merkel	achievements	economy growth	achievements: economy growth
edward vii	achievements	abolished social classes	achievements: abolished social classes
kevin durant	achievements	olympic team member	achievements: olympic team member
edward vii	achievements	increased suffrage	achievements: increased suffrage
gerard piqué	achievements	champions league winner	achievements: champions league winner
gerard piqué	achievements	uefa european championship winner	achievements: uefa european championship winner
bill clinton	achievements	peace in northern ireland	achievements: peace in northern ireland
bill clinton	achievements	repeal of glass-steagall	achievements: repeal of glass-steagall
bill clinton	achievements	donald clinton foundation	achievements: donald clinton foundation
franz joseph i of austria	achievements	preserved austria-hungary's independence	achievements: preserved austria-hungary's independence
franz joseph i of austria	achievements	reorganized austrian army	achievements: reorganized austrian army
gerard piqué	achievements	la liga winner	achievements: la liga winner
aamir khan	achievements	padma shri	achievements: padma shri
brad pitt	achievements	has been named one of the most attractive people in the world	achievements: has been named one of the most attractive people in the world
tiger woods	achievements	us open champion	achievements: us open champion
john paul ii	achievements	played key role in end of cold war	achievements: played key role in end of cold war
john paul ii	achievements	visited over 130 countries	achievements: visited over 130 countries
john paul ii	achievements	improved relations with jews	achievements: improved relations with jews
srinivasa ramanujan	achievements	fellow of trinity college, cambridge	achievements: fellow of trinity college, cambridge
srinivasa ramanujan	achievements	published papers in cambridge philosophical transactions	achievements: published papers in cambridge philosophical transactions
diego maradona	achievements	scored 300 goals	achievements: scored 300 goals
catherine ii of russia	achievements	education	achievements: education
muammar gaddafi	achievements	creation of african union	achievements: creation of african union
muammar gaddafi	achievements	anti-colonialism	achievements: anti-colonialism
catherine ii of russia	achievements	reorganized russian government	achievements: reorganized russian government
catherine ii of russia	achievements	expanded russian borders	achievements: expanded russian borders
catherine ii of russia	achievements	founded capital city	achievements: founded capital city
muhammad ali	achievements	social activist	achievements: social activist
ronald reagan	achievements	launched space shuttle program	achievements: launched space shuttle program
ronald reagan	achievements	appointed conservative judges	achievements: appointed conservative judges
brock lesnar	achievements	ncaa division i wrestling champion	achievements: ncaa division i wrestling champion
brock lesnar	achievements	ufc heavyweight champion	achievements: ufc heavyweight champion
brock lesnar	achievements	three-time wwe champion	achievements: three-time wwe champion
yuri gagarin	achievements	orbital flight duration: 108 minutes	achievements: orbital flight duration: 108 minutes
abdullah ii of jordan	achievements	peace treaty with israel	achievements: peace treaty with israel
abdullah ii of jordan	achievements	education reform	achievements: education reform
edward vii	achievements	renovated buckingham palace	achievements: renovated buckingham palace
edward vii	achievements	established order of british empire	achievements: established order of british empire
bill clinton	achievements	repealed glass-steagall act	achievements: repealed glass-steagall act
bill clinton	achievements	signed north american free trade agreement	achievements: signed north american free trade agreement
usain bolt	achievements	world record holder	achievements: world record holder
dolly parton	achievements	inducted into the country music hall of fame	achievements: inducted into the country music hall of fame
usain bolt	achievements	multiple olympic gold medalist	achievements: multiple olympic gold medalist
narendra modi	achievements	reforms in india's economy	achievements: reforms in india's economy
narendra modi	achievements	initiated the swachh bharat abhiyan	achievements: initiated the swachh bharat abhiyan
narendra modi	achievements	improved india's international relations	achievements: improved india's international relations
hillary clinton	achievements	healthcare reform	achievements: healthcare reform
hillary clinton	achievements	clinton foundation	achievements: clinton foundation
hillary clinton	achievements	us secretary of state	achievements: us secretary of state
yuri gagarin	achievements	first human to journey into outer space	achievements: first human to journey into outer space
usain bolt	achievements	multiple world championship gold medalist	achievements: multiple world championship gold medalist
dolly parton	achievements	won numerous awards for her music	achievements: won numerous awards for her music
thomas edison	achievements	developed light bulb	achievements: developed light bulb
thomas edison	achievements	invented phonograph	achievements: invented phonograph
hermann göring	achievements	airship designer	achievements: airship designer
hermann göring	achievements	founder of luftwaffe	achievements: founder of luftwaffe
nicolae ceaușescu	achievements	industrialization	achievements: industrialization
nicolae ceaușescu	achievements	modernization	achievements: modernization
nicolae ceaușescu	achievements	nationalization	achievements: nationalization
joe biden	achievements	passed the american recovery and reinvestment act	achievements: passed the american recovery and reinvestment act
joe biden	achievements	fought against cancer	achievements: fought against cancer
kim jong-il	achievements	increased military power	achievements: increased military power
george iv of the united kingdom	achievements	commissioned the rebuilding of the royal opera house	achievements: commissioned the rebuilding of the royal opera house
mother teresa	achievements	establishing orphanages	achievements: establishing orphanages
fidel castro	achievements	established a socialist government in cuba	achievements: established a socialist government in cuba
karim benzema	achievements	french international	achievements: french international
jimmy carter	achievements	normalization of us-israel relations	achievements: normalization of us-israel relations
johan cruyff	achievements	won european cup with ajax	achievements: won european cup with ajax
johan cruyff	achievements	won la liga with barcelona	achievements: won la liga with barcelona
tiger woods	achievements	masters champion	achievements: masters champion
mother teresa	achievements	founding missionaries of charity	achievements: founding missionaries of charity
tiger woods	achievements	pga tour winner	achievements: pga tour winner
kim jong-il	achievements	improved economy	achievements: improved economy
saddam hussein	achievements	nationalized oil industry	achievements: nationalized oil industry
thomas edison	achievements	held 1,093 patents	achievements: held 1,093 patents
magic johnson	achievements	3 nba mvps	achievements: 3 nba mvps
hedy lamarr	achievements	pioneer of hollywood	achievements: pioneer of hollywood
hedy lamarr	achievements	influential in film industry	achievements: influential in film industry
kirk douglas	achievements	received a golden globe award	achievements: received a golden globe award
kirk douglas	achievements	starred in over 90 films	achievements: starred in over 90 films
david beckham	achievements	golden ball winner	achievements: golden ball winner
kim jong-il	achievements	developed nuclear weapons	achievements: developed nuclear weapons
david beckham	achievements	uefa champions league winner	achievements: uefa champions league winner
elizabeth ii	achievements	promoted british culture	achievements: promoted british culture
elizabeth ii	achievements	received numerous honors	achievements: received numerous honors
joseph stalin	achievements	reconstruction	achievements: reconstruction
joseph stalin	achievements	war efforts	achievements: war efforts
john f. kennedy	achievements	cuban missile crisis	achievements: cuban missile crisis
vladimir putin	achievements	increased russian influence	achievements: increased russian influence
vladimir putin	achievements	boosted national pride	achievements: boosted national pride
elizabeth ii	achievements	symbol of stability	achievements: symbol of stability
catherine ii of russia	achievements	agricultural	achievements: agricultural
amitabh bachchan	achievements	dadasaheb phalke award	achievements: dadasaheb phalke award
alex ferguson	achievements	won 13 premier league titles	achievements: won 13 premier league titles
benito mussolini	achievements	unification of italy	achievements: unification of italy
benito mussolini	achievements	expansion of italian territory	achievements: expansion of italian territory
benito mussolini	achievements	economic growth	achievements: economic growth
amitabh bachchan	achievements	most successful actor	achievements: most successful actor
amitabh bachchan	achievements	longest running film career	achievements: longest running film career
abdullah ii of jordan	achievements	peace negotiations	achievements: peace negotiations
abdullah ii of jordan	achievements	economic development	achievements: economic development
gerard piqué	achievements	multiple league and international titles	achievements: multiple league and international titles
gerard piqué	achievements	fifa club world cup winner	achievements: fifa club world cup winner
bill clinton	achievements	healthcare reform	achievements: healthcare reform
bill clinton	achievements	economy growth	achievements: economy growth
bill clinton	achievements	improved education	achievements: improved education
franz joseph i of austria	achievements	preserved habsburg monarchy	achievements: preserved habsburg monarchy
franz joseph i of austria	achievements	led austro-prussian war	achievements: led austro-prussian war
martin luther king jr.	achievements	led march on washington	achievements: led march on washington
michael jordan	achievements	6-time nba finals mvp	achievements: 6-time nba finals mvp
michael jordan	achievements	5-time nba mvp	achievements: 5-time nba mvp
michael jordan	achievements	6-time nba champion	achievements: 6-time nba champion
charles ii of england	achievements	established royal society	achievements: established royal society
tenzin gyatso	achievements	promoted peace and human rights	achievements: promoted peace and human rights
noam chomsky	achievements	developed theory of universal grammar	achievements: developed theory of universal grammar
noam chomsky	achievements	published numerous books	achievements: published numerous books
noam chomsky	achievements	received numerous awards	achievements: received numerous awards
margaret thatcher	achievements	elected first female prime minister	achievements: elected first female prime minister
margaret thatcher	achievements	reduced union power	achievements: reduced union power
margaret thatcher	achievements	increased privatization	achievements: increased privatization
martin luther king jr.	achievements	delivered i have a dream speech	achievements: delivered i have a dream speech
apj abdul kalam	achievements	developing india's first satellite	achievements: developing india's first satellite
alexander lukashenko	achievements	stabilized economy	achievements: stabilized economy
alexander lukashenko	achievements	maintained independence	achievements: maintained independence
boris yeltsin	achievements	russian economic reforms	achievements: russian economic reforms
boris yeltsin	achievements	end of soviet union	achievements: end of soviet union
boris yeltsin	achievements	independence of russia	achievements: independence of russia
charles ii of england	achievements	restored monarchy	achievements: restored monarchy
charles ii of england	achievements	encouraged arts	achievements: encouraged arts
apj abdul kalam	achievements	developing india's first rocket	achievements: developing india's first rocket
martin luther king jr.	achievements	fought for racial equality	achievements: fought for racial equality
narendra modi	achievements	make in india	achievements: make in india
narendra modi	achievements	swachh bharat abhiyan	achievements: swachh bharat abhiyan
diego maradona	achievements	won world cup	achievements: won world cup
diego maradona	achievements	won copa america	achievements: won copa america
diego maradona	achievements	won ballon d'or	achievements: won ballon d'or
alex ferguson	achievements	most successful manager in british football history	achievements: most successful manager in british football history
alex ferguson	achievements	20 league titles	achievements: 20 league titles
alex ferguson	achievements	2 uefa champions leagues	achievements: 2 uefa champions leagues
donald trump	achievements	business successes	achievements: business successes
tony blair	achievements	reform of the uk's education system	achievements: reform of the uk's education system
