concept	facet	property	facet_property
star wars: racer	awards	best racing game	awards: best racing game
star wars: x-wing alliance	awards	won several awards	awards: won several awards
the empire strikes back	awards	critical acclaim	awards: critical acclaim
star wars: return of the jedi	awards	academy award for best visual effects	awards: academy award for best visual effects
the empire strikes back	awards	bafta award	awards: bafta award
star wars: the empire strikes back	awards	bafta award nomination	awards: bafta award nomination
star wars: x-wing alliance	awards	including game of the year	awards: including game of the year
star wars: return of the jedi	awards	academy award nominations	awards: academy award nominations
star wars: racer	awards	game of the year	awards: game of the year
star wars: return of the jedi	awards	academy award nomination	awards: academy award nomination
the empire strikes back	awards	academy award nomination	awards: academy award nomination
star wars: the empire strikes back	awards	academy award nomination	awards: academy award nomination
star wars: return of the jedi	awards	bafta award for best sound	awards: bafta award for best sound
star wars: the empire strikes back	awards and recognition	high grossing	awards and recognition: high grossing
star wars: the empire strikes back	awards and recognition	critical acclaim	awards and recognition: critical acclaim
star wars: racer	based on	star wars	based on: star wars
star wars: racer	based on	podracing	based on: podracing
star wars: racer arcade	based on	star wars franchise	based on: star wars franchise
star wars: x-wing vs. tie fighter	battle	space battle	battle: space battle
star wars: x-wing vs. tie fighter	battle	rebel victory	battle: rebel victory
star wars: x-wing vs. tie fighter	battle	empire defeat	battle: empire defeat
star wars: x-wing vs. tie fighter	battle	dogfight	battle: dogfight
star wars: return of the jedi	box office	highly successful	box office: highly successful
star wars: return of the jedi	box office	biggest box office hit	box office: biggest box office hit
star wars: return of the jedi	box office	highest grossing film in 1983	box office: highest grossing film in 1983
star wars: return of the jedi	box office	highest-grossing film of 1983	box office: highest-grossing film of 1983
star wars: return of the jedi	box office	commercial success	box office: commercial success
super star wars: return of the jedi	box office	commercial success	box office: commercial success
star wars: return of the jedi	box office performance	highly successful	box office performance: highly successful
star wars: return of the jedi	box office performance	third highest-grossing film of 1983	box office performance: third highest-grossing film of 1983
tamagotchi	care and maintenance	cleaning	care and maintenance: cleaning
tamagotchi	care and maintenance	sleeping	care and maintenance: sleeping
tamagotchi	care and maintenance	playing	care and maintenance: playing
tamagotchi	care and maintenance	feeding	care and maintenance: feeding
tamagotchi	care level	happy	care level: happy
tamagotchi	care level	tired	care level: tired
tamagotchi	care level	bored	care level: bored
tamagotchi	care level	hungry	care level: hungry
tamagotchi	care requirements	sleeping	care requirements: sleeping
tamagotchi	care requirements	playing	care requirements: playing
tamagotchi	care requirements	feeding	care requirements: feeding
super star wars	category	retro game	category: retro game
super star wars	category	arcade game	category: arcade game
starfighter	category	military	category: military
super star wars	category	racing game	category: racing game
starfighter	category	military equipment	category: military equipment
starfighter	category	fictional	category: fictional
super star wars	category	video game	category: video game
starfighter	category	military vehicle	category: military vehicle
star wars: x-wing	category	spacecraft	category: spacecraft
starfighter	category	vehicle	category: vehicle
star wars: x-wing	category	starfighter	category: starfighter
star wars: x-wing	category	fighter	category: fighter
starfighter	category	spacecraft	category: spacecraft
star wars: return of the jedi	character development	vader's redemption	character development: vader's redemption
star wars: return of the jedi	character development	leia's leadership	character development: leia's leadership
star wars: return of the jedi	character development	han's redemption	character development: han's redemption
star wars: return of the jedi	character development	luke's journey to become a jedi	character development: luke's journey to become a jedi
tamagotchi	characteristic	needs care	characteristic: needs care
tamagotchi	characteristic	digital pet	characteristic: digital pet
starfighter	characteristics	high-tech	characteristics: high-tech
tamagotchi	characteristics	dependent on care	characteristics: dependent on care
tamagotchi	characteristics	adorable	characteristics: adorable
tamagotchi	characteristics	can get sick	characteristics: can get sick
tamagotchi	characteristics	cute	characteristics: cute
starfighter	characteristics	highly advanced	characteristics: highly advanced
tamagotchi	characteristics	needs feeding	characteristics: needs feeding
tamagotchi	characteristics	needs attention	characteristics: needs attention
tamagotchi	characteristics	can die	characteristics: can die
star wars: x-wing vs. tie fighter	characteristics	agile	characteristics: agile
star wars: x-wing vs. tie fighter	characteristics	tie fighter: mass-produced	characteristics: tie fighter: mass-produced
star wars: x-wing vs. tie fighter	characteristics	x-wing: unique design	characteristics: x-wing: unique design
super star wars	characteristics	space-themed	characteristics: space-themed
starfighter	characteristics	powerful	characteristics: powerful
starfighter	characteristics	maneuverable	characteristics: maneuverable
x-wing	characteristics	advanced technology	characteristics: advanced technology
star wars: x-wing vs. tie fighter	characteristics	highly destructive	characteristics: highly destructive
x-wing	characteristics	powerful	characteristics: powerful
starfighter	characteristics	fast	characteristics: fast
super star wars	characteristics	high score	characteristics: high score
starfighter	characteristics	agile	characteristics: agile
starfighter	characteristics	deadly	characteristics: deadly
star wars: x-wing vs. tie fighter	characteristics	armored	characteristics: armored
star wars: x-wing vs. tie fighter	characteristics	powerful	characteristics: powerful
star wars: x-wing vs. tie fighter	characteristics	maneuverable	characteristics: maneuverable
tamagotchi	characteristics	can be hungry	characteristics: can be hungry
tamagotchi	characteristics	can be sad	characteristics: can be sad
x-wing	characteristics	fast	characteristics: fast
tamagotchi	characteristics	can be happy	characteristics: can be happy
super star wars: return of the jedi	characters	princess leia	characters: princess leia
super star wars: return of the jedi	characters	han solo	characters: han solo
super star wars: return of the jedi	characters	luke skywalker	characters: luke skywalker
star wars: racer	characters	characters from star wars	characters: characters from star wars
star wars: racer	characters	pilots	characters: pilots
the empire strikes back	characters	leia organa	characters: leia organa
star wars: the empire strikes back	characters	han solo	characters: han solo
star wars: the empire strikes back	characters	luke skywalker	characters: luke skywalker
return of the jedi: death star battle	characters	imperial forces	characters: imperial forces
super star wars: return of the jedi	characters	darth vader	characters: darth vader
star wars: the empire strikes back	characters	leia organa	characters: leia organa
return of the jedi: death star battle	characters	rebels	characters: rebels
super star wars	characters	princess leia	characters: princess leia
star wars: the empire strikes back	characters	yoda	characters: yoda
star wars trilogy arcade	characters	luke skywalker	characters: luke skywalker
star wars trilogy arcade	characters	han solo	characters: han solo
star wars trilogy arcade	characters	darth vader	characters: darth vader
star wars: return of the jedi	characters	han solo	characters: han solo
star wars: return of the jedi	characters	princess leia	characters: princess leia
star wars: return of the jedi	characters	lando calrissian	characters: lando calrissian
star wars arcade	characters	darth vader	characters: darth vader
the empire strikes back	characters	princess leia	characters: princess leia
the empire strikes back	characters	yoda	characters: yoda
star wars: return of the jedi	characters	luke skywalker	characters: luke skywalker
star wars: return of the jedi	characters	darth vader	characters: darth vader
star wars: return of the jedi	characters	yoda	characters: yoda
star wars: return of the jedi	characters	emperor palpatine	characters: emperor palpatine
star wars	characters	darth vader	characters: darth vader
star wars	characters	leia organa	characters: leia organa
star wars	characters	han solo	characters: han solo
star wars	characters	luke skywalker	characters: luke skywalker
return of the jedi: death star battle	characters	emperor palpatine	characters: emperor palpatine
return of the jedi: death star battle	characters	r2-d2	characters: r2-d2
return of the jedi: death star battle	characters	chewbacca	characters: chewbacca
star wars: racer	characters	pole position	characters: pole position
star wars: racer	characters	sebulba	characters: sebulba
star wars: racer	characters	anakin skywalker	characters: anakin skywalker
star wars: the empire strikes back	characters	darth vader	characters: darth vader
star wars: return of the jedi	characters	leia organa	characters: leia organa
return of the jedi: death star battle	characters	han solo	characters: han solo
return of the jedi: death star battle	characters	princess leia	characters: princess leia
return of the jedi: death star battle	characters	darth vader	characters: darth vader
super star wars	characters	han solo	characters: han solo
super star wars	characters	luke skywalker	characters: luke skywalker
star wars	characters	jedi	characters: jedi
return of the jedi: death star battle	characters	luke skywalker	characters: luke skywalker
the empire strikes back	characters	han solo	characters: han solo
return of the jedi: death star battle	characters	c-3po	characters: c-3po
the empire strikes back	characters	luke skywalker	characters: luke skywalker
star wars: racer	characters	spaceships	characters: spaceships
star wars: racer	characters	rivals	characters: rivals
return of the jedi: death star battle	characters	leia organa	characters: leia organa
star wars: return of the jedi	characters	chewbacca	characters: chewbacca
star wars arcade	characters	luke skywalker	characters: luke skywalker
star wars arcade	characters	han solo	characters: han solo
star wars arcade	characters	x-wing pilot	characters: x-wing pilot
star wars: return of the jedi	characters	c-3po	characters: c-3po
star wars arcade	characters	x-wing	characters: x-wing
star wars: return of the jedi	characters	r2-d2	characters: r2-d2
return of the jedi: death star battle	characters	princess padmé	characters: princess padmé
star wars: racer	characters	star wars characters	characters: star wars characters
the empire strikes back	characters	darth vader	characters: darth vader
star wars: x-wing alliance	characters	luke skywalker	characters: luke skywalker
star wars: x-wing alliance	characters	han solo	characters: han solo
star wars: x-wing alliance	characters	pilots	characters: pilots
star wars trilogy arcade	characters	x-wing pilot	characters: x-wing pilot
the empire strikes back	characters	emperor palpatine	characters: emperor palpatine
star wars: the empire strikes back	characters	princess leia	characters: princess leia
star wars arcade	characters and enemies	darth vader	characters and enemies: darth vader
star wars arcade	characters and enemies	x-wing	characters and enemies: x-wing
star wars arcade	characters and enemies	luke skywalker	characters and enemies: luke skywalker
star wars arcade	characters and enemies	tie fighters	characters and enemies: tie fighters
star wars trilogy arcade	control method	joystick	control method: joystick
star wars trilogy arcade	control method	button	control method: button
star wars trilogy arcade	control method	pedal	control method: pedal
star wars trilogy arcade	controls	joystick	controls: joystick
star wars trilogy arcade	controls	buttons	controls: buttons
star wars trilogy arcade	controls	paddle	controls: paddle
star wars	creator	george lucas	creator: george lucas
star wars	creator	lucasfilm	creator: lucasfilm
star wars	creators	disney	creators: disney
star wars	creators	lucasfilm	creators: lucasfilm
star wars	creators	george lucas	creators: george lucas
starfighter	design	sleek	design: sleek
starfighter	design	angular	design: angular
star wars: x-wing vs. tie fighter	design	streamlined	design: streamlined
star wars: x-wing vs. tie fighter	design	canon	design: canon
star wars: x-wing vs. tie fighter	design	curved wings	design: curved wings
star wars: x-wing	design	agile	design: agile
star wars: x-wing vs. tie fighter	design	long range	design: long range
star wars: x-wing	design	wing-shaped	design: wing-shaped
star wars: x-wing vs. tie fighter	design	laser cannons	design: laser cannons
star wars: x-wing	design	multi-part	design: multi-part
star wars: x-wing	design	shielded	design: shielded
star wars: x-wing	design	triple laser cannons	design: triple laser cannons
starfighter	design	agile	design: agile
star wars: x-wing vs. tie fighter	design	aggressive design	design: aggressive design
star wars: x-wing vs. tie fighter	design	cockpit	design: cockpit
star wars: x-wing	design	double cockpit	design: double cockpit
star wars: x-wing	design	angular	design: angular
star wars: x-wing	design	maneuverable	design: maneuverable
star wars: x-wing	design	highly customizable	design: highly customizable
starfighter	design	maneuverable	design: maneuverable
star wars: x-wing	design	aggressive	design: aggressive
starfighter	design	bulky	design: bulky
star wars: x-wing	design	aggressive appearance	design: aggressive appearance
x-wing	design	triple-wing	design: triple-wing
star wars: x-wing	design	angular design	design: angular design
star wars: x-wing	design	unique shape	design: unique shape
starfighter	design	streamlined	design: streamlined
starfighter	design	aggressive	design: aggressive
starfighter	design	defensive	design: defensive
star wars: x-wing vs. tie fighter	design	agile	design: agile
star wars: x-wing	design	swooping design	design: swooping design
star wars: x-wing vs. tie fighter	design	armored	design: armored
star wars: x-wing vs. tie fighter	design	sharp edges	design: sharp edges
starfighter	design	aerodynamic	design: aerodynamic
star wars: x-wing vs. tie fighter	design	angular	design: angular
x-wing	design	highly maneuverable	design: highly maneuverable
star wars: x-wing	design	curved wings	design: curved wings
star wars: x-wing vs. tie fighter	design	sleek	design: sleek
x-wing	design	wing-shaped	design: wing-shaped
x-wing	design	agile	design: agile
star wars: x-wing vs. tie fighter	design	curved	design: curved
star wars: x-wing	design	high-tech	design: high-tech
star wars: x-wing vs. tie fighter	design	x-shaped	design: x-shaped
star wars: x-wing alliance	developed by	lucasarts	developed by: lucasarts
star wars: x-wing alliance	developed by	kamikaze	developed by: kamikaze
super star wars	developed by	leland	developed by: leland
star wars: x-wing alliance	developed by	empire interactive	developed by: empire interactive
super star wars	developed by	krust	developed by: krust
super star wars	developed by	lucasarts	developed by: lucasarts
star wars: rebel assault	developer	lucasarts	developer: lucasarts
star wars: x-wing alliance	developer	kesmai productions	developer: kesmai productions
star wars: rebel assault	developer	presto studios	developer: presto studios
super star wars	developer	electronic arts	developer: electronic arts
star wars: racer	developer	pitfall	developer: pitfall
star wars: racer	developer	lucasarts	developer: lucasarts
star wars: racer	developer	pandemic studios	developer: pandemic studios
super star wars	developer	lucasarts	developer: lucasarts
star wars: rebel assault	developer	pony inc.	developer: pony inc.
star wars: racer	developer	realtime	developer: realtime
star wars: x-wing alliance	developer	lucasarts	developer: lucasarts
star wars: x-wing alliance	developer	kunio komamura	developer: kunio komamura
star wars trilogy arcade	developer	parker brothers	developer: parker brothers
super star wars	developer	lambert	developer: lambert
star wars: x-wing alliance	developer	total animation	developer: total animation
star wars: x-wing alliance	developer	totally games	developer: totally games
star wars arcade	developer	lucasarts	developer: lucasarts
star wars arcade	developer	parker brothers	developer: parker brothers
star wars: x-wing alliance	developer	krome studios	developer: krome studios
star wars: racer	developer	pixcel	developer: pixcel
star wars: racer arcade	developer	lucasarts	developer: lucasarts
star wars: racer arcade	developer	pandemic studios	developer: pandemic studios
star wars arcade	developer	namco	developer: namco
star wars trilogy arcade	developer	lucasarts	developer: lucasarts
super star wars	developer	konami	developer: konami
star wars: x-wing alliance	developers	lucasarts	developers: lucasarts
star wars: x-wing alliance	developers	kamikaze	developers: kamikaze
star wars: rebel assault	developers	saffire corporation	developers: saffire corporation
star wars: rebel assault	developers	lucasarts	developers: lucasarts
star wars trilogy arcade	developers	parker brothers	developers: parker brothers
star wars trilogy arcade	developers	lucasarts	developers: lucasarts
star wars arcade	difficulty	challenging	difficulty: challenging
star wars arcade	difficulty	requiring skill	difficulty: requiring skill
super star wars	difficulty level	challenging	difficulty level: challenging
super star wars	difficulty level	medium to hard	difficulty level: medium to hard
star wars arcade	difficulty level	addictive	difficulty level: addictive
super star wars: return of the jedi	difficulty level	increasingly difficult as the game progresses	difficulty level: increasingly difficult as the game progresses
star wars: rebel assault	difficulty level	challenging	difficulty level: challenging
star wars: rebel assault	difficulty level	medium	difficulty level: medium
super star wars: return of the jedi	difficulty level	challenging	difficulty level: challenging
super star wars	difficulty level	addictive	difficulty level: addictive
star wars trilogy arcade	difficulty level	hard	difficulty level: hard
star wars trilogy arcade	difficulty level	challenging	difficulty level: challenging
star wars trilogy arcade	difficulty level	medium	difficulty level: medium
star wars trilogy arcade	difficulty level	easy	difficulty level: easy
star wars arcade	difficulty level	requires skill	difficulty level: requires skill
star wars arcade	difficulty level	challenging	difficulty level: challenging
super star wars	difficulty level	fast-paced	difficulty level: fast-paced
the empire strikes back	directed by	irvin kershner	directed by: irvin kershner
star wars: the empire strikes back	directed by	irvin kershner	directed by: irvin kershner
star wars: return of the jedi	directed by	richard marquand	directed by: richard marquand
the empire strikes back	director	irvin kershner	director: irvin kershner
the empire strikes back	director	george lucas	director: george lucas
star wars: the empire strikes back	director	irvin kershner	director: irvin kershner
star wars: return of the jedi	director	richard marquand	director: richard marquand
super star wars: return of the jedi	director	richard marquand	director: richard marquand
star wars: the empire strikes back	directors	irvin kershner	directors: irvin kershner
star wars: return of the jedi	directors	richard marquand	directors: richard marquand
tamagotchi	electronic device	handheld	electronic device: handheld
tamagotchi	electronic device	digital	electronic device: digital
tamagotchi	electronic device	portable	electronic device: portable
tamagotchi	electronic device	battery operated	electronic device: battery operated
star wars: x-wing vs. tie fighter	era	rebellion	era: rebellion
star wars: x-wing vs. tie fighter	era	space battle	era: space battle
star wars: x-wing vs. tie fighter	era	new trilogy	era: new trilogy
star wars: x-wing vs. tie fighter	era	classic	era: classic
starfighter	era	new republic	era: new republic
star wars: x-wing vs. tie fighter	era	galactic civil war	era: galactic civil war
tamagotchi	era	2000s	era: 2000s
star wars: x-wing vs. tie fighter	era	original trilogy	era: original trilogy
starfighter	era	galactic empire	era: galactic empire
star wars: x-wing	era	rebel alliance	era: rebel alliance
star wars: x-wing	era	galactic civil war	era: galactic civil war
tamagotchi	era	90s	era: 90s
starfighter	era	galactic republic	era: galactic republic
star wars: x-wing	era	original trilogy	era: original trilogy
star wars: x-wing	era	new republic era	era: new republic era
return of the jedi: death star battle	event	climax of the trilogy	event: climax of the trilogy
return of the jedi: death star battle	event	final confrontation	event: final confrontation
return of the jedi: death star battle	event	final battle	event: final battle
return of the jedi: death star battle	event	space battle	event: space battle
return of the jedi: death star battle	event	imperial navy	event: imperial navy
return of the jedi: death star battle	event	rebel alliance	event: rebel alliance
tamagotchi	evolution	change appearance	evolution: change appearance
tamagotchi	evolution	changing behavior	evolution: changing behavior
tamagotchi	evolution	changing appearance	evolution: changing appearance
tamagotchi	evolution	grow	evolution: grow
tamagotchi	evolution	grows	evolution: grows
tamagotchi	evolution	ages	evolution: ages
tamagotchi	evolution	can be reborn	evolution: can be reborn
tamagotchi	evolution	evolves with care	evolution: evolves with care
tamagotchi	evolution	growing	evolution: growing
tamagotchi	evolution	can be reset	evolution: can be reset
tamagotchi	evolution	aging	evolution: aging
tamagotchi	evolution	dying	evolution: dying
x-wing	featured in	star wars: the force awakens	featured in: star wars: the force awakens
x-wing	featured in	star wars: a new hope	featured in: star wars: a new hope
super star wars	features	multiple planets	features: multiple planets
star wars trilogy arcade	features	difficulty levels	features: difficulty levels
star wars: x-wing alliance	features	3d graphics	features: 3d graphics
super star wars	features	space exploration	features: space exploration
star wars: x-wing alliance	features	real-time combat	features: real-time combat
star wars: x-wing alliance	features	multiplayer	features: multiplayer
star wars: racer arcade	features	space racing	features: space racing
star wars trilogy arcade	features	character upgrades	features: character upgrades
star wars: racer	features	high-speed racing	features: high-speed racing
star wars trilogy arcade	features	space battles	features: space battles
super star wars	features	racing	features: racing
star wars trilogy arcade	features	character selection	features: character selection
star wars trilogy arcade	features	boss fights	features: boss fights
star wars: racer arcade	features	different characters	features: different characters
star wars trilogy arcade	features	high score	features: high score
super star wars	features	space battles	features: space battles
star wars arcade	features	different spaceships	features: different spaceships
star wars: racer	features	split-screen	features: split-screen
star wars: racer arcade	features	different tracks	features: different tracks
tamagotchi	features	feeding	features: feeding
tamagotchi	features	playing	features: playing
star wars: racer arcade	features	various characters	features: various characters
tamagotchi	features	cleaning	features: cleaning
super star wars	features	multiplayer	features: multiplayer
super star wars	features	difficulty levels	features: difficulty levels
super star wars	features	boss battles	features: boss battles
starfighter	features	laser cannons	features: laser cannons
star wars: racer	features	track editor	features: track editor
starfighter	features	engines	features: engines
starfighter	features	cockpit	features: cockpit
star wars arcade	features	space combat	features: space combat
star wars arcade	features	boss battles	features: boss battles
star wars arcade	features	multiple levels	features: multiple levels
star wars: racer	features	multiple characters	features: multiple characters
star wars: racer	features	multiplayer	features: multiplayer
tamagotchi	features	raising	features: raising
star wars: x-wing	features	hyperdrive	features: hyperdrive
star wars trilogy arcade	features	multiplayer	features: multiplayer
star wars: x-wing alliance	features	multiple playable characters	features: multiple playable characters
star wars: x-wing alliance	features	realistic space battles	features: realistic space battles
star wars trilogy arcade	features	boss battles	features: boss battles
star wars: x-wing	features	engines	features: engines
star wars trilogy arcade	features	jedi and sith characters	features: jedi and sith characters
star wars trilogy arcade	features	light saber duels	features: light saber duels
star wars trilogy arcade	features	bonus levels	features: bonus levels
star wars trilogy arcade	features	3d graphics	features: 3d graphics
star wars: racer arcade	features	different planets	features: different planets
star wars: racer arcade	features	high-speed racing	features: high-speed racing
star wars: racer arcade	features	multiplayer	features: multiplayer
star wars: racer	features	3d graphics	features: 3d graphics
star wars: x-wing	features	pilot seats	features: pilot seats
star wars: x-wing	features	cockpit	features: cockpit
star wars arcade	features	space battles	features: space battles
star wars: x-wing alliance	features	explore galaxy	features: explore galaxy
star wars trilogy arcade	features	space combat	features: space combat
super star wars	features	challenging levels	features: challenging levels
starfighter	features	high speed	features: high speed
star wars: rebel assault	features	force feedback	features: force feedback
star wars: rebel assault	features	3d graphics	features: 3d graphics
star wars: x-wing	features	missile launchers	features: missile launchers
super star wars	features	multiple worlds	features: multiple worlds
star wars: rebel assault	features	full-motion video	features: full-motion video
star wars: rebel assault	features	multiple levels	features: multiple levels
star wars: x-wing	features	armament	features: armament
star wars: x-wing	features	shield	features: shield
super star wars	features	unique characters	features: unique characters
star wars arcade	features	x-wing fighters	features: x-wing fighters
star wars arcade	features	jedi characters	features: jedi characters
star wars: rebel assault	features	boss battles	features: boss battles
star wars: x-wing	features	laser cannons	features: laser cannons
starfighter	features	armament	features: armament
starfighter	features	advanced technology	features: advanced technology
star wars arcade	features	character recognition	features: character recognition
star wars: x-wing	fictional universe	galactic battles	fictional universe: galactic battles
star wars: x-wing	fictional universe	star wars	fictional universe: star wars
star wars: x-wing vs. tie fighter	firepower	missiles	firepower: missiles
star wars: x-wing vs. tie fighter	firepower	laser cannons	firepower: laser cannons
star wars	franchise	movies	franchise: movies
star wars	franchise	toys	franchise: toys
star wars	franchise	video games	franchise: video games
the empire strikes back	franchise	star wars franchise	franchise: star wars franchise
star wars	franchise	tv shows	franchise: tv shows
star wars	franchise	expanded universe	franchise: expanded universe
star wars	franchise	sequel trilogy	franchise: sequel trilogy
the empire strikes back	franchise	space opera	franchise: space opera
star wars	franchise	original trilogy	franchise: original trilogy
star wars	franchise	prequel trilogy	franchise: prequel trilogy
starfighter	function	reconnaissance	function: reconnaissance
tamagotchi	function	feed	function: feed
starfighter	function	patrol	function: patrol
starfighter	function	space combat	function: space combat
starfighter	function	attack	function: attack
star wars: x-wing	function	defend	function: defend
starfighter	function	escorting	function: escorting
starfighter	function	defend	function: defend
tamagotchi	function	put to bed	function: put to bed
star wars: x-wing vs. tie fighter	function	escort	function: escort
tamagotchi	function	play	function: play
star wars: x-wing	function	starfighter	function: starfighter
starfighter	function	transport	function: transport
star wars: x-wing	function	attack	function: attack
star wars: x-wing vs. tie fighter	function	transport	function: transport
star wars: x-wing	function	transport	function: transport
star wars: x-wing	function	combat	function: combat
star wars: x-wing vs. tie fighter	function	defend	function: defend
star wars: x-wing vs. tie fighter	function	attack	function: attack
tamagotchi	function	raise and care for a virtual pet	function: raise and care for a virtual pet
tamagotchi	functionality	cleaning	functionality: cleaning
tamagotchi	functionality	sleeping	functionality: sleeping
tamagotchi	functionality	feeding	functionality: feeding
tamagotchi	functionality	raising a digital pet	functionality: raising a digital pet
tamagotchi	functionality	playing	functionality: playing
tamagotchi	functionality	disciplining	functionality: disciplining
tamagotchi	functions	input	functions: input
tamagotchi	functions	light	functions: light
tamagotchi	functions	display	functions: display
tamagotchi	functions	sound	functions: sound
star wars: x-wing vs. tie fighter	galaxy	star wars	galaxy: star wars
star wars: x-wing vs. tie fighter	galaxy	fiction	galaxy: fiction
star wars: x-wing vs. tie fighter	galaxy	space	galaxy: space
super star wars	game	racing game	game: racing game
tamagotchi	game	raising virtual pet	game: raising virtual pet
super star wars	game	sci-fi	game: sci-fi
tamagotchi	game	raising	game: raising
tamagotchi	game	raises level	game: raises level
tamagotchi	game	feeding	game: feeding
tamagotchi	game	virtual pet	game: virtual pet
super star wars	game	video game	game: video game
tamagotchi	game	wins rewards	game: wins rewards
tamagotchi	game	loses if neglected	game: loses if neglected
tamagotchi	game	caring	game: caring
tamagotchi	game	playing	game: playing
super star wars: return of the jedi	game genre	platformer	game genre: platformer
super star wars: return of the jedi	game genre	action	game genre: action
star wars arcade	game genre	flight simulator	game genre: flight simulator
star wars arcade	game genre	space combat	game genre: space combat
star wars: rebel assault	game genre	flight simulator	game genre: flight simulator
star wars: rebel assault	game genre	light gun shooter	game genre: light gun shooter
star wars arcade	game genre	shooter	game genre: shooter
star wars: rebel assault	game genre	space combat	game genre: space combat
star wars: rebel assault	game genre	action	game genre: action
star wars arcade	game genre	space exploration	game genre: space exploration
star wars: racer	game genre	arcade	game genre: arcade
star wars: racer	game genre	racing	game genre: racing
star wars trilogy arcade	game genre	space combat	game genre: space combat
star wars trilogy arcade	game genre	action	game genre: action
star wars: rebel assault	game genre	shooter	game genre: shooter
star wars arcade	game genre	action	game genre: action
star wars: racer	game modes	single-player	game modes: single-player
star wars: racer	game modes	multiplayer	game modes: multiplayer
star wars: racer	game modes	time trials	game modes: time trials
super star wars	game modes	multi-player	game modes: multi-player
star wars: rebel assault	game modes	multiplayer	game modes: multiplayer
star wars: rebel assault	game modes	single-player	game modes: single-player
super star wars	game modes	single-player	game modes: single-player
star wars trilogy arcade	game modes	multiplayer	game modes: multiplayer
star wars trilogy arcade	game modes	single-player	game modes: single-player
star wars trilogy arcade	game modes	high score competition	game modes: high score competition
star wars: x-wing alliance	game modes	single-player	game modes: single-player
star wars: x-wing alliance	game modes	multiplayer	game modes: multiplayer
star wars: x-wing alliance	game modes	campaign	game modes: campaign
star wars trilogy arcade	game type	shooter	game type: shooter
star wars: x-wing alliance	game type	role-playing game	game type: role-playing game
star wars: racer	game type	video game	game type: video game
star wars: racer arcade	game type	arcade game	game type: arcade game
star wars: rebel assault	game type	first-person shooter	game type: first-person shooter
star wars: rebel assault	game type	flight combat	game type: flight combat
star wars: rebel assault	game type	video game	game type: video game
star wars: racer	game type	racing game	game type: racing game
