concept	facet	property	facet_property
pitigliano cathedral	age	14th century	age: 14th century
pitigliano cathedral	age	12th century	age: 12th century
vence cathedral	age	middle ages	age: middle ages
vence cathedral	age	14th century	age: 14th century
cathedral of urbino	age	15th century	age: 15th century
brechin cathedral	age	medieval	age: medieval
brechin cathedral	age	12th century	age: 12th century
etchmiadzin cathedral	age	ancient	age: ancient
etchmiadzin cathedral	age	4th century	age: 4th century
bazas cathedral	age	12th century	age: 12th century
cathedral of urbino	age	renaissance era	age: renaissance era
st.-paulus-dom	age	12th century	age: 12th century
saint dominic's cathedral	age	14th century	age: 14th century
saint dominic's cathedral	age	12th century	age: 12th century
trogir cathedral	age	14th century	age: 14th century
senez cathedral	age	11th century	age: 11th century
senez cathedral	age	12th century	age: 12th century
st. rumbold's cathedral	age	13th century	age: 13th century
st. rumbold's cathedral	age	12th century	age: 12th century
trogir cathedral	age	16th century	age: 16th century
former collegiate church of st. verena with church treasure	age	14th century	age: 14th century
st andrews cathedral, saint andrews	age	12th century	age: 12th century
st. patrick's old cathedral	age	over 200 years old	age: over 200 years old
st. martin's cathedral	age	middle ages	age: middle ages
st andrews cathedral, saint andrews	age	historic	age: historic
st. martin's cathedral	age	16th century	age: 16th century
st. john's co-cathedral	age	17th century	age: 17th century
co-cathedral of bagnoregio	age	12th century	age: 12th century
co-cathedral of bagnoregio	age	medieval	age: medieval
st. john's co-cathedral	age	historic	age: historic
cathedral of saint patrick	age	12th century	age: 12th century
st andrews cathedral	age	medieval	age: medieval
st andrews cathedral	age	12th century	age: 12th century
trogir cathedral	age	15th century	age: 15th century
etchmiadzin cathedral	age	founded in 301 ad	age: founded in 301 ad
etchmiadzin cathedral	age	restored in 1950s	age: restored in 1950s
lavaur cathedral	age	12th century	age: 12th century
brechin cathedral	age	13th century	age: 13th century
saint-paul-trois-châteaux cathedral	age	11th century	age: 11th century
our lady of promise	appearance	white	appearance: white
cattedrale di monreale	appearance	colorful	appearance: colorful
cattedrale di monreale	appearance	ornate	appearance: ornate
cattedrale di monreale	appearance	large	appearance: large
catania cathedral	appearance	grand interior	appearance: grand interior
catania cathedral	appearance	ornate decorations	appearance: ornate decorations
our lady of promise	appearance	blue	appearance: blue
cathedral of our lady of perpetual succour	appearance	imposing	appearance: imposing
cathedral of our lady of perpetual succour	appearance	beautifully decorated	appearance: beautifully decorated
cathedral of our lady of perpetual succour	appearance	grand	appearance: grand
catania cathedral	appearance	white marble	appearance: white marble
saint dominic's cathedral	architect	local master builder	architect: local master builder
noto cathedral	architect	rosario gagliardi	architect: rosario gagliardi
st. paul's cathedral	architect	christopher wren	architect: christopher wren
catedral basílica de mercedes-luján	architect	francisco gianotti	architect: francisco gianotti
saint alexander nevsky cathedral in pruzhany	architect	yakov krause	architect: yakov krause
catedral basílica de mercedes-luján	architect	vittorio meano	architect: vittorio meano
são paulo cathedral	architect	italo campanino	architect: italo campanino
cathedral of our lady of perpetual succour	architect	augustus pugin	architect: augustus pugin
good shepherd cathedral	architect	pugin and pugin	architect: pugin and pugin
são paulo cathedral	architect	paulo villanova barreto	architect: paulo villanova barreto
cathedral of st. joseph	architect	sir arthur davis	architect: sir arthur davis
good shepherd cathedral, ayr	architect	john lessels	architect: john lessels
são paulo cathedral	architect	césar marcello da silva	architect: césar marcello da silva
st. peter's cathedral	architect	carlo maderno	architect: carlo maderno
st. paul's dome	architect	michelangelo	architect: michelangelo
st. paul's dome	architect	bernini	architect: bernini
cathedral of our lady of perpetual succour	architect	william butler yeats	architect: william butler yeats
st. peter's cathedral	architect	donato bramante	architect: donato bramante
good shepherd cathedral, ayr	architect	john moreton	architect: john moreton
st. patrick's cathedral	architect	james renwick jr.	architect: james renwick jr.
saint dominic's cathedral	architect	unknown	architect: unknown
st. peter's cathedral	architect	michelangelo	architect: michelangelo
oloron cathedral	architectural elements	columns	architectural elements: columns
lavaur cathedral	architectural elements	romanesque arches	architectural elements: romanesque arches
st. mark's basilica	architectural elements	nave	architectural elements: nave
senez cathedral	architectural elements	columns	architectural elements: columns
senez cathedral	architectural elements	arches	architectural elements: arches
lavaur cathedral	architectural elements	gothic ribbed vaults	architectural elements: gothic ribbed vaults
st. mark's basilica	architectural elements	apse	architectural elements: apse
st. mark's basilica	architectural elements	transept	architectural elements: transept
oloron cathedral	architectural elements	niches	architectural elements: niches
senez cathedral	architectural elements	narthex	architectural elements: narthex
oloron cathedral	architectural elements	arches	architectural elements: arches
troglir cathedral	architectural features	nave	architectural features: nave
st. paulus dom	architectural features	stained glass	architectural features: stained glass
troglir cathedral	architectural features	apse	architectural features: apse
st. paulus dom	architectural features	twin towers	architectural features: twin towers
st. paulus dom	architectural features	statues	architectural features: statues
saint alexander nevsky cathedral in pruzhany	architectural features	iconostasis	architectural features: iconostasis
tournai cathedral	architectural features	towers	architectural features: towers
tournai cathedral	architectural features	transept	architectural features: transept
saint alexander nevsky cathedral in pruzhany	architectural features	bell tower	architectural features: bell tower
troglir cathedral	architectural features	bell tower	architectural features: bell tower
saint alexander nevsky cathedral in pruzhany	architectural features	dome	architectural features: dome
tournai cathedral	architectural features	stained glass windows	architectural features: stained glass windows
tournai cathedral	architectural features	apse	architectural features: apse
st.-paulus-dom	architectural features	twin spires	architectural features: twin spires
bazas cathedral	architectural features	towers	architectural features: towers
noto cathedral	architectural features	bell tower	architectural features: bell tower
noto cathedral	architectural features	dome	architectural features: dome
noto cathedral	architectural features	ornate decorations	architectural features: ornate decorations
bazas cathedral	architectural features	transept	architectural features: transept
bazas cathedral	architectural features	nave	architectural features: nave
saint-bertrand-de-commings cathedral	architectural features	transept	architectural features: transept
saint-bertrand-de-commings cathedral	architectural features	apse	architectural features: apse
saint-bertrand-de-commings cathedral	architectural features	narthex	architectural features: narthex
saint-bertrand-de-commings cathedral	architectural features	towers	architectural features: towers
trogir cathedral	architectural features	nave	architectural features: nave
saint alexander nevsky cathedral in pruzhany	architectural features	towers	architectural features: towers
trogir cathedral	architectural features	towers	architectural features: towers
cuernavaca cathedral	architectural features	columns	architectural features: columns
cuernavaca cathedral	architectural features	dome	architectural features: dome
st.-paulus-dom	architectural features	ornate interior	architectural features: ornate interior
st.-paulus-dom	architectural features	large dome	architectural features: large dome
cathedral of san giuliano	architectural features	dome	architectural features: dome
cuernavaca cathedral	architectural features	stained glass	architectural features: stained glass
trogir cathedral	architectural features	apse	architectural features: apse
cathedral of san giuliano	architectural features	stained glass	architectural features: stained glass
cathedral of san giuliano	architectural features	columns	architectural features: columns
modena cathedral	architectural influence	influenced art and literature	architectural influence: influenced art and literature
modena cathedral	architectural influence	influenced later architecture	architectural influence: influenced later architecture
saint-paul-trois-châteaux cathedral	architectural significance	national monument of france	architectural significance: national monument of france
st mark's basilica	architectural significance	example of byzantine architecture	architectural significance: example of byzantine architecture
saint-bertrand-de-comminges cathedral	architectural significance	national historic monument	architectural significance: national historic monument
saint-bertrand-de-comminges cathedral	architectural significance	listed as a historic monument	architectural significance: listed as a historic monument
st mark's basilica	architectural significance	unesco world heritage site	architectural significance: unesco world heritage site
saint-paul-trois-châteaux cathedral	architectural significance	unesco world heritage site	architectural significance: unesco world heritage site
modena cathedral	architectural significance	example of romanesque architecture	architectural significance: example of romanesque architecture
ferrara cathedral	architectural significance	unesco world heritage site	architectural significance: unesco world heritage site
st. gertrude's cathedral	architectural significance	unesco world heritage site	architectural significance: unesco world heritage site
saint dominic's cathedral	architectural significance	historic landmark	architectural significance: historic landmark
lavaur cathedral	architectural significance	historic monument	architectural significance: historic monument
noyon cathedral	architectural significance	example of romanesque architecture	architectural significance: example of romanesque architecture
noyon cathedral	architectural significance	important cultural landmark	architectural significance: important cultural landmark
ferrara cathedral	architectural significance	example of gothic architecture	architectural significance: example of gothic architecture
lavaur cathedral	architectural significance	unesco world heritage site	architectural significance: unesco world heritage site
lavaur cathedral	architectural significance	protected site	architectural significance: protected site
modena cathedral	architectural significance	influenced by byzantine and lombard styles	architectural significance: influenced by byzantine and lombard styles
st. gertrude's cathedral	architectural significance	example of gothic architecture	architectural significance: example of gothic architecture
saint dominic's cathedral	architectural significance	national monument	architectural significance: national monument
cathedral of st. joseph	architectural style	gothic revival	architectural style: gothic revival
st machar's cathedral	architectural style	gothic revival	architectural style: gothic revival
cathedral of our lady of the assumption	architectural style	romanesque revival	architectural style: romanesque revival
st machar's cathedral	architectural style	neo-romanesque	architectural style: neo-romanesque
cathedral of our lady of the assumption	architectural style	gothic revival	architectural style: gothic revival
cathedral of st. joseph	architectural style	romanesque revival	architectural style: romanesque revival
st. john's co-cathedral	architectural style	baroque	architectural style: baroque
église des saints-archanges	architectural style	romanesque	architectural style: romanesque
st. peter's cathedral	architectural style	renaissance	architectural style: renaissance
st. patrick's cathedral	architectural style	romanesque revival	architectural style: romanesque revival
cathedral of san giuliano	architectural style	byzantine	architectural style: byzantine
lapua cathedral	architectural style	brutalist	architectural style: brutalist
lapua cathedral	architectural style	modern	architectural style: modern
cathedral basilica of st. cyriacus	architectural style	byzantine	architectural style: byzantine
st. patrick's old cathedral	architectural style	neo-gothic	architectural style: neo-gothic
saint-bertrand-de-comminges cathedral	architectural style	gothic revival	architectural style: gothic revival
église des saints-archanges	architectural style	baroque	architectural style: baroque
st. peter's cathedral	architectural style	baroque	architectural style: baroque
noto cathedral	architectural style	sicilian baroque	architectural style: sicilian baroque
saint alexander nevsky cathedral in pruzhany	architectural style	russian orthodox	architectural style: russian orthodox
saint dominic's cathedral	architectural style	gothic	architectural style: gothic
são paulo cathedral	architectural style	mix of romanesque and gothic	architectural style: mix of romanesque and gothic
st. patrick's old cathedral	architectural style	romanesque revival	architectural style: romanesque revival
former collegiate church of st. verena with church treasure	architectural style	romanesque	architectural style: romanesque
former collegiate church of st. verena with church treasure	architectural style	gothic	architectural style: gothic
saint dominic's cathedral	architectural style	baroque	architectural style: baroque
saint dominic's cathedral	architectural style	romanesque	architectural style: romanesque
st machar's cathedral	architectural style	victorian gothic	architectural style: victorian gothic
st. machar's cathedral	architectural style	romanesque	architectural style: romanesque
cathedral of the assumption	architectural style	renaissance	architectural style: renaissance
sézanne cathedral	architectural style	romanesque revival	architectural style: romanesque revival
duomo of san giorgio	architectural style	byzantine	architectural style: byzantine
duomo of san giorgio	architectural style	romanesque	architectural style: romanesque
cathedral of the assumption	architectural style	baroque	architectural style: baroque
st. machar's cathedral	architectural style	gothic	architectural style: gothic
cathedral of san giuliano	architectural style	romanesque	architectural style: romanesque
cathedral of st. joseph	architectural style	gothic	architectural style: gothic
cathedral of st. joseph	architectural style	romanesque	architectural style: romanesque
duomo of san giorgio	architectural style	gothic	architectural style: gothic
noto cathedral	architectural style	baroque	architectural style: baroque
acireale cathedral	architectural style	romanesque architecture	architectural style: romanesque architecture
saint alexander nevsky cathedral in pruzhany	architectural style	byzantine	architectural style: byzantine
cathedral of the holy cross, opole	architectural style	baroque	architectural style: baroque
cattedrale di monreale	architectural style	norman	architectural style: norman
acireale cathedral	architectural style	baroque architecture	architectural style: baroque architecture
sézard cathedral	architectural style	baroque	architectural style: baroque
st. paul's dom	architectural style	gothic	architectural style: gothic
porto cathedral	architectural style	romanesque	architectural style: romanesque
porto cathedral	architectural style	gothic	architectural style: gothic
st. john's co-cathedral	architectural style	renaissance	architectural style: renaissance
st machar's cathedral	architectural style	romanesque	architectural style: romanesque
palermo cathedral	architectural style	mix of norman and arab influences	architectural style: mix of norman and arab influences
sézard cathedral	architectural style	gothic	architectural style: gothic
ferrara cathedral	architectural style	gothic revival	architectural style: gothic revival
enda mariam coptic cathedral	architectural style	ethiopian orthodox	architectural style: ethiopian orthodox
enda mariam coptic cathedral	architectural style	ancient	architectural style: ancient
lodi cathedral	architectural style	gothic	architectural style: gothic
lodi cathedral	architectural style	romanesque	architectural style: romanesque
cathedral of the holy cross, opole	architectural style	gothic	architectural style: gothic
são paulo cathedral	architectural style	unique brazilian style	architectural style: unique brazilian style
cathedral of the holy cross, opole	architectural style	romanesque	architectural style: romanesque
lodi cathedral	architectural style	byzantine	architectural style: byzantine
sézard cathedral	architectural style	romanesque	architectural style: romanesque
porto cathedral	architectural style	baroque	architectural style: baroque
cathedral basilica of st. cyriacus	architectural style	baroque	architectural style: baroque
st. rumbold's cathedral	architectural style	brabantine gothic	architectural style: brabantine gothic
saint-bertrand-de-comminges cathedral	architectural style	romanesque revival	architectural style: romanesque revival
cathedral basilica of st. cyriacus	architectural style	romanesque	architectural style: romanesque
st. rumbold's cathedral	architectural style	rhenish gothic	architectural style: rhenish gothic
st. patrick's cathedral	architectural style	neo-gothic	architectural style: neo-gothic
st. paul's dom	architectural style	baroque	architectural style: baroque
cattedrale di monreale	architectural style	byzantine	architectural style: byzantine
ferrara cathedral	architectural style	renaissance	architectural style: renaissance
cathedral basilica of st. cyriacus	architectural style	renaissance	architectural style: renaissance
florence cathedral	architecture	cathedral	architecture: cathedral
good shepherd cathedral, ayr	architecture	anglican	architecture: anglican
catedral basílica de mercedes-luján	architecture	baroque	architecture: baroque
acireale cathedral	architecture	columns	architecture: columns
transfiguration cathedral	architecture	byzantine	architecture: byzantine
acireale cathedral	architecture	romanesque	architecture: romanesque
acireale cathedral	architecture	baroque	architecture: baroque
st. martin's cathedral	architecture	romanesque	architecture: romanesque
vence cathedral	architecture	cathedral	architecture: cathedral
catedral basílica de mercedes-luján	architecture	romanesque revival	architecture: romanesque revival
st. martin's cathedral	architecture	gothic	architecture: gothic
cathedral basilica of st. cyriacus	architecture	medieval	architecture: medieval
st. paul's dome	architecture	baroque	architecture: baroque
cathedral basilica of st. cyriacus	architecture	byzantine	architecture: byzantine
st. martin's cathedral	architecture	baroque	architecture: baroque
saint alexander nevsky cathedral in pruzhany	architecture	russian style	architecture: russian style
st. paul's dome	architecture	dome	architecture: dome
cathedral of our lady of the assumption	architecture	romanesque	architecture: romanesque
cattedrale di monreale	architecture	arab-norman	architecture: arab-norman
cathedral of our lady of the assumption	architecture	gothic	architecture: gothic
modena cathedral	architecture	twin spires	architecture: twin spires
cathedral of our lady of the assumption	architecture	baroque	architecture: baroque
modena cathedral	architecture	stained glass windows	architecture: stained glass windows
cathedral basilica of st. cyriacus	architecture	romanesque	architecture: romanesque
transfiguration cathedral	architecture	iconic	architecture: iconic
transfiguration cathedral	architecture	orthodox	architecture: orthodox
acireale cathedral	architecture	byzantine	architecture: byzantine
tournai cathedral	architecture	stained glass	architecture: stained glass
são paulo cathedral	architecture	romanesque	architecture: romanesque
st. paulus dom	architecture	baroque	architecture: baroque
st. paulus dom	architecture	gothic	architecture: gothic
st. paulus dom	architecture	romanesque	architecture: romanesque
saint-bertrand-de-comminges cathedral	architecture	romanesque	architecture: romanesque
saint-bertrand-de-comminges cathedral	architecture	gothic	architecture: gothic
saint-bertrand-de-comminges cathedral	architecture	medieval	architecture: medieval
cathedral of our lady of perpetual succour	architecture	romanesque	architecture: romanesque
cathedral of our lady of perpetual succour	architecture	gothic	architecture: gothic
bazas cathedral	architecture	stone	architecture: stone
bazas cathedral	architecture	brick	architecture: brick
co-cathedral of bagnoregio	architecture	romanesque	architecture: romanesque
co-cathedral of bagnoregio	architecture	gothic	architecture: gothic
cathedral basilica of our lady of the assumption	architecture	baroque	architecture: baroque
saint dominic's cathedral	architecture	baroque	architecture: baroque
cathedral of aveiro	architecture	romanesque	architecture: romanesque
bazas cathedral	architecture	baroque	architecture: baroque
cathedral of the holy cross, opole	architecture	baroque	architecture: baroque
cathedral of the holy cross, opole	architecture	gothic	architecture: gothic
cathedral of the holy cross, opole	architecture	romanesque	architecture: romanesque
cathedral building	architecture	ornate	architecture: ornate
cathedral building	architecture	large	architecture: large
st. patrick's old cathedral	architecture	romanesque revival	architecture: romanesque revival
lavaur cathedral	architecture	apse	architecture: apse
saint dominic's cathedral	architecture	romanesque	architecture: romanesque
saint dominic's cathedral	architecture	gothic	architecture: gothic
st andrews cathedral	architecture	romanesque	architecture: romanesque
st andrews cathedral	architecture	gothic	architecture: gothic
st. patrick's old cathedral	architecture	stone	architecture: stone
cathedral of aveiro	architecture	baroque	architecture: baroque
cathedral of urbino	architecture	romanesque	architecture: romanesque
vence cathedral	architecture	gothic	architecture: gothic
vence cathedral	architecture	romanesque	architecture: romanesque
são paulo cathedral	architecture	neo-gothic	architecture: neo-gothic
senez cathedral	architecture	romanesque	architecture: romanesque
senez cathedral	architecture	gothic	architecture: gothic
st. paul's dome	architecture	renaissance	architecture: renaissance
cathedral of our lady of perpetual succour	architecture	neo-gothic	architecture: neo-gothic
st. andrews cathedral	architecture	romanesque	architecture: romanesque
st. john's co-cathedral	architecture	ornate	architecture: ornate
st. john's co-cathedral	architecture	magnificent	architecture: magnificent
st. john's co-cathedral	architecture	ornate decorations	architecture: ornate decorations
st. john's co-cathedral	architecture	doric columns	architecture: doric columns
palermo cathedral	architecture	byzantine	architecture: byzantine
église des saints-archanges	architecture	rococo	architecture: rococo
porto cathedral	architecture	romanesque	architecture: romanesque
former collegiate church of st. verena with church treasure	architecture	romanesque	architecture: romanesque
former collegiate church of st. verena with church treasure	architecture	gothic	architecture: gothic
porto cathedral	architecture	gothic	architecture: gothic
porto cathedral	architecture	baroque	architecture: baroque
modena cathedral	architecture	romanesque	architecture: romanesque
modena cathedral	architecture	gothic	architecture: gothic
modena cathedral	architecture	cathedral	architecture: cathedral
cefalù cathedral	architecture	gothic	architecture: gothic
holy trinity cathedral	architecture	stained glass	architecture: stained glass
holy trinity cathedral	architecture	gothic revival	architecture: gothic revival
holy trinity cathedral	architecture	romanesque revival	architecture: romanesque revival
st. gertrude's cathedral	architecture	cathedral	architecture: cathedral
tournai cathedral	architecture	arches	architecture: arches
tournai cathedral	architecture	bell tower	architecture: bell tower
ferrara cathedral	architecture	cathedral	architecture: cathedral
vence cathedral	architecture	baroque	architecture: baroque
são paulo cathedral	architecture	modern	architecture: modern
acireale cathedral	architecture	dome	architecture: dome
saint-paul-trois-châteaux cathedral	architecture	romanesque	architecture: romanesque
saint alexander nevsky cathedral in pruzhany	architecture	orthodox	architecture: orthodox
lodi cathedral	architecture	basilica	architecture: basilica
st. john's co-cathedral	architecture	renaissance	architecture: renaissance
oloron-sainte-marie cathedral	architecture	romanesque	architecture: romanesque
oloron-sainte-marie cathedral	architecture	gothic	architecture: gothic
st. john's co-cathedral	architecture	baroque	architecture: baroque
catania cathedral	architecture	rococo	architecture: rococo
bazas cathedral	architecture	romanesque	architecture: romanesque
bazas cathedral	architecture	gothic	architecture: gothic
bazas cathedral	architecture	cathedral	architecture: cathedral
saint-bertrand-de-commings cathedral	architecture	gothic	architecture: gothic
palermo cathedral	architecture	norman	architecture: norman
etchmiadzin cathedral	architecture	cross-shaped	architecture: cross-shaped
etchmiadzin cathedral	architecture	byzantine style	architecture: byzantine style
trogir cathedral	architecture	croatian	architecture: croatian
cathedral of san giuliano	architecture	romanesque	architecture: romanesque
cathedral of san giuliano	architecture	gothic	architecture: gothic
cathedral of san giuliano	architecture	bell tower	architecture: bell tower
trogir cathedral	architecture	stone	architecture: stone
st. paul's cathedral	architecture	dome	architecture: dome
st. mark's basilica	architecture	gothic	architecture: gothic
cattedrale di monreale	architecture	mosaic	architecture: mosaic
saint-bertrand-de-commings cathedral	architecture	romanesque	architecture: romanesque
lapua cathedral	architecture	romanesque	architecture: romanesque
lapua cathedral	architecture	gothic	architecture: gothic
ferrara cathedral	architecture	romanesque style	architecture: romanesque style
ferrara cathedral	architecture	gothic style	architecture: gothic style
lavaur cathedral	architecture	romanesque	architecture: romanesque
former collegiate church of st. verena with church treasure	architecture	historic	architecture: historic
trogir cathedral	architecture	cathedral	architecture: cathedral
trogir cathedral	architecture	gothic	architecture: gothic
trogir cathedral	architecture	romanesque	architecture: romanesque
lavaur cathedral	architecture	gothic	architecture: gothic
notre dame cathedral	architecture	historic	architecture: historic
holy trinity cathedral	architecture	towers	architecture: towers
st. rumbold's cathedral	architecture	stained glass	architecture: stained glass
st. rumbold's cathedral	architecture	naves	architecture: naves
st. rumbold's cathedral	architecture	towers	architecture: towers
duomo of san giorgio	architecture	byzantine style	architecture: byzantine style
duomo of san giorgio	architecture	dome	architecture: dome
duomo of san giorgio	architecture	bell tower	architecture: bell tower
st. john's co-cathedral	architecture	historic	architecture: historic
cefalù cathedral	architecture	byzantine	architecture: byzantine
cefalù cathedral	architecture	norman	architecture: norman
cefalù cathedral	architecture	romanesque	architecture: romanesque
cuernavaca cathedral	architecture	renaissance	architecture: renaissance
cathedral	architecture	gothic	architecture: gothic
notre dame cathedral	architecture	ornate	architecture: ornate
cathedral	architecture	romanesque	architecture: romanesque
florence cathedral	architecture	brunelleschi's dome	architecture: brunelleschi's dome
acireale cathedral	architecture	bell tower	architecture: bell tower
igreja da sé	architecture	gothic	architecture: gothic
igreja da sé	architecture	romanesque	architecture: romanesque
cathedral of st. joseph	architecture	gothic revival	architecture: gothic revival
cathedral of st. joseph	architecture	romanesque revival	architecture: romanesque revival
são paulo cathedral	architecture	baroque	architecture: baroque
são paulo cathedral	architecture	gothic	architecture: gothic
st. machar's cathedral	architecture	tall tower	architecture: tall tower
st. machar's cathedral	architecture	stone	architecture: stone
st. patrick's old cathedral	architecture	romanesque	architecture: romanesque
st. gertrude's cathedral	architecture	romanesque	architecture: romanesque
st. gertrude's cathedral	architecture	medieval	architecture: medieval
st. machar's cathedral	architecture	gothic revival	architecture: gothic revival
cathedral of aveiro	architecture	gothic	architecture: gothic
pitigliano cathedral	architecture	romanesque	architecture: romanesque
pitigliano cathedral	architecture	gothic	architecture: gothic
cathedral of our lady of perpetual succour	architecture	romanesque revival	architecture: romanesque revival
cathedral of our lady of perpetual succour	architecture	gothic revival	architecture: gothic revival
st.-paulus-dom	architecture	dome	architecture: dome
st.-paulus-dom	architecture	baroque	architecture: baroque
st. gertrude's cathedral	architecture	gothic	architecture: gothic
st. patrick's old cathedral	architecture	neo-gothic	architecture: neo-gothic
acireale cathedral	architecture	nave	architecture: nave
acireale cathedral	architecture	apse	architecture: apse
florence cathedral	architecture	romanesque	architecture: romanesque
st. paul's cathedral	architecture	baroque	architecture: baroque
cathedral basilica of our lady of the assumption	architecture	neo-gothic	architecture: neo-gothic
co-cathedral of bagnoregio	architecture	italian renaissance	architecture: italian renaissance
cathedral of the assumption	architecture	gothic	architecture: gothic
cathedral of the assumption	architecture	baroque	architecture: baroque
cathedral of aveiro	architecture	ornate	architecture: ornate
st. patrick's cathedral	architecture	gothic revival	architecture: gothic revival
st. patrick's cathedral	architecture	romanesque revival	architecture: romanesque revival
enda mariam coptic cathedral	architecture	unique rock-hewn architecture	architecture: unique rock-hewn architecture
brechin cathedral	architecture	stone	architecture: stone
saint-bertrand-de-comminges cathedral	architecture	romanesque-gothic	architecture: romanesque-gothic
igreja da sé	architecture	baroque style	architecture: baroque style
église des saints-archanges	architecture	catholic	architecture: catholic
st. peter's cathedral	architecture	dome	architecture: dome
cathedral of st. patrick	architecture	romanesque	architecture: romanesque
igreja da sé	architecture	mannerist	architecture: mannerist
cathedral of st. patrick	architecture	gothic	architecture: gothic
orleans cathedral	architecture	gothic	architecture: gothic
orleans cathedral	architecture	romanesque	architecture: romanesque
saint alexander nevsky cathedral in pruzhany	architecture	russian orthodox	architecture: russian orthodox
cathedral	architecture	baroque	architecture: baroque
notre dame cathedral	architecture	romanesque	architecture: romanesque
notre dame cathedral	architecture	gothic	architecture: gothic
st mark's basilica	architecture	mosaics	architecture: mosaics
good shepherd cathedral, ayr	architecture	gothic revival	architecture: gothic revival
église des saints-archanges	architecture	romanesque	architecture: romanesque
église des saints-archanges	architecture	gothic	architecture: gothic
église des saints-archanges	architecture	neo-classical	architecture: neo-classical
st. martin's cathedral	architecture	brabantine	architecture: brabantine
co-cathedral of bagnoregio	architecture	medieval	architecture: medieval
cathedral of our lady of perpetual succour	architecture	baroque	architecture: baroque
saint alexander nevsky cathedral in pružany	architecture	russian-byzantine	architecture: russian-byzantine
saint alexander nevsky cathedral in pružany	architecture	tall spires	architecture: tall spires
good shepherd cathedral, ayr	architecture	romanesque revival	architecture: romanesque revival
saint alexander nevsky cathedral in pružany	architecture	ornate decorations	architecture: ornate decorations
ferrara cathedral	architecture	romanesque	architecture: romanesque
ferrara cathedral	architecture	byzantine	architecture: byzantine
acireale cathedral	architecture	catholic	architecture: catholic
lodi cathedral	architecture	baroque	architecture: baroque
lodi cathedral	architecture	gothic	architecture: gothic
lodi cathedral	architecture	romanesque	architecture: romanesque
saint-paul-trois-châteaux cathedral	architecture	gothic	architecture: gothic
st andrews cathedral, saint andrews	architecture	stone	architecture: stone
st andrews cathedral, saint andrews	architecture	romanesque	architecture: romanesque
ferrara cathedral	architecture	gothic	architecture: gothic
acireale cathedral	architecture	transept	architecture: transept
acireale cathedral	architecture	narthex	architecture: narthex
catedral basílica de mercedes-luján	architecture	romanesque	architecture: romanesque
são paulo cathedral	architecture	brazilian baroque	architecture: brazilian baroque
são paulo cathedral	architecture	gothic revival	architecture: gothic revival
são paulo cathedral	architecture	romanesque revival	architecture: romanesque revival
former collegiate church of st. verena with church treasure	architecture	renovated	architecture: renovated
cathedral of saint patrick	architecture	gothic	architecture: gothic
cathedral of saint patrick	architecture	romanesque	architecture: romanesque
st machar's cathedral	architecture	romanesque	architecture: romanesque
st machar's cathedral	architecture	gothic	architecture: gothic
st machar's cathedral	architecture	victorian	architecture: victorian
st machar's cathedral	architecture	stone	architecture: stone
our lady of grace cathedral, setúbal	architecture	baroque	architecture: baroque
our lady of grace cathedral, setúbal	architecture	romanesque	architecture: romanesque
our lady of grace cathedral, setúbal	architecture	gothic	architecture: gothic
noyon cathedral	architecture	romanesque	architecture: romanesque
noyon cathedral	architecture	gothic	architecture: gothic
