concept	facet	property	facet_property
giorgos vasiliou	achievement	prominent figure in cypriot sports	achievement: prominent figure in cypriot sports
boris yeltsin	achievement	rebuilding russia after soviet collapse	achievement: rebuilding russia after soviet collapse
manuel cisneros sánchez	achievement	founder of the order of the servants of mary	achievement: founder of the order of the servants of mary
manuel cisneros sánchez	achievement	miracle worker	achievement: miracle worker
boris yeltsin	achievement	privatization	achievement: privatization
yasser arafat	achievement	palestinian national hero	achievement: palestinian national hero
sergei lebedev	achievement	part of the soviet space program	achievement: part of the soviet space program
rafael heliodoro valle	achievement	mexican poet laureate	achievement: mexican poet laureate
francesco cossiga	achievement	approval of the maastricht treaty	achievement: approval of the maastricht treaty
francesco cossiga	achievement	reform of the italian penal code	achievement: reform of the italian penal code
boutros boutros-ghali	achievement	brokered the camp david accords	achievement: brokered the camp david accords
sergei lebedev	achievement	served in government	achievement: served in government
jean-louis lefebvre de cheverus	achievement	founded institutions	achievement: founded institutions
yasser arafat	achievement	recipient of the nobel peace prize	achievement: recipient of the nobel peace prize
boutros boutros-ghali	achievement	played a key role in the gulf war	achievement: played a key role in the gulf war
adolphe thiers	achievement	led the french third republic	achievement: led the french third republic
jean-louis lefebvre de cheverus	achievement	established catholic church in boston	achievement: established catholic church in boston
adolphe thiers	achievement	led the french second republic	achievement: led the french second republic
oleksandr turchynov	achievement	served as the acting president of ukraine	achievement: served as the acting president of ukraine
oleksandr turchynov	achievement	restored the ukrainian parliament	achievement: restored the ukrainian parliament
jean-louis lefebvre de cheverus	achievement	founded boston college	achievement: founded boston college
jean-louis lefebvre de cheverus	achievement	first bishop of boston	achievement: first bishop of boston
boris yeltsin	achievement	russian economic reforms	achievement: russian economic reforms
sergei lebedev	achievement	first russian in space	achievement: first russian in space
trygve lie	achievement	led un during cold war	achievement: led un during cold war
francisco de paula martínez de la rosa y berdejo	achievement	founded the first spanish mission in california	achievement: founded the first spanish mission in california
yasser arafat	achievement	received nobel peace prize	achievement: received nobel peace prize
javier pérez de cuéllar	achievement	played key role in ending falklands war	achievement: played key role in ending falklands war
sergei lebedev	achievement	diplomatic	achievement: diplomatic
ernest rutherford	achievement	discovered nucleus	achievement: discovered nucleus
ernest rutherford	achievement	developed atomic model	achievement: developed atomic model
martti ahtisaari	achievement	former president of finland	achievement: former president of finland
martti ahtisaari	achievement	mediator in conflict resolution	achievement: mediator in conflict resolution
trygve lie	achievement	brokered the london agreement	achievement: brokered the london agreement
jean-louis lefebvre de cheverus	achievement	writing of the first american hymnal	achievement: writing of the first american hymnal
jean-louis lefebvre de cheverus	achievement	founding of the catholic church in boston	achievement: founding of the catholic church in boston
louis bonaparte	achievement	played a role in french revolution	achievement: played a role in french revolution
trygve lie	achievement	played key role in the un's early years	achievement: played key role in the un's early years
sigfrid edström	achievement	promoted swedish neutrality	achievement: promoted swedish neutrality
sigfrid edström	achievement	negotiated treaty of versailles	achievement: negotiated treaty of versailles
martti ahtisaari	achievement	noble peace prize	achievement: noble peace prize
lamine diack	achievement	world record holder	achievement: world record holder
fidel castro	achievement	created healthcare system	achievement: created healthcare system
fidel castro	achievement	nationalized industries	achievement: nationalized industries
fidel castro	achievement	established socialist state	achievement: established socialist state
sergei lebedev	achievement	discovered boron	achievement: discovered boron
charles de gaulle	achievement	liberation of france	achievement: liberation of france
javier pérez de cuéllar	achievement	brokered peace in middle east	achievement: brokered peace in middle east
sergei lebedev	achievement	mediated	achievement: mediated
gladwyn jebb	achievement	establishing the united nations	achievement: establishing the united nations
lamine diack	achievement	refereed most international matches	achievement: refereed most international matches
javier pérez de cuéllar	achievement	negotiated end of iran-iraq war	achievement: negotiated end of iran-iraq war
javier pérez de cuéllar	achievement	brokered peace in el salvador	achievement: brokered peace in el salvador
charles de gaulle	achievement	formation of european union	achievement: formation of european union
gerhard schröder	achievement	played key role in german reunification	achievement: played key role in german reunification
jean-louis lefebvre de cheverus	achievement	founded catholic institutions	achievement: founded catholic institutions
gerhard schröder	achievement	introduced hartz reforms	achievement: introduced hartz reforms
trygve lie	achievement	brokered peace in norway	achievement: brokered peace in norway
yasser arafat	achievement	brokered oslo accords	achievement: brokered oslo accords
louis bonaparte	achievement	established the kingdom of holland	achievement: established the kingdom of holland
jorge alessandri	achievement	increased education	achievement: increased education
sergei lebedev	achievement	negotiated	achievement: negotiated
jorge alessandri	achievement	reduced poverty	achievement: reduced poverty
lamine diack	achievement	olympic champion	achievement: olympic champion
sergei lebedev	achievement	discovered the element mendelevium	achievement: discovered the element mendelevium
helmut kohl	achievements	played key role in european integration	achievements: played key role in european integration
wolfgang schäuble	achievements	played key role in german reunification	achievements: played key role in german reunification
kofi annan	achievements	brokered peace in liberia	achievements: brokered peace in liberia
alexander von humboldt	achievements	wrote 'kosmos'	achievements: wrote 'kosmos'
ludwig erhard	achievements	introduction of social security	achievements: introduction of social security
alexander von humboldt	achievements	mapped the amazon	achievements: mapped the amazon
narendra modi	achievements	launched make in india campaign	achievements: launched make in india campaign
ludwig erhard	achievements	rebuilding of germany's economy	achievements: rebuilding of germany's economy
pedro i of brazil	achievements	established constitutional monarchy	achievements: established constitutional monarchy
alexander von humboldt	achievements	discovered chimborazo	achievements: discovered chimborazo
narendra modi	achievements	implemented goods and services tax	achievements: implemented goods and services tax
helmut kohl	achievements	unified germany	achievements: unified germany
kofi annan	achievements	played key role in creating the un peacebuilding commission	achievements: played key role in creating the un peacebuilding commission
john paul ii	achievements	opposed nuclear war	achievements: opposed nuclear war
benazir bhutto	achievements	education reform	achievements: education reform
françois mitterrand	achievements	promoted european unity	achievements: promoted european unity
sonia sotomayor	achievements	first woman to preside over a supreme court argument	achievements: first woman to preside over a supreme court argument
dwight d. eisenhower	achievements	interstate highway act	achievements: interstate highway act
napoleon iii	achievements	rebuilding of paris	achievements: rebuilding of paris
leopold i of belgium	achievements	establishment of belgium	achievements: establishment of belgium
leopold i of belgium	achievements	abolition of serfdom	achievements: abolition of serfdom
françois mitterrand	achievements	improved social services	achievements: improved social services
napoleon iii	achievements	industrialization	achievements: industrialization
leopold i of belgium	achievements	promotion of industrialization	achievements: promotion of industrialization
sonia sotomayor	achievements	first hispanic and first woman on the supreme court	achievements: first hispanic and first woman on the supreme court
charles de gaulle	achievements	president of france	achievements: president of france
konrad adenauer	achievements	creation of european coal and steel community	achievements: creation of european coal and steel community
charles de gaulle	achievements	resistance leader	achievements: resistance leader
chiang kai-shek	achievements	founded chinese nationalist party	achievements: founded chinese nationalist party
charles de gaulle	achievements	founder of the european union	achievements: founder of the european union
benazir bhutto	achievements	economic development	achievements: economic development
françois mitterrand	achievements	reformed french economy	achievements: reformed french economy
dwight d. eisenhower	achievements	atoms for peace program	achievements: atoms for peace program
angela merkel	achievements	climate change advocate	achievements: climate change advocate
angela merkel	achievements	first female chancellor of germany	achievements: first female chancellor of germany
napoleon	achievements	reorganized french government	achievements: reorganized french government
edward vii	achievements	held first state visit	achievements: held first state visit
boris yeltsin	achievements	reforms	achievements: reforms
boris yeltsin	achievements	russian federation founding	achievements: russian federation founding
jacques chirac	achievements	nuclear deterrence	achievements: nuclear deterrence
wolfgang schäuble	achievements	served as president of the european parliament	achievements: served as president of the european parliament
louis-philippe i	achievements	constitution of 1830	achievements: constitution of 1830
paavo lipponen	achievements	increased social welfare	achievements: increased social welfare
wolfgang schäuble	achievements	played key role in european union's development	achievements: played key role in european union's development
paavo lipponen	achievements	improved education system	achievements: improved education system
curtis lemay	achievements	commander of air force	achievements: commander of air force
curtis lemay	achievements	ace pilot	achievements: ace pilot
louis-philippe i	achievements	july monarchy	achievements: july monarchy
edward vii	achievements	modernized royal family	achievements: modernized royal family
justin welby	achievements	appointed as archbishop of canterbury	achievements: appointed as archbishop of canterbury
hu jintao	achievements	reform of the one-child policy	achievements: reform of the one-child policy
chiang kai-shek	achievements	unified china	achievements: unified china
giorgio napolitano	achievements	strengthened european union ties	achievements: strengthened european union ties
louis-philippe i	achievements	reduced power of the nobility	achievements: reduced power of the nobility
kim jong-il	achievements	maintained military power	achievements: maintained military power
ban ki-moon	achievements	promoted peace and security	achievements: promoted peace and security
ban ki-moon	achievements	advocated for disarmament	achievements: advocated for disarmament
napoleon iii	achievements	built the suez canal	achievements: built the suez canal
ban ki-moon	achievements	played key role in climate change negotiations	achievements: played key role in climate change negotiations
napoleon iii	achievements	modernized french economy	achievements: modernized french economy
yasser arafat	achievements	promoting palestinian self-governance	achievements: promoting palestinian self-governance
edward vii	achievements	created the order of the british empire	achievements: created the order of the british empire
park chung-hee	achievements	national development	achievements: national development
helmut schmidt	achievements	led germany through the cold war	achievements: led germany through the cold war
chiang kai-shek	achievements	defeated japanese	achievements: defeated japanese
helmut schmidt	achievements	reformed the german military	achievements: reformed the german military
jacques chirac	achievements	european constitution	achievements: european constitution
narendra modi	achievements	make in india	achievements: make in india
sonia sotomayor	achievements	first latino and third woman on supreme court	achievements: first latino and third woman on supreme court
winston churchill	achievements	was nobel prize winner	achievements: was nobel prize winner
sonia sotomayor	achievements	first in family to attend college	achievements: first in family to attend college
konrad adenauer	achievements	establishing european union	achievements: establishing european union
jacques chirac	achievements	european union	achievements: european union
konrad adenauer	achievements	rebuilding germany	achievements: rebuilding germany
gerhard schröder	achievements	increased minimum wage	achievements: increased minimum wage
françois mitterrand	achievements	implemented social reforms	achievements: implemented social reforms
jacques chirac	achievements	european security and defense policy	achievements: european security and defense policy
françois mitterrand	achievements	played key role in european integration	achievements: played key role in european integration
john paul ii	achievements	was known for simplicity and humility	achievements: was known for simplicity and humility
edward vii	achievements	ascended to throne	achievements: ascended to throne
chiang kai-shek	achievements	developed taiwan	achievements: developed taiwan
louis-philippe i	achievements	established the constitution	achievements: established the constitution
helmut schmidt	achievements	played key role in cold war diplomacy	achievements: played key role in cold war diplomacy
hu jintao	achievements	relations with the united states	achievements: relations with the united states
josip broz	achievements	reforms	achievements: reforms
napoleon	achievements	created french empire	achievements: created french empire
napoleon	achievements	conquered europe	achievements: conquered europe
tabaré vázquez	achievements	improved healthcare	achievements: improved healthcare
josip broz	achievements	wars	achievements: wars
tabaré vázquez	achievements	increased social welfare	achievements: increased social welfare
michael bloomberg	achievements	expanded bike lanes	achievements: expanded bike lanes
willy brandt	achievements	withdrawal of us troops from west germany	achievements: withdrawal of us troops from west germany
willy brandt	achievements	reconciliation with east germany	achievements: reconciliation with east germany
michael bloomberg	achievements	created nyc311	achievements: created nyc311
justin welby	achievements	advocate for refugee crisis	achievements: advocate for refugee crisis
angela merkel	achievements	faced refugee crisis	achievements: faced refugee crisis
john paul ii	achievements	played key role in end of cold war	achievements: played key role in end of cold war
louis xviii of france	achievements	reorganized government	achievements: reorganized government
angela merkel	achievements	promoted european integration	achievements: promoted european integration
john mccain	achievements	authoring the graham-mccain bill	achievements: authoring the graham-mccain bill
john mccain	achievements	being a senator for 35 years	achievements: being a senator for 35 years
angela merkel	achievements	introduced renewable energy policies	achievements: introduced renewable energy policies
catherine ii of russia	achievements	expanded education	achievements: expanded education
winston churchill	achievements	played a key role in the allied victory	achievements: played a key role in the allied victory
catherine ii of russia	achievements	reformed serfdom	achievements: reformed serfdom
winston churchill	achievements	led the united kingdom during world war ii	achievements: led the united kingdom during world war ii
catherine ii of russia	achievements	founded smolny institute	achievements: founded smolny institute
park chung-hee	achievements	military buildup	achievements: military buildup
benazir bhutto	achievements	fighting against corruption	achievements: fighting against corruption
benazir bhutto	achievements	promoting education	achievements: promoting education
benazir bhutto	achievements	reforms in pakistan	achievements: reforms in pakistan
helmut schmidt	achievements	brokered helsinki accords	achievements: brokered helsinki accords
josip broz	achievements	economic growth	achievements: economic growth
yasser arafat	achievements	signing the oslo accords	achievements: signing the oslo accords
otto von bismarck	achievements	reorganization of prussia	achievements: reorganization of prussia
ban ki-moon	achievements	played key role in libya's resolution	achievements: played key role in libya's resolution
jagatjit singh i of kapurthala	achievements	introduced railways	achievements: introduced railways
jagatjit singh i of kapurthala	achievements	modernized state	achievements: modernized state
martti ahtisaari	achievements	mediated in international conflicts	achievements: mediated in international conflicts
sigfrid edström	achievements	founder of the european free trade association	achievements: founder of the european free trade association
mikhail gorbachev	achievements	reunified germany	achievements: reunified germany
sigfrid edström	achievements	swedish politician	achievements: swedish politician
martti ahtisaari	achievements	served as president	achievements: served as president
martti ahtisaari	achievements	negotiated finland's neutrality	achievements: negotiated finland's neutrality
joseph bonaparte	achievements	reduced taxes	achievements: reduced taxes
joseph bonaparte	achievements	established a new constitution	achievements: established a new constitution
george h. w. bush	achievements	served as director of central intelligence	achievements: served as director of central intelligence
george h. w. bush	achievements	led the united states during the gulf war	achievements: led the united states during the gulf war
willy brandt	achievements	promoted european integration	achievements: promoted european integration
willy brandt	achievements	reformed german economy	achievements: reformed german economy
michael shaw	achievements	awarded distinguished flying cross	achievements: awarded distinguished flying cross
michael shaw	achievements	held high rank	achievements: held high rank
sergei lebedev	achievements	participated in the mir space station project	achievements: participated in the mir space station project
michelle bachelet	achievements	first female president	achievements: first female president
sergei lebedev	achievements	first soviet citizen in space	achievements: first soviet citizen in space
michelle bachelet	achievements	reformed healthcare system	achievements: reformed healthcare system
margaret thatcher	achievements	military buildup	achievements: military buildup
george h. w. bush	achievements	led the gulf war coalition	achievements: led the gulf war coalition
willem drees	achievements	post-wwii reconstruction	achievements: post-wwii reconstruction
willem drees	achievements	cold war diplomacy	achievements: cold war diplomacy
fidel castro	achievements	established socialist government in cuba	achievements: established socialist government in cuba
fidel castro	achievements	fought against us imperialism	achievements: fought against us imperialism
willem drees	achievements	economic growth	achievements: economic growth
javier pérez de cuéllar	achievements	negotiated end to iran-iraq war	achievements: negotiated end to iran-iraq war
javier pérez de cuéllar	achievements	played key role in ending falklands war	achievements: played key role in ending falklands war
paul doumer	achievements	economic policies	achievements: economic policies
heinz fischer	achievements	reformed pension system	achievements: reformed pension system
heinz fischer	achievements	increased social welfare	achievements: increased social welfare
paul doumer	achievements	military reforms	achievements: military reforms
tarja halonen	achievements	improved education system	achievements: improved education system
fidel castro	achievements	implemented healthcare and education reforms	achievements: implemented healthcare and education reforms
fidel castro	achievements	established socialist government	achievements: established socialist government
margaret thatcher	achievements	economical reforms	achievements: economical reforms
tarja halonen	achievements	promoted eu membership	achievements: promoted eu membership
margaret thatcher	achievements	anti-communist stance	achievements: anti-communist stance
willy brandt	achievements	normalized relations with east germany	achievements: normalized relations with east germany
józef piłsudski	achievements	led polish forces in the polish-bolshevik war	achievements: led polish forces in the polish-bolshevik war
józef piłsudski	achievements	established second polish republic	achievements: established second polish republic
giorgos vasiliou	achievements	greek cup winner	achievements: greek cup winner
josé manuel durão barroso	achievements	played key role in european constitution	achievements: played key role in european constitution
josé manuel durão barroso	achievements	served as president of european commission during financial crisis	achievements: served as president of european commission during financial crisis
angela merkel	achievements	promoted renewable energy	achievements: promoted renewable energy
ludwig erhard	achievements	german economic miracle	achievements: german economic miracle
ludwig erhard	achievements	economic reforms	achievements: economic reforms
angela merkel	achievements	led germany through european sovereign debt crisis	achievements: led germany through european sovereign debt crisis
hu jintao	achievements	reformed china's economic policies	achievements: reformed china's economic policies
hu jintao	achievements	promoted environmental protection	achievements: promoted environmental protection
hu jintao	achievements	presided over the 2008 beijing olympics	achievements: presided over the 2008 beijing olympics
john mccain	achievements	author of mccain-feingold act	achievements: author of mccain-feingold act
john mccain	achievements	chairman of senate armed services committee	achievements: chairman of senate armed services committee
margaret thatcher	achievements	strengthened economy	achievements: strengthened economy
margaret thatcher	achievements	reformed education	achievements: reformed education
charles de gaulle	achievements	created european union	achievements: created european union
charles de gaulle	achievements	resisted nazi occupation	achievements: resisted nazi occupation
charles de gaulle	achievements	led france to victory in world war ii	achievements: led france to victory in world war ii
giorgos vasiliou	achievements	cypriot cup winner	achievements: cypriot cup winner
johann wolfgang von goethe	achievements	created new literary forms	achievements: created new literary forms
johann wolfgang von goethe	achievements	influenced many writers	achievements: influenced many writers
johann wolfgang von goethe	achievements	developed scientific theories	achievements: developed scientific theories
robert schuman	achievements	signed the schuman declaration	achievements: signed the schuman declaration
robert schuman	achievements	promoted european unity	achievements: promoted european unity
robert schuman	achievements	served as french foreign minister	achievements: served as french foreign minister
yasser arafat	achievements	palestinian self-governance	achievements: palestinian self-governance
alain poher	achievements	served as president of france	achievements: served as president of france
alain poher	achievements	served as senator	achievements: served as senator
jean-louis lefebvre de cheverus	achievements	converted many hawaiians to catholicism	achievements: converted many hawaiians to catholicism
jean-louis lefebvre de cheverus	achievements	established catholic missions in hawaii	achievements: established catholic missions in hawaii
george h. w. bush	achievements	brokered the end of the cold war	achievements: brokered the end of the cold war
fidel castro	achievements	nationalized industries	achievements: nationalized industries
françois mitterrand	achievements	reunification of germany	achievements: reunification of germany
françois mitterrand	achievements	ending conscription	achievements: ending conscription
louis-philippe i	achievements	created a new constitution	achievements: created a new constitution
louis-philippe i	achievements	abolished feudalism	achievements: abolished feudalism
sonia sotomayor	achievements	first hispanic and third woman to serve on the us supreme court	achievements: first hispanic and third woman to serve on the us supreme court
sonia sotomayor	achievements	first hispanic to serve as a federal district judge	achievements: first hispanic to serve as a federal district judge
trygve lie	achievements	helped establish un	achievements: helped establish un
louis xviii of france	achievements	re-established nobility	achievements: re-established nobility
fidel castro	achievements	fought us embargo	achievements: fought us embargo
marcellin berthelot	achievements	discovered sodium	achievements: discovered sodium
marcellin berthelot	achievements	developed method for isolating pure elements	achievements: developed method for isolating pure elements
édouard balladur	achievements	reforms in economy	achievements: reforms in economy
otto von bismarck	achievements	created german empire	achievements: created german empire
otto von bismarck	achievements	unified germany	achievements: unified germany
manuel cisneros sánchez	achievements	stabilized economy	achievements: stabilized economy
louis bonaparte	achievements	restored french monarchy	achievements: restored french monarchy
richard von weizsäcker	achievements	playing role in reunification	achievements: playing role in reunification
richard von weizsäcker	achievements	unifying germany	achievements: unifying germany
corazon aquino	achievements	fought against martial law	achievements: fought against martial law
chiang kai-shek	achievements	led chinese civil war	achievements: led chinese civil war
louis bonaparte	achievements	reorganized french government	achievements: reorganized french government
otto von bismarck	achievements	creation of german empire	achievements: creation of german empire
otto von bismarck	achievements	unification of germany	achievements: unification of germany
ernest rutherford	achievements	rutherford scattering	achievements: rutherford scattering
ernest rutherford	achievements	nobel prize in chemistry	achievements: nobel prize in chemistry
michelle bachelet	achievements	reformer of chile's healthcare system	achievements: reformer of chile's healthcare system
john major	achievements	northern ireland peace process	achievements: northern ireland peace process
mahmoud ahmadinejad	achievements	increased oil production	achievements: increased oil production
mahmoud ahmadinejad	achievements	developed infrastructure	achievements: developed infrastructure
manuel cisneros sánchez	achievements	improved education and healthcare systems	achievements: improved education and healthcare systems
joseph bonaparte	achievements	philanthropic works	achievements: philanthropic works
joseph bonaparte	achievements	king of naples	achievements: king of naples
joseph bonaparte	achievements	king of spain	achievements: king of spain
ban ki-moon	achievements	pushed for climate action	achievements: pushed for climate action
ban ki-moon	achievements	advocated for human rights	achievements: advocated for human rights
lech wałęsa	achievements	won nobel peace prize in 1983	achievements: won nobel peace prize in 1983
lech wałęsa	achievements	helped bring democratic changes in poland	achievements: helped bring democratic changes in poland
marcellin berthelot	achievements	developed new explosives	achievements: developed new explosives
lech wałęsa	achievements	served as president of poland from 1990 to 1995	achievements: served as president of poland from 1990 to 1995
yasser arafat	achievements	negotiated oslo accords	achievements: negotiated oslo accords
lamine diack	achievements	heineken cup champion	achievements: heineken cup champion
john major	achievements	european union membership	achievements: european union membership
lamine diack	achievements	rugby world cup champion	achievements: rugby world cup champion
georges pompidou	achievements	improved international relations	achievements: improved international relations
yasser arafat	achievements	led the plo	achievements: led the plo
robert schuman	achievements	establishment of european coal and steel community	achievements: establishment of european coal and steel community
robert schuman	achievements	schuman declaration	achievements: schuman declaration
frederick william iii of prussia	achievements	resisted french occupation	achievements: resisted french occupation
frederick william iii of prussia	achievements	led coalition against napoleon	achievements: led coalition against napoleon
sauli niinistö	achievements	reduced government debt	achievements: reduced government debt
sauli niinistö	achievements	increased economic growth	achievements: increased economic growth
georges pompidou	achievements	reformed french economy	achievements: reformed french economy
stephen harper	achievements	introduced the anti-terrorism act	achievements: introduced the anti-terrorism act
boutros boutros-ghali	achievements	brokered middle east peace talks	achievements: brokered middle east peace talks
mikhail gorbachev	achievements	dissolving soviet union	achievements: dissolving soviet union
marcellin berthelot	achievements	discoverer of aspidin	achievements: discoverer of aspidin
marcellin berthelot	achievements	developed method for synthesizing ammonia	achievements: developed method for synthesizing ammonia
mauno koivisto	achievements	played key role in eu membership	achievements: played key role in eu membership
george h. w. bush	achievements	served in the us navy	achievements: served in the us navy
heinz fischer	achievements	reforms in education and healthcare	achievements: reforms in education and healthcare
heinz fischer	achievements	promoted european integration	achievements: promoted european integration
margaret thatcher	achievements	stronger defense	achievements: stronger defense
margaret thatcher	achievements	improved economy	achievements: improved economy
margaret thatcher	achievements	reduced inflation	achievements: reduced inflation
gladwyn jebb	achievements	served as un secretary-general	achievements: served as un secretary-general
gladwyn jebb	achievements	negotiated treaties	achievements: negotiated treaties
gladwyn jebb	achievements	served as a mediator in international conflicts	achievements: served as a mediator in international conflicts
gladwyn jebb	achievements	advocated for international cooperation	achievements: advocated for international cooperation
gladwyn jebb	achievements	played key role in drafting un charter	achievements: played key role in drafting un charter
willem drees	achievements	promoted social welfare and labor rights	achievements: promoted social welfare and labor rights
willem drees	achievements	played key role in post-wwii reconstruction	achievements: played key role in post-wwii reconstruction
édouard balladur	achievements	managed the country during crisis	achievements: managed the country during crisis
mauno koivisto	achievements	led finland's economy	achievements: led finland's economy
george h. w. bush	achievements	presided over the gulf war	achievements: presided over the gulf war
michel rocard	achievements	implemented environmental policies	achievements: implemented environmental policies
michel rocard	achievements	reformed french education system	achievements: reformed french education system
michelle bachelet	achievements	reformer of education system	achievements: reformer of education system
boutros boutros-ghali	achievements	served as un secretary-general from 1992 to 1996	achievements: served as un secretary-general from 1992 to 1996
boutros boutros-ghali	achievements	played key role in gulf war negotiations	achievements: played key role in gulf war negotiations
mikhail gorbachev	achievements	reducing nuclear weapons	achievements: reducing nuclear weapons
mikhail gorbachev	achievements	ending cold war	achievements: ending cold war
margaret thatcher	achievements	fought the falklands war	achievements: fought the falklands war
margaret thatcher	achievements	strengthened the economy	achievements: strengthened the economy
benito mussolini	achievements	signed treaty of rome	achievements: signed treaty of rome
boutros boutros-ghali	achievements	reformed un peacekeeping operations	achievements: reformed un peacekeeping operations
todor zhivkov	achievements	led bulgaria during communist era	achievements: led bulgaria during communist era
todor zhivkov	achievements	improved bulgarian economy	achievements: improved bulgarian economy
