concept	facet	property	facet_property
play hard	activity	gaming	activity: gaming
storytime	activity	participating	activity: participating
play hard	activity	exercise	activity: exercise
play hard	activity	cycling	activity: cycling
play hard	activity	swimming	activity: swimming
storytime	activity	imagining	activity: imagining
play hard	activity	hiking	activity: hiking
storytime	activity	asking questions	activity: asking questions
play hard	activity	sports	activity: sports
storytime	activity	sharing	activity: sharing
storytime	activity	telling	activity: telling
storytime	activity	talking	activity: talking
storytime	activity	engaging	activity: engaging
scandal	actor	organization	actor: organization
scandal	actor	celebrity	actor: celebrity
scandal	actor	businessman	actor: businessman
scandal	actor	politician	actor: politician
the way we were	actors	barbra streisand	actors: barbra streisand
the way we were	actors	robert redford	actors: robert redford
'39	actors	bette davis	actors: bette davis
'39	actors	laurence olivier	actors: laurence olivier
39	age	adult	age: adult
39	age	young adult	age: young adult
play hard	age group	youth	age group: youth
play hard	age group	children	age group: children
aka... what a life!	airing	from 2014 to 2019	airing: from 2014 to 2019
aka... what a life!	airing	on hbo	airing: on hbo
i want it all	album	1989 release	album: 1989 release
i want it all	album	greatest hits	album: greatest hits
like a prayer	album	commercially successful	album: commercially successful
i want it all	album	the miracle	album: the miracle
i want it all	album	queen's album	album: queen's album
i want it all	album	1984	album: 1984
like a prayer	album	critically acclaimed	album: critically acclaimed
let me live	album	the massacre	album: the massacre
manatsu no sounds good!	album	14th album	album: 14th album
like a prayer	album	features a mix of styles	album: features a mix of styles
let me live	album	the better life	album: the better life
like a prayer	album	like a prayer	album: like a prayer
the show must go on	album	queen album	album: queen album
let me live	album	b'day	album: b'day
who wants to live forever	album	a kind of magic	album: a kind of magic
who wants to live forever	album	iconic album	album: iconic album
let me live	album	the don killuminati: the 7 day theory	album: the don killuminati: the 7 day theory
let me live	album	get rich or die tryin'	album: get rich or die tryin'
manatsu no sounds good!	album	14th single	album: 14th single
i want it all	album	chart-topping album	album: chart-topping album
like a prayer	album	erotica	album: erotica
let me live	album	one-x	album: one-x
like a prayer	album	the immaculate collection	album: the immaculate collection
i want it all	album	the works	album: the works
let me live	album	three days grace	album: three days grace
i want it all	album	1984 release	album: 1984 release
the show must go on	album	innuendo	album: innuendo
who wants to live forever	album	a night at the opera	album: a night at the opera
smack my bitch up	album	the fat of the land	album: the fat of the land
like a prayer	album	madonna's fifth studio album	album: madonna's fifth studio album
the show must go on	album	greatest hits	album: greatest hits
like a prayer	album	like a prayer album	album: like a prayer album
donkey	animal	mammal	animal: mammal
donkey	animal	hoofed	animal: hoofed
donkey	animal	domesticated	animal: domesticated
next episode	anticipation	medium	anticipation: medium
next episode	anticipation	high	anticipation: high
next episode	anticipation	mixed	anticipation: mixed
next episode	anticipation	low	anticipation: low
headlong	antonyms	backwardly	antonyms: backwardly
headlong	antonyms	hesitant	antonyms: hesitant
headlong	antonyms	cautious	antonyms: cautious
headlong	antonyms	slowly	antonyms: slowly
headlong	antonyms	hesitantly	antonyms: hesitantly
flash	appearance	electric arc	appearance: electric arc
pink triangle	appearance	bright color	appearance: bright color
flash	appearance	brief	appearance: brief
flash	appearance	electric	appearance: electric
flash	appearance	bright light	appearance: bright light
flash	appearance	bright	appearance: bright
wind chimes	appearance	simple	appearance: simple
wind chimes	appearance	colorful	appearance: colorful
wind chimes	appearance	ornate	appearance: ornate
pink triangle	appearance	distinct shape	appearance: distinct shape
smack my bitch up	artist	the prodigy	artist: the prodigy
like a prayer	artist	madonna	artist: madonna
manatsu no sounds good!	artist	idol group	artist: idol group
let me live	artist	beyoncé	artist: beyoncé
let me live	artist	three doors down	artist: three doors down
manatsu no sounds good!	artist	japanese band	artist: japanese band
manatsu no sounds good!	artist	manatsu no sounds good!	artist: manatsu no sounds good!
manatsu no sounds good!	artist	japanese boy band	artist: japanese boy band
aka...	artist	dr. dre	artist: dr. dre
aka...	artist	snoop dogg	artist: snoop dogg
manatsu no sounds good!	artist	arashi	artist: arashi
who wants to live forever	artist	brian may	artist: brian may
manatsu no sounds good!	artist	manatsu no sounds good! (mana)	artist: manatsu no sounds good! (mana)
let me live	artist	tupac shakur	artist: tupac shakur
let me live	artist	eminem	artist: eminem
manatsu no sounds good!	artist	japanese idol group	artist: japanese idol group
smack my bitch up	artist	liam howlett	artist: liam howlett
manatsu no sounds good!	artist	female band	artist: female band
manatsu no sounds good!	artist	morning musume	artist: morning musume
i want it all	artist	freddie mercury	artist: freddie mercury
i want it all	artist	queen	artist: queen
manatsu no sounds good!	artist	kazumi	artist: kazumi
the show must go on	artist	freddie mercury	artist: freddie mercury
let me live	artist	50 cent	artist: 50 cent
who wants to live forever	artist	freddie mercury	artist: freddie mercury
let me live	artist	three days grace	artist: three days grace
manatsu no sounds good!	artist	akb48	artist: akb48
the show must go on	artist	queen	artist: queen
smack my bitch up	artist	keith flint	artist: keith flint
smack my bitch up	artist	kepler	artist: kepler
let me live	artist	kanye west	artist: kanye west
who wants to live forever	artist	queen	artist: queen
let me live	artist	2pac	artist: 2pac
let me live	artist	erykah badu	artist: erykah badu
manatsu no sounds good!	artists	japanese boy band	artists: japanese boy band
manatsu no sounds good!	artists	arashi	artists: arashi
i want it all	artists	freddie mercury	artists: freddie mercury
let me live	artists	three days grace	artists: three days grace
new wave	artists	the clash	artists: the clash
new wave	artists	david bowie	artists: david bowie
new wave	artists	the damned	artists: the damned
i want it all	artists	queen	artists: queen
love	aspects	friendly love	aspects: friendly love
love	aspects	parental love	aspects: parental love
love	aspects	intimacy	aspects: intimacy
love	aspects	romantic love	aspects: romantic love
love	aspects	emotional	aspects: emotional
love	aspects	mental	aspects: mental
love	aspects	physical	aspects: physical
love	aspects	trust	aspects: trust
love	aspects	commitment	aspects: commitment
schrei nach liebe	associated with	german literature	associated with: german literature
new wave	associated with	experimental music	associated with: experimental music
pink triangle	associated with	gay rights movement	associated with: gay rights movement
flash	associated with	stage	associated with: stage
flash	associated with	camera	associated with: camera
schrei nach liebe	associated with	romantic poetry	associated with: romantic poetry
flash	associated with	thunderstorm	associated with: thunderstorm
new wave	associated with	post-punk	associated with: post-punk
new wave	associated with	punk	associated with: punk
manatsu no sounds good!	associated with	summer season	associated with: summer season
pink triangle	associated with	lesbian identity	associated with: lesbian identity
manatsu no sounds good!	associated with	warm weather	associated with: warm weather
manatsu no sounds good!	associated with	japanese culture	associated with: japanese culture
pink triangle	associated with	lgbtq+ community	associated with: lgbtq+ community
new wave	associated with	art school	associated with: art school
flash	associated with	stormy weather	associated with: stormy weather
flash	associated with	thunderstorms	associated with: thunderstorms
donkey	associated with	farmer	associated with: farmer
new wave	associated with	art rock	associated with: art rock
new wave	associated with	cbgb	associated with: cbgb
new wave	associated with	punk rock movement	associated with: punk rock movement
the show must go on	associated with	freddie mercury	associated with: freddie mercury
donkey	associated with	rural area	associated with: rural area
schrei nach liebe	associated with	romantic relationships	associated with: romantic relationships
donkey	associated with	caravan	associated with: caravan
new wave	associated with	punk movement	associated with: punk movement
flash	associated with	photography equipment	associated with: photography equipment
the show must go on	associated with	rock music legacy	associated with: rock music legacy
new wave	associated with	new york city	associated with: new york city
flash	associated with	photography	associated with: photography
new wave	associated with	post-punk movement	associated with: post-punk movement
flash	associated with	emergency kit	associated with: emergency kit
schrei nach liebe	associated with	emotional intensity	associated with: emotional intensity
the show must go on	associated with	queen	associated with: queen
flash	associated with	emergency lighting	associated with: emergency lighting
new wave	associated with	indie music	associated with: indie music
the show must go on	association	live aid	association: live aid
the show must go on	association	freddie mercury	association: freddie mercury
pink triangle	association	homophobia	association: homophobia
pink triangle	association	lgbtq+ community	association: lgbtq+ community
pink triangle	association	human rights	association: human rights
wind chimes	attached to	door	attached to: door
wind chimes	attached to	tree	attached to: tree
wind chimes	attached to	window	attached to: window
wind chimes	attached to	ceiling	attached to: ceiling
she doesn't mind	attitude	relaxed	attitude: relaxed
she doesn't mind	attitude	unfazed	attitude: unfazed
she doesn't mind	attitude	nonchalant	attitude: nonchalant
she doesn't mind	attitude	tolerance	attitude: tolerance
she doesn't mind	attitude	tolerant	attitude: tolerant
she doesn't mind	attitude	indifference	attitude: indifference
she doesn't mind	attitude	acceptance	attitude: acceptance
she doesn't mind	attitude	non-objection	attitude: non-objection
she doesn't mind	attitude	indifferent	attitude: indifferent
she doesn't mind	attitude	unbothered	attitude: unbothered
she doesn't mind	attitude	unconcerned	attitude: unconcerned
i am your leader	attributes	charismatic	attributes: charismatic
i am your leader	attributes	strong	attributes: strong
i am your leader	attributes	intelligent	attributes: intelligent
storytime	audience	friends	audience: friends
storytime	audience	children	audience: children
storytime	audience	family	audience: family
storytime	audience	adults	audience: adults
next episode	availability	online	availability: online
next episode	availability	on demand	availability: on demand
next episode	availability	on tv	availability: on tv
next episode	availability	in stores	availability: in stores
next episode	available at	streaming platform	available at: streaming platform
next episode	available at	bookstore	available at: bookstore
next episode	available at	tv schedule	available at: tv schedule
i want it all	award	won ivor novello award	award: won ivor novello award
aka... what a life!	award	won emmy award	award: won emmy award
aka... what a life!	award	nominated for golden globe award	award: nominated for golden globe award
i want it all	award	won mtv video music award	award: won mtv video music award
smack my bitch up	award	grammy award	award: grammy award
smack my bitch up	award	mtv video music award	award: mtv video music award
the way we were	awards	academy award winner	awards: academy award winner
barbra streisand	awards	emmy	awards: emmy
the way we were	awards	won academy award for best original song	awards: won academy award for best original song
the way we were	awards	won golden globe for best original song	awards: won golden globe for best original song
barbra streisand	awards	grammy	awards: grammy
the way we were	awards	won best original song	awards: won best original song
the way we were	awards	won academy award	awards: won academy award
aka...	awards	emmy	awards: emmy
barbra streisand	awards	tony	awards: tony
'39	awards	oscars	awards: oscars
aka...	awards	peabody	awards: peabody
the way we were	awards	won 2 oscars	awards: won 2 oscars
the way we were	awards	won the academy award for best original song	awards: won the academy award for best original song
the way we were	awards	golden globe award	awards: golden globe award
the way we were	awards	academy award for best original song	awards: academy award for best original song
the way we were	awards	golden globe award for best actress	awards: golden globe award for best actress
barbra streisand	awards	oscars	awards: oscars
barbra streisand	awards	grammys	awards: grammys
barbra streisand	awards	golden globes	awards: golden globes
'39	awards	academy awards	awards: academy awards
aka...	awards	golden globe	awards: golden globe
the way we were	awards	won golden globe award	awards: won golden globe award
barbra streisand	awards	academy award	awards: academy award
who wants to live forever	awards	grammy nomination	awards: grammy nomination
like a prayer	awards	mtv video music award	awards: mtv video music award
barbra streisand	awards	grammy award	awards: grammy award
the way we were	awards	golden globe winner	awards: golden globe winner
let me live	awards	billboard hot 100 chart	awards: billboard hot 100 chart
let me live	awards	grammy nomination	awards: grammy nomination
barbra streisand	awards	golden globe award	awards: golden globe award
like a prayer	awards	grammy nomination	awards: grammy nomination
barbra streisand	awards	emmy award	awards: emmy award
barbra streisand	awards	american music award	awards: american music award
the way we were	awards	won golden globe	awards: won golden globe
barbra streisand	awards	oscar	awards: oscar
the way we were	awards	won 1 golden globe	awards: won 1 golden globe
smack my bitch up	awards	nominated for grammy	awards: nominated for grammy
the way we were	awards	won academy award for best original score	awards: won academy award for best original score
barbra streisand	awards	golden globe	awards: golden globe
like a prayer	awards and recognition	won a grammy award	awards and recognition: won a grammy award
like a prayer	awards and recognition	for best music video	awards and recognition: for best music video
new wave	bands	depeche mode	bands: depeche mode
new wave	bands	the police	bands: the police
new wave	bands	the cars	bands: the cars
new wave	bands	blondie	bands: blondie
new wave	bands	devo	bands: devo
new wave	bands	the clash	bands: the clash
new wave	bands	talking heads	bands: talking heads
new wave	bands	the cure	bands: the cure
she doesn't mind	behavior	tolerant	behavior: tolerant
she doesn't mind	behavior	flexible	behavior: flexible
she doesn't mind	behavior	easy-going	behavior: easy-going
she doesn't mind	behavior	tolerance	behavior: tolerance
she doesn't mind	behavior	laid-back	behavior: laid-back
she doesn't mind	behavior	unperturbed	behavior: unperturbed
donkey	behavior	loud braying	behavior: loud braying
donkey	behavior	social	behavior: social
i am your leader	behavior	makes decisions	behavior: makes decisions
i am your leader	behavior	gives orders	behavior: gives orders
i am your leader	behavior	sets goals	behavior: sets goals
she doesn't mind	behavior	accepting	behavior: accepting
she doesn't mind	behavior	accommodating	behavior: accommodating
i am your leader	behavior	motivational	behavior: motivational
she doesn't mind	behavior	accommodation	behavior: accommodation
she doesn't mind	behavior	relaxation	behavior: relaxation
i am your leader	behavior	authoritative	behavior: authoritative
she doesn't mind	behavior	forgiving	behavior: forgiving
i am your leader	behavior	assertive	behavior: assertive
i am your leader	behaviors	making decisions	behaviors: making decisions
i am your leader	behaviors	inspiring	behaviors: inspiring
i am your leader	behaviors	setting goals	behaviors: setting goals
i am your leader	behaviors	giving orders	behaviors: giving orders
love	behaviors	care	behaviors: care
i am your leader	behaviors	leading by example	behaviors: leading by example
i am your leader	behaviors	making tough decisions	behaviors: making tough decisions
love	behaviors	sacrifice	behaviors: sacrifice
i am your leader	behaviors	communicating effectively	behaviors: communicating effectively
i am your leader	behaviors	empowering	behaviors: empowering
i am your leader	behaviors	directing	behaviors: directing
love	behaviors	compassion	behaviors: compassion
i am your leader	behaviors	motivating	behaviors: motivating
i am your leader	behaviors	guiding	behaviors: guiding
play hard	benefits	mental well-being	benefits: mental well-being
play hard	benefits	physical fitness	benefits: physical fitness
play hard	benefits	building endurance	benefits: building endurance
play hard	benefits	social bonding	benefits: social bonding
play hard	benefits	improving skills	benefits: improving skills
barbra streisand	birthplace	brooklyn	birthplace: brooklyn
barbra streisand	birthplace	new york city	birthplace: new york city
save me	body language	distressed	body language: distressed
save me	body language	frantic	body language: frantic
barbra streisand	career milestones	first concert tour	career milestones: first concert tour
barbra streisand	career milestones	first broadway show	career milestones: first broadway show
barbra streisand	career milestones	first film	career milestones: first film
barbra streisand	career milestones	first album	career milestones: first album
barbra streisand	career milestones	first film role	career milestones: first film role
barbra streisand	career milestones	first solo album	career milestones: first solo album
wind chimes	category	musical instrument	category: musical instrument
barbra streisand	category	actress	category: actress
39	category	year	category: year
39	category	temperature	category: temperature
39	category	speed	category: speed
barbra streisand	category	songwriter	category: songwriter
wind chimes	category	outdoor decoration	category: outdoor decoration
39	category	speed limit	category: speed limit
39	category	math	category: math
flash	category	accessory	category: accessory
barbra streisand	category	singer	category: singer
barbra streisand	category	entertainer	category: entertainer
wind chimes	category	decorative item	category: decorative item
39	category	decade	category: decade
39	category	age	category: age
flash	category	photography equipment	category: photography equipment
flash	category	light source	category: light source
scandal	cause	malpractice	cause: malpractice
flash	cause	thunderstorm	cause: thunderstorm
flash	cause	camera	cause: camera
flash	cause	shutter speed	cause: shutter speed
hammer to fall	cause	carelessness	cause: carelessness
scandal	cause	arrogance	cause: arrogance
scandal	cause	misconduct	cause: misconduct
scandal	cause	greed	cause: greed
hammer to fall	cause	wind pattern	cause: wind pattern
scandal	cause	betrayal	cause: betrayal
hammer to fall	cause	human error	cause: human error
hammer to fall	cause	temperature change	cause: temperature change
scandal	cause	misuse of power	cause: misuse of power
hammer to fall	cause	inattention	cause: inattention
hammer to fall	cause	negligence	cause: negligence
hammer to fall	cause	atmospheric pressure	cause: atmospheric pressure
scandal	cause	cover-up	cause: cover-up
scandal	cause	corruption	cause: corruption
scandal	cause	negligence	cause: negligence
hammer to fall	cause	unforeseen circumstances	cause: unforeseen circumstances
the one that got away	cause	bad timing	cause: bad timing
hammer to fall	cause	bad management	cause: bad management
hammer to fall	cause	gravity	cause: gravity
hammer to fall	cause	lack of attention	cause: lack of attention
hammer to fall	cause	weather	cause: weather
scandal	cause	mismanagement	cause: mismanagement
hammer to fall	cause	poor decision	cause: poor decision
hammer to fall	cause	natural phenomenon	cause: natural phenomenon
hammer to fall	cause	heavy rain	cause: heavy rain
hammer to fall	cause	landslide	cause: landslide
hammer to fall	cause	earthquake	cause: earthquake
hammer to fall	cause	unstable structure	cause: unstable structure
hammer to fall	cause	natural forces	cause: natural forces
flash	cause	storm	cause: storm
the one that got away	cause	unrealized opportunity	cause: unrealized opportunity
the one that got away	cause	miscommunication	cause: miscommunication
flash	cause	camera shutter	cause: camera shutter
hammer to fall	causes	gravity	causes: gravity
scandal	causes	cover-up	causes: cover-up
hammer to fall	causes	accident	causes: accident
hammer to fall	causes	natural disaster	causes: natural disaster
scandal	causes	misconduct	causes: misconduct
scandal	causes	betrayal	causes: betrayal
aka...	certification	platinum	certification: platinum
aka...	certification	gold	certification: gold
love	characteristics	patient	characteristics: patient
the one that got away	characteristics	elusive	characteristics: elusive
the one that got away	characteristics	large	characteristics: large
love	characteristics	forgiving	characteristics: forgiving
new wave	characteristics	dramatic	characteristics: dramatic
new wave	characteristics	experimental	characteristics: experimental
new wave	characteristics	minimalist	characteristics: minimalist
play hard	characteristics	rewarding	characteristics: rewarding
play hard	characteristics	exciting	characteristics: exciting
play hard	characteristics	challenging	characteristics: challenging
breakthrough	characteristics	innovative	characteristics: innovative
the one that got away	characteristics	slippery	characteristics: slippery
play hard	characteristics	rough	characteristics: rough
flash	characteristics	brief	characteristics: brief
love	characteristics	unconditional	characteristics: unconditional
love	characteristics	selfless	characteristics: selfless
love	characteristics	long-lasting	characteristics: long-lasting
scandal	characteristics	serious	characteristics: serious
scandal	characteristics	unexpected	characteristics: unexpected
scandal	characteristics	sudden	characteristics: sudden
new wave	characteristics	moody	characteristics: moody
new wave	characteristics	atmospheric	characteristics: atmospheric
breakthrough	characteristics	revolutionary	characteristics: revolutionary
i am your leader	characteristics	inspirational	characteristics: inspirational
breakthrough	characteristics	game-changing	characteristics: game-changing
breakthrough	characteristics	surprising	characteristics: surprising
i am your leader	characteristics	assertive	characteristics: assertive
scandal	characteristics	shocking	characteristics: shocking
flash	characteristics	powerful	characteristics: powerful
new wave	characteristics	simple melodies	characteristics: simple melodies
new wave	characteristics	complex rhythms	characteristics: complex rhythms
flash	characteristics	portable	characteristics: portable
new wave	characteristics	atmospheric soundscapes	characteristics: atmospheric soundscapes
flash	characteristics	rechargeable	characteristics: rechargeable
new wave	characteristics	dark lyrics	characteristics: dark lyrics
new wave	characteristics	angular guitar riffs	characteristics: angular guitar riffs
new wave	characteristics	synthesizers	characteristics: synthesizers
play hard	characteristics	energetic	characteristics: energetic
play hard	characteristics	tough	characteristics: tough
i am your leader	characteristics	decisive	characteristics: decisive
i am your leader	characteristics	strong leader	characteristics: strong leader
breakthrough	characteristics	pioneering	characteristics: pioneering
breakthrough	characteristics	unexpected	characteristics: unexpected
flash	characteristics	loud	characteristics: loud
scandal	characteristics	controversial	characteristics: controversial
i am your leader	characteristics	authoritative	characteristics: authoritative
play hard	characteristics	aggressive	characteristics: aggressive
new wave	characteristics	simple chord progressions	characteristics: simple chord progressions
breakthrough	characteristics	unprecedented	characteristics: unprecedented
breakthrough	characteristics	groundbreaking	characteristics: groundbreaking
breakthrough	characteristics	life-changing	characteristics: life-changing
storytime	characteristics	relaxing	characteristics: relaxing
storytime	characteristics	immersive	characteristics: immersive
new wave	characteristics	minimalist lyrics	characteristics: minimalist lyrics
flash	characteristics	fast	characteristics: fast
new wave	characteristics	dissonant harmonies	characteristics: dissonant harmonies
new wave	characteristics	angular rhythms	characteristics: angular rhythms
i am your leader	characteristics	strong	characteristics: strong
i am your leader	characteristics	confident	characteristics: confident
i am your leader	characteristics	inspiring	characteristics: inspiring
scandal	characteristics	damaging	characteristics: damaging
love	characteristics	kind	characteristics: kind
scandal	characteristics	embarrassing	characteristics: embarrassing
flash	characteristics	sudden	characteristics: sudden
play hard	characteristics	intense	characteristics: intense
play hard	characteristics	competitive	characteristics: competitive
play hard	characteristics	determined	characteristics: determined
new wave	characteristics	synth-heavy	characteristics: synth-heavy
new wave	characteristics	catchy hooks	characteristics: catchy hooks
new wave	characteristics	lyrics about alienation	characteristics: lyrics about alienation
storytime	characteristics	narrative	characteristics: narrative
storytime	characteristics	imaginary	characteristics: imaginary
storytime	characteristics	imaginative	characteristics: imaginative
storytime	characteristics	interactive	characteristics: interactive
new wave	characteristics	emotional lyrics	characteristics: emotional lyrics
love	characteristics	warm	characteristics: warm
scandal	characteristics	hidden	characteristics: hidden
new wave	characteristics	use of synthesizers	characteristics: use of synthesizers
breakthrough	characteristics	significant	characteristics: significant
flash	characteristics	strobe	characteristics: strobe
flash	characteristics	sharp	characteristics: sharp
flash	characteristics	bright	characteristics: bright
new wave	characteristics	artistic	characteristics: artistic
i am your leader	characteristics	commanding	characteristics: commanding
love	characteristics	enduring	characteristics: enduring
new wave	characteristics	syncopated rhythms	characteristics: syncopated rhythms
storytime	characteristics	engaging	characteristics: engaging
the one that got away	characteristics	big	characteristics: big
the one that got away	characteristics	strong	characteristics: strong
play hard	characteristics	dedicated	characteristics: dedicated
scandal	characteristics	secretive	characteristics: secretive
next episode	characters	character development	characters: character development
next episode	characters	antagonist	characters: antagonist
next episode	characters	supporting character	characters: supporting character
next episode	characters	main protagonist	characters: main protagonist
next episode	characters	introduced	characters: introduced
next episode	characters	old	characters: old
next episode	characters	new	characters: new
next episode	characters	protagonists	characters: protagonists
the way we were	characters	katie morosky	characters: katie morosky
the way we were	characters	hubbell gardiner	characters: hubbell gardiner
next episode	characters	antagonists	characters: antagonists
next episode	characters	supporting characters	characters: supporting characters
next episode	characters	new characters	characters: new characters
next episode	characters	old characters	characters: old characters
like a prayer	chart performance	critical acclaim	chart performance: critical acclaim
like a prayer	chart performance	reached number one in several countries	chart performance: reached number one in several countries
like a prayer	chart performance	top 10 single	chart performance: top 10 single
let me live	chart performance	peaked at number one	chart performance: peaked at number one
who wants to live forever	chart performance	hit single	chart performance: hit single
who wants to live forever	chart performance	reached top 10	chart performance: reached top 10
manatsu no sounds good!	chart performance	top 10 on japanese charts	chart performance: top 10 on japanese charts
like a prayer	chart performance	us billboard hot 100	chart performance: us billboard hot 100
like a prayer	chart performance	worldwide success	chart performance: worldwide success
like a prayer	chart performance	iconic	chart performance: iconic
like a prayer	chart performance	multi-platinum	chart performance: multi-platinum
like a prayer	chart performance	number one	chart performance: number one
let me live	chart performance	billboard hot 100	chart performance: billboard hot 100
let me live	chart performance	successful single	chart performance: successful single
let me live	chart performance	radio hit	chart performance: radio hit
manatsu no sounds good!	chart performance	top 10	chart performance: top 10
manatsu no sounds good!	chart performance	successful	chart performance: successful
manatsu no sounds good!	chart performance	popular	chart performance: popular
like a prayer	chart performance	number one single	chart performance: number one single
like a prayer	chart performance	mtv video music award winner	chart performance: mtv video music award winner
i want it all	chart performance	top 10	chart performance: top 10
i want it all	chart performance	hit single	chart performance: hit single
like a prayer	chart performance	billboard hot 100	chart performance: billboard hot 100
like a prayer	chart performance	top 10 hit	chart performance: top 10 hit
smack my bitch up	chart performance	top 10 in several countries	chart performance: top 10 in several countries
i want it all	chart performance	top 1 in uk	chart performance: top 1 in uk
i want it all	chart performance	top 4 in us	chart performance: top 4 in us
let me live	chart performance	top 10	chart performance: top 10
let me live	chart performance	hit single	chart performance: hit single
like a prayer	chart performance	top 10	chart performance: top 10
like a prayer	chart performance	best-selling single	chart performance: best-selling single
who wants to live forever	chart performance	top 10	chart performance: top 10
smack my bitch up	chart performance	top 10	chart performance: top 10
manatsu no sounds good!	chart performance	best-selling album	chart performance: best-selling album
like a prayer	chart performance	peaked at number one	chart performance: peaked at number one
like a prayer	chart performance	on the us billboard hot 100	chart performance: on the us billboard hot 100
smack my bitch up	chart performance	successful	chart performance: successful
let me live	chart performance	top 10 single	chart performance: top 10 single
like a prayer	chart performance	top 1	chart performance: top 1
manatsu no sounds good!	chart performance	top 10 single	chart performance: top 10 single
the one that got away	circumstance	lake	circumstance: lake
the one that got away	circumstance	fishing trip	circumstance: fishing trip
the one that got away	circumstance	river	circumstance: river
the one that got away	circumstance	ocean	circumstance: ocean
the one that got away	circumstance	equipment failure	circumstance: equipment failure
the one that got away	circumstance	bad luck	circumstance: bad luck
the one that got away	circumstance	romantic encounter	circumstance: romantic encounter
new wave	cities	london	cities: london
new wave	cities	new york city	cities: new york city
new wave	cities	paris	cities: paris
new wave	cities	berlin	cities: berlin
pink triangle	color	pink	color: pink
pink triangle	color	bright	color: bright
39	common associations	not a memorable number	common associations: not a memorable number
39	common associations	not a prime number	common associations: not a prime number
39	common associations	not a round number	common associations: not a round number
the one that got away	common expression	idiomatic phrase	common expression: idiomatic phrase
the one that got away	common expression	metaphorical phrase	common expression: metaphorical phrase
aka	common in	written language	common in: written language
aka	common in	spoken language	common in: spoken language
aka	common in	internet slang	common in: internet slang
the one that got away	common phrase	proverb	common phrase: proverb
the one that got away	common phrase	idiomatic expression	common phrase: idiomatic expression
the one that got away	common phrase	saying	common phrase: saying
aka...	common usage	in professional writing	common usage: in professional writing
aka...	common usage	in formal situations	common usage: in formal situations
aka...	common usage	in academic writing	common usage: in academic writing
i am your leader	communication	clear	communication: clear
i am your leader	communication	direct	communication: direct
i am your leader	communication	encouraging	communication: encouraging
pink triangle	connection	freedom	connection: freedom
pink triangle	connection	human rights	connection: human rights
pink triangle	connection	lgbtq+ community	connection: lgbtq+ community
schrei nach liebe	connotation	overwhelming	connotation: overwhelming
schrei nach liebe	connotation	intense	connotation: intense
headlong	connotation	reckless	connotation: reckless
headlong	connotation	daring	connotation: daring
headlong	connotation	impulsive	connotation: impulsive
schrei nach liebe	connotation	passionate	connotation: passionate
