concept	facet	property	facet_property
lonquimay	activities	climbing	activities: climbing
sas dales dales	activities	camping	activities: camping
kremenec	activities	caving	activities: caving
la breya	activities	hiking	activities: hiking
sas dales diesc	activities	photography	activities: photography
sas dales dales	activities	wildlife spotting	activities: wildlife spotting
mount arafat	activities	praying	activities: praying
sas dales dales	activities	cycling	activities: cycling
bausen-berg	activities	climbing	activities: climbing
la breya	activities	climbing	activities: climbing
lonquimay	activities	hiking	activities: hiking
la breya	activities	skiing	activities: skiing
cerro del verdún	activities	hiking	activities: hiking
cerro del verdún	activities	climbing	activities: climbing
cerro del verdún	activities	sightseeing	activities: sightseeing
cerro volcánico	activities	hiking	activities: hiking
cerro volcánico	activities	climbing	activities: climbing
büraberg	activities	cycling	activities: cycling
viedma	activities	fishing	activities: fishing
cerro volcánico	activities	scenic views	activities: scenic views
büraberg	activities	hiking	activities: hiking
caldera del atuel	activities	swimming	activities: swimming
caldera del atuel	activities	hiking	activities: hiking
bausen-berg	activities	paragliding	activities: paragliding
hühnerberg	activities	hiking	activities: hiking
cerro del verdún	activities	relaxation	activities: relaxation
cerro del verdún	activities	picnicking	activities: picnicking
viedma	activities	sailing	activities: sailing
viedma	activities	mountain climbing	activities: mountain climbing
hühnerberg	activities	caving	activities: caving
viedma	activities	camping	activities: camping
sas dales diesc	activities	camping	activities: camping
kremenec	activities	hiking	activities: hiking
kremenec	activities	skiing	activities: skiing
büraberg	activities	winter sports	activities: winter sports
cerro volcánico	activities	birdwatching	activities: birdwatching
sas dales diesc	activities	hiking	activities: hiking
hühnerberg	activities	climbing	activities: climbing
sas dales diesc	activities	cycling	activities: cycling
hühnerberg	activities	cycling	activities: cycling
sas dales diesc	activities	birdwatching	activities: birdwatching
viedma	activities	hiking	activities: hiking
mount arafat	activities	pilgrimage	activities: pilgrimage
mount arafat	activities	worship	activities: worship
hühnerberg	activities	snowshoeing	activities: snowshoeing
mount kazbek	activities	climbing	activities: climbing
zuckerhütl	activities	skiing	activities: skiing
mount kazbek	activities	hiking	activities: hiking
caldera del atuel	activities	wildlife watching	activities: wildlife watching
zuckerhütl	activities	climbing	activities: climbing
zuckerhütl	activities	hiking	activities: hiking
caldera del atuel	activities	camping	activities: camping
hühnerberg	activities	camping	activities: camping
sas dales dales	activities	hiking	activities: hiking
bausen-berg	activity	caving	activity: caving
bausen-berg	activity	hiking	activity: hiking
mount garibaldi	activity	hiking	activity: hiking
mount garibaldi	activity	scrambling	activity: scrambling
zirbitzkogel	activity	mountain biking	activity: mountain biking
zirbitzkogel	activity	climbing	activity: climbing
zirbitzkogel	activity	hiking	activity: hiking
mount garibaldi	activity	climbing	activity: climbing
mount garibaldi	activity	backpacking	activity: backpacking
zirbitzkogel	activity	sightseeing	activity: sightseeing
ojos del salado	activity	erupted recently	activity: erupted recently
ojos del salado	activity	active	activity: active
viedma	activity	sightseeing	activity: sightseeing
viedma	activity	climbing	activity: climbing
viedma	activity	hiking	activity: hiking
antisana volcano	activity level	low	activity level: low
cerro bayo	activity level	historically active	activity level: historically active
antisana volcano	activity level	moderate	activity level: moderate
cotopaxi volcano	activity level	dormant	activity level: dormant
cerro bayo	activity level	active	activity level: active
cordón del azufre	activity level	active	activity level: active
þórisjökull	activity level	active	activity level: active
cerro volcánico	activity level	active	activity level: active
mount hnatasya	activity level	high	activity level: high
cotopaxi volcano	activity level	passive	activity level: passive
cordón del azufre	activity level	dormant	activity level: dormant
þórisjökull	activity level	moving	activity level: moving
mount hnatasya	activity level	moderate	activity level: moderate
þórisjökull	activity level	changing shape	activity level: changing shape
cerro bayo	activity level	climbing	activity level: climbing
mount hnatasya	activity level	low	activity level: low
cerro volcánico	activity level	erupted recently	activity level: erupted recently
cerro volcánico	activity level	dormant	activity level: dormant
cerro bayo	activity level	hiking	activity level: hiking
cochiquito volcanic group	age	cretaceous	age: cretaceous
cochiquito volcanic group	age	cenozoic era	age: cenozoic era
cochiquito volcanic group	age	15 million years old	age: 15 million years old
machu picchu	age	15th century	age: 15th century
cochiquito volcanic group	age	miocene	age: miocene
cochiquito volcanic group	age	miocene epoch	age: miocene epoch
cochiquito volcanic group	age	jurassic	age: jurassic
cochiquito volcanic group	age	paleogene	age: paleogene
cochiquito volcanic group	age	pliocene	age: pliocene
machu picchu	age	inca empire	age: inca empire
spitzmeilen	alternative name	kilometer	alternative name: kilometer
acamarachi	alternative name	none	alternative name: none
machu picchu	altitude	above sea level	altitude: above sea level
machu picchu	altitude	2430 meters	altitude: 2430 meters
großer daumen	anatomy	part of hand	anatomy: part of hand
großer daumen	anatomy	bony structure	anatomy: bony structure
großer daumen	anatomy	tendon	anatomy: tendon
großer daumen	anatomy	muscle	anatomy: muscle
großer daumen	anatomy	longest finger	anatomy: longest finger
großer daumen	anatomy	opposite to pinky finger	anatomy: opposite to pinky finger
großer daumen	anatomy	opposite the pinky	anatomy: opposite the pinky
großer daumen	anatomy	metacarpals	anatomy: metacarpals
großer daumen	anatomy	phalanges	anatomy: phalanges
großer daumen	anatomy	bone	anatomy: bone
großer daumen	anatomy	carpals	anatomy: carpals
großer daumen	anatomy	flexible joint	anatomy: flexible joint
großer daumen	anatomy	long bone	anatomy: long bone
großer daumen	anatomy	composed of bones	anatomy: composed of bones
großer daumen	anatomy	has joints	anatomy: has joints
großer daumen	anatomy	finger	anatomy: finger
großer daumen	anatomy	thumb	anatomy: thumb
großer daumen	anatomy	large	anatomy: large
grand capuchin	animal	primate	animal: primate
hog	animal	domesticated	animal: domesticated
grand capuchin	animal	monkey	animal: monkey
grand capuchin	animal	mammal	animal: mammal
hog	animal	mammal	animal: mammal
llama	animal	south american	animal: south american
hog	animal	pig	animal: pig
llama	animal	domesticated	animal: domesticated
hog	animal	farm animal	animal: farm animal
hog	animal	domestic	animal: domestic
llama	animal type	domesticated	animal type: domesticated
hog	animal type	swine	animal type: swine
hog	animal type	domesticated	animal type: domesticated
llama	animal type	camelid	animal type: camelid
llama	animal type	south american	animal type: south american
hog	animal type	pig	animal type: pig
domuyo	antennae	long	antennae: long
priluchny	antonyms	give	antonyms: give
priluchny	antonyms	lose	antonyms: lose
priluchny	antonyms	leave	antonyms: leave
khan tengri	appearance	distinctive shape	appearance: distinctive shape
blenheim horn	appearance	curved	appearance: curved
sustenhorn	appearance	yellowish	appearance: yellowish
abra del acay	appearance	small shrub	appearance: small shrub
abra del acay	appearance	thorny	appearance: thorny
abra del acay	appearance	large leaves	appearance: large leaves
kunturiri	appearance	peeled	appearance: peeled
blinnenhorn	appearance	brass	appearance: brass
kunturiri	appearance	yellow	appearance: yellow
itapalluni	appearance	peeled	appearance: peeled
kunturiri	appearance	purple	appearance: purple
blinnenhorn	appearance	curved	appearance: curved
blinnenhorn	appearance	long	appearance: long
ras dashen	appearance	dark brown	appearance: dark brown
ras dashen	appearance	crushed	appearance: crushed
aracar	appearance	oval shape	appearance: oval shape
machu such'i qhuchi	appearance	tall	appearance: tall
abra del acay	appearance	with yellow flowers	appearance: with yellow flowers
jach'a waracha	appearance	tall	appearance: tall
abra del acay	appearance	small	appearance: small
gonzen	appearance	small and round	appearance: small and round
blenheim horn	appearance	antler-like	appearance: antler-like
cordón del azufre	appearance	smoky	appearance: smoky
cordón del azufre	appearance	black	appearance: black
aracar	appearance	round	appearance: round
abra del acay	appearance	purple	appearance: purple
acamarachi	appearance	yellow	appearance: yellow
acamarachi	appearance	red	appearance: red
acamarachi	appearance	small	appearance: small
domuyo	appearance	purple flowers	appearance: purple flowers
domuyo	appearance	tall	appearance: tall
ras dashen	appearance	reddish-brown	appearance: reddish-brown
ras dashen	appearance	powdered	appearance: powdered
jach'a waracha	appearance	long	appearance: long
jach'a waracha	appearance	red	appearance: red
itapalluni	appearance	red	appearance: red
itapalluni	appearance	round	appearance: round
itapalluni	appearance	small	appearance: small
sustenhorn	appearance	small	appearance: small
khan tengri	appearance	pyramidal shape	appearance: pyramidal shape
kunturiri	appearance	purple flowers	appearance: purple flowers
abra del acay	appearance	tall	appearance: tall
sustenhorn	appearance	red	appearance: red
jach'a waracha	appearance	thorny	appearance: thorny
machu such'i qhuchi	appearance	with a small white flower	appearance: with a small white flower
khan tengri	appearance	snow-capped	appearance: snow-capped
aracar	appearance	red	appearance: red
ras dashen	appearance	red	appearance: red
pointe de bricola	appearance	decorative	appearance: decorative
sustenhorn	appearance	tall	appearance: tall
sustenhorn	appearance	green leaves	appearance: green leaves
brennisteinsalda	appearance	red	appearance: red
brennisteinsalda	appearance	white	appearance: white
sustenhorn	appearance	purple flowers	appearance: purple flowers
abra del acay	appearance	small and compact	appearance: small and compact
brennisteinsalda	appearance	pink	appearance: pink
sustenhorn	appearance	has showy flowers	appearance: has showy flowers
abra del acay	appearance	small white flowers	appearance: small white flowers
kunturiri	appearance	tall	appearance: tall
kunturiri	appearance	leafy	appearance: leafy
pointe de bricola	appearance	ornate	appearance: ornate
pointe de bricola	appearance	intricate	appearance: intricate
aracar	appearance	fuzzy	appearance: fuzzy
pointe de bricola	appearance	delicate	appearance: delicate
sustenhorn	appearance	has green leaves	appearance: has green leaves
sas dales diesc	appearance	pink	appearance: pink
abra del acay	appearance	showy flowers	appearance: showy flowers
abra del acay	appearance	red	appearance: red
abra del acay	appearance	tall stem	appearance: tall stem
sas dales diesc	appearance	delicate	appearance: delicate
priluchny	appearance	silver scales	appearance: silver scales
priluchny	appearance	long fins	appearance: long fins
sas dales diesc	appearance	purple	appearance: purple
kunturiri	appearance	orange	appearance: orange
sustenhorn	appearance	has thorny stems	appearance: has thorny stems
kremenec	appearance	golden brown	appearance: golden brown
kunturiri	appearance	small	appearance: small
dent de jaman	appearance	golden brown	appearance: golden brown
dent de jaman	appearance	layered structure	appearance: layered structure
sas dales diesc	appearance	blue	appearance: blue
kunturiri	appearance	red	appearance: red
abra del acay	appearance	deciduous	appearance: deciduous
abra del acay	appearance	prickly exterior	appearance: prickly exterior
abra del acay	appearance	yellow	appearance: yellow
ras dashen	appearance	powder	appearance: powder
aracar	appearance	oval-shaped	appearance: oval-shaped
kremenec	appearance	fluffy	appearance: fluffy
cordón del azufre	appearance	crimson	appearance: crimson
gonzen	appearance	yellow or orange skin	appearance: yellow or orange skin
aracar	appearance	small	appearance: small
gonzen	appearance	fleshy interior	appearance: fleshy interior
mount nemrut	archaeological significance	unesco world heritage site	archaeological significance: unesco world heritage site
mount nemrut	archaeological significance	ancient temple	archaeological significance: ancient temple
mount nemrut	archaeological significance	stone statues	archaeological significance: stone statues
mount nemrut	archaeological significance	hellenistic period	archaeological significance: hellenistic period
mount nemrut	archaeological significance	commemoration of antiochus i	archaeological significance: commemoration of antiochus i
mount nemrut	archaeological significance	important archaeological site	archaeological significance: important archaeological site
cerro de los ángeles	architect	juan gómez de mora	architect: juan gómez de mora
mount nemrut	architectural style	greek	architectural style: greek
fürstenberg	architectural style	renaissance	architectural style: renaissance
fürstenberg	architectural style	gothic	architectural style: gothic
cerro de escurial	architectural style	baroque	architectural style: baroque
mount nemrut	architectural style	hellenistic	architectural style: hellenistic
cerro de escurial	architectural style	renaissance	architectural style: renaissance
mount nemrut	architectural style	roman	architectural style: roman
pointe de bricola	architecture	ornament	architecture: ornament
pointe de bricola	architecture	stone carving	architecture: stone carving
cerro de escurial	architecture	baroque	architecture: baroque
zickelburg	architecture	gothic	architecture: gothic
zickelburg	architecture	fortress	architecture: fortress
zickelburg	architecture	romanesque revival	architecture: romanesque revival
cerro de escurial	architecture	renaissance	architecture: renaissance
zickelburg	architecture	romanesque	architecture: romanesque
pointe de bricola	architecture	decorative element	architecture: decorative element
cerro de escurial	architecture	spanish monastery	architecture: spanish monastery
cerro de los ángeles	architecture	rococo	architecture: rococo
cerro de los ángeles	architecture	baroque	architecture: baroque
picasso	artist	spanish	artist: spanish
mount rushmore	artist	gutzon borglum	artist: gutzon borglum
picasso	artist	cubist	artist: cubist
picasso	artist	modern	artist: modern
blenheim horn	artistic representation	painting	artistic representation: painting
blenheim horn	artistic representation	coin	artistic representation: coin
blenheim horn	artistic representation	sculpture	artistic representation: sculpture
mount rushmore	artists	gutzon borglum	artists: gutzon borglum
mount rushmore	artists	lincoln borglum	artists: lincoln borglum
cerro de escurial	artwork	tapestries	artwork: tapestries
cerro de escurial	artwork	paintings	artwork: paintings
cerro de escurial	artwork	sculptures	artwork: sculptures
mount arafat	associated with	hajj	associated with: hajj
lagginhorn	associated with	mönch	associated with: mönch
lagginhorn	associated with	eiger	associated with: eiger
mount arafat	associated with	islamic prophet muhammad	associated with: islamic prophet muhammad
clarinet	associated with	classical composer	associated with: classical composer
mount arafat	associated with	hajj pilgrimage	associated with: hajj pilgrimage
cerro de escurial	associated with	philip ii of spain	associated with: philip ii of spain
cerro de escurial	associated with	spanish royal family	associated with: spanish royal family
clarinet	associated with	jazz standard	associated with: jazz standard
blenheim horn	associated with	odin	associated with: odin
cerro de escurial	associated with	catholic church	associated with: catholic church
blenheim horn	associated with	thor	associated with: thor
blenheim horn	associated with	woden	associated with: woden
cerro de escurial	associated with	king philip ii	associated with: king philip ii
lagginhorn	associated with	jungfrau	associated with: jungfrau
clarinet	associated with	waltz	associated with: waltz
spitzmeilen	athletes	amateur athletes	athletes: amateur athletes
spitzmeilen	athletes	professional runners	athletes: professional runners
picnic	atmosphere	relaxed	atmosphere: relaxed
picnic	atmosphere	casual	atmosphere: casual
picnic	atmosphere	social	atmosphere: social
cordón del azufre	atmospheric conditions	arid	atmospheric conditions: arid
cordón del azufre	atmospheric conditions	high-altitude	atmospheric conditions: high-altitude
sas dales diesc	attraction	tourist destination	attraction: tourist destination
lonquimay	attraction	scenic views	attraction: scenic views
sas dales diesc	attraction	wildlife spotting	attraction: wildlife spotting
sas dales diesc	attraction	hiking trails	attraction: hiking trails
sas dales diesc	attraction	scenic views	attraction: scenic views
sas dales diesc	attraction	outdoor activities	attraction: outdoor activities
lonquimay	attraction	trekking	attraction: trekking
hunsrück	attractions	hunsrück-hochwald national park	attractions: hunsrück-hochwald national park
kremenec	attractions	historical sites	attractions: historical sites
kremenec	attractions	natural landmarks	attractions: natural landmarks
hunsrück	attractions	watersports on the moselle	attractions: watersports on the moselle
wila qullu	attracts	trekkers	attracts: trekkers
büraberg	attracts	history enthusiasts	attracts: history enthusiasts
mount nemrut	attracts	tourists	attracts: tourists
mount nemrut	attracts	history enthusiasts	attracts: history enthusiasts
wila qullu	attracts	adventurers	attracts: adventurers
büraberg	attracts	tourists	attracts: tourists
wila qullu	attracts	mountaineers	attracts: mountaineers
büraberg	attracts	nature lovers	attracts: nature lovers
sas dales diesc	author	george r.r. martin	author: george r.r. martin
machu such'i qhuchi	availability	rare	availability: rare
machu such'i qhuchi	availability	native to specific regions	availability: native to specific regions
machu such'i qhuchi	availability	limited in certain regions	availability: limited in certain regions
machu such'i qhuchi	availability	growing in high-altitude areas	availability: growing in high-altitude areas
aracar	availability	imported to specialty stores	availability: imported to specialty stores
aracar	availability	rare in local markets	availability: rare in local markets
ras dashen	availability	ethiopian markets	availability: ethiopian markets
ras dashen	availability	specialty shops	availability: specialty shops
ras dashen	availability	online stores	availability: online stores
fürstenberg	available in	online	available in: online
fürstenberg	available in	europe	available in: europe
fürstenberg	available in	germany	available in: germany
fürstenberg	awards	award-winning	awards: award-winning
fürstenberg	awards	quality assured	awards: quality assured
kunturiri	beak shape	curved	beak shape: curved
grand capucin	behavior	nocturnal	behavior: nocturnal
tödi	behavior	forms large flocks	behavior: forms large flocks
tödi	behavior	pollinates plants	behavior: pollinates plants
tödi	behavior	flock together	behavior: flock together
acamarachi	behavior	active at night	behavior: active at night
llama	behavior	gentle	behavior: gentle
acamarachi	behavior	diurnal	behavior: diurnal
grand capuchin	behavior	social	behavior: social
tödi	behavior	migrates long distances	behavior: migrates long distances
grand capucin	behavior	aggressive	behavior: aggressive
grand capucin	behavior	social	behavior: social
domuyo	behavior	ground-dwelling	behavior: ground-dwelling
tödi	behavior	produces honey	behavior: produces honey
tödi	behavior	collects nectar	behavior: collects nectar
hog	behavior	playful	behavior: playful
domuyo	behavior	nocturnal	behavior: nocturnal
hog	behavior	curious	behavior: curious
hog	behavior	aggressive	behavior: aggressive
hog	behavior	social	behavior: social
grand capuchin	behavior	curious	behavior: curious
grand capuchin	behavior	communicative	behavior: communicative
tödi	behavior	social	behavior: social
grand capuchin	behavior	playful	behavior: playful
grand capuchin	behavior	inquisitive	behavior: inquisitive
llama	behavior	social	behavior: social
grand capuchin	behavior	agile	behavior: agile
llama	behavior	curious	behavior: curious
llama	behavior	herding	behavior: herding
grand capuchin	behavior	intelligent	behavior: intelligent
tödi	behavior	cavities	behavior: cavities
wila qullu	behavior	scavenger	behavior: scavenger
wila qullu	behavior	soaring	behavior: soaring
wila qullu	behavior	migratory	behavior: migratory
tödi	behavior	diurnal	behavior: diurnal
tödi	behavior	nocturnal	behavior: nocturnal
llama	behavior	communicates with sounds	behavior: communicates with sounds
llama	behavior	docile	behavior: docile
hockenhorn	behavior	social	behavior: social
domuyo	behavior	social	behavior: social
domuyo	behavior	migratory	behavior: migratory
hockenhorn	behavior	herbivorous	behavior: herbivorous
piz varuna	best time to climb	summer	best time to climb: summer
mount kazbek	best time to climb	summer	best time to climb: summer
mount garibaldi	best time to climb	early fall	best time to climb: early fall
mount garibaldi	best time to climb	summer	best time to climb: summer
piz sesvenna	best time to climb	winter	best time to climb: winter
piz sesvenna	best time to climb	summer	best time to climb: summer
mount kazbek	best time to climb	july	best time to climb: july
piz varuna	best time to climb	autumn	best time to climb: autumn
mount garibaldi	best time to visit	winter	best time to visit: winter
piz sesvenna	best time to visit	autumn	best time to visit: autumn
zirbitzkogel	best time to visit	winter	best time to visit: winter
piz sesvenna	best time to visit	summer	best time to visit: summer
großer sulzberg	best time to visit	summer	best time to visit: summer
großer sulzberg	best time to visit	autumn	best time to visit: autumn
zirbitzkogel	best time to visit	summer	best time to visit: summer
cerro del verdún	best time to visit	summer	best time to visit: summer
zirbitzkogel	best time to visit	spring	best time to visit: spring
cerro bayo	best time to visit	summer	best time to visit: summer
cerro bayo	best time to visit	december to february	best time to visit: december to february
mount garibaldi	best time to visit	summer	best time to visit: summer
cerro del verdún	best time to visit	autumn	best time to visit: autumn
mount ararat	biblical significance	biblical importance	biblical significance: biblical importance
mount ararat	biblical significance	believed to be the final resting place of noah's ark	biblical significance: believed to be the final resting place of noah's ark
mount ararat	biblical significance	final resting place of noah	biblical significance: final resting place of noah
mount ararat	biblical significance	location of noah's ark	biblical significance: location of noah's ark
mount ararat	biblical significance	noah's ark	biblical significance: noah's ark
mount ararat	biblical significance	landing place of noah's ark	biblical significance: landing place of noah's ark
mount ararat	biblical significance	where noah's ark landed	biblical significance: where noah's ark landed
mount ararat	biblical significance	biblical story	biblical significance: biblical story
labrea	biology	large size	biology: large size
labrea	biology	tree species	biology: tree species
großer daumen	body part	large thumb	body part: large thumb
großer daumen	body part	thumb	body part: thumb
großer daumen	body part	finger	body part: finger
großer daumen	body part	hand	body part: hand
fürstenberg	brand reputation	high quality	brand reputation: high quality
fürstenberg	brand reputation	reliable	brand reputation: reliable
hog	breed	domestic	breed: domestic
hog	breed	wild	breed: wild
hog	breed	pork	breed: pork
hog	breed	ham	breed: ham
hog	breed	commercial	breed: commercial
hog	breed	free-range	breed: free-range
hog	breed	heritage	breed: heritage
hog	breed	rare	breed: rare
hog	breed	bacon	breed: bacon
hog	breed	common	breed: common
hog	breed	porker	breed: porker
hog	breed	feral	breed: feral
tödi	breeding habits	monogamous	breeding habits: monogamous
tödi	breeding habits	nests in colonies	breeding habits: nests in colonies
pho	broth	rich	broth: rich
pho	broth	flavorful	broth: flavorful
pho	broth	aromatic	broth: aromatic
pho	broth	beef-based	broth: beef-based
cerro de escurial	building type	palace	building type: palace
cerro de escurial	building type	monastery	building type: monastery
cerro de escurial	building type	mausoleum	building type: mausoleum
wissigstock	calculation method	market capitalization	calculation method: market capitalization
wissigstock	calculation method	price-weighted	calculation method: price-weighted
wissigstock	calculation method	weighted average	calculation method: weighted average
wissigstock	calculation method	market capitalization weighted	calculation method: market capitalization weighted
falklands	capital	stanley	capital: stanley
acotango	category	partner dance	category: partner dance
acamarachi	category	mythological creature	category: mythological creature
kremenec	category	dessert	category: dessert
hockenhorn	category	peak	category: peak
banana	category	food	category: food
hockenhorn	category	mountain	category: mountain
domuyo	category	animal	category: animal
banana	category	fruit	category: fruit
domuyo	category	bird	category: bird
banana	category	healthy snack	category: healthy snack
sas dales diesc	category	rare species	category: rare species
pho bia	category	street food	category: street food
acamarachi	category	legendary beast	category: legendary beast
clarinet	category	recording	category: recording
acotango	category	argentine tango	category: argentine tango
domuyo	category	insect	category: insect
pho bia	category	breakfast food	category: breakfast food
domuyo	category	beetle	category: beetle
zuckerhütl	category	mountain	category: mountain
domuyo	category	wildlife	category: wildlife
domuyo	category	vegetation	category: vegetation
zuckerhütl	category	peaks	category: peaks
abra del acay	category	medicinal herb	category: medicinal herb
jach'a waracha	category	andean music	category: andean music
abra del acay	category	ornamental plant	category: ornamental plant
prisojnik	category	dish	category: dish
sustenhorn	category	herb	category: herb
acotango	category	dancing	category: dancing
acotango	category	performance	category: performance
sustenhorn	category	plant	category: plant
brennisteinsalda	category	food	category: food
brennisteinsalda	category	dish	category: dish
prisojnik	category	breakfast	category: breakfast
prisojnik	category	croatian cuisine	category: croatian cuisine
kunturiri	category	peruvian delicacy	category: peruvian delicacy
aracar	category	berry	category: berry
abra del acay	category	flowering plant	category: flowering plant
llama	category	south american	category: south american
kremenec	category	sweet treat	category: sweet treat
sas dales diesc	category	plant	category: plant
llama	category	pack animal	category: pack animal
wila qullu	category	natural feature	category: natural feature
sas dales diesc	category	wildflower	category: wildflower
clarinet	category	woodwind instrument	category: woodwind instrument
clarinet	category	music	category: music
pho bia	category	vietnamese dish	category: vietnamese dish
acotango	category	dance	category: dance
aracar	category	tropical	category: tropical
dent de jaman	category	geological formation	category: geological formation
ras dashen	category	ingredient	category: ingredient
balmhorn	category	mountain	category: mountain
balmhorn	category	swiss alps	category: swiss alps
dent de jaman	category	wild fruit	category: wild fruit
blinnenhorn	category	instrument	category: instrument
blinnenhorn	category	brass instrument	category: brass instrument
itapalluni	category	amazonian	category: amazonian
sustenhorn	category	landmark	category: landmark
balmhorn	category	peak	category: peak
itapalluni	category	native to brazil	category: native to brazil
ras dashen	category	culinary ingredient	category: culinary ingredient
la breya	category	geography	category: geography
lagginhorn	category	peak	category: peak
lagginhorn	category	mountain	category: mountain
prisojnik	category	dessert	category: dessert
prisojnik	category	cake	category: cake
vorderer wildgundkopf	category	alpine peak	category: alpine peak
la breya	category	mountain range	category: mountain range
balmhorn	category	landmark	category: landmark
ras dashen	category	seasoning	category: seasoning
blinn horn	category	peaks	category: peaks
dent de jaman	category	natural wonder	category: natural wonder
lagginhorn	category	geographical feature	category: geographical feature
großer sulzberg	category	peak	category: peak
großer sulzberg	category	mountain	category: mountain
