concept	property	cluster_label
emergency road vehicle	large	1
emergency vehicle	large	1
fire boat	large	1
fire engine	large	1
fish factory ship	large	1
fishing boat	large	1
fishing vessel	large	1
fuel tank	large	1
full size van	large	1
general cargo ship	large	1
government organization	large	1
head end car	large	1
jet engine	large	1
land vehicle	large	1
light fixture	large	1
light truck	large	1
lighter	large	1
major air carrier	large	1
material handling equipment	large	1
military watercraft	large	1
minivan	large	1
motor scooter	large	1
navigation buoy	large	1
navigation light	large	1
ocean liner	large	1
offshore supply ship	large	1
ore carrier ship	large	1
outfit car	large	1
parking garage	large	1
partial container ship	large	1
passenger car	large	1
passenger railway car	large	1
passenger ship	large	1
personal watercraft	large	1
petroleum product pipeline	large	1
pier	large	1
port crane	large	1
port facility	large	1
portable bridge	large	1
private railcar	large	1
propeller airplane	large	1
radar facility	large	1
railcar carrier ship	large	1
railroad bridge	large	1
railroad company	large	1
railway junction	large	1
railway vehicle	large	1
research ship	large	1
river port	large	1
road vehicle	large	1
ship berth	large	1
ship berthing	large	1
ship cabin	large	1
ship compartment	large	1
ship deck	large	1
ship hatch	large	1
ship hull	large	1
spine car	large	1
sport utility vehicle	large	1
tank car	large	1
traffic light	large	1
traffic signal	large	1
train assembly	large	1
transit terminal	large	1
transportation company	large	1
transportation device	large	1
truck tractor	large	1
tugboat	large	1
turboprop airplane	large	1
vehicle carrier ship	large	1
vehicle wheel	large	1
water area	large	1
watercraft	large	1
waterway junction	large	1
international airport	largest	1
crane ship	large size	1
deepwater port	large size	1
freight car	large size	1
hopper dredger	large size	1
scale test car	large size	1
tractor trailer	large size	1
diesel engine	large	1
navigation buoy	typically small	2
land area	small	2
coach railcar	can be small	2
fire engine	can be small	2
passenger railway car	can be small	2
fishing boat	small	2
fishing vessel	small	2
ship hatch	small	2
water transportation system	small	2
propeller airplane	small size	2
crew list	small	2
managing	small	2
international airport	small	2
propeller airplane	small	2
river port	small	2
scale test car	small	2
cab car	small	2
personal watercraft	small	2
cab car	compact	2
electric device	compact	2
electric motor	compact	2
electronic device	compact	2
jet engine	compact	2
land vehicle	compact	2
light truck	compact	2
motor scooter	compact	2
outfit car	compact	2
passenger car	compact	2
personal watercraft	compact	2
portable bridge	compact	2
propeller airplane	compact	2
road vehicle	compact	2
scale test car	compact	2
ship cabin	compact	2
sport utility vehicle	compact	2
transportation device	compact	2
material handling equipment	small	2
refrigerated compartment	small	2
rocket engine	small	2
tugboat	relatively small	2
propeller airplane	smaller	2
motor scooter	small size	2
scale test car	small size	2
navigation light	small device	2
lighter	small	2
airport classification	tiny	2
land area	tiny	2
water area	tiny	2
watercraft	tiny	2
road vehicle	mini	2
transit shelter	small	2
ship berthing	small	2
rocket engine	miniature	2
scale test car	miniature	2
airport classification	small	2
bulk cargo	small	2
bulkhead	small	2
cable ship	small	2
canal	small	2
canal lock	small	2
canal lock gate	small	2
canal structure	small	2
canal system	small	2
cargo container	small	2
cargo ship	small	2
chemical tanker ship	small	2
coach railcar	small	2
commercial airport	small	2
commercial carrier	small	2
commercial shipping	small	2
container terminal	small	2
crane ship	small	2
deck cargo	small	2
deck crane	small	2
deepwater port	small	2
dining car	small	2
drilling ship	small	2
dry bulk cargo	small	2
electric device	small	2
electric motor	small	2
electronic device	small	2
emergency road vehicle	small	2
emergency vehicle	small	2
fire boat	small	2
fire engine	small	2
fish factory ship	small	2
fishing trawler	small	2
flatcar	small	2
freight car	small	2
freighter	small	2
fuel tank	small	2
gallery car	small	2
general cargo ship	small	2
glider airplane	small	2
government organization	small	2
hangar bay	small	2
hopper dredger	small	2
jet airplane	small	2
jet engine	small	2
land vehicle	small	2
light fixture	small	2
light truck	small	2
major air carrier	small	2
military watercraft	small	2
motor scooter	small	2
navigation buoy	small	2
navigation light	small	2
offshore supply ship	small	2
offshore support ship	small	2
outfit car	small	2
parking garage	small	2
partial container ship	small	2
passenger car	small	2
passenger railway car	small	2
passenger ship	small	2
pier	small	2
port facility	small	2
portable bridge	small	2
private railcar	small	2
pusher tug	small	2
radar facility	small	2
railcar carrier ship	small	2
railroad company	small	2
railway junction	small	2
railway vehicle	small	2
research ship	small	2
road vehicle	small	2
rolling stock	small	2
ship berth	small	2
ship cabin	small	2
ship compartment	small	2
ship deck	small	2
ship hold	small	2
ship hull	small	2
terminal building	small	2
traffic light	small	2
traffic signal	small	2
train assembly	small	2
transit terminal	small	2
transportation company	small	2
transportation device	small	2
truck trailer	small	2
tugboat	small	2
turboprop airplane	small	2
vehicle wheel	small	2
water area	small	2
watercraft	small	2
waterway junction	small	2
whaling ship	small	2
deck cargo	light	2
material handling equipment	light	2
propeller airplane	light	2
rolling stock	light	2
train assembly	light	2
turboprop airplane	small to medium	2
cab car	low	3
electric motor	low	3
electronic signalling	low	3
emergency road vehicle	low	3
emergency vehicle	low	3
jet engine	low	3
land vehicle	low	3
material handling equipment	low	3
military watercraft	low	3
mode of transit	low	3
motor scooter	low	3
offshore supply ship	low	3
offshore support ship	low	3
passenger car	low	3
passenger railway car	low	3
personal watercraft	low	3
propeller airplane	low	3
rail transportation system	low	3
railway vehicle	low	3
road vehicle	low	3
rolling stock	low	3
spine car	low	3
train assembly	low	3
transportation device	low	3
transportation system	low	3
turboprop airplane	low	3
animal powered vehicle	slow	3
body motion	slow	3
cab car	slow	3
cable ship	slow	3
cargo ship	slow	3
container ship	slow	3
crane ship	slow	3
electrical signalling	slow	3
electronic signalling	slow	3
emergency road vehicle	slow	3
emergency vehicle	slow	3
fire boat	slow	3
fire engine	slow	3
fishing boat	slow	3
fishing trawler	slow	3
fishing vessel	slow	3
freighter	slow	3
gallery car	slow	3
general cargo ship	slow	3
glider airplane	slow	3
land vehicle	slow	3
liner service	slow	3
material handling equipment	slow	3
military watercraft	slow	3
mode of transit	slow	3
motor scooter	slow	3
ocean liner	slow	3
offshore supply ship	slow	3
offshore support ship	slow	3
ore carrier ship	slow	3
outfit car	slow	3
passenger car	slow	3
passenger railway car	slow	3
passenger ship	slow	3
personal watercraft	slow	3
petroleum tanker ship	slow	3
port crane	slow	3
propeller airplane	slow	3
pusher tug	slow	3
rail transportation system	slow	3
railcar carrier ship	slow	3
railway vehicle	slow	3
road vehicle	slow	3
rolling stock	slow	3
signalling	slow	3
spine car	slow	3
surfaced roadway	slow	3
train assembly	slow	3
transportation device	slow	3
transportation system	slow	3
tugboat	slow	3
turboprop airplane	slow	3
vehicle carrier ship	slow	3
water transportation system	slow	3
watercraft	slow	3
rail transportation system	slow-speed	3
cab car	limited	3
gallery car	limited	3
motor scooter	limited	3
petroleum tanker ship	limited	3
tugboat	limited	3
propeller airplane	low speed	3
rail transportation system	slower than air	3
propeller airplane	low to medium	3
turboprop airplane	low to medium	3
cab car	relatively slow	3
cable ship	relatively slow	3
cargo ship	relatively slow	3
container ship	relatively slow	3
crane ship	relatively slow	3
electrical signalling	relatively slow	3
fishing trawler	relatively slow	3
freight car	relatively slow	3
freighter	relatively slow	3
gallery car	relatively slow	3
liner service	relatively slow	3
ocean liner	relatively slow	3
offshore supply ship	relatively slow	3
ore carrier ship	relatively slow	3
partial container ship	relatively slow	3
propeller airplane	relatively slow	3
pusher tug	relatively slow	3
railcar carrier ship	relatively slow	3
spine car	relatively slow	3
vehicle carrier ship	relatively slow	3
diesel engine	low speed	3
glider airplane	low speed	3
multiple track railway	low speed	3
standard gauge railway	low speed	3
turboprop airplane	slower than jet plane	3
electric motor	low speed	3
cab car	low speed	3
electronic signalling	low speed	3
emergency road vehicle	low speed	3
emergency vehicle	low speed	3
head end car	low speed	3
jet airplane	low speed	3
jet engine	low speed	3
land vehicle	low speed	3
military watercraft	low speed	3
motor scooter	low speed	3
passenger railway car	low speed	3
personal watercraft	low speed	3
rail transportation system	low speed	3
railway vehicle	low speed	3
road vehicle	low speed	3
rolling stock	low speed	3
spine car	low speed	3
train assembly	low speed	3
transportation device	low speed	3
turboprop airplane	low speed	3
motor scooter	low to moderate	3
propeller airplane	low to moderate	3
turboprop airplane	slow speed	3
propeller airplane	less than jet speed	3
rail transportation system	low-speed	3
transportation device	low-speed	3
transportation system	low-speed	3
glider airplane	slow speed	3
animal powered vehicle	slow speed	3
cable ship	slow speed	3
container ship	slow speed	3
diesel engine	slow speed	3
general cargo ship	slow speed	3
hopper dredger	slow speed	3
partial container ship	slow speed	3
water transportation system	slow speed	3
turboprop airplane	lower	3
turboprop airplane	lower than jet	3
motor scooter	slow speed	3
rail transportation system	slow speed	3
railway vehicle	slow speed	3
spine car	slow speed	3
train assembly	slow speed	3
spine car	freight transportation	4
head end car	for hauling freight	4
intermodal transportation	freight transportation	4
broad gauge railway	heavy freight transport	4
multiple track railway	heavy freight transport	4
broad gauge railway	freight transportation	4
cab car	freight transportation	4
electrified railway	freight transportation	4
multiple track railway	freight transportation	4
rail transportation system	freight transportation	4
railroad track	freight transportation	4
railway vehicle	freight transportation	4
rolling stock	freight transportation	4
train assembly	freight transportation	4
flatcar	shipping heavy goods	4
head end car	freight	4
multiple track railway	freight	4
railway vehicle	freight	4
train assembly	freight	4
flatcar	freight transportation	4
broad gauge railway	freight transport	4
cab car	freight transport	4
dual gauge railway	freight transport	4
electrified railway	freight transport	4
multiple track railway	freight transport	4
rail transportation system	freight transport	4
railway vehicle	freight transport	4
rolling stock	freight transport	4
spine car	freight transport	4
standard gauge railway	freight transport	4
tractor trailer	freight transport	4
train assembly	freight transport	4
transportation device	freight transport	4
cab car	carry freight	4
freight car	carry freight	4
spine car	carry freight	4
tractor trailer	freight carrier	4
tractor trailer	freight industry	4
freight car	moving freight	4
railroad bridge	for freight trains	4
cab car	hauling freight	4
rolling stock	freight train	4
multiple track railway	both passenger and freight	4
freighter	carrying freight	4
railroad track	transporting freight	4
freight car	transporting bulk cargo	4
freighter	transporting bulk cargo	4
bill of lading	freight	4
registry ton	freight	4
contract carrier	freight carrier	4
transportation device	freight shipping	4
spine car	freight hauling	4
truck tractor	freight hauling	4
flatcar	freight transport	4
railcar carrier ship	freight transport	4
train assembly	goods transportation	4
broad gauge railway	heavy freight transportation	4
broad gauge railway	heavy freight	4
flatcar	freight car	4
railcar carrier ship	freight forwarders	4
head end car	freight transportation	4
freight car	transport freight	4
tractor trailer	freight	4
flatcar	freight trains	4
body motion	play	5
electronic device	play	5
electric device	playing	5
electronic device	entertainment	6
scale test car	entertainment	6
ship deck	entertainment	6
liner service	entertainment	6
ocean liner	entertainment	6
passenger ship	entertainment	6
pier	amusement	6
electric device	entertainment	6
passenger ship	provide entertainment	6
ocean liner	providing entertainment	6
passenger ship	providing entertainment	6
electronic device	multimedia	6
animal powered vehicle	entertainment	6
hoisting device	entertainment	6
rolling stock	entertainment	6
gallery car	entertainment	6
land vehicle	entertainment	6
road vehicle	entertainment	6
ship cabin	entertainment	6
transportation device	entertainment	6
pier	for entertainment	6
airport classification	entertainment	6
body motion	entertainment	6
deck cargo	entertainment	6
dining car	entertainment	6
motor scooter	entertainment	6
passenger railway car	entertainment	6
personal watercraft	entertainment	6
private railcar	entertainment	6
railway vehicle	entertainment	6
spine car	entertainment	6
train assembly	entertainment	6
transit route	entertainment	6
international airport	entertainment	6
outfit car	entertainment	6
pier	entertainment	6
body motion	legs	7
body motion	leg	7
organic compound	non-metallic	8
lighter	metallic	8
bulkhead	metal	8
canal lock gate	metal	8
cargo ship	metal	8
fishing trawler	metal	8
freight car	metal	8
fuel tank	metal	8
hangar bay	metal	8
passenger railway car	metal	8
pier	metal	8
railroad bridge	metal	8
railroad track	metal	8
railway vehicle	metal	8
ship hatch	metal	8
ship hold	metal	8
ship hull	metal	8
tank car	metal	8
truck trailer	metal	8
tugboat	metal	8
rolling stock	metal	8
organic compound	not containing metal	8
attaching	metal	8
fishing boat	metallic	8
glider airplane	metallic	8
propeller airplane	metallic	8
canal structure	metal	8
canal system	metal	8
glider airplane	metal	8
transit shelter	metal	8
ship hull	cast	8
aid to navigation	metal	8
canal	metal	8
cargo container	metal	8
chemical tanker ship	metal	8
coach railcar	metal	8
deck cargo	metal	8
deck crane	metal	8
electric device	metal	8
electronic device	metal	8
fishing boat	metal	8
fishing vessel	metal	8
flatcar	metal	8
hoisting device	metal	8
jet airplane	metal	8
jet engine	metal	8
land vehicle	metal	8
light fixture	metal	8
lighter	metal	8
material handling equipment	metal	8
navigation buoy	metal	8
navigation light	metal	8
ore carrier ship	metal	8
outfit car	metal	8
passenger car	metal	8
petroleum tanker ship	metal	8
port crane	metal	8
portable bridge	metal	8
private railcar	metal	8
propeller airplane	metal	8
pusher tug	metal	8
railcar carrier ship	metal	8
road vehicle	metal	8
rocket engine	metal	8
scale test car	metal	8
ship cabin	metal	8
ship deck	metal	8
spine car	metal	8
traffic light	metal	8
traffic signal	metal	8
train assembly	metal	8
vehicle wheel	metal	8
watercraft	metal	8
pier	metallic	8
ship deck	metallic	8
offshore anchorage	vessels	9
container ship	large vessel	9
liner service	vessel	9
liner service	heavy	9
liner service	specialized	9
tugboat	small	9
cable ship	supply vessel	9
offshore supply ship	supply vessel	9
railcar carrier ship	vessels	9
offshore supply ship	vessel	9
offshore support ship	vessel	9
cable ship	vessel	9
water transportation system	vessel	9
liner service	large	9
deepwater port	large vessels	9
fishing trawler	large	9
ocean liner	large	9
cargo ship	vessel	9
fish factory ship	vessel	9
whaling ship	vessel	9
chemical tanker ship	vessel	9
container ship	vessel	9
crane ship	vessel	9
fire boat	vessel	9
fishing boat	vessel	9
fishing trawler	vessel	9
fishing vessel	vessel	9
freighter	vessel	9
general cargo ship	vessel	9
hopper dredger	vessel	9
ocean liner	vessel	9
ore carrier ship	vessel	9
partial container ship	vessel	9
petroleum tanker ship	vessel	9
pusher tug	vessel	9
railcar carrier ship	vessel	9
tugboat	vessel	9
partial container ship	type of vessel	9
deepwater port	large	9
cable ship	specialized vessel	9
merchant marine	large	9
merchant marine	modern	9
offshore supply ship	specialized vessel	9
drilling ship	large vessel	9
whaling ship	large vessel	9
partial container ship	other types of ships	10
ship berthing	ship	10
cable ship	ship	10
crane ship	ship	10
military watercraft	warship	10
military watercraft	amphibious assault ship	10
whaling ship	historic ship	10
commercial carrier	ship	10
river port	ships	10
cargo ship	ship	10
chemical tanker ship	ship	10
common carrier	ship	10
contract carrier	ship	10
crew list	ship	10
deck crane	ship	10
fish factory ship	ship	10
fishing boat	ship	10
fishing trawler	ship	10
fishing vessel	ship	10
freighter	ship	10
general cargo ship	ship	10
hopper dredger	ship	10
intermodal transportation	ship	10
military watercraft	ship	10
mode of transit	ship	10
ocean liner	ship	10
offshore supply ship	ship	10
offshore support ship	ship	10
ore carrier ship	ship	10
partial container ship	ship	10
petroleum tanker ship	ship	10
pusher tug	ship	10
railcar carrier ship	ship	10
transportation device	ship	10
transportation schedule	ship	10
tugboat	ship	10
vehicle carrier ship	ship	10
water transportation system	ship	10
watercraft	ship	10
whaling ship	ship	10
military watercraft	amphibious ship	10
drilling ship	drillship	10
ship register	type of ship	10
offshore supply ship	vessel	10
fire boat	ship	10
freighter	large ship	10
ocean liner	large ship	10
vehicle carrier ship	large ship	10
ocean liner	historic vessels	10
railcar carrier ship	ships	10
water transportation system	ships	10
ship deck	warship	10
liner service	large ship	10
vehicle carrier ship	lift-on/lift-off ship	10
maritime blockade	ship	10
port embargo	ship	10
freighter	ocean-going ship	10
general cargo ship	ocean-going ship	10
transportation system	ship	10
vehicle carrier ship	roll-on/roll-off ship	10
cable ship	naval vessel	10
hopper dredger	type of ship	10
ship register	warships	10
merchant marine	non-military ships	10
ship register	ship type	10
fish factory ship	factory ship	10
whaling ship	factory ship	10
research ship	ice-strengthened ship	10
liner service	ship	10
military watercraft	destroyer	10
cargo container	tanker	11
cargo ship	tanker	11
fire engine	tanker	11
merchant marine	tanker	11
petroleum tanker ship	tanker	11
ship hold	tanker	11
truck tractor	tanker	11
truck trailer	tanker	11
commercial shipping	tanker	11
liner service	tanker	11
chemical tanker ship	petroleum tanker	11
merchant marine	tankers	11
tank car	chemical tanker	11
water transportation system	tanker	11
ship berth	tanker	11
shipping lane	oil tanker	11
freighter	tanker	11
ship register	tankers	11
chemical tanker ship	tanker	11
deepwater port	tankers	11
shipping lane	tankers	11
intermodal transportation	tankers	11
ore carrier ship	tanker-like design	11
ship berthing	tanker	11
tank car	gas tanker	11
offshore supply ship	tanker	11
offshore support ship	tanker	11
petroleum tanker ship	oil tanker	11
tank car	oil tanker	11
freight car	tanker	11
rolling stock	tanker	11
tank car	tanker	11
petroleum tanker ship	tanker hull	11
ship hold	tankers	11
tank car	chemical transportation	12
chemical tanker ship	transport chemicals	12
chemical tanker ship	carry chemicals	12
tank car	storing chemicals	12
chemical tanker ship	transporting chemicals	12
fish factory ship	curing tanks	12
tank car	transporting chemicals	12
tank car	chemicals	12
chemical tanker ship	carrying chemicals	12
tank car	carrying chemicals	12
tank car	flammable liquids	12
tank car	moving chemicals	12
chemical tanker ship	specialized for chemical transport	12
chemical tanker ship	hazardous materials carrier	13
partial container ship	emergency cargo	13
chemical tanker ship	carry hazardous materials	13
tank car	hazardous materials	13
flatcar	carrying construction materials	13
chemical tanker ship	carrying hazardous materials	13
chemical tanker ship	transport hazardous materials	13
chemical tanker ship	hazmat storage	13
chemical tanker ship	hazardous material storage	13
truck trailer	extra-long	14
cab car	varies in length	14
tank car	varies in length	14
truck trailer	varies in length	14
full size van	extended	14
pier	extended	14
canal	short	14
land vehicle	short	14
pier	short	14
railway vehicle	short	14
rolling stock	short	14
water transportation system	short	14
passenger railway car	typically long and narrow	14
paved runway	lengthy	14
full size van	extra long	14
petroleum product pipeline	long length	14
freight car	can be long and heavy	14
canal system	longest	14
full size van	longest	14
cab car	long	14
cable ship	long	14
canal	long	14
canal structure	long	14
canal system	long	14
cargo ship	long	14
chemical tanker ship	long	14
coach railcar	long	14
container ship	long	14
crane ship	long	14
fire engine	long	14
fish factory ship	long	14
fishing trawler	long	14
flatcar	long	14
flight deck	long	14
freight car	long	14
freighter	long	14
full size van	long	14
gallery car	long	14
head end car	long	14
jet airplane	long	14
land vehicle	long	14
minivan	long	14
ocean liner	long	14
offshore supply ship	long	14
offshore support ship	long	14
passenger railway car	long	14
paved runway	long	14
petroleum product pipeline	long	14
petroleum tanker ship	long	14
pier	long	14
pusher tug	long	14
railcar carrier ship	long	14
railroad bridge	long	14
railroad track	long	14
railway vehicle	long	14
road vehicle	long	14
rolling stock	long	14
ship deck	long	14
spine car	long	14
sport utility vehicle	long	14
tank car	long	14
tractor trailer	long	14
train assembly	long	14
truck tractor	long	14
truck trailer	long	14
vehicle carrier ship	long	14
water transportation system	long	14
watercraft	long	14
whaling ship	long	14
ship hatch	stores equipment	15
deck cargo	storing equipment	15
fish factory ship	storage facilities	15
offshore supply ship	storage facilities	15
transportation company	storage facilities	15
railway junction	storing equipment	15
parking garage	storing vehicles	15
ship deck	housing equipment	15
truck trailer	store equipment	15
fishing vessel	storing equipment	15
cargo container	storing equipment	15
freight car	storing equipment	15
ship hold	storing equipment	15
truck trailer	storing equipment	15
diesel fuel	used in power plants	15
research ship	equipment storage	15
cargo container	housing machinery	15
ship compartment	storing equipment	15
truck trailer	equipment	15
ship hold	housing equipment	15
deck crane	storing equipment	15
shipping channel	strategically important	16
shipping lane	strategically important	16
intentional process	strategic	16
managing	strategic	16
railway junction	strategic	16
river port	strategic	16
waterway junction	strategic	16
shipping channel	important for national security	16
sea lane	essential for national security	16
shipping lane	for national security	16
shipping lane	vital for international relations	16
merchant marine	international relations	16
shipping channel	strategic importance	16
shipping lane	strategic importance	16
air traffic control center	national security	16
merchant marine	national security	16
sea lane	national security	16
shipping channel	national security	16
shipping lane	national security	16
cabotage	national security	16
canal system	strategic	16
container terminal	strategic	16
deepwater port	strategic	16
land area	strategic	16
port facility	strategic	16
sea lane	strategic	16
shipping channel	strategic	16
shipping lane	strategic	16
cabotage	strategic	16
liner service	strategic	16
pier	landing spot	17
radar facility	ground-based	17
radio navigation beacon	ground-based	17
turboprop airplane	hangers	17
radio navigation beacon	ground stations	17
jet airplane	flight	17
jet engine	helicopter	17
radio navigation beacon	aircraft	17
bulkhead	plane	17
dining car	plane	17
flight deck	plane	17
jet airplane	flight route	17
propeller airplane	hanger	17
turboprop airplane	hanger	17
bulkhead	airplane	17
deck cargo	airplane	17
dining car	airplane	17
flight deck	airplane	17
fuel tank	airplane	17
jet engine	airplane	17
turbojet engine	airplane	17
aid to navigation	aircraft	17
air traffic control procedure	aircraft	17
bulkhead	aircraft	17
cargo manifest	aircraft	17
flight deck	aircraft	17
fuel tank	aircraft	17
jet engine	aircraft	17
turbojet engine	aircraft	17
jet engine	aircraft wing	17
air traffic control center	radar station	17
portable bridge	military operation	18
radar facility	military bases	18
unpaved runway	military bases	18
military watercraft	naval base	18
airport classification	military base	18
flight deck	military base	18
hangar bay	military base	18
hoisting device	military base	18
jet engine	military base	18
paved runway	military base	18
radar facility	military base	18
truck tractor	military base	18
unpaved runway	military base	18
hangar bay	naval base	18
hangar bay	land-based airbase	18
air traffic control tower	near control zone	18
unpaved runway	military	18
radar facility	military controlled	18
military watercraft	marine corps	18
flight deck	on a military base	18
hangar bay	on a military base	18
flight deck	air traffic controllers	19
flight deck	flight engineer	19
air traffic control procedure	air traffic controller	19
flight deck	air traffic controller	19
taking off	air traffic controller	19
air traffic control procedure	air traffic controllers	19
air traffic control tower	air traffic controllers	19
air traffic control center	air traffic engineers	19
air traffic control center	air traffic managers	19
air traffic control tower	air traffic managers	19
air traffic control procedure	air traffic manager	19
commercial airport	air traffic controller	19
air traffic control center	air traffic controllers	19
commercial airport	air traffic controllers	19
commercial airport	air traffic control	19
traffic control process	traffic controller	19
air traffic control tower	air traffic management personnel	19
chemical tanker ship	emergency response plan	20
petroleum tanker ship	emergency response plan	20
petroleum product pipeline	emergency shutdown	20
ship berthing	emergency response plan	20
flight deck	safety briefings	20
petroleum tanker ship	emergency response	20
chemical tanker ship	emergency response plans	20
air traffic control procedure	responding to system failures	20
petroleum product pipeline	emergency response plan	20
flight deck	emergency response plans	20
transit stop	emergency phone	20
flatcar	covered	21
freight car	covered	21
flatcar	uncovered	21
hangar bay	covered	21
parking garage	covered	21
rolling stock	covered	21
spine car	covered	21
transit shelter	covered	21
flight deck	covered	21
cable ship	steel	22
petroleum pipeline	steel	22
petroleum product pipeline	steel	22
ship hull	steel	22
tank car	stainless steel	22
cable ship	iron	22
canal lock gate	iron	22
hopper dredger	iron	22
railcar carrier ship	iron	22
rolling stock	iron	22
whaling ship	iron	22
lighter	steel	22
bulkhead	steel	22
cab car	steel	22
canal	steel	22
canal lock gate	steel	22
canal structure	steel	22
cargo container	steel	22
chemical tanker ship	steel	22
coach railcar	steel	22
container ship	steel	22
deck cargo	steel	22
deck crane	steel	22
fishing boat	steel	22
fishing trawler	steel	22
fishing vessel	steel	22
fixed bridge	steel	22
flatcar	steel	22
freight car	steel	22
fuel tank	steel	22
gallery car	steel	22
hoisting device	steel	22
jet engine	steel	22
material handling equipment	steel	22
military watercraft	steel	22
ocean liner	steel	22
ore carrier ship	steel	22
passenger car	steel	22
passenger railway car	steel	22
petroleum tanker ship	steel	22
pier	steel	22
port crane	steel	22
private railcar	steel	22
pusher tug	steel	22
railcar carrier ship	steel	22
railroad bridge	steel	22
railroad track	steel	22
railway vehicle	steel	22
rocket engine	steel	22
rolling stock	steel	22
ship deck	steel	22
ship hatch	steel	22
ship hold	steel	22
spine car	steel	22
tank car	steel	22
train assembly	steel	22
truck trailer	steel	22
vehicle wheel	steel	22
water transportation system	steel	22
watercraft	steel	22
hopper dredger	steel	22
ore carrier ship	iron	22
port crane	iron	22
pusher tug	iron	22
railroad track	iron	22
railway vehicle	iron	22
train assembly	iron	22
dry bulk cargo	making steel	22
petroleum tanker ship	stainless steel	22
offshore supply ship	steel	22
transit shelter	steel	22
whaling ship	steel	22
navigation light	identification	23
ship register	identification	23
crew list	identification of team members	23
relational attribute	unique identification	23
transit stop	signage	23
air traffic control procedure	aircraft identification	23
vehicle registration	address verification	23
transit stop	electronic display	23
transit stop	announcement	23
transit stop	map	23
internal attribute	authentication	23
internal attribute	used for identification	23
regulatory process	identification	23
ship register	registration	23
head end car	special designation	23
crew list	identification	23
internal attribute	identification	23
relational attribute	identification	23
vehicle registration	identification	23
transportation schedule	organize	24
crew list	organization	24
ship compartment	organization	24
ship agent	arranging	24
aid to navigation	organization	24
ship register	organization	24
trade embargo	organization	24
ship hold	organized	24
regulatory process	organization	24
managing	organization	24
keeping	organization	24
guiding	organization	24
managing	organizing	24
parking garage	reserved	24
organizational process	organizing	24
transportation schedule	by location	24
crew list	organizing personnel	24
air traffic control procedure	organization	24
hangar bay	organization	24
single traffic lane	organization	24
transportation schedule	organization	24
crew list	organizing work	24
bill of lading	paper	25
cargo manifest	paper	25
crew list	paper	25
flight schedule	paper	25
ship register	paper	25
transportation schedule	paper	25
transportation schedule	printed format	25
ship register	physical book	25
aid to navigation	printed	25
transportation schedule	printed	25
ship register	paper record	25
electronic signalling	analog	25
mass measure	analog	25
bill of lading	printed	25
cargo manifest	printed	25
crew list	printed	25
flight schedule	printed	25
bill of lading	written	25
crew list	written	25
guiding	written	25
cubic foot	12 inches x 12 inches x 12 inches	25
ship register	printed book	25
guiding	visual	25
crew list	text-based	25
ship register	paper records	25
set	database	26
ship register	electronic database	26
ship register	digital database	26
flight schedule	online database	26
crew list	online database	26
keeping	database	26
