****** Processing facet_no: 0, facet: industry, facet_count: 39 ******
property 	 cluster_label
****** Processing facet_no: 2, facet: operations, facet_count: 27 ******
property 	 cluster_label
tracks 	 -1
trains 	 -1
stations 	 -1
schedules 	 -1
loading 	 -1
unloading 	 -1
storing 	 -1
moving 	 -1
union 	 -1
intersection 	 -1
difference 	 -1
navigation 	 -1
scheduling flights 	 -1
handling baggage 	 -1
providing amenities 	 -1
storage 	 -1
timetables 	 -1
train arrivals 	 -1
fare payment 	 -1
24/7 operations 	 -1
multiple gates 	 -1
baggage handling 	 -1
****** Finished processing facet: operations ******


****** Processing facet_no: 3, facet: ownership, facet_count: 6 ******
property 	 cluster_label
private 	 -1
public 	 -1
government 	 -1
owned 	 -1
leased 	 -1
borrowed 	 -1
****** Finished processing facet: ownership ******


****** Processing facet_no: 4, facet: scope, facet_count: 19 ******
property 	 cluster_label
local 	 -1
regional 	 -1
national 	 -1
international 	 -1
personal 	 -1
social 	 -1
professional 	 -1
limited 	 -1
specific 	 -1
confined 	 -1
****** Finished processing facet: scope ******


****** Processing facet_no: 5, facet: goals, facet_count: 10 ******
property 	 cluster_label
efficiency 	 -1
safety 	 -1
revenue 	 -1
expansion 	 -1
public health 	 -1
environmental protection 	 -1
consumer protection 	 -1
public welfare 	 -1
economic growth 	 -1
national security 	 -1
****** Finished processing facet: goals ******


****** Processing facet_no: 6, facet: employees, facet_count: 16 ******
property 	 cluster_label
train engineers 	 -1
conductors 	 -1
mechanics 	 -1
customer service 	 -1
pilots 	 -1
flight attendants 	 -1
ground staff 	 -1
sailors 	 -1
officers 	 -1
engineers 	 -1
law enforcement 	 -1
administrators 	 -1
drivers 	 -1
****** Finished processing facet: employees ******


****** Processing facet_no: 7, facet: purpose, facet_count: 275 ******
property 	 cluster_label
transporting people 	 -1
transporting goods 	 -1
construction 	 -1
maintenance 	 -1
exercise 	 -1
transportation 	 -1
play 	 -1
self-defense 	 -1
recreational 	 -1
commercial 	 -1
fishing 	 -1
enjoying meal 	 -1
socializing 	 -1
relaxing 	 -1
switching trains 	 -1
connecting routes 	 -1
transferring cargo 	 -1
lifting and transporting 	 -1
construction and maintenance 	 -1
supporting industries 	 -1
visit 	 -1
attend 	 -1
deliver 	 -1
moving goods 	 -1
passenger transport 	 -1
recreational use 	 -1
carrying goods 	 -1
shipping 	 -1
trade 	 -1
entertainment 	 -1
education 	 -1
scientific study 	 -1
to achieve something 	 -1
to accomplish a task 	 -1
to solve a problem 	 -1
enforcing rules 	 -1
maintaining order 	 -1
ensuring safety 	 -1
safety 	 -1
order 	 -1
traffic management 	 -1
sailing 	 -1
anchoring 	 -1
loading 	 -1
finding way 	 -1
getting lost 	 -1
traveling 	 -1
exploring 	 -1
residence 	 -1
office 	 -1
storage 	 -1
cargo transport 	 -1
military operation 	 -1
transport goods 	 -1
move cargo 	 -1
haul freight 	 -1
docking 	 -1
mooring 	 -1
storing 	 -1
aid navigation 	 -1
mark hazards 	 -1
assist anchoring 	 -1
to promote 	 -1
domestic economy 	 -1
national development 	 -1
efficiency 	 -1
convenience 	 -1
temporary 	 -1
emergency 	 -1
connecting 	 -1
irrigation 	 -1
drainage 	 -1
enabling communication 	 -1
supporting internet 	 -1
providing data transfer 	 -1
provide protection 	 -1
wait for bus 	 -1
storing and launching aircraft 	 -1
housing aircraft during flight 	 -1
tourism 	 -1
repair 	 -1
assemble 	 -1
hold together 	 -1
decorate 	 -1
studying ocean life 	 -1
monitoring climate change 	 -1
exploring deep sea 	 -1
to identify vehicle 	 -1
to track ownership 	 -1
recreation 	 -1
military 	 -1
agriculture 	 -1
work 	 -1
energy supply 	 -1
revenue generation 	 -1
documenting shipment details 	 -1
tracking cargo 	 -1
water sports 	 -1
document of title 	 -1
proof of ownership 	 -1
proof of delivery 	 -1
international trade 	 -1
domestic trade 	 -1
logistics 	 -1
carrying cargo 	 -1
tourist attraction 	 -1
commuting 	 -1
travel 	 -1
increase railway capacity 	 -1
reduce costs 	 -1
improve connectivity 	 -1
water transportation 	 -1
luxurious travel 	 -1
business meetings 	 -1
special events 	 -1
to control the train 	 -1
to provide braking power 	 -1
efficient 	 -1
environmentally friendly 	 -1
helping travelers plan 	 -1
ensuring punctuality 	 -1
managing airline operations 	 -1
connecting land 	 -1
crossing water 	 -1
hunting whales 	 -1
processing whale products 	 -1
providing direction 	 -1
showing the way 	 -1
prevents flooding 	 -1
contains pressure 	 -1
separates spaces 	 -1
informing 	 -1
warning 	 -1
directing 	 -1
transport 	 -1
attack 	 -1
defend 	 -1
patrol 	 -1
monitoring weather 	 -1
detecting aircraft 	 -1
tracking targets 	 -1
igniting fires 	 -1
lighting cigarettes 	 -1
advertising 	 -1
decorative 	 -1
practical 	 -1
to provide food 	 -1
for commercial use 	 -1
for recreational use 	 -1
raising water level 	 -1
lowering water level 	 -1
connecting canals 	 -1
pick up passengers 	 -1
drop off passengers 	 -1
provide transfer 	 -1
storing cargo 	 -1
housing crew 	 -1
housing passengers 	 -1
hauling heavy loads 	 -1
moving people 	 -1
commerce 	 -1
business 	 -1
testing aerodynamics 	 -1
evaluating performance 	 -1
researching fuel efficiency 	 -1
daily commute 	 -1
road trip 	 -1
towing 	 -1
hauling 	 -1
off-road 	 -1
to exert pressure 	 -1
to impose sanctions 	 -1
to protect interests 	 -1
carry cargo 	 -1
transport people 	 -1
deliver packages 	 -1
military operations 	 -1
facilitating transportation 	 -1
improving traffic flow 	 -1
increasing accessibility 	 -1
connect neighborhoods 	 -1
reduce traffic 	 -1
finding oil 	 -1
extracting gas 	 -1
scientific research 	 -1
family transportation 	 -1
business use 	 -1
economic pressure 	 -1
diplomatic leverage 	 -1
facilitating international trade 	 -1
avoiding land routes 	 -1
reducing travel time 	 -1
personal 	 -1
catching fish 	 -1
commercial fishing 	 -1
planning 	 -1
organizing 	 -1
ensuring safe flight 	 -1
avoiding collisions 	 -1
safekeeping 	 -1
protection 	 -1
official record 	 -1
register of ships 	 -1
identification 	 -1
hauled by truck 	 -1
punishment 	 -1
compensation 	 -1
reparation 	 -1
provide regular route 	 -1
store fuel 	 -1
provide energy 	 -1
fighting fires 	 -1
rescue operations 	 -1
punish 	 -1
deter 	 -1
protect 	 -1
supply chain management 	 -1
long-distance travel 	 -1
tourist excursion 	 -1
****** Finished processing facet: purpose ******


****** Processing facet_no: 8, facet: propulsion, facet_count: 38 ******
property 	 cluster_label
diesel 	 -1
electric 	 -1
steam 	 -1
hybrid 	 -1
propeller 	 -1
piston engine 	 -1
sail 	 -1
motor 	 -1
oar 	 -1
paddle 	 -1
gas turbine 	 -1
engine 	 -1
human power 	 -1
jet propulsion 	 -1
rotary engine 	 -1
mechanical 	 -1
manual 	 -1
wind 	 -1
turboprop engine 	 -1
jet engine 	 -1
turbofan 	 -1
gasoline 	 -1
****** Finished processing facet: propulsion ******


****** Processing facet_no: 9, facet: speed, facet_count: 63 ******
property 	 cluster_label
high speed 	 -1
medium speed 	 -1
low speed 	 -1
fast 	 -1
slow 	 -1
medium 	 -1
up to 300 km/h 	 -1
dependent on track condition 	 -1
relatively fast 	 -1
high 	 -1
less than 200 mph 	 -1
fast response 	 -1
rapid 	 -1
low 	 -1
variable 	 -1
relatively slow 	 -1
dependent on wind and currents 	 -1
constant 	 -1
high-speed 	 -1
medium-speed 	 -1
low-speed 	 -1
average 	 -1
millisecond 	 -1
millisecond range 	 -1
moderate 	 -1
up to 50 km/h 	 -1
sonic 	 -1
****** Finished processing facet: speed ******


****** Processing facet_no: 10, facet: design, facet_count: 69 ******
property 	 cluster_label
streamlined 	 -1
boxy 	 -1
open top 	 -1
covered 	 -1
sturdy 	 -1
cantilevered 	 -1
specialized hull 	 -1
separate compartments 	 -1
long and slender 	 -1
covered in steel 	 -1
multiple cars connected 	 -1
open 	 -1
flat 	 -1
no sides 	 -1
wing-shaped 	 -1
lightweight 	 -1
simple 	 -1
efficient 	 -1
low-cost 	 -1
sea-going 	 -1
specialized 	 -1
custom-made 	 -1
fixed structure 	 -1
movable 	 -1
floating 	 -1
large capacity 	 -1
specialized construction 	 -1
arched 	 -1
beam 	 -1
truss 	 -1
specialized for deep sea 	 -1
equipped with cranes 	 -1
equipped with cable-laying equipment 	 -1
simple structure 	 -1
roofed 	 -1
pulsed 	 -1
continuous 	 -1
insulation 	 -1
cooling system 	 -1
monohull 	 -1
catamaran 	 -1
trimaran 	 -1
strong 	 -1
heavy-duty 	 -1
arch 	 -1
watertight 	 -1
fire-resistant 	 -1
reinforced 	 -1
sleek 	 -1
curvy 	 -1
multiple lanes 	 -1
interchanges 	 -1
ramps 	 -1
compact 	 -1
foldable 	 -1
rugged 	 -1
aggressive 	 -1
angular 	 -1
customizable 	 -1
standardized 	 -1
large size 	 -1
watercraft 	 -1
firefighting equipment 	 -1
****** Finished processing facet: design ******


****** Processing facet_no: 11, facet: location, facet_count: 298 ******
property 	 cluster_label
station 	 -1
track 	 -1
yard 	 -1
depot 	 -1
outdoors 	 -1
gym 	 -1
pool 	 -1
coastal 	 -1
lake 	 -1
river 	 -1
train 	 -1
route 	 -1
journey 	 -1
city 	 -1
town 	 -1
countryside 	 -1
aircraft 	 -1
airplane 	 -1
aircraft carrier 	 -1
airport 	 -1
hangar 	 -1
office 	 -1
near runway 	 -1
ocean 	 -1
port 	 -1
offshore 	 -1
coastal area 	 -1
harbor 	 -1
waterfront 	 -1
dock 	 -1
warehouse 	 -1
factory 	 -1
ports 	 -1
oceans 	 -1
seas 	 -1
hospital 	 -1
fire station 	 -1
police station 	 -1
disaster area 	 -1
roads 	 -1
intersections 	 -1
highways 	 -1
top 	 -1
middle 	 -1
bottom 	 -1
earth 	 -1
planet 	 -1
continent 	 -1
country 	 -1
runway 	 -1
spaceport 	 -1
deck 	 -1
hull 	 -1
midship 	 -1
bow 	 -1
near ocean 	 -1
marine 	 -1
train yard 	 -1
quay 	 -1
waterways 	 -1
harbors 	 -1
open sea 	 -1
over a river 	 -1
over a valley 	 -1
over a highway 	 -1
water 	 -1
air 	 -1
land 	 -1
coastlines 	 -1
near bus stop 	 -1
public area 	 -1
on a ship 	 -1
on an aircraft carrier 	 -1
street 	 -1
building 	 -1
sea 	 -1
spacecraft 	 -1
launchpad 	 -1
ground station 	 -1
kitchen 	 -1
home 	 -1
store 	 -1
workshop 	 -1
worldwide 	 -1
europe 	 -1
north america 	 -1
research station 	 -1
underground 	 -1
undersea 	 -1
ship 	 -1
rural area 	 -1
remote location 	 -1
developing country 	 -1
region 	 -1
seaport 	 -1
coast 	 -1
asia 	 -1
china 	 -1
event 	 -1
rear of the train 	 -1
at the front of the train 	 -1
highway 	 -1
above ground 	 -1
coastal waters 	 -1
arctic 	 -1
canal 	 -1
waterway 	 -1
near river 	 -1
road 	 -1
interstate 	 -1
airports 	 -1
military bases 	 -1
weather stations 	 -1
ceiling 	 -1
table 	 -1
wall 	 -1
surface 	 -1
street corner 	 -1
side of highway 	 -1
inside airport 	 -1
lower deck 	 -1
upper deck 	 -1
suburb 	 -1
airfield 	 -1
intersection 	 -1
ground 	 -1
industrial area 	 -1
parking lot 	 -1
driveway 	 -1
city street 	 -1
rural road 	 -1
city center 	 -1
sea route 	 -1
urban areas 	 -1
suburbs 	 -1
coastal areas 	 -1
between islands 	 -1
connecting two seas 	 -1
trail 	 -1
urban 	 -1
rural 	 -1
garage 	 -1
place 	 -1
spot 	 -1
area 	 -1
control tower 	 -1
radar station 	 -1
on deck 	 -1
below deck 	 -1
gulf 	 -1
mall 	 -1
office building 	 -1
near city 	 -1
near highway 	 -1
near seaport 	 -1
under car 	 -1
in garage 	 -1
at gas station 	 -1
headquarters 	 -1
warehouses 	 -1
offshore oil rigs 	 -1
****** Finished processing facet: location ******


****** Processing facet_no: 12, facet: features, facet_count: 243 ******
property 	 cluster_label
air conditioning 	 -1
canteen 	 -1
lavatory 	 -1
safety features 	 -1
docks 	 -1
restaurants 	 -1
shops 	 -1
windows 	 -1
views 	 -1
heating 	 -1
tracks 	 -1
platforms 	 -1
signal systems 	 -1
runway 	 -1
tarmac 	 -1
control tower 	 -1
multiple axles 	 -1
large wheels 	 -1
air brakes 	 -1
gps tracking 	 -1
engine 	 -1
railing 	 -1
nets 	 -1
tackle 	 -1
screen 	 -1
button 	 -1
wireless 	 -1
hatches 	 -1
cranes 	 -1
holds 	 -1
ailerons 	 -1
elevators 	 -1
rudder 	 -1
planning 	 -1
execution 	 -1
evaluation 	 -1
refrigerated 	 -1
temperature controlled 	 -1
secure 	 -1
siren 	 -1
lights 	 -1
communication equipment 	 -1
medical equipment 	 -1
rails 	 -1
ladders 	 -1
open cockpit 	 -1
fixed landing gear 	 -1
small wingspan 	 -1
cabins 	 -1
engines 	 -1
anchors 	 -1
life jackets 	 -1
sliding doors 	 -1
captain's chairs 	 -1
storage compartments 	 -1
bed 	 -1
desk 	 -1
wardrobe 	 -1
bathroom 	 -1
shower 	 -1
toilet 	 -1
locks 	 -1
canals 	 -1
warehouses 	 -1
doors 	 -1
vents 	 -1
couplers 	 -1
brakes 	 -1
fixed 	 -1
floating 	 -1
anchored 	 -1
sunroof 	 -1
gps 	 -1
suspension 	 -1
separate compartments 	 -1
specialized valves 	 -1
collapsible 	 -1
foldable 	 -1
easy to transport 	 -1
bridges 	 -1
tunnels 	 -1
seating 	 -1
lighting 	 -1
information board 	 -1
wheels 	 -1
loud siren 	 -1
water tank 	 -1
fire hose 	 -1
deck 	 -1
propeller 	 -1
anchor 	 -1
axles 	 -1
harness 	 -1
saddle 	 -1
heated seats 	 -1
infotainment system 	 -1
handlebars 	 -1
steering 	 -1
speed control 	 -1
strong hull 	 -1
powerful engine 	 -1
luxurious accommodations 	 -1
dining options 	 -1
entertainment facilities 	 -1
marina 	 -1
pier 	 -1
lighthouse 	 -1
shared track 	 -1
compatible trains 	 -1
adjustable gauge 	 -1
dams 	 -1
large windows 	 -1
comfortable seating 	 -1
kitchen 	 -1
stronger brakes 	 -1
more powerful engine 	 -1
supports traffic 	 -1
has pillars 	 -1
has lanes 	 -1
sail 	 -1
cannons 	 -1
buoys 	 -1
marks 	 -1
waterways 	 -1
refillable 	 -1
windproof 	 -1
reliable 	 -1
food and beverage service 	 -1
coastline 	 -1
shore 	 -1
beach 	 -1
reef 	 -1
water level control 	 -1
water flow control 	 -1
bus shelter 	 -1
platform 	 -1
parking lot 	 -1
food vendors 	 -1
rest areas 	 -1
information kiosk 	 -1
dual tires 	 -1
crane attachment 	 -1
cabin 	 -1
restaurant 	 -1
pool 	 -1
gym 	 -1
containers 	 -1
storage space 	 -1
sensors 	 -1
data logging equipment 	 -1
customized engine 	 -1
four wheels 	 -1
four-wheel drive 	 -1
lifted suspension 	 -1
large bed 	 -1
ticket counters 	 -1
waiting area 	 -1
propulsion 	 -1
seats 	 -1
tables 	 -1
restrooms 	 -1
deck space 	 -1
loading cranes 	 -1
steerage 	 -1
holds large amount of oil 	 -1
has cargo tanks 	 -1
uses gps navigation 	 -1
seating capacity 	 -1
cargo space 	 -1
narrow and winding 	 -1
deep enough for large ships 	 -1
well-marked for navigation 	 -1
power windows 	 -1
high ground clearance 	 -1
all-wheel drive 	 -1
runways 	 -1
terminal buildings 	 -1
security checks 	 -1
coupling 	 -1
firefighting crew 	 -1
navigation systems 	 -1
winches 	 -1
lifeboats 	 -1
****** Finished processing facet: features ******


****** Processing facet_no: 13, facet: body part, facet_count: 4 ******
property 	 cluster_label
legs 	 -1
arms 	 -1
core 	 -1
whole body 	 -1
****** Finished processing facet: body part ******


****** Processing facet_no: 14, facet: style, facet_count: 7 ******
property 	 cluster_label
casual 	 -1
formal 	 -1
professional 	 -1
athletic 	 -1
autocratic 	 -1
democratic 	 -1
participative 	 -1
****** Finished processing facet: style ******


****** Processing facet_no: 15, facet: structure, facet_count: 57 ******
property 	 cluster_label
man-made 	 -1
built over water 	 -1
steel or concrete 	 -1
large vessel 	 -1
heavy lifting equipment 	 -1
multiple cranes 	 -1
steel hull 	 -1
heavy machinery 	 -1
pier 	 -1
quay 	 -1
wharf 	 -1
flat 	 -1
angled 	 -1
curved 	 -1
built from steel 	 -1
built from concrete 	 -1
built from wood 	 -1
truss 	 -1
beam 	 -1
arch 	 -1
metal 	 -1
wooden 	 -1
composite 	 -1
bureaucracy 	 -1
hierarchy 	 -1
terminal building 	 -1
runway 	 -1
control tower 	 -1
hinged 	 -1
movable 	 -1
fixed 	 -1
hierarchical 	 -1
steel 	 -1
rails 	 -1
ties 	 -1
large 	 -1
modern 	 -1
glass 	 -1
propeller 	 -1
anchor 	 -1
floating 	 -1
anchored 	 -1
chain-like 	 -1
ring-like 	 -1
branching 	 -1
multi-story 	 -1
enclosed 	 -1
living 	 -1
complex 	 -1
self-replicating 	 -1
rigid 	 -1
****** Finished processing facet: structure ******


****** Processing facet_no: 16, facet: function, facet_count: 278 ******
property 	 cluster_label
mooring 	 -1
loading 	 -1
unloading 	 -1
transport chemicals 	 -1
carry hazardous materials 	 -1
serving food 	 -1
providing drinks 	 -1
takeoff 	 -1
landing 	 -1
aircraft operation 	 -1
carry passengers 	 -1
carry freight 	 -1
connect cities 	 -1
transport goods 	 -1
hauled by tractor 	 -1
long-distance hauling 	 -1
pilot 	 -1
co-pilot 	 -1
engineer 	 -1
cabin crew 	 -1
storage 	 -1
cargo 	 -1
detection 	 -1
location 	 -1
tracking 	 -1
directing air traffic 	 -1
ensuring safe takeoff and landing 	 -1
commercial 	 -1
military 	 -1
private 	 -1
general aviation 	 -1
lifting heavy loads 	 -1
offshore construction 	 -1
oil rig maintenance 	 -1
separate multiple trains 	 -1
increase capacity 	 -1
improve safety 	 -1
freight transport 	 -1
construction 	 -1
event 	 -1
powers 	 -1
charges 	 -1
communicates 	 -1
handle cargo 	 -1
receive and dispatch containers 	 -1
transporting ore 	 -1
carrying cargo 	 -1
docking 	 -1
anchoring 	 -1
planning 	 -1
building 	 -1
operating 	 -1
transportation 	 -1
freight 	 -1
passenger 	 -1
transporting 	 -1
storing 	 -1
transshipping 	 -1
medical transport 	 -1
firefighting 	 -1
law enforcement 	 -1
rescue operations 	 -1
regulate traffic flow 	 -1
direct traffic 	 -1
control traffic 	 -1
platform 	 -1
walking surface 	 -1
observation area 	 -1
providing supplies 	 -1
offshore oil and gas operations 	 -1
support services 	 -1
supports vehicle 	 -1
provides traction 	 -1
distributes weight 	 -1
shipping 	 -1
export 	 -1
import 	 -1
trade 	 -1
transporting railcars 	 -1
shipping goods 	 -1
transporting goods 	 -1
transporting passengers 	 -1
provide visual warning 	 -1
indicate safe passage 	 -1
mark location 	 -1
carrying liquids 	 -1
carrying gases 	 -1
carrying solids 	 -1
connects two areas 	 -1
allows train passage 	 -1
spans a gap 	 -1
transmitting signals 	 -1
providing navigation data 	 -1
marking hazards 	 -1
indicating safe passage 	 -1
providing location information 	 -1
laying underwater cables 	 -1
repairing damaged cables 	 -1
wait for public transportation 	 -1
provide information 	 -1
pulling passenger train 	 -1
carrying freight 	 -1
leading train 	 -1
fighting fires 	 -1
rescue 	 -1
emergency response 	 -1
propulsion 	 -1
space travel 	 -1
keeps food cool 	 -1
preserves food 	 -1
conducting research 	 -1
collecting data 	 -1
monitoring environment 	 -1
remove sediment 	 -1
maintain water depth 	 -1
construct coastal structures 	 -1
structure 	 -1
protection 	 -1
buoyancy 	 -1
transporting oil 	 -1
transporting natural gas 	 -1
legislation 	 -1
regulation 	 -1
public service 	 -1
negotiating 	 -1
arranging 	 -1
facilitating 	 -1
transportation hub 	 -1
air travel 	 -1
passenger service 	 -1
pull 	 -1
tow 	 -1
assist 	 -1
store goods 	 -1
protect goods 	 -1
commerce 	 -1
assisting other vessels 	 -1
moving heavy loads 	 -1
towing 	 -1
cargo handling 	 -1
buying 	 -1
selling 	 -1
trading 	 -1
last car in a train 	 -1
car with controls 	 -1
aircraft movement 	 -1
gas 	 -1
refined products 	 -1
generates thrust 	 -1
powers aircraft 	 -1
whale hunting 	 -1
processing 	 -1
seals 	 -1
divides 	 -1
provides barrier 	 -1
lifting 	 -1
moving 	 -1
placing 	 -1
allowing ships to travel 	 -1
reducing risk of collisions 	 -1
increasing trade 	 -1
regulate water level 	 -1
allow boat passage 	 -1
control water flow 	 -1
generates torque 	 -1
converts electrical energy 	 -1
transferring 	 -1
provides light 	 -1
illuminates space 	 -1
drinking water 	 -1
recreation 	 -1
fishing 	 -1
catching fish 	 -1
processing fish 	 -1
accommodation 	 -1
engine room 	 -1
bus station 	 -1
train station 	 -1
airport 	 -1
connecting rivers 	 -1
draining water 	 -1
shipping route 	 -1
regulating traffic flow 	 -1
indicating when to stop 	 -1
indicating when to go 	 -1
moving goods 	 -1
moving people 	 -1
moving objects vertically 	 -1
separation 	 -1
direction 	 -1
flow control 	 -1
shipping containers 	 -1
departure point 	 -1
arrival point 	 -1
carries passengers 	 -1
provides seating 	 -1
departure 	 -1
arrival 	 -1
check-in 	 -1
transporting vehicles 	 -1
connecting cities 	 -1
connecting neighborhoods 	 -1
reducing traffic congestion 	 -1
shipping petroleum 	 -1
oil extraction 	 -1
offshore drilling 	 -1
exploration 	 -1
aiding navigation 	 -1
providing warning 	 -1
regulates earth's climate 	 -1
supports life 	 -1
absorbs solar radiation 	 -1
connecting roads 	 -1
distributing traffic 	 -1
providing access 	 -1
air traffic control 	 -1
air traffic management 	 -1
aviation safety 	 -1
allowing entry and exit 	 -1
providing access to deck 	 -1
route for ships 	 -1
maritime route 	 -1
parking cars 	 -1
storing vehicles 	 -1
facilitate travel 	 -1
handle international flights 	 -1
provide amenities 	 -1
provides nutrients 	 -1
regulates ecosystem 	 -1
process information 	 -1
communicate 	 -1
entertain 	 -1
store data 	 -1
providing safe haven 	 -1
protecting vessels 	 -1
ensuring navigation 	 -1
driving 	 -1
parking 	 -1
pedestrian path 	 -1
transporting personnel 	 -1
****** Finished processing facet: function ******


****** Processing facet_no: 17, facet: size, facet_count: 185 ******
property 	 cluster_label
large 	 -1
long 	 -1
heavy 	 -1
small 	 -1
medium 	 -1
hub 	 -1
focus city 	 -1
complex 	 -1
varies 	 -1
wide 	 -1
massive 	 -1
specialized 	 -1
narrow 	 -1
roomy 	 -1
mid-sized 	 -1
varies by vehicle 	 -1
varies by type 	 -1
typically large 	 -1
portable 	 -1
compact 	 -1
capacity for multiple aircraft 	 -1
tall 	 -1
hundreds of meters long 	 -1
large capacity 	 -1
larger than other cars 	 -1
multiple masts 	 -1
towering 	 -1
huge 	 -1
dependent on train 	 -1
giant 	 -1
extra long 	 -1
extra wide 	 -1
large quantity 	 -1
heavy weight 	 -1
desktop 	 -1
****** Finished processing facet: size ******


****** Processing facet_no: 18, facet: operation, facet_count: 58 ******
property 	 cluster_label
requires specialized crew 	 -1
needs careful handling 	 -1
manual 	 -1
