concept	property	cluster_label
truck tractor	used for transportation	21
cargo container	used for transportation	21
waterway junction	used for recreation	21
waterway junction	used for transportation	21
ship compartment	used for passengers	21
broad gauge railway	used for passengers	21
ocean liner	used for vacations	21
ocean liner	used for transportation	21
broad gauge railway	used for transportation	21
military watercraft	used for transport	21
transit route	used for transportation	21
railroad track	used for transport	21
river port	used for transportation	21
canal system	used for transportation	21
sea lane	used for travel	21
canal system	used for tourism	21
fishing boat	used for recreation	21
private railcar	used for transport	21
private railcar	used for vacations	21
electrified railway	used for passenger	21
guiding	used for traveling	21
paved runway	used for air travel	21
petroleum product pipeline	used for transportation	21
air traffic control tower	important for air travel	21
guiding	used for adventure	21
sea lane	used for passenger	21
arriving	used for transportation	21
passenger ship	used for transport	21
commercial airport	used for international travel	21
ship hull	used for transportation	21
ship hull	used for passenger	21
guiding	used for tourism	21
railway junction	used for transportation	21
animal powered vehicle	used for work	21
animal powered vehicle	used for recreation	21
track gauge	important for transportation	21
transitway	used for commuting	21
vehicle carrier ship	used for transportation	21
road vehicle	used for transport	21
coach railcar	used for transportation	21
road vehicle	used for commuting	21
passenger ship	used for vacations	21
road vehicle	used for travel	21
container ship	used for transportation	21
road vehicle	used for recreation	21
tractor trailer	used for transport	21
light truck	used for work	21
mode of transit	used for daily life	21
mode of transit	used for transport	21
mode of transit	used for travel	21
personal watercraft	used for recreation	21
mode of transit	used for commuting	21
outfit car	used for transportation	21
bill of lading	used for transportation	21
freighter	used for transportation	21
train station	used for travel	21
material handling equipment	used for transportation	21
passenger railway car	used for commuting	21
offshore support ship	used for transportation	21
watercraft	used for travel	21
train assembly	used for passengers	21
train assembly	used for transportation	21
petroleum product	used for transportation	21
minivan	used for families	21
ship deck	used for passengers	21
air route	used for transportation	21
ship berthing	used for passengers	21
watercraft	used for recreation	21
navigation	used for traveling	21
emergency road vehicle	used for rescue	22
cargo handling	using airplanes	22
passenger car	used for driving	22
air traffic control tower	used for safety	22
crew list	used for safety	22
air route	used for flights	22
navigation buoy	used for safety	22
emergency vehicle	used for fire	22
air traffic control procedure	used for safety	22
vehicle wheel	used for movement	22
emergency vehicle	used for rescue	22
crew list	used for planes	22
jet engine	used for flight	22
outfit car	used for driving	22
traffic signal	used for safety	22
traffic light	used for safety	22
navigation light	used for safety	22
lighter	used for fire	22
navigation	used for planes	22
military watercraft	used for patrol	22
tugboat	used for rescue	22
glider airplane	flies without fuel	22
taking off	used in flight	22
commercial airport	used for flights	22
drilling ship	used for exploration	22
propeller airplane	used for training	22
single traffic lane	used for driving	22
air traffic control center	used for safety	22
arriving	used for flight	22
surfaced roadway	used for driving	22
fire boat	used for rescue	22
personal watercraft	used for speed	22
ship hull	used for stability	22
commercial carrier	operates ships	23
commercial carrier	operates planes	23
commercial carrier	operates trucks	23
common carrier	operates airplanes	23
transportation authority	operates public transit	23
common carrier	operates buses	23
common carrier	operates trains	23
common carrier	operates ships	23
legal charge	paid by governments	24
trade embargo	imposed by governments	24
local transit system	managed by government	24
ship register	kept by government	24
vehicle registration	issued by government	24
common carrier	regulated by government	24
merchant marine	regulated by government	24
port facility	managed by authorities	24
train station	managed by authorities	24
traffic signal	regulated by authorities	24
port embargo	imposed by governments	24
deepwater port	managed by authorities	24
traffic control process	managed by authorities	24
cabotage	regulated by laws	24
cargo manifest	required by regulations	24
vehicle registration	required by law	24
container terminal	managed by authorities	24
government organization	regulated by laws	24
road transportation system	regulated by laws	24
dangerous goods	regulated by laws	24
shipping lane	regulated by authorities	24
road transportation system	managed by government	24
department of transportation	government agency	24
sea lane	regulated by authorities	24
radar or sonar	used in ships	25
material handling equipment	used in warehouses	25
containerization	used in shipping	25
bill of lading	used for shipping	25
containerization	used in logistics	25
pusher tug	used in harbors	25
ship berthing	process of docking	25
river port	used for logistics	25
cargo container	used for shipping	25
port crane	used for shipping	25
diesel fuel	used in ships	25
long ton	used in shipping	25
deepwater port	used for importing	25
port facility	used for shipping	25
electrical signalling	used in internet	25
signalling	used in navigation	25
container terminal	used for shipping	25
freight car	used for logistics	25
taking off	used in airports	25
railcar carrier ship	used for shipping	25
electronic signalling	used in internet	25
ore carrier ship	used for shipping	25
turbojet engine	used in commercial	25
registry ton	used in shipping	25
registry ton	used in cargo	25
port city	used for shipping	25
registry ton	used in freight	25
registry ton	used in maritime	25
registry ton	used in shipping industries	25
registry ton	used in navigation	25
cargo manifest	used in logistics	25
freighter	used for logistics	25
cabotage	type of shipping	25
hoisting device	used in ports	25
hoisting device	used in warehouses	25
containerization	used in cargo	25
commercial shipping	used for importing	25
partial container ship	used for shipping	25
cargo manifest	used in shipping	25
containerization	standardized sizes	26
containerization	standardized equipment	26
track gauge	standardized globally	26
shipping lane	used for international trade	27
dry bulk cargo	used for international trade	27
bulk cargo	used for international trade	27
general cargo ship	used for international trade	27
vehicle carrier ship	used for international trade	27
shipping channel	used for international trade	27
registry ton	used in international trade	27
commercial shipping	means of international trade	27
bill of lading	used for international trade	27
cargo container	used for international trade	27
container ship	used for global supply chain	27
dual gauge railway	used for border crossing	27
partial container ship	used for international trade	27
merchant marine	plays crucial role in global trade	27
containerization	used in international trade	27
container terminal	used for international trade	27
container ship	used for international trade	27
ore carrier ship	used for international trade	27
river port	used for international trade	27
railcar carrier ship	used for international trade	27
freighter	used for international trade	27
deepwater port	used for international trade	27
cargo ship	used for international trade	27
port facility	used for international trade	27
tractor trailer	large vehicles	28
tank car	large capacity	28
petroleum tanker ship	large ships	28
offshore support ship	large vessel	28
fishing trawler	large boats	28
pusher tug	large vessel	28
ship hold	large spaces	28
liner service	large ships	28
truck tractor	large vehicles	28
bulk cargo	large quantities	28
vehicle carrier ship	large ships	28
ore carrier ship	large vessels	28
freighter	large ships	28
mode of transit	can be used by many	29
organic object	can be digested	29
set or class	can be empty	29
spine car	does not exist	29
intentional process	meant to achieve	29
set or class	can be unioned	29
set or class	can be intersected	29
set or class	can be compared	29
organic object	can be eaten	29
deck crane	used for heavy lifting	30
vehicle wheel	used for braking	30
flatcar	used for heavy loads	30
pusher tug	used for towing	30
cargo handling	loading and unloading	30
ship hatch	used for boarding	30
port crane	used for loading	30
port crane	used for unloading	30
port crane	used for heavy lifting	30
material handling equipment	used for stacking	30
material handling equipment	used for moving	30
material handling equipment	used for lifting	30
canal lock gate	used for boat lift	30
deck crane	used for unloading	30
commercial shipping	used for exporting	30
deck crane	used for lifting	30
pusher tug	used for docking	30
tugboat	used for towing	30
sport utility vehicle	used for towing	30
full size van	used for moving	30
bill of lading	used for freight	30
tractor trailer	used for hauling	30
light truck	used for towing	30
crane ship	used for lifting	30
light truck	used for hauling	30
single traffic lane	used for stopping	30
single traffic lane	used for passing	30
tractor trailer	used for heavy loads	30
crane ship	used for heavy lifting	30
offshore support ship	used for drilling	30
electrified railway	used for freight	30
railroad track	used for freight	30
rail transportation system	used for freight	30
rail transportation system	used for heavy loads	30
truck tractor	used for heavy loads	30
fixed bridge	used for crossing	30
truck tractor	used for hauling	30
deck crane	used for loading	30
pier	used for docking	30
broad gauge railway	used for heavy loads	30
truck trailer	used for hauling	30
truck trailer	used for heavy loads	30
multiple track railway	used for heavy loads	30
deepwater port	used for exporting	30
rolling stock	used for freight	30
ship berth	used for docking	30
ship berthing	used for unloading	30
truck trailer	used for moving	30
multiple track railway	used for freight	30
ship berthing	used for loading	30
traffic control process	manages intersections	31
navigation light	indicates direction	31
commercial agent	represents clients	31
dining car	serves food	31
traffic control process	regulates flow	31
transportation authority	regulates traffic	31
traffic control process	directs traffic	31
volume measure	measured in gallons	32
land area	measured in square kilometers	32
track gauge	measured in inches	32
volume measure	measured in cubic feet	32
track gauge	measured in millimeters	32
volume measure	measured in cubic meters	32
land area	measured in hectares	32
volume measure	measured in milliliters	32
land area	measured in acres	32
land area	measured in square meters	32
volume measure	measured in liters	32
intentional process	goal-oriented	33
organic compound	carbon-based	33
intentional process	goal-directed	33
fire engine	has sirens	34
emergency vehicle	has sirens	34
emergency road vehicle	have sirens	34
emergency vehicle	has megaphones	34
passenger car	has doors	35
minivan	has seats	35
unpaved runway	has stones	35
unpaved runway	has sand	35
navigation buoy	have lights	35
unpaved runway	has mud	35
organic object	has cells	35
unpaved runway	has grass	35
organic object	has metabolism	35
gallery car	has lights	35
passenger car	has seats	35
refrigerated compartment	has insulation	35
passenger railway car	has doors	35
ship cabin	has showers	35
cab car	has meters	35
ship cabin	has lights	35
dining car	has meals	35
shipping channel	have lights	35
ship cabin	has furniture	35
passenger railway car	has seats	35
ship cabin	has doors	35
passenger railway car	has windows	35
ship cabin	has windows	35
hangar bay	has ventilation	35
hangar bay	has lights	35
hangar bay	has doors	35
ship cabin	has beds	35
fire engine	has lights	35
traffic signal	has buttons	35
traffic signal	has lights	35
electronic device	has screens	35
dining car	has wine	35
dining car	has snacks	35
paved runway	has markings	35
lighter	has ignition	35
paved runway	has lights	35
electric device	has screens	35
railroad bridge	has pillars	35
emergency road vehicle	have lights	35
electric device	has buttons	35
electronic device	has batteries	35
jet engine	has fans	35
commercial carrier	has cargo	35
fuel tank	has caps	35
fuel tank	has leaks	35
electric device	has wires	35
train assembly	has brakes	35
emergency vehicle	has lights	35
air traffic control tower	have lights	35
paved runway	has signs	35
hoisting device	has cables	35
electric motor	has coils	35
passenger car	has windows	35
passenger car	has mirrors	35
traffic light	has colors	35
coach railcar	has windows	35
coach railcar	has seats	35
multiple track railway	has signals	35
coach railcar	has doors	35
electronic device	has buttons	35
electric motor	has magnets	35
electronic device	has wires	35
passenger railway car	has heating	35
traffic light	green means go	36
traffic light	red means stop	36
traffic signal	red means stop	36
traffic signal	yellow means caution	36
traffic light	yellow means caution	36
traffic signal	green means go	36
shipping channel	used for navigation	37
radio navigation beacon	used for ships	37
fishing boat	used for catching fish	37
passenger ship	used for cruises	37
personal watercraft	used for water sports	37
offshore anchorage	used for ships	37
radio navigation beacon	used for navigation	37
personal watercraft	used for racing	37
offshore anchorage	used for boats	37
fishing boat	used for fishing	37
ocean liner	used for cruises	37
waterway junction	used for navigation	37
water area	used for swimming	37
canal structure	used for navigation	37
navigation	used for walking	37
navigation	used for ships	37
watercraft	used for surfing	37
tugboat	used for maritime	37
guiding	used for climbing	37
guiding	used for hiking	37
tugboat	used for navigation	37
navigation buoy	used for navigation	37
water area	used for drinking	37
aid to navigation	used for finding islands	37
canal lock	used for navigation	37
aid to navigation	used for avoiding reefs	37
watercraft	used for fishing	37
aid to navigation	used for navigation	37
aid to navigation	used for sailing	37
whaling ship	used for hunting	37
canal lock gate	used for navigation	37
full size van	used for camping	37
ship cabin	used for sleeping	37
watercraft	used for swimming	37
flight deck	used for navigation	37
crew list	used for ships	37
navigation light	used on boats	37
radar facility	used for navigation	37
pier	used for boating	37
fishing vessel	used for fishing	37
air traffic control center	used for navigation	37
pier	used for fishing	37
ship deck	used for sailing	37
ship deck	used for navigation	37
sport utility vehicle	used for camping	37
air traffic control procedure	used for navigation	37
road junction	used for navigation	37
moving violation	done while moving	37
navigation light	used for night sailing	37
crane ship	used for offshore	37
ship hold	secured with ropes	37
fishing trawler	used for catching fish	37
fishing vessel	used for catching fish	37
radar or sonar	used for navigation	37
lighter	used for camping	37
fish factory ship	has freezers	38
turbojet engine	have nozzles	38
motor scooter	have handlebars	38
whaling ship	had harpoons	38
whaling ship	had logbooks	38
road junction	have roundabouts	38
ship deck	have ladders	38
ship hatch	have ladders	38
air route	have altitudes	38
fire engine	has ladders	38
ship deck	have railings	38
personal watercraft	have handlebars	38
parking garage	have staircases	38
parking garage	have elevators	38
turboprop airplane	faster than propeller planes	39
vehicle wheel	rotates on axles	39
petroleum tanker ship	have propellers	39
glider airplane	has no propellers	39
turboprop airplane	have propellers	39
pusher tug	has propellers	39
propeller airplane	has propellers	39
tugboat	have propellers	39
truck trailer	have axles	39
passenger ship	have propellers	39
cable ship	has winches	39
turboprop airplane	powered by turboprop	39
hoisting device	has pulleys	39
personal watercraft	have propellers	39
turbojet engine	have compressors	39
petroleum tanker ship	have engines	40
vehicle crew	passengers	40
transportation device	have engines	40
organic object	has DNA	40
pusher tug	has engines	40
railcar carrier ship	has containers	40
vehicle carrier ship	have engines	40
propeller airplane	has engines	40
personal watercraft	have engines	40
light fixture	require wiring	40
cargo ship	have engines	40
canal lock	has valves	40
jet engine	has turbines	40
truck tractor	have engines	40
sport utility vehicle	have engines	40
fishing trawler	have engines	40
tugboat	have engines	40
train assembly	has locomotive	40
land vehicle	have engines	40
offshore supply ship	have engines	40
railway vehicle	have engines	40
radar facility	has antennas	40
road vehicle	have engines	40
passenger car	has engine	40
fuel tank	has gauges	40
fire engine	has engines	40
fish factory ship	has processing lines	40
local transit system	has trains	40
taking off	requires engines	40
outfit car	have engine	40
light truck	have engines	40
fishing boat	have engines	40
tractor trailer	have engines	40
fire boat	used for marine firefighting	41
lighter	used for fire starting	41
fire engine	used for firefighting	41
emergency road vehicle	used for fire fighting	41
dangerous goods	burning with fire extinguishers	41
cable ship	used for underwater work	41
fire engine	used for rescuing	41
fire boat	used for firefighting	41
hoisting device	lifts heavy objects	42
ore carrier ship	long and narrow	42
rocket engine	highly complex	42
port crane	large in size	42
emergency road vehicle	large and heavy	42
set or class	finite or infinite	42
truck trailer	large in size	42
paved runway	long and narrow	42
road transportation system	used for emergency services	43
signalling	used in emergency	43
fire engine	used for emergencies	43
flight deck	used for emergencies	43
offshore anchorage	used for emergencies	43
air traffic control procedure	used for emergencies	43
emergency road vehicle	used for emergency	43
fire boat	used for emergencies	43
air traffic control center	used for emergency	43
portable bridge	used for emergency situations	43
moving violation	punishable by fines	44
air traffic control center	staffed by controllers	44
emergency road vehicle	driven by professionals	44
road transportation system	maintained by infrastructure	44
drilling ship	crewed by professionals	44
intentional process	consciously controlled	44
cab car	operated by drivers	44
government organization	run by officials	44
offshore anchorage	requires navigation	45
intermodal transportation	uses multiple modes	45
intermodal transportation	uses ships	45
cargo handling	using warehouses	45
navigation	uses compass	45
electronic signalling	uses protocols	45
gallery car	display art	45
electronic signalling	uses codes	45
radar or sonar	uses sound waves	45
cargo manifest	lists items	45
